recno,EPIC,RAJ2000,DEJ2000,Vmag,Ksmag,(V-Ks)o,(V-Ks)u,E(V-Ks),Ksmag0,(V-Ks)0,Per1,Per2,Per3,Per4,Memb,Disk,Simbad,single,PSS,Teff,s_Teff,Mass,s_Mass,s_Lum,logL
845,203636498,16 21 05.09,-25 27 42.6,,10.94,,6.34,0.35,10.9,5.99,0.7794,,,,"USco,bronze",no,Simbad,1,0.999997,2991.0,157.0,0.541,0.021,0.00587,-1.6681679555637514
846,203598787,16 21 09.84,-25 35 33.0,8.26,7.18,1.08,1.08,0.98,7.06,0.09,0.8637,,,,"USco,bronze",,Simbad,1,0.999972,6717.0,134.5,1.429,0.232,0.36325,0.7296870873300867
847,203540227,16 21 10.26,-25 47 41.3,,10.81,,5.82,0.85,10.7,4.97,3.7888,,,,"USco,bronze",no,Simbad,1,0.998613,3301.0,157.0,0.637,0.021,0.01186,-1.328086987558413
848,203425996,16 21 14.32,-26 10 46.4,,11.02,,6.84,1.19,10.87,5.65,5.2152,,,,"USco,bronze",no,Simbad,1,0.999996,3028.0,157.0,0.596,0.021,0.00763,-1.5503673495299253
849,203625455,16 21 14.92,-25 30 01.2,,11.35,,6.89,0.73,11.26,6.16,1.0829,,,,"USco,bronze",no,Simbad,1,0.999999,3040.0,157.0,0.501,0.021,0.00528,-1.7110803943382735
850,203542353,16 21 15.23,-25 47 13.9,,10.01,,7.07,1.17,9.86,5.9,,,,,"USco,bronze",no,Simbad,1,0.999975,,,,,,
851,204353205,16 21 15.83,-22 40 04.7,,9.75,,5.11,0.95,9.63,4.17,6.0327,,,,"USco,gold",no,Simbad,2,1.0E-6,3519.0,123.0,0.469,0.096,0.02115,-0.9715914348845299
852,204346718,16 21 16.80,-22 41 36.8,,12.23,,7.36,1.09,12.09,6.28,0.6431,,,,"USco,bronze",no,Simbad,1,0.999999,2914.0,157.0,0.348,0.021,0.00241,-2.070070439915412
853,204290918,16 21 18.47,-22 54 58.1,,10.15,,7.45,2.12,9.88,5.33,2.5359,,,,"USco,bronze",yes,Simbad,1,0.999996,3049.0,122.0,,,,
854,203915538,16 21 19.20,-24 25 52.5,,10.67,,8.23,3.23,10.26,5.0,1.319,,,,"USco,gold",maybe,Simbad,1,0.999946,,,,,,
855,204494885,16 21 21.14,-22 06 32.2,8.59,7.37,1.22,1.22,0.98,7.25,0.24,0.977,4.6979,,,"USco,gold",no,Simbad,1,0.999798,7276.0,126.9,1.641,0.265,2.1096,1.1230256965555707
856,203914036,16 21 24.88,-24 26 14.6,,11.42,,8.25,2.85,11.05,5.39,2.2794,,,,"USco,gold",maybe,Simbad,1,1.0,2856.0,157.0,0.553,0.021,0.00539,-1.7274622226247627
857,203338523,16 21 27.97,-26 28 10.2,,11.88,,7.08,0.64,11.8,6.44,,,,,"USco,bronze",no,Simbad,1,0.999999,2878.0,157.0,0.417,0.021,0.00315,-1.9562448730313204
858,204217770,16 21 28.45,-23 12 11.1,13.79,8.74,5.05,5.05,0.97,8.61,4.08,2.9264,,,,"USco,bronze",no,Simbad,1,0.999942,3635.0,122.0,0.523,,,-0.614018572263061
859,203626828,16 21 29.53,-25 29 43.4,,10.19,,5.25,0.78,10.09,4.47,2.0554,,,,"USco,gold",no,Simbad,1,0.992964,3441.0,215.5,0.425,,,-1.0859743483036712
860,204644117,16 21 29.61,-21 29 03.9,,11.23,,6.34,0.16,11.2,6.18,0.5736,,,,"USco,gold",no,Simbad,1,0.999998,2951.0,157.0,0.523,0.021,0.00523,-1.7244583115986905
861,203526802,16 21 33.08,-25 50 26.8,,11.08,,5.36,0.35,11.04,5.01,,,,,"USco,bronze",no,Simbad,1,0.99968,3472.0,157.0,0.648,0.021,0.01467,-1.2205478165959383
862,204260890,16 21 33.97,-23 01 55.9,13.95,9.23,4.72,4.72,0.37,9.18,4.35,,,,,"USco,bronze",maybe,Simbad,1,0.999987,,,,,,
863,203417549,16 21 34.70,-26 12 26.9,,8.86,,4.5,1.8,8.63,2.7,3.356,,,,"USco,bronze",yes,Simbad,1,0.999801,3995.0,124.6,0.624,0.079,0.02509,-0.5647450696041022
864,205471638,16 21 36.58,-17 22 04.6,11.31,8.19,3.12,3.12,0.7,8.1,2.42,,,,,"USco,bronze",no,Simbad,1,0.999987,4668.0,122.0,,,,
865,204280039,16 21 37.98,-22 57 30.9,,12.42,,7.45,2.11,12.15,5.34,,,,,"USco,bronze",no,Simbad,1,0.999994,4141.0,133.0,,,,
866,202873945,16 21 39.90,-28 03 06.9,,11.24,,7.38,1.21,11.09,6.16,0.6258,,,,"USco,bronze",maybe,Simbad,1,1.0,2884.0,157.0,0.582,0.021,0.0062,-1.6597542384320683
867,204589989,16 21 40.58,-21 42 44.0,,8.82,,3.23,0.7,8.73,2.53,,,,,"USco,bronze",no,Simbad,1,0.999998,4722.0,122.0,,,,
868,204471912,16 21 41.26,-22 12 05.7,,9.94,,5.91,0.35,9.9,5.56,0.7562,0.8027,,,"USco,gold",no,Simbad,1,0.999838,3186.0,122.0,,,,
869,204211116,16 21 41.98,-23 13 43.5,,10.96,,7.92,2.02,10.7,5.9,2.1605,,,,"USco,bronze",yes,Simbad,1,0.999999,2941.0,157.0,0.56,0.021,0.00603,-1.6647427435654683
870,203495721,16 21 47.92,-25 56 47.1,9.37,8.03,1.34,1.34,0.27,7.99,1.07,1.8446,0.8394,,,"USco,bronze",no,Simbad,2,1.0E-6,8159.0,1080.0,1.992,0.445,3.25183,0.8690427018157536
871,203685806,16 21 48.51,-25 17 26.7,,9.97,,4.86,0.37,9.93,4.49,3.7758,,,,"USco,gold",no,Simbad,1,0.999928,3739.0,261.6,0.561,0.112,0.07367,-0.8902527622867714
872,204862760,16 21 53.09,-20 31 27.7,,8.47,,6.1,0.95,8.35,5.16,,,,,"USco,bronze",,Simbad,1,0.999992,5354.0,384.1,,,,
873,204819556,16 21 54.66,-20 43 09.1,,9.15,,3.25,0.0,9.15,3.25,7.5769,,,,"USco,silver",no,Simbad,1,0.992964,4432.0,195.5,0.694,0.084,0.044,-0.5457651042517344
874,203001378,16 21 54.79,-27 36 10.4,,11.47,,6.2,0.76,11.37,5.44,2.9554,,,,"USco,bronze",no,Simbad,1,0.999949,3093.0,157.0,0.538,0.021,0.00646,-1.6161846340195687
875,204552994,16 21 55.06,-21 52 04.6,,10.4,,5.89,0.36,10.36,5.53,2.358,,,,"USco,bronze",no,Simbad,1,0.999146,3201.0,157.0,0.657,0.021,0.01173,-1.3455346664798542
876,204244466,16 21 56.76,-23 05 50.6,,10.19,,4.81,0.59,10.11,4.22,,,,,"USco,bronze",no,Simbad,1,0.999992,6031.0,123.0,1.118,,,0.6228085681621761
877,203899877,16 21 57.68,-24 29 43.5,10.27,7.59,2.68,2.68,2.52,7.26,0.16,,,,,"USco,bronze",yes,Simbad,1,0.999992,4667.0,126.0,,,,
878,203143409,16 21 59.75,-27 06 36.9,,11.26,,5.65,0.7,11.17,4.95,2.0651,,,,"USco,gold",no,Simbad,1,0.999726,3136.0,157.0,0.539,0.021,0.0068,-1.5904049806031844
879,204329690,16 22 01.93,-22 45 41.2,,10.88,,7.53,2.46,10.57,5.07,2.1541,,,,"USco,bronze",yes,Simbad,1,1.0,2854.0,157.0,0.579,0.021,0.0059,-1.6842395093342655
880,204671953,16 22 05.87,-21 21 55.6,,9.96,,4.87,0.4,9.91,4.47,3.4054,,,,"USco,gold",no,Simbad,1,0.996487,3674.0,135.9,0.539,0.091,0.02287,-0.8986998195323153
881,204651589,16 22 06.56,-21 27 09.1,,10.13,,5.76,0.37,10.08,5.39,6.81,,,,"USco,gold",no,Simbad,2,1.0E-6,3228.0,157.0,0.66,0.02,0.01209,-1.325322532126801
882,202552587,16 22 08.59,-29 15 06.4,,9.65,,4.56,0.06,9.64,4.5,1.5307,,,,"USco,gold",no,Simbad,2,1.0E-6,3650.0,127.7,0.529,0.085,0.02454,-0.8303843377772532
883,204598375,16 22 08.94,-21 40 37.3,,10.6,,5.53,0.28,10.56,5.25,4.1287,,,,"USco,gold",no,Simbad,1,0.992964,3250.0,157.0,0.63,0.021,0.01101,-1.3665315444204136
884,205000676,16 22 09.60,-19 53 00.9,,8.9,,6.37,1.65,8.68,4.71,6.3729,,,,"USco,gold",yes,Simbad,1,0.999975,3734.0,122.0,,,,
885,204603511,16 22 10.05,-21 39 17.3,8.65,7.65,1.0,1.0,0.59,7.58,0.41,0.1581,0.199,0.1358,,"USco,gold",yes,Simbad,1,0.999707,7085.0,144.6,1.57,0.271,0.33156,0.7575182518229089
886,203939508,16 22 12.00,-24 19 49.3,,9.79,,4.26,1.85,9.55,2.41,,,,,"USco,bronze",no,Simbad,1,0.999996,3890.0,122.0,0.602,,,-0.45150002591640404
887,202800875,16 22 13.14,-28 18 58.5,,9.1,,4.14,0.23,9.07,3.91,0.7467,0.673,,,"USco,bronze",no,Simbad,1,0.997667,3853.0,122.0,,,,
888,204810161,16 22 14.80,-20 45 40.0,,11.23,,6.33,0.31,11.19,6.02,1.6579,1.5853,,,"USco,bronze",yes,Simbad,1,0.999999,2957.0,157.0,0.593,0.035,0.00879,-1.597566653780688
889,204176565,16 22 18.53,-23 21 48.2,12.67,8.11,4.56,4.56,2.73,7.76,1.83,5.0194,,,,"USco,bronze",yes,Simbad,1,0.999962,3885.0,124.0,,,,
890,203931628,16 22 19.91,-24 21 48.1,9.36,7.1,2.26,2.26,1.54,6.9,0.72,0.0491,0.054,0.045,,"USco,gold",no,Simbad,1,0.999978,,,,,,
891,202949156,16 22 20.91,-27 47 09.8,,9.47,,4.96,0.15,9.45,4.81,6.9002,,,,"USco,silver",no,Simbad,1,0.999591,,,,,,
892,202791563,16 22 21.03,-28 21 00.6,,11.39,,5.82,0.7,11.3,5.12,1.203,0.8679,,,"USco,bronze",no,Simbad,1,0.999993,2995.0,157.0,0.524,0.021,0.00552,-1.6959405337824007
893,204449274,16 22 21.59,-22 17 30.9,,12.62,,6.6,0.52,12.55,6.08,1.5494,1.2709,,,"USco,gold",yes,Simbad,1,0.999999,2890.0,157.0,0.286,0.022,0.00175,-2.223298816011589
894,203517602,16 22 22.30,-25 52 20.2,,9.44,,6.0,1.01,9.31,4.99,1.14,0.7773,,,"USco,bronze",no,Simbad,1,0.99885,3601.0,121.2,,,,
895,202800046,16 22 29.47,-28 19 09.1,,12.34,,6.89,1.8,12.11,5.1,15.9977,,,,"USco,bronze",no,Simbad,1,0.999965,3180.0,157.0,0.501,0.022,0.00623,-1.6332036167132702
896,204374147,16 22 34.21,-22 35 12.3,,8.54,,5.46,0.87,8.43,4.59,0.6245,0.4914,12.9722,,"USco,bronze",no,Simbad,1,0.997667,,,,,,
897,204321142,16 22 35.29,-22 47 43.3,,10.52,,7.09,2.21,10.23,4.88,0.4763,,,,"USco,bronze",no,Simbad,1,1.0,2906.0,157.0,0.639,0.021,0.00798,-1.544546031221372
898,204683246,16 22 35.99,-21 19 01.3,,9.86,,5.0,0.7,9.77,4.3,8.904,,,,"USco,bronze",no,Simbad,2,1.0E-6,3704.0,130.0,0.549,0.088,0.02739,-0.8330077691698899
899,203927020,16 22 36.72,-24 22 58.6,8.62,7.16,1.46,1.46,1.42,6.97,0.04,,,,,"USco,bronze",no,Simbad,1,0.999965,12386.0,,,,,
900,205204368,16 22 43.53,-18 52 36.0,,10.61,,5.38,0.7,10.52,4.68,2.8365,,,,"USco,bronze",maybe,Simbad,1,0.996487,3256.0,157.0,0.595,0.021,0.00958,-1.4253900586598127
901,205007401,16 22 43.85,-19 51 05.9,,11.16,,9.14,1.62,10.95,7.52,1.3815,,,,"USco,gold",maybe,Simbad,1,1.0,2788.0,158.0,0.523,0.022,0.00449,-1.8218867476853682
902,205108784,16 22 44.04,-19 21 39.3,,11.78,,6.15,1.33,11.6,4.82,,,,,"USco,bronze",no,Simbad,1,0.999943,3939.0,122.0,0.613,,,-0.7851561519523022
903,204591415,16 22 44.06,-21 42 22.4,,9.85,,5.78,0.66,9.76,5.12,14.133,1.4267,,,"USco,gold",no,Simbad,1,0.996487,3431.0,95.9,0.419,0.088,0.03895,-0.7496776029239931
904,202908892,16 22 51.57,-27 55 37.4,,10.18,,5.22,0.2,10.15,5.02,2.0808,2.7263,,,"USco,bronze",no,Simbad,1,0.998258,3370.0,122.2,0.382,0.098,0.03066,-0.9870784544554398
905,204608050,16 22 54.77,-21 38 09.5,,10.07,,5.25,0.57,9.99,4.68,2.0367,,,,"USco,gold",no,Simbad,2,1.0E-6,3371.0,91.4,0.382,0.082,0.01836,-1.0091729494325212
906,204236173,16 22 57.91,-23 07 50.3,,8.51,,4.87,0.78,8.41,4.08,,,,,"USco,bronze",no,Simbad,1,0.999974,3798.0,122.0,,,,
907,203390179,16 23 00.63,-26 18 06.6,,8.94,,3.51,0.93,8.82,2.57,1.3921,,,,"USco,bronze",no,Simbad,1,0.999992,4907.0,122.0,,,,
908,204611501,16 23 01.09,-21 37 17.2,,11.55,,6.03,0.7,11.46,5.34,2.4445,,,,"USco,bronze",no,Simbad,1,0.999996,3025.0,157.0,0.462,0.021,0.00446,-1.7875460389597242
909,202772489,16 23 01.19,-28 25 11.4,,9.34,,4.71,0.34,9.29,4.37,,,,,"USco,bronze",no,Simbad,1,0.999999,5175.0,122.0,,,,
910,202891090,16 23 04.73,-27 59 25.4,,9.56,,4.47,0.3,9.52,4.17,2.6643,,,,"USco,gold",no,Simbad,1,0.999739,,,,,,
911,204683343,16 23 04.73,-21 18 59.6,,12.16,,6.81,0.66,12.08,6.15,0.4643,,,,"USco,bronze",no,Simbad,1,0.999999,2865.0,157.0,0.374,0.022,0.00262,-2.0462403082667713
912,202802744,16 23 05.03,-28 18 33.6,,9.54,,4.09,0.7,9.45,3.39,,,,,"USco,bronze",no,Simbad,1,0.999999,5245.0,122.0,,,,
913,203112557,16 23 07.58,-27 12 57.7,,9.74,,5.0,0.31,9.7,4.69,7.8107,,,,"USco,bronze",no,Simbad,1,0.997667,3462.0,115.0,0.438,0.091,0.0271,-0.8723122124601496
914,204264833,16 23 07.78,-23 00 59.5,11.95,8.18,3.77,3.77,0.42,8.13,3.35,4.0827,,,,"USco,gold",maybe,Simbad,1,0.999956,8410.0,894.5,2.083,0.52,4.0482,0.9676308025048572
915,203950167,16 23 09.22,-24 17 05.0,,8.07,,7.57,3.27,7.65,4.3,,,,,"ROph,bronze",yes,Simbad,1,0.999992,4542.0,567.0,0.715,0.125,0.36732,-0.1313320550975285
916,204524752,16 23 17.40,-21 59 07.1,,10.16,,6.03,0.3,10.12,5.74,2.9538,,,,"USco,gold",no,Simbad,1,0.99982,3167.0,122.0,,,,
917,202906224,16 23 17.61,-27 56 10.9,,11.69,,6.61,0.73,11.59,5.88,0.7152,6.4585,,,"USco,bronze",no,Simbad,1,0.999998,2985.0,157.0,0.505,0.034,0.00625,-1.7358908436941916
918,203394211,16 23 21.87,-26 17 16.0,12.96,9.22,3.74,3.74,0.7,9.13,3.04,,,,,"USco,bronze",no,Simbad,1,0.999995,4617.0,122.0,,,,
919,204656724,16 23 22.08,-21 25 48.9,,9.73,,4.57,0.1,9.72,4.47,4.2195,,,,"USco,bronze",no,Simbad,1,0.992964,3688.0,120.9,0.544,0.086,0.02015,-0.8843229348841627
920,202958460,16 23 22.85,-27 45 11.5,,9.46,,3.39,0.7,9.37,2.69,,,,,"USco,bronze",no,Simbad,1,0.999993,4875.0,122.0,,,,
921,203369479,16 23 22.93,-26 22 16.3,9.61,7.91,1.69,1.69,0.2,7.89,1.49,,,,,"USco,silver",no,Simbad,1,0.998258,6983.0,281.3,1.533,0.277,0.31667,0.35630700532828313
922,205483258,16 23 24.52,-17 17 27.3,,9.65,,4.98,0.48,9.59,4.5,5.667,,,,"USco,gold",no,Simbad,2,1.0E-6,3521.0,127.7,0.471,0.093,0.0253,-0.8974976908145477
923,202709152,16 23 31.15,-28 39 17.9,,11.62,,5.96,0.7,11.53,5.26,0.8043,0.7341,,,"USco,bronze",no,Simbad,1,0.999997,2957.0,157.0,0.472,0.027,0.00481,-1.810790510417694
924,203655051,16 23 32.30,-25 23 48.6,11.59,7.7,3.89,3.89,1.4,7.51,2.49,2.3886,,,,"USco,gold",no,Simbad,1,0.999992,4014.0,122.0,,,,
925,204274536,16 23 32.83,-22 58 47.1,,10.29,,7.19,1.62,10.08,5.57,5.12,,,,"USco,bronze",yes,Simbad,1,0.999999,,,,,,
926,202795175,16 23 41.85,-28 20 12.9,,12.74,,7.29,1.41,12.56,5.88,0.8361,,,,"USco,bronze",no,Simbad,1,0.999999,2864.0,157.0,0.322,0.023,0.00212,-2.154901959985743
927,204289171,16 23 43.32,-22 55 23.0,,12.2,,8.57,3.03,11.81,5.54,,,,,"USco,bronze",no,Simbad,1,0.999998,4638.0,145.0,,,,
928,204637674,16 23 45.16,-21 30 40.9,,8.99,,3.68,0.7,8.9,2.98,8.8468,,,,"USco,bronze",yes,Simbad,1,0.999806,4259.0,287.0,0.666,0.099,0.09345,-0.3860419591427861
929,202661711,16 23 46.97,-28 50 02.4,10.95,8.66,2.29,2.29,0.27,8.62,2.02,1.7407,,,,"USco,gold",no,Simbad,1,0.999826,5488.0,128.3,0.96,0.12,0.05485,0.17672486657823622
930,203399155,16 23 47.17,-26 16 15.7,8.91,7.97,0.94,0.94,0.52,7.9,0.42,,,,,"USco,gold",no,Simbad,1,0.999927,7752.0,142.5,1.83,0.298,0.30084,0.8795431388061427
931,204195050,16 23 51.55,-23 17 27.0,,12.42,,8.43,0.7,12.33,7.73,0.4948,,,,"USco,gold",no,Simbad,1,0.999999,2930.0,158.0,0.324,0.022,0.00228,-2.1123826996642636
932,202891973,16 23 52.28,-27 59 13.5,11.19,7.77,3.42,3.42,0.7,7.68,2.72,,,,,"USco,bronze",no,Simbad,1,0.99999,4682.0,122.0,,,,
933,203863576,16 23 54.70,-24 38 31.9,,11.92,,8.97,1.59,11.72,7.38,1.7647,,,,"USco,gold",no,Simbad,1,1.0,2819.0,157.0,0.388,0.023,0.00271,-2.047207556955908
934,204139015,16 23 55.09,-23 30 40.0,,10.07,,6.0,1.05,9.93,4.95,2.8539,,,,"USco,gold",no,Simbad,1,0.999591,3272.0,122.0,,,,
935,204139016,16 23 55.79,-23 30 40.0,,10.75,,6.48,1.01,10.62,5.47,,,,,"USco,bronze",maybe,Simbad,1,0.999993,3051.0,157.0,0.583,0.021,0.00741,-1.559878396812196
936,203378869,16 23 57.23,-26 20 24.6,,10.23,,5.66,0.32,10.19,5.34,1.433,1.1367,,,"USco,silver",no,Simbad,1,0.936631,,,,,,
937,202959419,16 23 57.63,-27 44 59.1,,9.18,,3.56,0.0,9.18,3.56,2.695,,,,"USco,bronze",no,Simbad,1,0.999948,4144.0,295.4,0.649,0.107,0.10071,-0.40502215444130685
938,203366162,16 23 57.71,-26 22 55.8,12.22,8.82,3.4,3.4,0.7,8.73,2.7,,,,,"USco,bronze",no,Simbad,1,0.999991,4775.0,50.0,,,,
939,203467084,16 23 57.89,-26 02 29.9,,9.97,,4.52,0.56,9.89,3.96,1.0611,,,,"USco,gold",no,Simbad,1,0.999561,3796.0,128.2,0.578,0.086,0.01928,-0.8530661654372363
940,204566795,16 23 58.04,-21 48 33.9,,11.44,,7.51,0.76,11.34,6.75,1.1147,1.2181,,,"USco,bronze",no,Simbad,1,0.99989,,,,,,
941,203737395,16 23 58.44,-25 06 41.2,12.27,6.64,5.63,5.63,1.78,6.41,3.85,,,,,"ROph,bronze",no,Simbad,1,0.999999,4290.7,49.0,,,,
942,202685674,16 23 58.57,-28 44 34.0,,9.76,,3.48,0.0,9.76,3.48,,,,,"USco,bronze",no,Simbad,1,0.999996,4765.0,122.0,,,,
943,203001867,16 23 59.01,-27 36 03.7,,9.43,,5.34,0.56,9.36,4.78,5.3161,0.8278,,,"USco,silver",no,Simbad,1,0.992964,,,,,,
944,204285302,16 23 59.30,-22 56 18.0,,12.6,,7.43,3.07,12.2,4.35,,,,,"USco,bronze",no,Simbad,1,0.999999,3391.0,157.0,0.638,0.028,0.01511,-1.279179418229656
945,203649927,16 24 02.89,-25 24 53.9,9.42,6.72,2.7,2.7,2.58,6.39,0.12,2.6251,0.4857,,,"USco,gold",yes,Simbad,1,0.999994,8910.0,122.0,2.245,,,1.724559870866114
946,203783190,16 24 06.33,-24 56 46.9,,8.28,,4.71,1.38,8.1,3.33,0.8165,0.8651,,,"USco,silver",no,Simbad,1,0.999973,,,,,,
947,203356099,16 24 08.59,-26 24 55.0,11.87,8.46,3.41,3.41,1.02,8.33,2.38,,,,,"USco,bronze",no,Simbad,1,0.999991,4700.0,50.0,,,,
948,204624141,16 24 09.42,-21 34 07.6,,10.45,,5.92,0.82,10.35,5.1,2.7987,,,,"USco,gold",no,Simbad,1,0.99982,3144.0,157.0,0.611,0.02,0.00911,-1.4580465255417636
949,204990278,16 24 11.76,-19 55 58.5,,9.95,,5.57,0.38,9.9,5.19,3.8186,,,,"USco,silver",no,Simbad,1,0.99885,3821.0,180.5,0.585,0.103,0.08268,-0.6661095883838752
950,204295293,16 24 12.37,-22 53 54.6,,10.8,,5.8,0.57,10.72,5.23,3.9991,,,,"USco,bronze",no,Simbad,1,0.999617,3154.0,157.0,0.587,0.021,0.00839,-1.494850021680094
951,205024586,16 24 15.28,-19 46 10.2,,10.04,,4.81,0.47,9.98,4.34,,,,,"USco,bronze",no,Simbad,1,0.999999,4705.0,122.0,,,,
952,203555168,16 24 15.50,-25 44 34.7,,9.63,,4.59,0.42,9.57,4.17,0.5475,,,,"USco,gold",no,Simbad,1,0.999989,,,,,,
953,203908611,16 24 15.87,-24 27 35.5,15.47,9.23,6.24,6.24,2.28,8.94,3.96,2.3003,,,,"ROph,bronze",no,Simbad,1,0.99999,4865.0,152.9,0.793,0.099,0.06428,-0.04619683268612298
954,202640668,16 24 18.60,-28 54 47.5,11.78,8.33,3.45,3.45,1.39,8.15,2.06,0.763,,,,"USco,gold",no,Simbad,1,0.999981,4730.0,124.0,,,,
955,203761347,16 24 21.31,-25 01 31.4,,6.19,,2.21,2.14,5.91,0.07,0.7907,4.2071,0.6063,0.9721,"USco,gold",no,Simbad,1,0.999989,5337.0,137.5,,,,
956,204469527,16 24 31.29,-22 12 39.8,,10.35,,6.48,1.39,10.17,5.09,4.8169,,,,"USco,bronze",no,Simbad,1,0.999945,3123.0,157.0,0.662,0.02,0.01097,-1.3795516152882912
957,204347824,16 24 31.82,-22 41 20.7,,11.33,,7.45,0.71,11.24,6.74,1.5818,0.8183,,,"USco,bronze",yes,Simbad,1,0.999975,,,,,,
958,204268916,16 24 35.20,-23 00 02.5,,10.99,,5.87,0.18,10.96,5.69,1.7534,,,,"USco,bronze",no,Simbad,1,0.999893,3131.0,157.0,0.538,0.021,0.00669,-1.5953372991262778
959,203877533,16 24 39.68,-24 35 09.3,,10.29,,11.2,5.55,9.58,5.65,1.6264,,,,"ROph,bronze",yes,Simbad,1,1.0,,,,,,
960,204960911,16 24 40.78,-20 04 17.1,,10.51,,5.08,1.28,10.34,3.8,,,,,"USco,bronze",no,Simbad,1,0.999913,3580.0,122.0,0.5,,,-1.062181315301644
961,203947305,16 24 41.04,-24 17 48.8,,8.98,,12.12,7.62,8.0,4.5,,,,,"ROph,bronze",yes,Simbad,1,1.0,,,,,,
962,203929472,16 24 46.80,-24 22 21.0,,7.97,,9.72,6.1,7.18,3.62,,,,,"ROph,silver",no,Simbad,1,1.0,,,,,,
963,203770078,16 24 49.41,-24 59 38.8,,11.03,,7.48,2.76,10.68,4.73,1.8989,,,,"ROph,bronze",no,Simbad,1,1.0,2876.0,157.0,0.574,0.021,0.00595,-1.678194516142461
964,205431822,16 24 50.66,-17 37 23.4,,9.07,,3.67,0.7,8.98,2.97,,,,,"USco,bronze",no,Simbad,1,0.999997,4403.0,122.0,,,,
965,204355491,16 24 51.36,-22 39 32.5,9.81,7.08,2.73,2.73,1.08,6.94,1.65,0.9781,0.9413,,,"USco,gold",no,Simbad,1,0.999899,4764.0,122.0,,,,
966,203949130,16 24 51.46,-24 17 21.2,,9.49,,10.21,7.72,8.5,2.49,,,,,"ROph,bronze",no,Simbad,1,1.0,,,,,,
967,204462113,16 24 55.33,-22 14 28.6,,10.22,,5.3,0.7,10.13,4.6,5.7311,1.0746,,,"USco,bronze",no,Simbad,1,0.992964,3206.0,157.0,0.638,0.021,0.01091,-1.376233999866069
968,203343161,16 24 55.87,-26 27 18.3,,11.16,,6.73,0.73,11.07,5.99,2.2417,,,,"USco,bronze",yes,Simbad,1,0.999997,2961.0,157.0,0.575,0.021,0.00663,-1.625618301949118
969,203981162,16 24 56.73,-24 09 02.6,,8.41,,10.01,5.35,7.72,4.66,5.8291,,,,"ROph,bronze",no,Simbad,1,1.0,,,,,,
970,203972079,16 24 57.28,-24 11 24.4,,9.23,,8.31,3.53,8.78,4.78,6.3475,,,,"ROph,silver",no,Simbad,1,1.0,,,,,,
971,203786695,16 24 59.74,-24 56 00.8,,9.44,,8.11,3.33,9.01,4.78,,,,,"ROph,bronze",yes,Simbad,1,0.999999,3365.0,54.0,,,,
972,203943710,16 25 00.62,-24 18 44.2,,10.73,,9.91,5.49,10.03,4.42,,,,,"ROph,bronze",no,Simbad,1,1.0,,,,,,
973,203902911,16 25 01.48,-24 28 58.8,,7.61,,12.68,6.6,6.76,6.08,,,,,"ROph,bronze",yes,Simbad,1,1.0,3526.0,112.0,,,,
974,203770559,16 25 02.11,-24 59 32.4,,9.22,,7.5,1.85,8.98,5.65,12.3696,,,,"ROph,silver",yes,Simbad,1,1.0,,,,,,
975,204176771,16 25 02.35,-23 21 45.0,,9.29,,5.61,0.91,9.17,4.7,0.7209,,,,"USco,gold",no,Simbad,1,0.999561,3447.0,141.9,0.429,0.1,0.03902,-0.8872274788946297
976,203929265,16 25 03.69,-24 22 24.3,,9.77,,8.29,6.92,8.87,1.37,1.0712,,,,"ROph,bronze",no,Simbad,1,1.0,,,,,,
977,203725441,16 25 04.49,-25 09 11.6,,8.08,,4.24,0.7,7.99,3.54,1.7658,,,,"USco,bronze",no,Simbad,1,0.99999,6624.0,122.0,1.389,,,0.6829875664578969
978,202709674,16 25 04.91,-28 39 11.1,,9.31,,3.85,0.0,9.31,3.85,,,,,"USco,bronze",no,Simbad,1,0.999997,4951.0,122.0,,,,
979,203852620,16 25 05.02,-24 41 10.4,,8.46,,18.05,14.99,6.53,3.06,,,,,"ROph,bronze",no,Simbad,1,1.0,,,,,,
980,205528856,16 25 05.96,-16 59 03.2,,10.89,,4.83,0.48,10.83,4.35,,,,,"USco,bronze",no,Simbad,1,0.999826,3611.0,122.0,,,,
981,203888630,16 25 07.32,-24 32 27.2,15.74,9.23,6.51,6.51,3.5,8.78,3.0,1.678,1.2696,1.2113,,"ROph,bronze",no,Simbad,1,0.998403,,,,,,
982,204623020,16 25 10.34,-21 34 23.6,,11.45,,6.97,0.86,11.34,6.11,0.6584,,,,"USco,bronze",no,Simbad,1,0.999999,2900.0,157.0,0.504,0.021,0.00462,-1.7880789156914907
983,204187469,16 25 10.50,-23 19 14.7,13.39,7.51,5.88,5.88,2.82,7.15,3.06,5.9116,,,,"ROph,bronze",yes,Simbad,1,0.999959,,,,,,
984,203430290,16 25 10.72,-26 09 55.5,,10.71,,5.58,0.12,10.69,5.46,5.3753,,,,"USco,bronze",no,Simbad,1,0.99885,3204.0,157.0,0.594,0.02,0.00903,-1.4560560575170935
985,203831587,16 25 10.93,-24 46 03.8,,11.51,,8.67,2.59,11.17,6.08,1.9325,,,,"ROph,bronze",yes,Simbad,1,1.0,2818.0,157.0,0.46,0.022,0.0036,-1.9154237220656691
986,202590973,16 25 12.15,-29 06 07.5,,9.83,,4.45,0.03,9.82,4.42,,,,,"USco,bronze",no,Simbad,1,0.999998,4463.0,122.0,,,,
