recno,EPIC,RAJ2000,DEJ2000,Vmag,Ksmag,(V-Ks)o,(V-Ks)u,E(V-Ks),Ksmag0,(V-Ks)0,Per1,Per2,Per3,Per4,Memb,Disk,Simbad,single,PSS,Teff,s_Teff,Mass,s_Mass,s_Lum,logL
513,203645396,16 11 42.60,-25 25 51.4,,11.26,,7.37,0.7,11.17,6.67,0.6287,0.4928,,,"USco,bronze",no,Simbad,1,0.999999,2822.0,157.0,0.508,0.022,0.00434,-1.8279811905754435
514,203641931,16 11 43.86,-25 26 35.0,,8.74,,3.03,2.77,8.39,0.26,8.8994,,,,"USco,gold",no,Simbad,1,0.999881,4430.0,128.3,0.694,0.081,0.05076,-0.1659037076229364
1250,203981255,16 29 24.32,-24 09 01.0,,10.09,,8.7,3.81,9.6,4.89,,,,,"ROph,bronze",no,Simbad,1,1.0,4476.0,124.0,,,,
515,204292655,16 11 45.29,-22 54 33.2,,11.81,,6.82,0.7,11.72,6.12,1.558,1.708,,,"USco,bronze",no,Simbad,1,0.999999,2848.0,157.0,0.416,0.022,0.00307,-1.9771593891234722
516,205086621,16 11 45.33,-19 28 13.4,,11.81,,7.26,0.99,11.69,6.27,1.7416,,,,"USco,gold",yes,Simbad,1,0.999999,2976.0,157.0,0.435,0.022,0.00384,-1.8661418747966654
517,205155253,16 11 46.12,-19 07 42.9,,11.15,,7.06,1.11,11.01,5.95,1.7852,,,,"USco,gold",yes,Simbad,1,0.999999,2938.0,157.0,0.52,0.021,0.00511,-1.7373116556983035
518,204345402,16 11 47.52,-22 41 55.1,,11.08,,5.63,0.58,11.0,5.05,2.7907,,,,"USco,bronze",no,Simbad,1,0.992964,3203.0,157.0,0.575,0.021,0.00844,-1.4891869894875038
519,205019241,16 11 49.20,-19 47 43.3,,10.82,,6.46,0.57,10.75,5.89,0.92,,,,"USco,bronze",no,Simbad,1,0.999998,2962.0,157.0,0.594,0.021,0.00707,-1.5926090955292684
520,204932990,16 11 50.91,-20 12 10.1,,10.4,,5.91,0.92,10.28,4.99,2.312,,,,"USco,gold",yes,Simbad,1,0.999146,3206.0,122.0,,,,
521,204367193,16 11 54.38,-22 36 49.3,,13.3,,7.45,0.47,13.24,6.99,0.4835,,,,"USco,gold",no,Simbad,1,0.999999,2852.0,158.0,0.241,0.024,0.00141,-2.3685562309868278
522,205034491,16 11 56.25,-19 43 23.2,,9.81,,5.44,0.53,9.74,4.91,5.906,,,,"USco,gold",no,Simbad,1,0.992964,3323.0,73.7,0.352,0.077,0.02041,-0.9565591237555263
523,204251947,16 11 56.32,-23 04 04.6,,8.81,,4.22,0.39,8.76,3.83,5.4849,,,,"USco,gold",no,Simbad,1,0.999442,3940.0,129.0,,,,
524,205091879,16 11 57.63,-19 26 39.1,,10.19,,6.9,1.0,10.06,5.9,1.0182,,,,"USco,bronze",yes,Simbad,1,0.999997,2989.0,157.0,0.669,0.021,0.00992,-1.4436974992327127
525,203647063,16 11 58.00,-25 25 30.2,9.62,7.79,1.83,1.83,0.49,7.73,1.34,,,,,"USco,bronze",no,Simbad,1,0.999922,6434.0,,,,,
526,205157937,16 11 59.27,-19 06 53.3,11.62,8.09,3.53,3.53,1.34,7.92,2.19,3.6929,,,,"USco,gold",no,Simbad,1,0.999962,4250.0,123.0,,,,
527,204912351,16 12 02.22,-20 17 55.3,,11.08,,6.25,0.47,11.02,5.77,3.2611,,,,"USco,bronze",no,Simbad,1,0.999998,2949.0,157.0,0.587,0.023,0.0071,-1.612966298717637
528,205092842,16 12 02.38,-19 26 22.0,,10.85,,6.59,1.08,10.72,5.51,1.7772,,,,"USco,bronze",yes,Simbad,1,0.999998,3090.0,157.0,0.604,0.022,0.00864,-1.5000381344038096
529,204817605,16 12 05.05,-20 43 40.5,,9.06,,4.96,0.2,9.04,4.76,9.3362,,,,"USco,gold",yes,Simbad,1,0.999146,,,,,,
530,205129147,16 12 05.39,-19 15 35.5,,8.79,,4.52,0.7,8.7,3.82,8.5895,,,,"USco,bronze",no,Simbad,1,0.999324,3863.0,122.6,0.596,0.087,0.03403,-0.525259401520108
531,205168266,16 12 05.99,-19 03 44.3,8.0,6.81,1.19,1.19,1.39,6.63,-0.2,0.2815,0.2661,,,"USco,bronze",no,Simbad,1,0.999961,7642.0,701.7,1.785,0.413,5.10319,1.135178782772679
532,203538882,16 12 08.12,-25 47 58.1,,10.31,,5.64,0.55,10.24,5.09,6.5064,,,,"USco,gold",no,Simbad,1,0.996487,3265.0,122.0,,,,
533,204857023,16 12 08.24,-20 33 01.6,,9.84,,5.94,1.5,9.65,4.44,1.4626,1.8555,,,"USco,bronze",no,Simbad,1,0.999806,3185.0,123.0,,,,
534,205072354,16 12 10.43,-19 32 27.8,,11.24,,6.8,0.68,11.15,6.12,0.7718,,,,"USco,gold",no,Simbad,1,0.999999,2952.0,157.0,0.527,0.022,0.00542,-1.7162466166674735
535,204803505,16 12 11.85,-20 47 26.9,,12.61,,7.83,0.76,12.51,7.07,4.3632,,,,"USco,gold",no,Simbad,1,0.999999,2827.0,157.0,0.325,0.024,0.00213,-2.17134010346468
536,205156547,16 12 12.41,-19 07 19.3,,10.96,,7.3,1.45,10.77,5.86,1.8003,,,,"USco,bronze",yes,Simbad,1,0.999999,2954.0,157.0,0.563,0.021,0.0062,-1.6516951369518393
537,203892022,16 12 13.67,-24 31 37.1,,10.11,,5.2,0.7,10.02,4.5,17.1122,,,,"USco,gold",no,Simbad,2,1.0E-6,3452.0,116.1,0.432,0.093,0.01967,-1.0451788169482068
538,202709862,16 12 17.22,-28 39 08.5,,11.3,,5.7,0.05,11.29,5.65,0.9952,2.0106,,,"USco,gold",no,Simbad,1,0.999955,3069.0,157.0,0.5,0.021,0.00539,-1.6961562251113456
539,202909059,16 12 18.20,-27 55 34.9,4.57,4.98,-0.41,-0.41,0.19,4.95,-0.6,0.5314,,,,"USco,silver",no,Simbad,1,1.0,,,,,,
540,205102553,16 12 18.44,-19 23 32.6,,12.0,,7.0,0.85,11.89,6.15,1.8511,,,,"USco,bronze",no,Simbad,1,0.999999,2943.0,157.0,0.405,0.022,0.00327,-1.940815382368629
541,205150770,16 12 20.92,-19 09 04.3,,9.6,,5.37,0.44,9.55,4.93,0.7553,,,,"USco,gold",no,Simbad,1,0.996487,3530.0,124.5,0.475,0.094,0.02672,-0.860656243847625
542,205064383,16 12 21.83,-19 34 44.5,7.64,7.07,0.57,0.57,0.69,6.98,-0.12,,,,,"USco,gold",yes,Simbad,1,0.999336,8009.0,206.0,1.934,0.31,1.15884,1.1479025311992437
543,204651122,16 12 22.89,-21 27 16.1,,12.03,,7.0,0.73,11.94,6.27,1.5999,,,,"USco,bronze",yes,Simbad,1,0.999999,2864.0,157.0,0.407,0.022,0.00302,-1.9838026464875609
544,204928499,16 12 27.03,-20 13 25.2,,12.29,,6.95,0.4,12.24,6.55,0.8877,,,,"USco,bronze",no,Simbad,1,0.999999,2843.0,157.0,0.378,0.023,0.00265,-2.0530567293021744
545,204940701,16 12 27.36,-20 09 59.9,,11.53,,6.81,0.71,11.44,6.1,1.7776,,,,"USco,gold",yes,Simbad,1,0.999998,2862.0,157.0,0.488,0.022,0.00426,-1.8377343857019786
546,202699293,16 12 30.76,-28 41 30.0,,9.39,,4.08,0.7,9.3,3.38,6.822,,,,"USco,bronze",no,Simbad,2,1.0E-6,3865.0,133.3,0.596,0.082,0.03139,-0.6743817271899709
547,204986244,16 12 31.38,-19 57 06.6,,9.14,,3.39,0.0,9.14,3.38,,,,,"USco,bronze",no,Simbad,1,0.999999,4574.0,122.0,,,,
548,210282525,16 12 33.53,-25 43 28.0,,10.14,,6.74,0.66,10.06,6.07,3.7871,,,,"USco,gold",no,Simbad,1,0.999928,3258.0,122.0,,,,
549,204581550,16 12 34.13,-21 44 50.4,,11.33,,6.46,1.02,11.2,5.43,1.9128,,,,"USco,bronze",yes,Simbad,1,0.999993,3040.0,157.0,0.526,0.021,0.0059,-1.6669559701765129
550,203775036,16 12 34.58,-24 58 34.5,,11.04,,6.34,1.11,10.9,5.23,0.749,,,,"USco,gold",no,Simbad,1,0.999998,2918.0,157.0,0.537,0.022,0.00544,-1.7187393129449873
551,204851310,16 12 35.31,-20 34 33.9,,9.3,,4.68,0.72,9.21,3.96,3.898,,,,"USco,gold",no,Simbad,1,0.999019,,,,,,
552,203063710,16 12 36.05,-27 23 03.0,11.21,7.23,3.98,3.98,0.92,7.11,3.06,,,,,"USco,gold",no,Simbad,1,0.999997,4517.0,122.0,,,,
553,205182200,16 12 39.16,-18 59 28.6,,9.11,,4.93,1.38,8.93,3.56,3.2547,,,,"USco,gold",yes,Simbad,2,1.0E-6,3644.0,182.3,0.527,0.097,0.06917,-0.7100544838233321
554,204404080,16 12 39.53,-22 28 08.4,,10.42,,5.48,0.3,10.38,5.18,1.9617,,,,"USco,gold",no,Simbad,2,1.0E-6,3247.0,157.0,0.653,0.021,0.01226,-1.327532686931918
555,203577715,16 12 39.91,-25 39 54.5,,10.36,,5.37,0.0,10.36,5.37,3.1754,,,,"USco,bronze",maybe,Simbad,1,0.996487,3234.0,157.0,0.624,0.021,0.01055,-1.3867926478962402
556,205013031,16 12 40.20,-19 49 30.6,,11.29,,6.25,0.45,11.23,5.81,3.6251,,,,"USco,bronze",no,Simbad,1,0.999998,2974.0,157.0,0.5,0.021,0.00494,-1.7512912643990821
557,205182220,16 12 40.50,-18 59 28.1,10.83,7.49,3.34,3.34,0.7,7.4,2.64,1.5195,,,,"USco,gold",yes,Simbad,1,0.999911,4251.0,123.0,,,,
558,205012599,16 12 41.23,-19 49 37.9,,8.9,,4.62,0.59,8.82,4.02,3.6244,,,,"USco,bronze",no,Simbad,1,0.99964,,,,,,
559,205080089,16 12 44.10,-19 30 10.3,7.6,6.94,0.66,0.66,0.78,6.84,-0.12,,,,,"USco,gold",no,Simbad,1,0.999508,8627.0,759.5,2.156,0.395,7.00057,1.3294448660582108
560,204245943,16 12 45.05,-23 05 30.4,,12.46,,7.02,0.52,12.4,6.5,0.7543,,,,"USco,gold",no,Simbad,1,0.999999,2920.0,158.0,0.314,0.021,0.00208,-2.1396619934290064
561,204465961,16 12 46.81,-22 13 31.7,11.2,8.03,3.17,3.17,0.7,7.94,2.47,10.5243,,,,"USco,gold",no,Simbad,1,0.999952,4332.0,124.0,,,,
562,204105498,16 12 46.91,-23 38 41.0,,12.62,,7.21,0.73,12.53,6.48,0.2844,0.2954,,,"USco,gold",no,Simbad,1,0.999999,2830.0,157.0,0.322,0.022,0.00198,-2.1771783546968955
563,205167772,16 12 47.25,-19 03 53.3,,11.75,,6.92,1.12,11.6,5.81,1.1876,,,,"USco,gold",no,Simbad,1,0.999999,2937.0,157.0,0.441,0.022,0.00376,-1.8777841217271733
564,205364526,16 12 48.92,-18 00 52.7,,10.36,,5.72,0.46,10.3,5.26,2.9053,,,,"USco,gold",maybe,Simbad,1,0.992964,3253.0,122.0,,,,
565,204888409,16 12 48.96,-20 24 30.6,,12.08,,6.32,0.32,12.04,5.99,1.3743,,,,"USco,bronze",no,Simbad,1,0.999994,2993.0,157.0,0.44,0.023,0.00407,-1.8471004036062526
566,205253903,16 12 50.82,-18 36 59.6,,9.58,,4.87,0.69,9.49,4.18,,,,,"USco,bronze",no,Simbad,1,0.999998,4725.0,122.0,,,,
567,204184435,16 12 52.65,-23 19 55.9,,9.04,,3.16,0.7,8.95,2.46,4.2854,,,,"USco,gold",no,Simbad,1,0.999938,4421.0,170.2,0.692,0.089,0.05919,-0.29685484463689354
568,204185181,16 12 55.33,-23 19 45.6,9.36,7.29,2.07,2.07,0.49,7.23,1.57,5.1488,,,,"USco,gold",no,Simbad,1,0.999784,5790.0,146.2,1.039,0.134,0.26798,0.7615294272258614
569,203678376,16 12 55.87,-25 18 58.3,,10.78,,5.88,0.27,10.75,5.61,,,,,"USco,bronze",no,Simbad,1,0.999965,3071.0,157.0,0.592,0.021,0.00784,-1.5332806283184013
570,203760219,16 13 02.34,-25 01 46.0,,9.43,,4.57,0.7,9.34,3.87,2.312,2.0282,,,"USco,bronze",no,Simbad,1,0.992964,,,,,,
571,204279085,16 13 02.71,-22 57 44.4,11.81,8.45,3.36,3.36,0.01,8.45,3.35,2.0873,,,,"USco,gold",no,Simbad,1,0.999877,4221.0,122.0,,,,
572,205082248,16 13 03.05,-19 29 32.3,,12.35,,7.12,1.17,12.2,5.95,1.7541,,,,"USco,silver",no,Simbad,1,0.999999,2935.0,158.0,0.359,0.023,0.00275,-2.034798298974088
573,203448860,16 13 06.27,-26 06 10.9,,10.85,,5.53,0.75,10.75,4.78,3.3749,,,,"USco,gold",yes,Simbad,1,0.992964,3220.0,157.0,0.623,0.021,0.01043,-1.3946949538588904
574,204812713,16 13 09.78,-20 44 59.2,,9.86,,5.78,0.87,9.75,4.91,0.9239,,,,"USco,gold",no,Simbad,1,0.999617,3200.0,122.0,,,,
575,204259310,16 13 09.82,-23 02 18.4,,11.76,,6.29,0.47,11.69,5.82,1.3301,1.5318,,,"USco,bronze",yes,Simbad,1,0.999998,2962.0,157.0,0.381,0.025,0.00319,-1.9746941347352298
576,205165965,16 13 09.96,-19 04 27.0,,10.58,,6.64,1.41,10.4,5.23,1.796,,,,"USco,gold",yes,Simbad,1,0.999989,3046.0,157.0,0.612,0.021,0.00835,-1.5117313845045401
577,203876392,16 13 10.07,-24 35 25.0,,10.96,,5.8,0.28,10.92,5.51,1.902,,,,"USco,gold",no,Simbad,1,0.999862,3118.0,157.0,0.585,0.021,0.00803,-1.518987579043427
578,204210528,16 13 10.81,-23 13 51.7,,11.61,,5.96,0.0,11.61,5.96,0.987,,,,"USco,gold",no,Simbad,1,0.999996,2992.0,157.0,0.372,0.024,0.00313,-1.9759250126925738
579,204399980,16 13 11.58,-22 29 06.6,8.86,6.69,2.17,2.17,1.54,6.49,0.63,,,,,"USco,gold",yes,Simbad,1,0.999953,6296.0,247.5,1.235,0.219,0.68775,0.7571887024016541
580,204491374,16 13 11.71,-22 07 25.6,,11.21,,6.11,0.35,11.17,5.76,1.2445,,,,"USco,bronze",maybe,Simbad,1,0.999995,3007.0,157.0,0.545,0.022,0.00616,-1.6528652170899802
581,204247811,16 13 12.11,-23 05 03.1,,13.01,,7.46,0.08,13.0,7.38,1.1542,,,,"USco,silver",no,Simbad,1,0.999998,2838.0,157.0,0.298,0.024,0.00187,-2.2254830342714502
582,204204545,16 13 12.15,-23 15 16.5,,10.84,,5.65,0.16,10.82,5.5,1.7985,,,,"USco,gold",no,Simbad,1,0.999561,3169.0,157.0,0.605,0.021,0.00915,-1.4555598626823076
583,205457507,16 13 15.93,-17 27 33.5,,9.28,,3.96,0.7,9.19,3.26,,,,,"USco,bronze",no,Simbad,1,0.999998,4483.0,122.0,,,,
584,202522205,16 13 17.37,-29 22 19.9,,8.91,,4.78,0.39,8.86,4.39,6.1134,,,,"USco,gold",,Simbad,1,0.992964,,,,,,
585,202521690,16 13 18.44,-29 22 27.6,,9.22,,5.18,0.7,9.13,4.48,6.1258,,,,"USco,bronze",no,Simbad,2,1.0E-6,,,,,,
586,204468888,16 13 18.58,-22 12 48.9,10.43,7.43,3.0,3.0,0.68,7.34,2.32,5.8472,,,,"USco,gold",no,Simbad,1,0.999938,4511.0,123.0,,,,
587,204399319,16 13 20.53,-22 29 16.1,,10.24,,4.97,0.75,10.15,4.22,3.9112,,,,"USco,gold",no,Simbad,1,0.992964,3657.0,125.1,0.532,0.09,0.02072,-0.9395665932972598
588,205373716,16 13 20.80,-17 57 52.1,,9.87,,5.83,0.23,9.84,5.59,1.1268,4.1193,,,"USco,bronze",,Simbad,1,0.999751,3359.0,122.0,0.375,,,-0.7831482167156201
589,205373893,16 13 21.23,-17 57 49.1,,10.05,,5.67,0.7,9.95,4.97,1.1269,4.1172,,,"USco,bronze",no,Simbad,1,0.997667,3438.0,105.5,0.424,0.09,0.02172,-0.8986310367507486
590,204615647,16 13 21.90,-21 36 13.9,,9.98,,5.46,0.68,9.89,4.78,,,,,"USco,gold",yes,Simbad,1,0.996487,3444.0,117.4,0.427,0.093,0.02279,-0.9599517584525379
591,203048597,16 13 24.56,-27 26 13.4,15.3,9.78,5.52,5.52,0.19,9.76,5.33,1.6084,1.1654,,,"USco,bronze",no,Simbad,1,0.999146,,,,,,
592,205431266,16 13 25.75,-17 37 35.8,,11.4,,5.67,2.74,11.05,2.93,0.3954,,,,"USco,gold",no,Simbad,1,0.999751,3141.0,157.0,0.444,0.021,0.00466,-1.75448733218585
593,204393705,16 13 26.65,-22 30 35.1,,12.58,,7.5,0.66,12.5,6.84,1.5319,,,,"USco,gold",no,Simbad,1,0.999999,2848.0,157.0,0.31,0.024,0.00202,-2.192464971931147
594,205097920,16 13 28.08,-19 24 52.7,,11.91,,7.37,0.73,11.82,6.64,1.5123,,,,"USco,gold",no,Simbad,1,0.999999,2869.0,157.0,0.419,0.024,0.0033,-1.958607314841775
595,204222295,16 13 29.28,-23 11 07.5,11.66,8.49,3.17,3.17,0.85,8.39,2.32,3.0944,,,,"USco,gold",yes,Simbad,1,0.999934,4550.0,122.0,0.717,,,-0.08204310085792942
596,204813829,16 13 32.79,-20 44 41.3,,10.13,,5.31,0.57,10.05,4.74,3.4158,,,,"USco,gold",maybe,Simbad,1,0.992964,3418.0,138.0,0.411,,,-0.9829249036239408
597,202931403,16 13 33.80,-27 50 54.4,,11.9,,5.66,0.59,11.83,5.07,,,,,"USco,bronze",no,Simbad,1,0.999727,3632.0,123.0,,,,
598,204149252,16 13 34.76,-23 28 15.8,,12.5,,6.65,0.64,12.41,6.01,0.9942,,,,"USco,gold",no,Simbad,1,0.999998,2936.0,157.0,0.365,0.022,0.0027,-2.0222763947111524
599,204156820,16 13 36.44,-23 26 27.0,,9.31,,5.14,0.57,9.23,4.57,6.6082,2.6159,,,"USco,silver",no,Simbad,1,0.998613,,,,,,
600,204152030,16 13 36.46,-23 27 35.6,,11.22,,6.23,0.52,11.15,5.72,1.8029,0.8242,1.0198,,"USco,gold",,Simbad,1,0.999752,,,,,,
601,203750883,16 13 36.50,-25 03 47.5,,10.26,,4.87,1.28,10.09,3.59,1.1427,,,,"USco,gold",yes,Simbad,1,0.896753,,,,,,
602,204152441,16 13 36.87,-23 27 30.0,,10.91,,5.58,0.48,10.85,5.1,1.8032,,,,"USco,gold",,Simbad,1,0.992964,3209.0,157.0,0.593,0.021,0.00907,-1.454692883534176
603,203329658,16 13 37.92,-26 29 49.9,11.13,7.78,3.35,3.35,1.32,7.61,2.03,,,,,"USco,bronze",no,Simbad,1,0.999999,4751.0,122.0,,,,
604,204525772,16 13 38.32,-21 58 52.0,,11.0,,5.89,0.32,10.96,5.57,1.5467,,,,"USco,gold",no,Simbad,1,0.999911,3110.0,157.0,0.598,0.021,0.00847,-1.499763525174361
605,203842665,16 13 38.39,-24 43 31.3,,10.35,,5.67,0.45,10.29,5.21,1.2958,,,,"USco,gold",no,Simbad,1,0.998258,3232.0,157.0,0.656,0.021,0.01197,-1.3310552655422663
606,204439731,16 13 40.79,-22 19 45.9,,13.67,,6.11,0.7,13.58,5.41,1.3364,,,,"USco,silver",no,Simbad,1,0.999998,2842.0,158.0,0.211,0.029,0.00137,-2.468521082957745
607,204262828,16 13 42.63,-23 01 28.1,,12.79,,7.26,0.52,12.72,6.74,,,,,"USco,gold",no,Simbad,1,0.999999,2882.0,157.0,0.34,0.023,0.00237,-2.1056839373155616
608,205225696,16 13 43.50,-18 45 52.8,,10.52,,6.64,1.46,10.33,5.19,2.7027,0.8882,,,"USco,bronze",no,Simbad,1,0.999909,,,,,,
609,204459941,16 13 43.66,-22 14 59.4,,9.11,,4.1,0.31,9.07,3.79,4.651,3.6293,,,"USco,gold",no,Simbad,1,0.992964,3919.0,122.0,0.609,,,-0.4266177634292247
610,203881218,16 13 44.89,-24 34 14.7,,10.26,,4.99,0.6,10.18,4.39,5.4121,,,,"USco,gold",no,Simbad,1,0.992964,3501.0,122.0,0.46,,,-0.9557739228873174
611,203917770,16 13 45.49,-24 25 19.5,6.43,6.08,0.35,0.35,0.71,5.99,-0.36,0.8479,0.6991,1.6779,,"USco,gold",no,Simbad,1,0.998292,13868.0,,,,,
612,205260089,16 13 47.50,-18 35 00.4,,9.91,,6.6,1.55,9.71,5.05,7.4345,,,,"USco,gold",no,Simbad,1,0.999884,3554.0,123.0,0.487,,,-0.8973262294510732
613,202947197,16 13 47.81,-27 47 33.9,9.29,8.01,1.28,1.28,0.27,7.97,1.01,0.6779,0.7976,0.7138,0.3959,"USco,gold",maybe,Simbad,1,0.997667,6400.0,463.8,1.284,0.321,1.22114,0.5791030499530155
614,203726323,16 13 48.79,-25 09 00.8,,12.51,,7.2,1.33,12.34,5.87,,,,,"USco,gold",yes,Simbad,1,0.999997,3027.0,160.0,0.374,0.023,0.00325,-1.9515581964495954
615,203070560,16 13 51.88,-27 21 38.0,,10.26,,4.69,0.48,10.2,4.22,3.6855,,,,"USco,bronze",no,Simbad,1,0.999998,4663.0,122.0,,,,
616,203777800,16 13 56.62,-24 57 56.9,,10.15,,5.42,0.47,10.09,4.95,2.2766,1.2544,,,"USco,gold",no,Simbad,1,0.851439,,,,,,
617,202818196,16 13 58.11,-28 15 09.5,7.94,6.98,0.96,0.96,0.77,6.88,0.19,1.3633,0.9399,,,"USco,bronze",no,Simbad,1,0.999616,7495.0,210.7,1.726,0.304,1.42072,1.1278214408585503
618,205217412,16 13 58.14,-18 48 29.2,,9.88,,4.97,0.47,9.82,4.5,2.078,,,,"USco,gold",no,Simbad,1,0.992964,3491.0,114.0,0.454,0.088,0.02143,-0.9367417200495444
619,204264641,16 14 02.11,-23 01 02.2,,8.61,,2.97,1.29,8.44,1.68,2.9909,,,,"USco,gold",no,Simbad,1,0.999934,4590.0,191.2,0.726,0.098,0.09457,-0.07416727363260003
620,205203953,16 14 02.26,-18 52 43.8,,9.04,,4.86,0.96,8.92,3.9,,,,,"USco,bronze",no,Simbad,1,0.999998,4716.0,122.0,,,,
621,203534383,16 14 02.97,-25 48 53.3,,11.71,,7.05,0.83,11.6,6.22,0.2784,0.3234,,,"USco,bronze",no,Simbad,1,0.999999,2892.0,157.0,0.484,0.021,0.00422,-1.8282735463467688
622,203799762,16 14 03.79,-24 53 09.1,,10.02,,4.6,0.64,9.94,3.95,6.7609,3.2142,,,"USco,gold",no,Simbad,1,0.997667,3776.0,129.9,0.572,0.091,0.02338,-0.820419486604591
623,203459091,16 14 04.91,-26 04 06.6,,10.76,,6.11,0.28,10.73,5.83,0.7071,0.7969,,,"USco,bronze",no,Simbad,1,0.999993,3026.0,157.0,0.586,0.023,0.00759,-1.5684754158125491
624,204449165,16 14 07.34,-22 17 32.1,,9.1,,4.9,0.68,9.02,4.22,0.6176,,,,"USco,gold",no,Simbad,1,0.992964,3673.0,122.0,,,,
625,205051240,16 14 07.92,-19 38 29.1,,7.72,,3.91,2.62,7.39,1.29,5.2912,,,,"USco,bronze",yes,Simbad,1,0.999973,4313.0,122.0,,,,
626,204492163,16 14 08.95,-22 07 13.3,,11.48,,5.99,0.32,11.44,5.67,0.5673,,,,"USco,bronze",no,Simbad,1,0.999984,3052.0,157.0,0.507,0.021,0.00549,-1.6935749724493125
627,204449800,16 14 10.10,-22 17 23.7,,9.81,,6.91,0.66,9.72,6.25,2.448,1.9503,,,"USco,gold",no,Simbad,1,0.99964,,,,,,
628,204245509,16 14 11.07,-23 05 36.2,10.7,7.46,3.24,3.24,1.96,7.21,1.28,2.7994,,,,"USco,gold",yes,Simbad,1,0.999915,4785.0,122.0,,,,
629,205049683,16 14 12.17,-19 38 55.4,,9.03,,3.65,0.0,9.03,3.65,4.2337,,,,"USco,bronze",no,Simbad,1,0.999928,4040.0,134.3,0.632,0.08,0.04695,-0.3529790928341563
630,204442118,16 14 12.35,-22 19 13.3,,10.63,,5.45,0.48,10.57,4.97,1.1418,,,,"USco,gold",no,Simbad,1,0.997667,3249.0,157.0,0.638,0.021,0.01133,-1.3533022687006655
631,203793637,16 14 12.58,-24 54 28.8,,9.89,,4.16,0.2,9.87,3.96,7.9875,,,,"USco,gold",no,Simbad,1,0.998613,3911.0,131.8,0.607,0.079,0.02508,-0.6808106307951086
632,204332672,16 14 13.51,-22 44 58.0,,11.42,,5.96,0.33,11.38,5.63,2.6312,,,,"USco,gold",no,Simbad,1,0.99996,3082.0,157.0,0.54,0.022,0.00655,-1.6176226965318863
633,205047378,16 14 13.81,-19 39 36.2,9.61,7.25,2.36,2.36,0.49,7.19,1.87,1.7999,1.8897,,,"USco,bronze",no,Simbad,1,0.999959,5032.0,161.5,,,,
634,203904156,16 14 19.73,-24 28 40.6,,12.76,,7.6,0.93,12.64,6.67,0.3461,0.294,0.2448,,"USco,gold",no,Simbad,1,0.999999,2844.0,157.0,0.32,0.023,0.00205,-2.171984935776023
635,205158239,16 14 20.28,-19 06 48.3,14.01,7.81,6.2,6.2,2.75,7.46,3.44,4.7843,,,,"USco,silver",yes,Simbad,1,0.999697,3559.0,157.5,0.49,,,-1.1036942925339195
636,204488355,16 14 20.50,-22 08 09.7,7.72,6.88,0.84,0.84,0.65,6.8,0.19,0.0628,0.0539,0.1349,0.0781,"USco,bronze",no,Simbad,1,0.998635,7836.0,324.5,1.864,0.315,2.24188,1.2032592271523201
637,202955563,16 14 20.61,-27 45 49.7,,13.43,,8.45,1.59,13.23,6.86,0.0984,0.0656,,,"USco,silver",no,Simbad,1,0.999999,2971.0,182.0,0.221,0.023,0.00156,-2.3555614105321614
638,204440603,16 14 23.11,-22 19 34.0,,10.8,,6.67,0.74,10.7,5.93,,,,,"USco,gold",yes,Simbad,1,0.999996,3014.0,157.0,0.586,0.023,0.00756,-1.576754126063192
639,205188906,16 14 28.92,-18 57 22.5,,9.47,,5.23,0.4,9.42,4.83,16.5182,0.9908,,,"USco,gold",yes,Simbad,1,0.997667,3397.0,123.0,0.398,,,-0.7893604938458499
640,203532363,16 14 29.66,-25 49 18.7,,11.09,,6.26,0.98,10.96,5.28,1.4984,,,,"USco,bronze",no,Simbad,1,0.999951,3097.0,157.0,0.579,0.021,0.00764,-1.541211118289155
641,202853972,16 14 31.99,-28 07 23.1,,10.46,,5.4,0.7,10.37,4.7,8.6456,,,,"USco,bronze",maybe,Simbad,1,0.992964,3254.0,157.0,0.64,0.021,0.01149,-1.3465945093354987
642,204344180,16 14 32.87,-22 42 13.3,,13.24,,7.89,0.51,13.17,7.38,1.8232,,,,"USco,gold",yes,Simbad,1,0.999998,2869.0,159.0,0.264,0.024,0.00164,-2.2932822176632413
643,204960156,16 14 33.63,-20 04 30.1,,10.05,,5.65,0.88,9.93,4.76,2.1008,,,,"USco,gold",no,Simbad,1,0.99885,3484.0,122.0,0.45,,,-0.8867253075356496
644,205179845,16 14 33.67,-19 00 13.7,,8.26,,7.22,5.04,7.61,2.18,2.5995,,,,"USco,silver",yes,Simbad,1,0.999992,3079.0,122.0,,,,
645,204828211,16 14 36.38,-20 40 49.3,,11.5,,5.62,0.0,11.5,5.62,0.7257,,,,"USco,bronze",no,Simbad,1,0.99964,3127.0,157.0,0.44,0.021,0.00452,-1.7708302974608991
646,204177311,16 14 38.45,-23 21 37.5,,10.59,,5.11,0.7,10.5,4.41,5.7441,,,,"USco,gold",no,Simbad,2,1.0E-6,3355.0,157.0,0.634,0.02,0.01234,-1.3051316720175439
647,203726701,16 14 39.18,-25 08 56.5,,11.99,,6.24,0.49,11.93,5.76,1.6873,,,,"USco,bronze",no,Simbad,1,0.999995,3010.0,157.0,0.435,0.021,0.00394,-1.8458804744841533
648,204926239,16 14 40.15,-20 14 03.0,9.19,7.07,2.12,2.12,1.42,6.89,0.7,,,,,"USco,bronze",no,Simbad,1,0.99994,5231.0,141.4,,,,
