Unnamed: 0,recno,RA_ICRS_x,DE_ICRS_x,SourceCP_x,RVCP_x,PlxCP_x,GmagCP_x,pmRACP_x,pmDECP_x,bx_x,by_x,bz_x,vx_x,vy_x,vz_x,distC_x,Source_x,Gmag_x,BPmag_x,RPmag_x,E(BR/RP)_x,RV_x,e_RV_x,2MASS_x,Jmag_x,e_Jmag_x,Hmag_x,e_Hmag_x,Kmag_x,e_Kmag_x,WISE_x,SDSS_x,ps1name_x,SimbadName_x,gsc9name_x,Lod19_Mass,_RA.icrs_x,_DE.icrs_x,single_x,Teff_x,logL_x,Tess_Mass,Tess_s_Mass_x,Lod19_Mass_calc,Lod19_Mass_e,RA_ICRS_y,DE_ICRS_y,SourceCP_y,RVCP_y,PlxCP_y,GmagCP_y,pmRACP_y,pmDECP_y,bx_y,by_y,bz_y,vx_y,vy_y,vz_y,distC_y,Source_y,Gmag_y,BPmag_y,RPmag_y,E(BR/RP)_y,RV_y,e_RV_y,2MASS_y,Jmag_y,e_Jmag_y,Hmag_y,e_Hmag_y,Kmag_y,e_Kmag_y,WISE_y,SDSS_y,ps1name_y,SimbadName_y,gsc9name_y,L19_Mass,_RA.icrs_y,_DE.icrs_y,single_y,Teff_y,logL_y,TESS_Mass,Tess_s_Mass_y,TESS_Mass_calc,TESS_Mass_e,Del00_Mass,Age_calc (Myr),Age_e (Myr),Mass_calc,Mass_e
33,37,46.44075,15.9528611,34347403222607488,,7.39381,19.922001,25.213,-39.704,-105.211,30.126,-79.468,,,,29.1778,34347403222607488,14.43774993495972,21.479799,18.338301,2.007,0.0,0.0,03054575+1557108,16.03,0.085,15.266,0.092,14.917,0.113,J030545.76+155710.5,,,,,0.061,46.4406371,15.953032,1,,,,,,0.0,46.44075,15.9528611,34347403222607488,,7.39381,19.922001,25.213,-39.704,-105.211,30.126,-79.468,,,,29.1778,34347403222607488,19.9223,21.479799,18.338301,2.007,0.0,0.0,03054575+1557108,16.03,0.085,15.266,0.092,14.917,0.113,J030545.76+155710.5,,,,,0.061,46.4406371,15.953032,1,,,,,,0.0147834206196253,0.0945281157640201,,,,
34,38,46.7239167,18.3553056,58930013613187456,,6.56468,20.535,17.19,-22.61,-120.589,37.981,-84.972,,,,31.7963,58930013613187456,15.050849934959718,0.0,0.0,0.0,0.0,0.0,,,,,,,,,J030653.68+182119.0,,,,0.052,46.7238387,18.3554029,1,,,,,,0.0,46.7239167,18.3553056,58930013613187456,,6.56468,20.535,17.19,-22.61,-120.589,37.981,-84.972,,,,31.7963,58930013613187456,20.5354,0.0,0.0,0.0,0.0,0.0,,,,,,,,,J030653.68+182119.0,,,,0.052,46.7238387,18.3554029,1,,,,,,0.0147834206196253,,,,,
35,39,46.804375,20.1885,60157442252166656,,6.41197,20.830999,8.598,-20.773,-124.745,42.243,-83.529,,,,32.2558,60157442252166656,15.34604993495972,22.5315,19.3829,1.769,0.0,0.0,,,,,,,,J030713.10+201118.4,J030713.05+201118.7,,,,0.049,46.8043356,20.1885894,1,,,,,,0.0,46.804375,20.1885,60157442252166656,,6.41197,20.830999,8.598,-20.773,-124.745,42.243,-83.529,,,,32.2558,60157442252166656,20.8306,22.5315,19.3829,1.769,0.0,0.0,,,,,,,,J030713.10+201118.4,J030713.05+201118.7,,,,0.049,46.8043356,20.1885894,1,,,,,,0.0147834206196253,,,,,
36,40,46.8046667,27.4214444,115645533498844672,,6.62957,20.452,23.51,-23.69,-123.896,53.754,-67.178,,,,28.1044,115645533498844672,14.967149934959718,21.332701,18.9695,1.994,0.0,0.0,03071306+2725177,16.757,0.139,16.144,0.183,15.64,0.197,J030713.10+272517.4,,,,,0.053,46.8045527,27.4215464,1,,,,,,0.0,46.8046667,27.4214444,115645533498844672,,6.62957,20.452,23.51,-23.69,-123.896,53.754,-67.178,,,,28.1044,115645533498844672,20.4517,21.332701,18.9695,1.994,0.0,0.0,03071306+2725177,16.757,0.139,16.144,0.183,15.64,0.197,J030713.10+272517.4,,,,,0.053,46.8045527,27.4215464,1,,,,,,0.0147834206196253,,,,,
37,41,46.8807917,35.6808889,138710847908338304,,7.07996,20.275,19.055,-25.136,-117.309,63.035,-47.064,,,,35.013,138710847908338304,14.79074993495972,20.356899,20.008499,1.225,0.0,0.0,,,,,,,,,,,,,0.056,46.8806907,35.6809971,1,,,,,,0.0,46.8807917,35.6808889,138710847908338304,,7.07996,20.275,19.055,-25.136,-117.309,63.035,-47.064,,,,35.013,138710847908338304,20.2753,20.356899,20.008499,1.225,0.0,0.0,,,,,,,,,,,,,0.056,46.8806907,35.6809971,1,,,,,,0.0147834206196253,,,,,
38,42,46.9331667,24.8440556,111728390182594304,,7.73904,16.551001,24.728,-48.268,-105.482,42.011,-61.686,,,,20.9872,111728390182594304,11.066049934959718,18.196899,15.2406,1.585,0.0,0.0,03074391+2450393,13.37,0.024,12.824,0.027,12.517,0.026,J030743.94+245038.7,,,,,0.23,46.9330494,24.8442634,1,3279.7,-2.027334395990095,0.293,0.021,0.2105073497431599,0.0151712214702844,46.9331667,24.8440556,111728390182594304,,7.73904,16.551001,24.728,-48.268,-105.482,42.011,-61.686,,,,20.9872,111728390182594304,16.5506,18.196899,15.2406,1.585,0.0,0.0,03074391+2450393,13.37,0.024,12.824,0.027,12.517,0.026,J030743.94+245038.7,,,,,0.23,46.9330494,24.8442634,1,3279.7,-2.027334395990095,0.293,0.021,0.212142857142857,0.0147834206196253,0.2808827787660963,61.948,38.825,0.1974,0.0492
39,43,47.0054583,29.2419444,122767864881453568,,8.51417,16.148001,26.536,-50.37,-97.067,44.046,-49.324,,,,28.1419,122767864881453568,10.66324993495972,17.818899,14.894,1.509,0.0,0.0,03080127+2914319,13.101,0.023,12.503,0.023,12.242,0.018,J030801.29+291431.3,,,,,0.279,47.0053274,29.2421613,1,3319.4,-2.0021769253030057,0.3,0.02,0.2598373683860079,0.0151712214702844,47.0054583,29.2419444,122767864881453568,,8.51417,16.148001,26.536,-50.37,-97.067,44.046,-49.324,,,,28.1419,122767864881453568,16.1478,17.818899,14.894,1.509,0.0,0.0,03080127+2914319,13.101,0.023,12.503,0.023,12.242,0.018,J030801.29+291431.3,,,,,0.279,47.0053274,29.2421613,1,3319.4,-2.0021769253030057,0.3,0.02,0.2379220779220779,0.0147834206196253,0.3205025269505457,69.247,41.761,0.2155,0.0501
40,44,47.0234583,28.7040556,121962197736025216,,8.72683,14.701,26.628,-54.304,-94.616,42.255,-48.919,,,,29.4114,121962197736025216,9.216049934959718,16.179399,13.5092,1.464,0.0,0.0,03080558+2842156,11.852,0.022,11.242,0.021,10.998,0.02,J030805.61+284214.9,,,,J030805.61+284215.0,0.472,47.0233276,28.7042894,2,3431.8,-1.570893982521442,0.487,0.021,0.4560842434680074,0.0151712214702844,47.0234583,28.7040556,121962197736025216,,8.72683,14.701,26.628,-54.304,-94.616,42.255,-48.919,,,,29.4114,121962197736025216,14.7006,16.179399,13.5092,1.464,0.0,0.0,03080558+2842156,11.852,0.022,11.242,0.021,10.998,0.02,J030805.61+284214.9,,,,J030805.61+284215.0,0.472,47.0233276,28.7042894,2,3431.8,-1.570893982521442,0.487,0.021,0.3148672566371683,0.0147834206196253,0.5487120322842212,36.204,23.268,0.3137,0.0709
41,45,47.0896667,19.4519722,59848548207406592,,6.65166,20.775999,6.984,-14.221,-120.205,38.902,-81.48,,,,28.7692,59848548207406592,15.291849934959718,21.753099,19.523399,1.649,0.0,0.0,,,,,,,,J030821.50+192707.6,J030821.51+192707.2,,,,0.049,47.0896348,19.4520334,1,,,,,,0.0,47.0896667,19.4519722,59848548207406592,,6.65166,20.775999,6.984,-14.221,-120.205,38.902,-81.48,,,,28.7692,59848548207406592,20.7764,21.753099,19.523399,1.649,0.0,0.0,,,,,,,,J030821.50+192707.6,J030821.51+192707.2,,,,0.049,47.0896348,19.4520334,1,,,,,,0.0147834206196253,,,,,
42,46,47.1587917,32.0848333,123801916912347264,,6.82161,19.1,17.176,-36.671,-121.853,59.383,-55.811,,,,30.5105,123801916912347264,13.615149934959716,20.6696,17.6469,1.797,0.0,0.0,03083808+3205060,15.537,0.048,14.839,0.059,14.553,0.064,J030838.10+320505.6,,,,,0.076,47.1587044,32.0849912,1,,-2.638272154345511,0.13,0.021,,0.0,47.1587917,32.0848333,123801916912347264,,6.82161,19.1,17.176,-36.671,-121.853,59.383,-55.811,,,,30.5105,123801916912347264,19.0997,20.6696,17.6469,1.797,0.0,0.0,03083808+3205060,15.537,0.048,14.839,0.059,14.553,0.064,J030838.10+320505.6,,,,,0.076,47.1587044,32.0849912,1,,-2.638272154345511,0.13,0.021,,0.0147834206196253,0.1081622471155019,,,,
43,47,47.2169167,19.8593056,59935753220248448,,7.62762,18.785999,27.907,-47.524,-105.189,34.395,-70.286,,,,22.4932,59935753220248448,13.30144993495972,20.574699,17.3822,1.693,0.0,0.0,03085203+1951342,15.228,0.038,14.525,0.045,14.383,0.064,J030852.05+195133.6,J030852.04+195133.9,,,,0.086,47.2167889,19.8595102,1,2895.4,-2.7033348223055835,0.127,0.021,,0.0,47.2169167,19.8593056,59935753220248448,,7.62762,18.785999,27.907,-47.524,-105.189,34.395,-70.286,,,,22.4932,59935753220248448,18.786,20.574699,17.3822,1.693,0.0,0.0,03085203+1951342,15.228,0.038,14.525,0.045,14.383,0.064,J030852.05+195133.6,J030852.04+195133.9,,,,0.086,47.2167889,19.8595102,1,2895.4,-2.7033348223055835,0.127,0.021,0.075,0.0147834206196253,0.1159194883185292,72.433,40.943,0.0778,0.0178
44,48,47.2376667,13.8246389,29788140818907136,,6.75822,19.268,23.696,-43.199,-114.597,27.689,-89.416,,,,35.4032,29788140818907136,13.78334993495972,21.1618,17.8176,1.748,0.0,0.0,03085700+1349292,15.549,0.061,14.868,0.089,14.624,0.078,J030857.02+134928.8,,,,,0.072,47.2375616,13.8248249,1,,-2.735182167353568,0.128,0.022,,0.0,47.2376667,13.8246389,29788140818907136,,6.75822,19.268,23.696,-43.199,-114.597,27.689,-89.416,,,,35.4032,29788140818907136,19.2679,21.1618,17.8176,1.748,0.0,0.0,03085700+1349292,15.549,0.061,14.868,0.089,14.624,0.078,J030857.02+134928.8,,,,,0.072,47.2375616,13.8248249,1,,-2.735182167353568,0.128,0.022,,0.0147834206196253,0.1051947009791862,,,,
45,49,47.247625,21.1626111,60639616755933568,,7.65988,18.362,19.381,-38.697,-105.422,36.275,-67.925,,,,21.3068,60639616755933568,12.87774993495972,20.5159,16.982901,1.619,0.0,0.0,03085941+2109460,15.07,0.039,14.523,0.046,14.181,0.061,J030859.43+210945.6,,,,,0.102,47.2475355,21.1627777,1,3066.8,-2.723538205962003,0.137,0.021,,0.0,47.247625,21.1626111,60639616755933568,,7.65988,18.362,19.381,-38.697,-105.422,36.275,-67.925,,,,21.3068,60639616755933568,18.3623,20.5159,16.982901,1.619,0.0,0.0,03085941+2109460,15.07,0.039,14.523,0.046,14.181,0.061,J030859.43+210945.6,,,,,0.102,47.2475355,21.1627777,1,3066.8,-2.723538205962003,0.137,0.021,0.1329873417721519,0.0147834206196253,0.1264076293224456,122.473,47.296,0.1009,0.0163
46,51,47.3691667,33.6255833,137461012424709376,,8.13994,18.367001,26.646,-51.668,-102.454,51.572,-44.0,,,,30.6357,137461012424709376,12.88254993495972,20.704399,16.8899,1.746,0.0,0.0,03092856+3337329,14.544,0.029,13.925,0.031,13.555,0.034,J030928.58+333732.3,,,,,0.102,47.3690289,33.6258058,1,2789.1,-2.6038006353220777,0.171,0.022,,0.0,47.3691667,33.6255833,137461012424709376,,8.13994,18.367001,26.646,-51.668,-102.454,51.572,-44.0,,,,30.6357,137461012424709376,18.3671,20.704399,16.8899,1.746,0.0,0.0,03092856+3337329,14.544,0.029,13.925,0.031,13.555,0.034,J030928.58+333732.3,,,,,0.102,47.3690289,33.6258058,1,2789.1,-2.6038006353220777,0.171,0.022,0.06,0.0147834206196253,0.1689483323855471,26.944,16.787,0.0537,0.0155
47,52,47.391875,22.1903611,108856976909285376,,7.67755,15.136,23.598,-41.524,-105.811,37.604,-65.992,,,,20.3867,108856976909285376,9.65174993495972,16.340799,13.7875,1.717,0.0,0.0,03093403+2211259,12.18,0.023,11.556,0.023,11.357,0.019,J030934.05+221125.6,,,HAT 258-08344,,0.419,47.3917653,22.1905399,1,,-1.559563235180544,0.475,0.029,0.4019170376932633,0.0151712214702844,47.391875,22.1903611,108856976909285376,,7.67755,15.136,23.598,-41.524,-105.811,37.604,-65.992,,,,20.3867,108856976909285376,15.1363,16.340799,13.7875,1.717,0.0,0.0,03093403+2211259,12.18,0.023,11.556,0.023,11.357,0.019,J030934.05+221125.6,,,HAT 258-08344,,0.419,47.3917653,22.1905399,1,,-1.559563235180544,0.475,0.029,,0.0147834206196253,0.4758455958138078,,,,
48,53,47.4007917,24.9066389,111721552594418304,4.94,7.88332,12.123,24.382,-47.513,-104.093,40.711,-59.985,-7.77406,-27.4345,-15.5743,20.7255,111721552594418304,6.638049934959719,12.7171,11.4107,1.245,4.9395,3.8527,03093615+2454247,10.541,0.022,10.009,0.02,9.865,0.015,J030936.17+245424.1,,,HAT 258-02133,,0.762,47.400676,24.9068435,1,4789.8,-0.6715592416818996,0.739,0.086,0.7622269013132482,0.0151712214702844,47.4007917,24.9066389,111721552594418304,4.94,7.88332,12.123,24.382,-47.513,-104.093,40.711,-59.985,-7.77406,-27.4345,-15.5743,20.7255,111721552594418304,12.1226,12.7171,11.4107,1.245,4.9395,3.8527,03093615+2454247,10.541,0.022,10.009,0.02,9.865,0.015,J030936.17+245424.1,,,HAT 258-02133,,0.762,47.400676,24.9068435,1,4789.8,-0.6715592416818996,0.739,0.086,0.7925806451612905,0.0147834206196253,,93.081,45.477,0.7808,0.0257
49,54,47.5285833,29.5712778,122123482347867520,,9.06675,16.893,28.06,-56.05,-91.691,41.188,-45.396,,,,32.3712,122123482347867520,11.40844993495972,18.6992,15.5863,1.558,0.0,0.0,03100682+2934175,13.715,0.023,13.135,0.025,12.831,0.027,J031006.84+293416.9,,1.4348047528202909e+17,,,0.194,47.5284444,29.5715191,1,3211.1,-2.2773660644986906,0.218,0.02,0.1771878742766167,0.0151712214702844,47.5285833,29.5712778,122123482347867520,,9.06675,16.893,28.06,-56.05,-91.691,41.188,-45.396,,,,32.3712,122123482347867520,16.893,18.6992,15.5863,1.558,0.0,0.0,03100682+2934175,13.715,0.023,13.135,0.025,12.831,0.027,J031006.84+293416.9,,1.4348047528202909e+17,,,0.194,47.5284444,29.5715191,1,3211.1,-2.2773660644986906,0.218,0.02,0.1783043478260869,0.0147834206196253,0.2409086456355559,83.127,46.398,0.1541,0.0344
50,55,47.5605,18.4103611,58893901528622592,,6.33866,17.546,21.88,-43.553,-126.137,37.989,-86.806,,,,34.0716,58893901528622592,12.06114993495972,19.213699,16.2391,1.577,0.0,0.0,03101449+1824379,14.424,0.031,13.795,0.031,13.539,0.041,J031014.51+182437.5,J031014.51+182437.6,,,,0.153,47.5604007,18.4105486,1,,-2.229884694456377,0.221,0.021,0.130161186498266,0.0151712214702844,47.5605,18.4103611,58893901528622592,,6.33866,17.546,21.88,-43.553,-126.137,37.989,-86.806,,,,34.0716,58893901528622592,17.5457,19.213699,16.2391,1.577,0.0,0.0,03101449+1824379,14.424,0.031,13.795,0.031,13.539,0.041,J031014.51+182437.5,J031014.51+182437.6,,,,0.153,47.5604007,18.4105486,1,,-2.229884694456377,0.221,0.021,,0.0147834206196253,0.1702568417222603,,,,
51,56,47.6590417,29.5715833,122143479715593472,,7.04326,15.724,24.84,-47.365,-118.188,52.835,-58.295,,,,24.2792,122143479715593472,10.23944993495972,17.4172,14.4482,1.534,0.0,0.0,03103812+2934184,12.608,0.021,11.995,0.023,11.741,0.018,J031038.15+293417.9,,,,,0.337,47.6589187,29.5717872,1,3293.1,-1.7382614332648656,0.436,0.021,0.3142574167099537,0.0151712214702844,47.6590417,29.5715833,122143479715593472,,7.04326,15.724,24.84,-47.365,-118.188,52.835,-58.295,,,,24.2792,122143479715593472,15.724,17.4172,14.4482,1.534,0.0,0.0,03103812+2934184,12.608,0.021,11.995,0.023,11.741,0.018,J031038.15+293417.9,,,,,0.337,47.6589187,29.5717872,1,3293.1,-1.7382614332648656,0.436,0.021,0.2208441558441558,0.0147834206196253,0.4035639278743123,28.31,18.227,0.2181,0.0605
52,57,47.7474167,21.4206944,60741012344170880,,6.69569,15.25,25.957,-47.076,-121.407,41.158,-76.627,,,,25.3108,60741012344170880,9.764949934959718,16.6854,14.0698,1.458,0.0,0.0,03105935+2125153,12.395,0.021,11.773,0.02,11.587,0.021,J031059.37+212514.7,,,,,0.405,47.7472966,21.4208971,1,,-1.5630426824391672,0.483,0.022,0.3850153035056358,0.0151712214702844,47.7474167,21.4206944,60741012344170880,,6.69569,15.25,25.957,-47.076,-121.407,41.158,-76.627,,,,25.3108,60741012344170880,15.2495,16.6854,14.0698,1.458,0.0,0.0,03105935+2125153,12.395,0.021,11.773,0.02,11.587,0.021,J031059.37+212514.7,,,,,0.405,47.7472966,21.4208971,1,,-1.5630426824391672,0.483,0.022,,0.0147834206196253,0.4317363765605582,,,,
53,58,47.88575,34.7134167,137810863280228736,,7.48986,16.924999,25.03,-41.076,-111.935,56.946,-45.316,,,,30.6152,137810863280228736,11.44014993495972,18.471701,15.6957,1.498,0.0,0.0,03113255+3442489,13.973,0.029,13.331,0.033,13.071,0.033,J031132.57+344248.5,,,,,0.192,47.8856189,34.7135936,1,3348.7,-2.145086975423507,0.232,0.021,0.174454029797507,0.0151712214702844,47.88575,34.7134167,137810863280228736,,7.48986,16.924999,25.03,-41.076,-111.935,56.946,-45.316,,,,30.6152,137810863280228736,16.9247,18.471701,15.6957,1.498,0.0,0.0,03113255+3442489,13.973,0.029,13.331,0.033,13.071,0.033,J031132.57+344248.5,,,,,0.192,47.8856189,34.7135936,1,3348.7,-2.145086975423507,0.232,0.021,0.2569480519480518,0.0147834206196253,0.214043811727545,99.792,48.707,0.2049,0.0386
54,59,47.970125,25.84525,112256976100897408,,7.04224,12.692,24.221,-42.068,-117.559,46.292,-64.815,,,,20.3661,112256976100897408,7.20714993495972,13.3411,11.8843,1.299,0.0,0.0,03115279+2550436,9.374,,8.47,9.998,10.138,0.028,J031152.84+255042.9,J031152.82+255043.1,,BD+25   507,,0.698,47.9700091,25.8454311,1,,-0.7508750541274806,0.698,0.081,0.6930502716034044,0.0151712214702844,47.970125,25.84525,112256976100897408,,7.04224,12.692,24.221,-42.068,-117.559,46.292,-64.815,,,,20.3661,112256976100897408,12.6917,13.3411,11.8843,1.299,0.0,0.0,03115279+2550436,9.374,,8.47,9.998,10.138,0.028,J031152.84+255042.9,J031152.82+255043.1,,BD+25   507,,0.698,47.9700091,25.8454311,1,,-0.7508750541274806,0.698,0.081,,0.0147834206196253,0.731594139997346,,,,
55,60,47.9957083,16.6907778,31505616636195840,,1.63829,20.809999,0.751,-8.623,-485.774,131.012,-345.602,,,,478.305,31505616636195840,15.325649934959715,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.049,47.9957049,16.6908149,1,,,,,,0.0,47.9957083,16.6907778,31505616636195840,,1.63829,20.809999,0.751,-8.623,-485.774,131.012,-345.602,,,,478.305,31505616636195840,20.8102,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.049,47.9957049,16.6908149,1,,,,,,0.0147834206196253,,,,,
56,61,48.0204583,28.8458611,122028370296225536,,6.42706,17.639,18.598,-31.892,-129.813,56.048,-64.933,,,,30.5813,122028370296225536,12.15394993495972,19.631901,16.289801,1.592,0.0,0.0,03120488+2850457,14.301,0.027,13.671,0.029,13.33,0.031,J031204.90+285045.3,,,,J031204.90+285045.4,0.148,48.0203669,28.8459984,1,,-2.2668027175364345,0.24,0.028,0.1256175743819811,0.0151712214702844,48.0204583,28.8458611,122028370296225536,,6.42706,17.639,18.598,-31.892,-129.813,56.048,-64.933,,,,30.5813,122028370296225536,17.6385,19.631901,16.289801,1.592,0.0,0.0,03120488+2850457,14.301,0.027,13.671,0.029,13.33,0.031,J031204.90+285045.3,,,,J031204.90+285045.4,0.148,48.0203669,28.8459984,1,,-2.2668027175364345,0.24,0.028,,0.0147834206196253,0.1884645963963466,,,,
57,62,48.0369167,20.9861667,60667619943097472,,6.66004,20.809999,11.619,-13.496,-122.21,40.116,-77.461,,,,25.6195,60667619943097472,15.325649934959715,21.0016,20.369499,1.254,0.0,0.0,,,,,,,,J031209.17+205908.5,,,,,0.049,48.0368631,20.9862248,1,,,,,,0.0,48.0369167,20.9861667,60667619943097472,,6.66004,20.809999,11.619,-13.496,-122.21,40.116,-77.461,,,,25.6195,60667619943097472,20.8102,21.0016,20.369499,1.254,0.0,0.0,,,,,,,,J031209.17+205908.5,,,,,0.049,48.0368631,20.9862248,1,,,,,,0.0147834206196253,,,,,
58,63,48.1034583,25.78975,112243477019748992,,7.05083,18.537001,27.198,-41.848,-117.559,45.946,-64.684,,,,20.0048,112243477019748992,13.052449934959718,20.802401,17.1084,1.679,0.0,0.0,03122478+2547237,14.937,0.032,14.307,0.039,14.017,0.05,J031224.81+254723.3,J031224.81+254723.3,,,,0.095,48.1033282,25.7899302,1,,-2.653647043637473,0.156,0.021,,0.0,48.1034583,25.78975,112243477019748992,,7.05083,18.537001,27.198,-41.848,-117.559,45.946,-64.684,,,,20.0048,112243477019748992,18.537,20.802401,17.1084,1.679,0.0,0.0,03122478+2547237,14.937,0.032,14.307,0.039,14.017,0.05,J031224.81+254723.3,J031224.81+254723.3,,,,0.095,48.1033282,25.7899302,1,,-2.653647043637473,0.156,0.021,,0.0147834206196253,0.1360147443269897,,,,
59,64,48.106625,28.1611944,121664981703811712,,8.77278,17.657,25.839,-47.902,-95.051,40.067,-48.512,,,,28.1806,121664981703811712,12.172849934959718,19.664499,16.3256,1.568,0.0,0.0,03122555+2809410,14.284,0.026,13.702,0.031,13.379,0.03,J031225.58+280940.5,J031225.56+280940.5,,,,0.146,48.1064988,28.1614006,1,3122.1,-2.5072396204202927,0.171,0.02,0.1248516506061752,0.0151712214702844,48.106625,28.1611944,121664981703811712,,8.77278,17.657,25.839,-47.902,-95.051,40.067,-48.512,,,,28.1806,121664981703811712,17.6574,19.664499,16.3256,1.568,0.0,0.0,03122555+2809410,14.284,0.026,13.702,0.031,13.379,0.03,J031225.58+280940.5,J031225.56+280940.5,,,,0.146,48.1064988,28.1614006,1,3122.1,-2.5072396204202927,0.171,0.02,0.1469873417721518,0.0147834206196253,0.1840064264142411,97.525,48.088,0.1194,0.0238
60,65,48.1399167,18.3435,58786321187725696,,6.27165,17.948,19.538,-31.88,-128.274,37.246,-87.076,,,,34.5724,58786321187725696,12.46364993495972,19.521799,16.670401,1.554,0.0,0.0,03123355+1820371,14.862,0.03,14.278,0.034,13.944,0.051,J031233.57+182036.8,J031233.57+182036.8,,,,0.128,48.1398281,18.3436373,1,3216.1,-2.3372421586815304,0.182,0.021,0.1109989386810818,0.0151712214702844,48.1399167,18.3435,58786321187725696,,6.27165,17.948,19.538,-31.88,-128.274,37.246,-87.076,,,,34.5724,58786321187725696,17.9482,19.521799,16.670401,1.554,0.0,0.0,03123355+1820371,14.862,0.03,14.278,0.034,13.944,0.051,J031233.57+182036.8,J031233.57+182036.8,,,,0.128,48.1398281,18.3436373,1,3216.1,-2.3372421586815304,0.182,0.021,0.1804782608695652,0.0147834206196253,0.140624822758531,94.763,48.371,0.1501,0.0306
61,67,48.4342917,18.6841944,58824765439962880,,6.42827,17.914,20.27,-34.025,-125.78,36.491,-83.95,,,,30.9117,58824765439962880,12.429249934959715,19.386499,16.6383,1.568,0.0,0.0,03134421+1841035,14.832,0.034,14.262,0.033,14.013,0.049,J031344.22+184103.2,J031344.22+184103.3,,,,0.13,48.4341996,18.6843409,1,3240.1,-2.345823469443564,0.174,0.021,0.1126860687724981,0.0151712214702844,48.4342917,18.6841944,58824765439962880,,6.42827,17.914,20.27,-34.025,-125.78,36.491,-83.95,,,,30.9117,58824765439962880,17.9138,19.386499,16.6383,1.568,0.0,0.0,03134421+1841035,14.832,0.034,14.262,0.033,14.013,0.049,J031344.22+184103.2,J031344.22+184103.3,,,,0.13,48.4341996,18.6843409,1,3240.1,-2.345823469443564,0.174,0.021,0.1909130434782608,0.0147834206196253,0.1362619089300223,102.533,48.973,0.1542,0.0294
62,68,48.4596667,15.425,31123811223287552,,8.29902,20.724001,29.729,-27.389,-95.671,23.326,-69.442,,,,29.3087,31123811223287552,15.23934993495972,19.281099,19.0291,4.798,0.0,0.0,,,,,,,,J031350.31+152530.2,,,,,0.05,48.4595339,15.4251179,1,,,,,,0.0,48.4596667,15.425,31123811223287552,,8.29902,20.724001,29.729,-27.389,-95.671,23.326,-69.442,,,,29.3087,31123811223287552,20.7239,19.281099,19.0291,4.798,0.0,0.0,,,,,,,,J031350.31+152530.2,,,,,0.05,48.4595339,15.4251179,1,,,,,,0.0147834206196253,,,,,
63,71,48.5440417,29.3633056,122441859683763712,,7.65704,15.295,22.28,-42.112,-109.627,47.123,-53.078,,,,21.0995,122441859683763712,9.810649934959718,16.7367,14.112,1.461,0.0,0.0,03141053+2921487,12.439,0.019,11.849,0.018,11.586,0.02,J031410.55+292148.2,,,,,0.4,48.5439316,29.3634869,1,3468.2,-1.6491707104099715,0.436,0.021,0.3781748044784632,0.0151712214702844,48.5440417,29.3633056,122441859683763712,,7.65704,15.295,22.28,-42.112,-109.627,47.123,-53.078,,,,21.0995,122441859683763712,15.2952,16.7367,14.112,1.461,0.0,0.0,03141053+2921487,12.439,0.019,11.849,0.018,11.586,0.02,J031410.55+292148.2,,,,,0.4,48.5439316,29.3634869,1,3468.2,-1.6491707104099715,0.436,0.021,0.347079646017699,0.0147834206196253,0.4319230440910683,55.384,35.297,0.3285,0.0661
64,72,48.5585,18.5460833,58807894808592256,,7.53216,20.705,6.467,-42.037,-107.417,30.734,-71.717,,,,21.5539,58807894808592256,15.220349934959716,21.3428,19.1301,2.224,0.0,0.0,03141403+1832463,16.522,0.145,17.475,,15.608,0.218,,J031414.04+183246.1,,,,0.05,48.5584706,18.5462643,1,,,,,,0.0,48.5585,18.5460833,58807894808592256,,7.53216,20.705,6.467,-42.037,-107.417,30.734,-71.717,,,,21.5539,58807894808592256,20.7049,21.3428,19.1301,2.224,0.0,0.0,03141403+1832463,16.522,0.145,17.475,,15.608,0.218,,J031414.04+183246.1,,,,0.05,48.5584706,18.5462643,1,,,,,,0.0147834206196253,,,,,
