,recno,[IHA2007],RAJ2000,DEJ2000,Per,Vmag,Icmag,Kmag,SNR,RV,l_vsini,vsini,Mm,logL,amp,tc,logR,W(Ca)1,W(Ca)2,logR'1,I07,single,Teff,s_Teff,Mass,s_Mass,Lum,s_Lum,Mass_calc,Mass_e
328,329,2-6-121,08 01 23.27,-60 46 14.50,0.332,17.37,15.09,12.94,41,0.17,,51.7,,-1.08,0.026,44,-2.12,0.6,0.71,-4.35,1,1,3581.0,157.0,0.615,0.021,0.05965,0.01449,0.3859550561797753,0.033371469090881234
329,330,2-6-1250,08 01 58.22,-60 43 22.70,4.116,17.62,15.54,13.51,32,0.21,<,8.0,,-1.27,0.03,55,-1.12,0.54,0.58,-4.39,1,1,3711.0,157.0,0.523,0.023,0.04734,0.01158,0.46687898089171975,0.033371469090881234
330,331,2-6-136,08 01 24.05,-60 47 23.96,,20.02,17.29,14.91,11,28.45,,8.5,*,-1.92,,115,,0.01,-0.04,-6.45,0,1,3297.0,159.0,0.341,0.038,0.01347,0.0049,0.2420353982300885,0.033371469090881234
331,332,2-6-1571,08 02 09.97,-60 42 42.10,8.363,17.26,15.22,13.27,36,1.43,<,8.0,,-1.15,0.017,47,-0.75,0.34,0.42,-4.59,1,1,3786.0,157.0,0.577,0.022,0.06369,0.01495,0.5160839160839161,0.033371469090881234
332,333,2-6-1700,08 02 14.47,-60 45 43.90,0.771,19.58,16.87,14.65,14,0.9,,18.4,,-1.76,0.009,95,-2.09,0.46,0.4,-4.48,1,1,3307.0,160.0,0.317,0.03,0.01211,0.00396,0.24646017699115044,0.033371469090881234
333,334,2-6-1739,08 02 15.23,-60 45 27.47,,20.17,17.42,14.75,8,52.55,,54.2,*,-1.97,,121,,0.17,0.24,-4.93,0,1,3262.0,160.0,0.447,0.05,0.02067,0.00823,0.22654867256637168,0.033371469090881234
334,335,2-6-1857,08 02 18.74,-60 45 18.59,,17.44,15.4,13.44,35,0.2,<,8.0,,-1.22,,51,,0.18,0.23,-4.85,0,1,3737.0,157.0,0.535,0.022,0.05096,0.01221,0.4834394904458599,0.033371469090881234
335,336,2-6-2033,08 02 24.67,-60 42 37.40,3.919,18.58,16.0,13.72,25,2.97,<,8.0,*,-1.42,0.006,65,-1.22,0.21,0.19,-4.81,1,1,,,,,,,,0.033371469090881234
336,337,2-6-2207,08 02 30.90,-60 48 44.40,0.715,20.02,17.2,14.71,12,0.62,,34.4,,-1.87,0.029,108,-2.18,0.35,0.37,-4.62,1,1,3208.0,162.0,0.342,0.037,0.01216,0.00446,0.20265486725663717,0.033371469090881234
337,338,2-6-2346,08 02 34.70,-60 46 04.70,10.988,18.26,15.69,13.43,32,0.29,,18.5,,-1.3,0.027,56,-0.71,0.42,0.46,-4.51,1,2,3372.0,157.0,0.54,0.023,0.03455,0.00907,0.27522123893805306,0.033371469090881234
338,339,2-6-240,08 01 27.59,-60 41 40.80,8.774,16.64,14.79,12.99,44,0.05,<,8.0,,-1.01,0.022,40,-0.66,0.36,0.44,-4.53,1,1,4136.0,122.0,0.65,,0.11205,,0.7858333333333334,0.033371469090881234
339,340,2-6-2407,08 02 36.87,-60 47 26.00,0.363,19.13,16.33,13.88,22,12.02,,53.5,*,-1.52,0.01,73,-2.3,0.37,0.38,-4.59,1,1,3209.0,157.0,0.47,0.027,0.02134,0.00618,0.20309734513274338,0.033371469090881234
340,341,2-6-2478,08 02 39.22,-60 46 20.75,,20.44,17.56,14.99,9,2.4,,28.6,,-2.0,,127,,0.38,0.39,-4.59,0,1,3245.0,164.0,0.319,0.049,0.01134,0.00503,0.21902654867256638,0.033371469090881234
341,342,2-6-2753,08 02 48.35,-60 47 09.50,10.406,18.25,15.96,13.9,26,1.19,<,8.0,,-1.43,0.013,65,-0.8,0.29,0.33,-4.66,1,1,3552.0,157.0,0.479,0.025,0.03323,0.00865,0.36966292134831463,0.033371469090881234
342,343,2-6-2921,08 02 46.18,-60 43 10.74,,16.66,14.77,12.92,48,23.16,<,8.0,*,-0.99,,39,,0.09,0.11,-5.16,0,1,3863.0,157.0,0.593,0.021,0.07377,0.01669,0.5699300699300699,0.033371469090881234
343,344,2-6-3335,08 03 06.00,-60 42 53.80,0.85,19.4,16.57,14.08,18,31.03,,23.6,*,-1.62,0.017,81,-1.98,0.23,0.33,-4.8,1,1,3243.0,158.0,0.263,0.023,0.00826,0.00237,0.21814159292035398,0.033371469090881234
344,345,2-6-3567,08 03 12.91,-60 49 03.98,,18.38,15.78,13.53,27,4.38,<,8.0,*,-1.33,,58,,0.06,0.0,-5.38,0,1,3351.0,157.0,0.385,0.023,0.01767,0.00467,0.265929203539823,0.033371469090881234
345,346,2-6-3707,08 03 17.81,-60 49 58.10,3.297,17.08,15.22,13.31,32,0.3,<,8.0,,-1.18,0.01,49,-1.17,0.5,0.57,-4.4,1,1,3807.0,157.0,0.568,0.022,0.06268,0.01471,0.5307692307692308,0.033371469090881234
346,347,2-6-4103,08 03 29.88,-60 46 51.40,,19.68,16.52,13.96,12,29.3,,9.8,*,-1.55,,75,,0.08,0.08,-5.29,0,1,3038.0,158.0,0.155,0.021,0.00265,0.00076,0.11,0.033371469090881234
347,348,2-6-4162,08 03 32.00,-60 49 11.55,,20.1,16.89,14.4,7,15.35,,17.0,*,-1.69,,88,,-0.02,-0.02,,0,1,3010.0,161.0,0.127,0.02,0.00177,0.00054,0.11,0.033371469090881234
348,349,2-6-4184,08 03 32.16,-60 44 26.20,1.857,18.99,16.46,14.31,13,0.61,,15.5,,-1.61,0.018,81,-1.64,0.44,0.46,-4.49,1,1,3415.0,157.0,0.425,0.029,0.02264,0.00664,0.2942477876106194,0.033371469090881234
349,350,2-6-429,08 01 34.66,-60 41 49.50,1.179,19.22,16.47,13.99,14,1.15,,18.8,,-1.59,0.009,79,-1.82,0.23,0.2,-4.79,1,1,3237.0,157.0,0.467,0.027,0.02183,0.00638,0.21548672566371682,0.033371469090881234
350,351,2-6-440,08 01 34.70,-60 43 52.60,2.799,17.34,15.08,12.96,38,0.3,,8.8,,-1.08,0.012,43,-1.19,0.53,0.61,-4.4,1,1,3717.0,137.0,,,,,0.47070063694267517,0.033371469090881234
351,352,2-6-4563,08 03 42.78,-60 44 37.70,1.322,19.64,16.96,14.66,6,1.14,<,8.0,,-1.8,0.012,99,-1.88,0.16,0.26,-4.95,1,1,3292.0,158.0,0.307,0.029,0.01126,0.00362,0.23982300884955754,0.033371469090881234
352,353,2-6-4584,08 03 43.86,-60 47 47.68,,19.17,16.61,14.49,11,20.89,<,8.0,*,-1.67,,86,,-0.08,0.02,,0,1,3404.0,158.0,0.336,0.029,0.01492,0.00453,0.2893805309734513,0.033371469090881234
353,354,2-6-494,08 01 36.39,-60 45 27.80,0.489,16.96,14.96,12.76,39,0.93,,47.8,,-1.04,0.009,42,-1.93,0.76,0.91,-4.24,1,1,3597.0,157.0,0.649,0.021,0.06979,0.01673,0.39494382022471913,0.033371469090881234
354,355,2-6-565,08 01 39.71,-60 47 47.22,,17.67,15.59,13.6,31,37.99,<,8.0,*,-1.29,,56,,0.05,0.05,-5.39,0,1,3680.0,157.0,0.538,0.023,0.04849,0.012,0.44713375796178345,0.033371469090881234
355,356,2-6-612,08 01 41.24,-60 44 42.70,1.758,18.99,16.44,14.13,20,1.04,,12.1,,-1.6,0.018,80,-1.66,0.4,0.44,-4.53,1,1,3400.0,157.0,0.428,0.026,0.02253,0.0063,0.28761061946902655,0.033371469090881234
356,357,2-6-649,08 01 42.37,-60 44 08.80,0.809,20.16,17.39,15.06,10,0.25,,27.3,,-1.95,0.037,119,-2.17,0.16,0.39,-4.96,1,1,3286.0,160.0,0.319,0.044,0.01189,0.00486,0.23716814159292035,0.033371469090881234
357,358,2-6-93,08 01 22.13,-60 41 38.40,,16.24,14.29,13.29,54,28.98,<,8.0,*,-0.78,,31,,-0.04,-0.04,,0,1,6229.0,122.0,1.2,,5.57108,,,0.033371469090881234
358,359,2-7-154,08 01 24.96,-60 40 35.03,,20.61,17.67,15.1,8,3.66,,22.7,,-2.04,,132,,0.36,0.23,-4.62,0,1,3317.0,167.0,0.315,0.054,0.01213,0.00579,0.25088495575221237,0.033371469090881234
359,360,2-7-1803,08 02 18.19,-60 36 50.18,,20.62,17.59,15.04,8,0.33,,34.0,,-1.99,,125,,0.4,0.42,-4.59,0,1,3160.0,162.0,0.306,0.055,0.00952,0.00468,0.18342105263157896,0.033371469090881234
360,361,2-7-2171,08 02 29.60,-60 40 56.78,,21.08,17.91,15.27,7,1.7,,38.7,,-2.11,,143,,0.19,0.29,-4.93,0,1,,,,,,,,0.033371469090881234
361,362,2-7-2350,08 02 35.08,-60 37 11.30,0.564,19.98,17.2,14.68,9,0.44,,25.4,,-1.88,0.014,109,-2.29,0.41,0.34,-4.55,1,1,3283.0,160.0,0.367,0.039,0.01499,0.00548,0.23584070796460177,0.033371469090881234
362,363,2-7-2354,08 02 35.32,-60 40 19.60,4.971,17.12,15.16,13.3,37,0.06,<,8.0,,-1.13,0.008,46,-0.97,0.33,0.38,-4.6,1,1,3825.0,157.0,0.561,0.022,0.06214,0.01454,0.5433566433566434,0.033371469090881234
363,364,2-7-2368,08 02 36.02,-60 37 55.50,0.542,20.49,17.59,15.24,8,1.15,,38.2,,-2.01,0.023,128,-2.37,0.29,0.5,-4.71,1,1,3256.0,162.0,0.247,0.04,0.00757,0.00333,0.22389380530973452,0.033371469090881234
364,365,2-7-2526,08 02 40.76,-60 37 36.43,,19.68,16.85,14.5,12,0.33,,26.0,,-1.73,,92,,0.06,0.03,-5.41,0,1,3164.0,158.0,0.427,0.035,0.01684,0.00572,0.185,0.033371469090881234
365,366,2-7-2687,08 02 46.14,-60 37 15.10,1.516,19.83,17.05,14.72,7,0.07,,12.0,,-1.82,0.024,102,-1.83,0.27,0.24,-4.72,1,1,3266.0,159.0,0.32,0.033,0.01168,0.00402,0.22831858407079647,0.033371469090881234
366,367,2-7-28,08 01 20.29,-60 34 02.70,0.664,18.25,15.96,13.74,5,2.49,,32.4,,-1.43,0.02,65,-1.99,0.6,0.63,-4.35,1,1,3519.0,157.0,0.496,0.025,0.03427,0.00909,0.351123595505618,0.033371469090881234
367,368,2-7-2821,08 02 51.36,-60 41 02.51,,18.82,16.23,14.11,21,4.25,<,8.0,*,-1.51,,72,,-0.01,0.0,,0,1,3322.0,157.0,0.346,0.024,0.01421,0.00398,0.25309734513274335,0.033371469090881234
368,369,2-7-2941,08 02 55.15,-60 39 24.50,6.881,16.72,14.92,13.02,37,0.71,<,8.0,,-1.07,0.036,43,-0.8,0.34,0.41,-4.56,1,1,3908.0,157.0,0.594,0.021,0.07741,0.01746,0.6015748031496063,0.033371469090881234
369,370,2-7-432,08 01 33.39,-60 34 22.24,,15.86,14.63,12.86,12,1.8,<,8.0,,-0.93,,37,,0.05,0.17,-5.44,0,1,4262.0,122.0,0.67,,0.13196,,0.9032967032967033,0.033371469090881234
370,371,2-7-495,08 01 36.44,-60 41 05.51,,18.72,15.94,13.57,27,3.73,<,8.0,*,-1.37,,61,,0.1,0.04,-5.17,0,1,3202.0,157.0,0.23,0.021,0.00632,0.00172,0.2,0.033371469090881234
371,372,2-7-533,08 01 37.96,-60 40 51.23,,21.12,18.12,15.67,6,3.22,,30.7,,-2.22,,161,,0.33,0.25,-4.66,0,1,3523.0,143.0,,,,,0.35337078651685394,0.033371469090881234
372,373,2-8-226,08 01 27.59,-60 31 40.97,,16.64,14.72,13.55,21,43.8,<,8.0,*,-0.96,,38,,-0.08,-0.05,,0,1,5371.0,122.0,,,,,1.0,0.033371469090881234
373,374,3-1-1124,07 51 39.09,-61 06 40.95,,20.81,17.94,15.39,6,58.81,<,8.0,*,-2.16,,152,,-0.02,-0.21,,0,1,3444.0,145.0,,,,,0.3089887640449438,0.033371469090881234
374,375,3-1-1370,07 51 49.31,-61 13 36.76,,16.63,14.65,12.62,43,6.92,<,8.0,*,-0.92,,36,,0.15,0.2,-4.96,0,1,3727.0,157.0,0.623,0.021,0.07231,0.01685,0.4770700636942675,0.033371469090881234
375,376,3-1-1526,07 51 54.82,-61 11 54.31,,16.06,14.66,13.0,42,43.76,<,8.0,*,-0.95,,38,,-0.03,-0.01,,0,1,4528.0,122.0,0.71,,0.24935,,1.1972477064220184,0.033371469090881234
376,377,3-1-1583,07 51 56.64,-61 09 34.10,0.518,18.95,16.17,13.89,20,1.28,,41.0,,-1.46,0.014,68,-2.12,0.38,0.46,-4.58,1,1,3314.0,158.0,0.486,0.028,0.02584,0.00756,0.24955752212389382,0.033371469090881234
377,378,3-1-2130,07 52 15.81,-61 09 14.31,,20.51,17.71,14.98,7,1.46,,11.9,,-2.08,,138,,-0.13,0.0,,0,1,3433.0,139.0,,,,,0.30280898876404494,0.033371469090881234
378,379,3-1-2177,07 52 17.37,-61 05 48.91,,20.79,17.81,15.05,6,26.76,<,8.0,*,-2.09,,140,,-0.04,-0.11,,0,1,3700.0,129.0,0.55,,0.11984,,0.45987261146496816,0.033371469090881234
379,380,3-1-2182,07 52 17.97,-61 10 51.80,0.737,20.74,17.78,15.03,6,0.05,,28.8,,-2.08,0.014,139,-2.27,0.05,0.34,-5.51,1,1,,,,,,,,0.033371469090881234
380,381,3-1-2230,07 52 20.76,-61 14 36.40,0.975,20.05,17.25,14.99,10,0.54,,15.8,,-1.89,0.03,111,-2.06,0.25,0.29,-4.76,1,1,3243.0,159.0,0.284,0.039,0.00934,0.00375,0.21814159292035398,0.033371469090881234
381,382,3-1-2445,07 52 28.65,-61 06 03.50,2.904,19.23,16.51,14.31,18,0.87,,9.9,,-1.61,0.013,81,-1.44,0.39,0.36,-4.56,1,1,3323.0,158.0,0.4,0.03,0.01824,0.00556,0.2535398230088496,0.033371469090881234
382,383,3-1-2585,07 52 32.38,-61 12 56.70,,17.04,15.08,13.05,36,3.06,,63.4,,-1.09,,44,,0.58,0.75,-4.36,0,1,3755.0,157.0,0.592,0.022,0.06559,0.01549,0.4949044585987261,0.033371469090881234
383,384,3-1-2640,07 52 35.71,-61 08 42.32,,20.45,17.47,15.06,10,3.38,,50.9,,-1.95,,119,,0.46,0.48,-4.52,0,1,3272.0,163.0,0.309,0.046,0.0111,0.00477,0.23097345132743363,0.033371469090881234
384,385,3-1-2700,07 52 37.25,-61 06 48.11,,16.3,14.76,13.0,45,82.56,<,8.0,*,-1.0,,40,,-0.13,-0.15,,0,1,4619.0,122.0,,,,,1.2,0.033371469090881234
385,386,3-1-2703,07 52 37.65,-61 08 34.23,,19.55,16.59,14.06,16,0.31,,28.1,,-1.61,,80,,0.17,0.26,-4.96,0,1,3223.0,157.0,0.364,0.029,0.01375,0.00426,0.2092920353982301,0.033371469090881234
386,387,3-1-2708,07 52 37.75,-61 05 53.02,,21.44,18.28,,5,1.04,,15.2,,-2.26,,169,,0.23,0.29,-4.84,0,1,3542.0,158.0,,,,,0.36404494382022473,0.033371469090881234
387,388,3-1-2816,07 52 42.12,-61 11 30.28,,18.62,16.19,13.94,19,22.86,<,8.0,*,-1.51,,71,,0.03,-0.05,-5.63,0,1,3478.0,159.0,0.514,0.03,0.03515,0.01023,0.32808988764044944,0.033371469090881234
388,389,3-1-288,07 51 10.75,-61 08 35.10,1.03,18.43,15.84,13.64,19,9.84,,48.1,*,-1.36,0.015,60,-1.77,0.55,0.6,-4.4,1,1,3368.0,157.0,0.518,0.026,0.03148,0.00867,0.2734513274336283,0.033371469090881234
389,390,3-1-3066,07 52 50.01,-61 11 27.67,,19.34,16.57,14.3,16,17.3,,8.2,*,-1.63,,82,,0.06,0.05,-5.36,0,1,3284.0,159.0,0.261,0.024,0.00861,0.00257,0.23628318584070795,0.033371469090881234
390,391,3-1-3103,07 52 51.98,-61 12 56.01,,19.05,16.57,14.28,16,3.08,<,8.0,*,-1.66,,85,,-0.04,-0.03,,0,1,3459.0,157.0,0.501,0.036,0.03257,0.01041,0.31741573033707865,0.033371469090881234
391,392,3-1-3373,07 53 00.35,-61 06 55.39,,20.39,17.36,15.15,10,15.94,,14.5,*,-1.9,,113,,0.17,0.25,-4.96,0,1,3169.0,163.0,0.147,0.023,0.00284,0.00105,0.18697368421052632,0.033371469090881234
392,393,3-1-3604,07 53 07.23,-61 06 46.10,11.35,18.39,15.69,13.45,29,15.36,<,8.0,*,-1.29,0.006,55,-0.69,0.15,0.13,-4.96,1,1,3320.0,157.0,0.36,0.022,0.01516,0.00398,0.252212389380531,0.033371469090881234
393,394,3-1-3674,07 53 10.29,-61 13 07.22,,21.0,17.76,15.12,8,2.39,,35.9,,-2.04,,132,,0.33,0.25,-4.69,0,1,,,,,,,,0.033371469090881234
394,395,3-1-3691,07 53 10.79,-61 10 49.16,,19.92,17.14,14.72,10,12.92,,16.2,*,-1.85,,106,,-0.03,-0.08,,0,1,,,,,,,,0.033371469090881234
395,396,3-1-3911,07 53 17.55,-61 08 18.99,,20.33,17.37,15.02,10,18.35,,13.1,*,-1.92,,115,,0.1,0.15,-5.18,0,1,3270.0,159.0,0.194,0.026,0.00519,0.00182,0.23008849557522124,0.033371469090881234
396,397,3-1-3934,07 53 18.45,-61 10 59.93,,16.94,15.14,13.36,29,29.37,<,8.0,*,-1.16,,48,,-0.02,-0.01,,0,1,4255.0,122.0,0.67,,0.16562,,0.9508928571428572,0.033371469090881234
397,398,3-1-3941,07 53 18.85,-61 07 42.70,0.667,19.35,16.63,14.37,17,0.71,,27.1,,-1.66,0.029,85,-2.11,0.27,0.36,-4.73,1,1,3318.0,158.0,0.395,0.032,0.01775,0.00568,0.25132743362831855,0.033371469090881234
398,399,3-1-3950,07 53 19.44,-61 12 39.23,,20.11,17.06,14.49,13,0.2,,27.0,,-1.78,,98,,0.24,0.23,-4.81,0,1,3157.0,161.0,0.417,0.043,0.01598,0.00614,0.18223684210526317,0.033371469090881234
399,400,3-1-4095,07 53 24.37,-61 10 14.70,,18.65,16.13,13.78,22,0.03,,22.7,,-1.48,,69,,0.65,0.57,-4.32,0,1,3470.0,157.0,0.504,0.025,0.03342,0.00896,0.3235955056179775,0.033371469090881234
400,401,3-1-4112,07 53 24.90,-61 08 19.07,,20.27,17.22,14.73,11,23.48,<,8.0,*,-1.85,,105,,0.17,0.21,-4.95,0,1,3231.0,159.0,0.208,0.027,0.00555,0.00195,0.21283185840707966,0.033371469090881234
401,402,3-1-4161,07 53 26.90,-61 09 27.90,0.689,20.98,17.94,15.57,5,22.59,,23.3,*,-2.14,0.02,147,-2.33,0.07,0.18,-5.37,1,1,3610.0,136.0,,,,,0.40254777070063696,0.033371469090881234
402,403,3-1-4200,07 53 28.35,-61 10 13.70,,19.9,17.24,15.16,7,40.4,<,8.0,*,-1.91,,113,,0.03,-0.02,-5.7,0,1,3399.0,159.0,0.375,0.049,0.01783,0.00722,0.28716814159292037,0.033371469090881234
403,404,3-1-4252,07 53 30.83,-61 10 52.21,,20.99,17.56,15.42,6,31.12,,15.8,*,-1.93,,116,,-0.22,-0.24,,0,1,3916.0,131.0,0.61,,0.03716,,0.6078740157480315,0.033371469090881234
404,405,3-1-719,07 51 25.82,-61 08 26.79,,19.99,17.14,14.71,9,13.26,,19.1,*,-1.84,,105,,0.08,-0.05,-5.29,0,1,3310.0,159.0,0.295,0.033,0.0108,0.00383,0.24778761061946902,0.033371469090881234
405,406,3-1-872,07 51 30.80,-61 10 16.94,,21.17,18.0,15.44,7,1.57,<,8.0,,-2.14,,148,,0.05,-0.08,-5.51,0,1,3396.0,163.0,,,,,0.28584070796460176,0.033371469090881234
406,407,3-1-892,07 51 30.99,-61 07 22.06,,20.19,17.44,14.91,8,40.36,<,8.0,*,-1.98,,122,,0.02,-0.02,-5.88,0,1,3326.0,161.0,0.281,0.041,0.01021,0.00422,0.25486725663716814,0.033371469090881234
407,408,3-2-1169,07 51 41.23,-61 04 53.16,,18.07,15.76,13.63,26,11.79,,9.1,*,-1.35,,59,,0.07,0.05,-5.31,0,1,3556.0,157.0,0.508,0.024,0.03748,0.00967,0.37191011235955057,0.033371469090881234
408,409,3-2-1409,07 51 48.44,-60 58 53.69,,19.39,16.83,14.46,12,35.39,<,8.0,*,-1.76,,95,,-0.05,-0.07,,0,1,3335.0,157.0,0.454,0.039,0.02329,0.00797,0.2588495575221239,0.033371469090881234
409,410,3-2-1428,07 51 49.37,-61 05 21.39,,20.22,17.22,14.54,11,2.77,,29.4,,-1.85,,106,,0.26,0.22,-4.76,0,1,3127.0,161.0,0.384,0.044,0.01331,0.00525,0.11,0.033371469090881234
410,411,3-2-1709,07 51 58.89,-60 59 18.55,,20.45,17.58,15.26,8,11.37,<,8.0,*,-2.01,,128,,0.03,0.06,-5.66,0,1,3385.0,141.0,,,,,0.2809734513274336,0.033371469090881234
411,412,3-2-1754,07 52 00.72,-61 02 25.60,1.054,19.46,16.83,14.57,14,0.73,,27.5,,-1.75,0.024,95,-1.95,0.34,0.39,-4.61,1,1,3324.0,158.0,0.363,0.034,0.01547,0.00512,0.25398230088495577,0.033371469090881234
412,413,3-2-1798,07 52 02.01,-61 05 08.92,,17.89,15.39,13.22,32,19.62,<,8.0,*,-1.19,,49,,0.06,0.02,-5.33,0,2,3426.0,157.0,0.393,0.021,0.01998,0.00504,0.29911504424778756,0.033371469090881234
413,414,3-2-1830,07 52 03.54,-61 02 04.31,,20.61,17.66,15.44,8,2.65,,33.8,,-2.03,,131,,0.21,0.53,-4.85,0,1,3371.0,151.0,,,,,0.2747787610619469,0.033371469090881234
414,415,3-2-1895,07 52 05.22,-60 59 27.54,,21.0,17.87,15.06,5,0.49,<,8.0,,-2.1,,141,,0.14,0.09,-5.04,0,1,3300.0,174.0,,,,,0.24336283185840707,0.033371469090881234
415,416,3-2-2145,07 52 13.76,-61 01 27.25,,20.45,17.55,14.58,8,0.75,,37.8,,-2.0,,126,,0.48,0.36,-4.49,0,1,3294.0,137.0,,,,,0.2407079646017699,0.033371469090881234
416,417,3-2-2387,07 52 22.35,-60 58 44.62,,19.47,16.76,14.57,14,5.4,<,8.0,*,-1.71,,90,,-0.12,-0.05,,0,1,3303.0,158.0,0.279,0.03,0.0098,0.00326,0.24469026548672568,0.033371469090881234
417,418,3-2-2514,07 52 28.06,-61 04 14.31,,21.13,18.04,15.63,6,1.69,,29.1,,-2.17,,153,,0.2,0.36,-4.89,0,1,,,,,,,,0.033371469090881234
418,419,3-2-2625,07 52 30.16,-60 56 26.03,,16.13,14.21,13.2,59,29.65,<,8.0,*,-0.76,,30,,-0.01,-0.02,,0,1,6275.0,122.0,1.22,,2.94843,,,0.033371469090881234
419,420,3-2-2921,07 52 41.65,-61 05 16.20,,19.58,16.76,14.55,14,12.72,<,8.0,*,-1.7,,89,,0.14,0.01,-5.01,0,1,3287.0,159.0,0.197,0.023,0.00544,0.00169,0.23761061946902656,0.033371469090881234
420,421,3-2-3091,07 52 48.14,-61 02 25.56,,19.32,16.71,14.49,16,26.36,<,8.0,*,-1.7,,90,,0.02,-0.05,-5.78,0,1,3357.0,157.0,0.525,0.043,0.03193,0.01138,0.2685840707964602,0.033371469090881234
421,422,3-2-3142,07 52 50.19,-61 00 03.00,13.612,17.3,15.26,13.32,31,0.81,<,8.0,,-1.16,0.01,48,-0.55,0.13,0.18,-5.0,1,1,3752.0,157.0,0.572,0.022,0.06022,0.0143,0.4929936305732484,0.033371469090881234
422,423,3-2-3348,07 52 58.44,-61 03 56.97,,18.84,16.21,13.9,20,21.25,<,8.0,*,-1.5,,71,,-0.02,-0.01,,0,1,3361.0,157.0,0.558,0.028,0.03661,0.01056,0.2703539823008849,0.033371469090881234
423,424,3-2-3359,07 52 58.88,-61 03 42.60,,16.3,14.58,12.77,50,25.6,<,8.0,*,-0.94,,37,,0.0,0.05,-6.6,0,1,4243.0,122.0,0.66,,0.15094,,0.8849056603773585,0.033371469090881234
424,425,3-2-3733,07 53 12.88,-61 04 02.40,1.452,19.83,17.07,14.55,12,0.28,,25.2,,-1.83,0.013,103,-1.85,0.28,0.29,-4.7,1,1,3318.0,158.0,0.364,0.036,0.01541,0.0053,0.25132743362831855,0.033371469090881234
425,426,3-2-3869,07 53 18.51,-61 04 05.44,,19.99,17.31,15.28,11,24.43,,21.5,*,-1.93,,117,,0.05,-0.04,-5.44,0,1,3425.0,160.0,0.33,0.05,0.0149,0.00643,0.2986725663716814,0.033371469090881234
426,427,3-2-3925,07 53 21.07,-60 58 13.00,2.515,17.68,15.56,13.35,30,0.18,<,8.0,,-1.28,0.005,55,-1.34,0.76,0.79,-4.24,1,1,3607.0,157.0,0.57,0.023,0.05102,0.01273,0.40063694267515926,0.033371469090881234
427,428,3-2-3930,07 53 21.64,-61 02 13.00,2.342,18.15,15.82,13.68,26,0.21,<,8.0,,-1.37,0.008,61,-1.41,0.53,0.68,-4.41,1,1,3544.0,157.0,0.51,0.023,0.03736,0.00947,0.3651685393258427,0.033371469090881234
428,429,3-2-3954,07 53 23.14,-61 02 42.92,,16.4,14.37,12.34,55,0.37,<,8.0,,-0.81,,32,,0.47,0.58,-4.45,0,1,3972.0,122.0,0.62,,0.20202,,0.6519685039370078,0.033371469090881234
429,430,3-2-4043,07 53 27.74,-61 00 58.91,,19.48,16.78,14.49,15,0.57,,21.0,,-1.72,,91,,0.45,0.43,-4.49,0,1,3265.0,159.0,0.352,0.032,0.01368,0.00449,0.22787610619469026,0.033371469090881234
430,431,3-2-588,07 51 20.90,-61 05 08.30,0.807,20.39,17.47,14.9,8,1.31,,25.5,,-1.96,0.032,121,-2.17,0.4,0.58,-4.57,1,1,3259.0,163.0,0.298,0.043,0.01032,0.00435,0.2252212389380531,0.033371469090881234
431,432,3-2-795,07 51 27.14,-61 04 49.57,,15.93,14.43,13.48,43,20.2,<,8.0,*,-0.87,,34,,0.0,0.01,-6.5,0,1,5909.0,122.0,1.07,,1.09611,,1.2,0.033371469090881234
432,433,3-3-1908,07 52 03.92,-60 55 36.70,0.707,20.69,17.71,15.82,7,0.33,,28.9,,-2.05,0.02,134,-2.28,0.25,0.31,-4.78,1,1,3448.0,151.0,,,,,0.3112359550561798,0.033371469090881234
433,434,3-3-2514,07 52 25.85,-60 55 24.41,,17.82,15.72,13.69,26,18.25,<,8.0,*,-1.34,,59,,0.11,0.05,-5.08,0,1,3702.0,157.0,0.552,0.024,0.0525,0.013,0.46114649681528663,0.033371469090881234
434,435,3-3-2975,07 52 39.38,-60 55 40.60,,17.12,15.19,13.28,34,23.05,<,8.0,*,-1.15,,47,,0.04,0.03,-5.57,0,1,3872.0,157.0,0.613,0.022,0.08081,0.01866,0.5762237762237762,0.033371469090881234
435,436,3-3-3266,07 52 49.28,-60 55 06.64,,21.04,18.03,15.33,6,0.9,<,8.0,,-2.18,,154,,0.25,0.18,-4.79,0,1,,,,,,,,0.033371469090881234
436,437,3-3-3323,07 52 50.72,-60 54 17.60,0.29,17.92,15.65,13.54,24,3.09,,79.5,,-1.3,0.014,57,-2.29,0.52,0.59,-4.41,1,1,3602.0,157.0,0.534,0.023,0.0439,0.01099,0.3977528089887641,0.033371469090881234
437,438,3-3-3637,07 53 00.56,-60 48 09.40,11.614,17.67,15.49,13.32,32,0.01,<,8.0,,-1.25,0.006,53,-0.66,0.2,0.21,-4.83,1,1,3629.0,157.0,0.555,0.022,0.04924,0.01204,0.41464968152866244,0.033371469090881234
438,439,3-3-3724,07 53 02.58,-60 50 25.90,0.328,16.47,14.79,12.81,40,0.68,,95.9,,-1.02,0.045,41,-2.1,0.53,0.74,-4.35,1,1,3996.0,157.0,0.634,0.021,0.09973,0.02203,0.6708661417322834,0.033371469090881234
439,440,3-3-3858,07 53 05.00,-60 51 57.54,,21.02,17.79,15.01,7,2.42,,11.2,,-2.05,,134,,0.32,0.28,-4.7,0,1,3272.0,143.0,,,,,0.23097345132743363,0.033371469090881234
