recno,EPIC,RAJ2000,DEJ2000,Vmago,Ksmag,(V-Ks)o,VmKsu,E(V-Ks),Ksmag0,(V-Ks)0,Per1,Per2,Per3,Per4,Memb,Disk,Simbad,single,PSS,Vmag,Gmag,Teff,AG,TIC,RAJ2000_x,DEJ2000_x,errHalfMaj,errHalfMin,errPosAng,HIP,TYC,UCAC4,2MASS,objID,WISEA,GAIA,APASS,KIC,S/G,Ref,r_Pos,pmRA,e_pmRA,pmDE,e_pmDE,r_pm,Plx,e_Plx,r_Plx,Bmag,e_Bmag,Vmag_x,e_Vmag,umag,e_umag,gmag_x,e_gmag_x,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,q_2MASS,W1mag,e_W1mag,W2mag,e_W2mag,W3mag,e_W3mag,W4mag,e_W4mag,Gmag_xa,e_Gmag_xa,Tmag,e_Tmag,f_Tmag,Flag,Teff_x,s_Teff,logg,s_logg,[M/H],e_[M/H],Rad,s_Rad,Mass,s_Mass,rho,s_rho,LClass,Lum,s_Lum,Dist,s_Dist,E(B-V),s_E(B-V),Ncont,Rcont,Disp,m_TIC,Prior,e_E(B-V)_x,E_E(B-V)_xa,f_E(B-V),e_Mass_x,E_Mass_xa,e_Rad_x,E_Rad_xa,e_rho_x,E_rho_xa,e_logg_x,E_logg_xa,e_Lum_x,E_Lum_xa,e_Dist_x,E_Dist_xa,r_Dist,e_Teff_x,E_Teff_xa,r_Teff,BPmag,e_BPmag,RPmag,e_RPmag,q_Gaia,r_Vmag,r_Bmag,Clist,e_RAJ2000,e_DEJ2000,RAOdeg,DEOdeg,e_RAOdeg,e_DEOdeg,RadFl,WDFl,ID,angDist
122,204096760,16 00 07.04,-23 40 49.0,,10.61,,6.16,0.46,10.55,5.7,0.5255,1.8177,,,"USco,gold",no,Simbad,1,0.999998,16.71,15.106752,,,12665643,240.02930927258,-23.68031175855,240.029,-23.68,90.0,,,,16000704-2340487,,J160007.03-234048.9,6237074683178194944,,,STAR,tmgaia2,tmgaia2,,,,,,,,,18.747,0.162,,,,,,,,,,,,,11.556,0.024,10.947,0.022,10.606,0.019,AAA-222-111-000-0-0,10.453,0.024,10.208,0.02,10.097,0.071,8.734,,15.1242,0.001004,13.61,0.008,cdwrf,cdwrf,2957.0,157.0,4.6498,0.0151,,,0.602,0.022,0.589,0.023,2.7057,0.1946,DWARF,0.02494,0.00719,,,,,378,0.0661,,,0.0,,,,,,,,,,,,,,,,,,,cdwrf,17.2689,0.006233,13.7468,0.002703,0,,bpbj,cooldwarfs_v8,0.24155633235,0.10488695068,240.02930927258,-23.68031175855,0.24155633235,0.10488695068,1,0,1022092796,0.145799
123,204533053,16 00 12.16,-21 57 03.5,,10.34,,5.32,0.36,10.29,4.96,2.8474,,,,"USco,gold",no,Simbad,1,0.998258,15.610001,14.346233,3481.2,0.8761,12725753,240.05071595511,-21.95091107681,240.051,-21.951,90.0,,,341-077857,16001216-2157032,,J160012.16-215703.5,6243459409762251648,11459121,,STAR,tmgaia2,tmgaia2,-12.328,0.173,-22.88,0.085,gaia2,6.9256,0.0817,gaia2,17.431,0.122,16.036,0.092,,,,,,,,,,,11.311,0.024,10.594,0.024,10.341,0.019,AAA-222-111-000-0-0,10.238,0.023,10.096,0.021,9.913,0.058,8.653,,14.37,7.54E-4,13.08,0.007,cdwrf,cdwrf,3299.0,157.0,4.5718,0.0129,,,0.697,0.021,0.662,0.021,1.951,0.1171,DWARF,0.05189,0.0131,143.828,1.703,0.0523,0.0624,319,0.0059,,,0.0,0.0367,0.0881,panstarrs,,,,,,,,,,,1.683,1.723,bj2018,,,cdwrf,15.9172,0.005451,13.1574,0.002067,1,ucac4,apassdr9,cooldwarfs_v8,2.72766739168,1.32012871606,240.05065872794,-21.95100958923,0.07461997849,0.03549661156,1,0,1022094130,0.274844
124,204387835,16 00 15.66,-22 31 58.3,,10.44,,5.43,0.7,10.35,4.73,2.3825,,,,"USco,bronze",no,Simbad,1,0.997667,15.780001,14.468933,3427.4,0.8166,12725143,240.06531342369,-22.53280539673,240.065,-22.533,90.0,,,338-079347,16001567-2231580,,J160015.67-223158.2,6243216761292430080,11459263,,STAR,tmgaia2,tmgaia2,-11.462,0.17,-24.434,0.094,gaia2,6.8808,0.1043,gaia2,,,16.213,0.137,,,,,,,,,,,11.365,0.023,10.694,0.022,10.442,0.024,AAA-222-112-00c-0-0,10.368,0.03,10.192,0.029,10.08,0.086,7.886,,14.4916,7.14E-4,13.153,0.008,cdwrf,cdwrf,3281.0,157.0,4.5852,0.0132,,,0.68,0.021,0.649,0.021,2.063,0.1272,DWARF,0.04831,0.01233,144.785,2.2045,0.0263,0.0134,355,0.0461,,,0.0,0.0125,0.0143,panstarrs,,,,,,,,,,,2.171,2.238,bj2018,,,cdwrf,16.0286,0.008251,13.2332,0.004073,1,ucac4,,cooldwarfs_v8,2.69223560208,1.45180413084,240.06525999279,-22.53291059696,0.09425293931,0.040126339,1,0,1022093711,0.291042
125,204367097,16 00 17.29,-22 36 50.4,,9.94,,5.68,0.7,9.85,4.98,0.9675,,,,"USco,bronze",,Simbad,1,0.99885,15.530001,14.11007,3467.6,0.9342,12725044,240.07207361999,-22.61402639394,240.072,-22.614,90.0,,,337-077361,16001730-2236504,,,6243212844282186880,,,STAR,tmgaia2,tmgaia2,-10.074,0.186,-23.177,0.127,gaia2,6.7237,0.104,gaia2,,,16.376,0.4,,,,,,,,,,,10.887,0.054,10.152,0.082,9.943,0.021,AAA-112-111-000-0-0,,,,,,,,,14.1118,0.002059,13.011,0.009,rered,gaia2,3501.0,117.0,4.2623,,,,0.83,,0.46,,0.8033,,DWARF,0.09333,,148.155,2.3015,0.0233,0.0504,,,,,,0.0092,0.0916,panstarrs,,,,,,,,,,,2.266,2.337,bj2018,,,dered,15.4162,0.021931,12.8557,0.004427,1,ucac4,,,2.93784291516,1.97504626312,240.07202663191,-22.61412618338,0.09892802652,0.05091040529,1,0,1022093646,0.142493
126,204395393,16 00 18.43,-22 30 11.6,,10.41,,6.07,1.55,10.21,4.51,,,,,"USco,gold",yes,Simbad,1,0.999488,16.28,14.922915,,,12725175,240.07682305378,-22.50318557668,240.077,-22.503,90.0,,,338-079357,16001844-2230114,,J160018.42-223011.7,6243217104889830912,,,STAR,tmgaia2,tmgaia2,-12.733,2.066,-21.405,2.066,hsoy,,,,20.173,0.162,16.486,0.126,,,,,,,,,,,11.612,0.022,10.881,0.022,10.41,0.021,AAA-222-111-000-0-0,10.152,0.022,9.534,0.022,6.709,0.016,4.009,0.024,14.9238,0.003426,13.6,0.011,cdwrf,cdwrf,3405.0,157.0,4.5964,0.0235,,,0.666,0.032,0.639,0.028,2.1609,0.2229,DWARF,0.05377,0.01526,,,,,333,0.0362,,,0.0,,,,,,,,,,,,,,,,,,,cdwrf,16.212,0.027525,13.6609,0.008307,0,ucac4,bpbj,cooldwarfs_v8,32.65811539971,32.02673818391,240.07676371049,-22.50327773754,0.4252507474,0.17592434566,1,0,1022093734,0.16823
127,204141928,16 00 23.23,-23 29 59.4,,13.31,,9.03,0.0,13.31,9.03,,,,,"USco,silver",yes,Simbad,2,,22.34,19.817009,,,12777407,240.09665112719,-23.49988041494,240.097,-23.5,90.0,,,,16002323-2329595,,J160023.22-232959.6,6237100590414222208,,,STAR,tmgaia2,tmgaia2,,,,,,,,,,,,,,,,,,,,,,,14.367,0.034,13.749,0.036,13.314,0.043,AAA-222-111-000-0-0,12.937,0.024,12.483,0.025,11.121,0.179,8.863,,19.8029,0.006846,19.373,0.6,goffs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,-1,,,,3.43263563246,0.84442709065,240.09665112719,-23.49988041494,3.43263563246,0.84442709065,-1,-1,1022097198,0.493969
128,204270520,16 00 26.30,-22 59 41.4,,11.34,,6.49,0.42,11.28,6.07,0.5123,,,,"USco,gold",no,Simbad,1,0.999998,17.77,15.981721,,,12776845,240.10963017893,-22.99479874689,240.11,-22.995,90.0,,,,16002631-2259412,,J160026.30-225941.4,6237180545533200640,,,STAR,tmgaia2,tmgaia2,-10.167,0.312,-23.569,0.192,gaia2,6.6274,0.1731,gaia2,19.631,0.162,,,,,,,,,,,,,12.287,0.026,11.666,0.026,11.338,0.023,AAA-222-111-000-0-0,11.133,0.024,10.881,0.021,10.619,0.097,8.387,,16.0046,0.001104,14.438,0.008,cdwrf,cdwrf,2890.0,157.0,4.7096,0.012,,,0.532,0.019,0.529,0.022,3.5136,0.2204,DWARF,0.01778,0.00514,150.427,3.951,0.0321,0.0515,336,0.0208,,,0.0,0.0195,0.0835,panstarrs,,,,,,,,,,,3.849,4.053,bj2018,,,cdwrf,18.3245,0.016575,14.5901,0.003229,1,,bpbj,cooldwarfs_v8,4.92998893523,2.98318750624,240.10958262532,-22.99490022497,0.15565047213,0.06914798904,1,0,1022723790,0.199007
129,204769599,16 00 26.69,-20 56 31.8,18.6,12.51,6.09,6.09,0.44,12.45,5.65,1.6401,,,,"USco,gold",yes,Simbad,1,0.999998,18.54,17.138092,,,12732189,240.11126149275,-20.94211722046,240.111,-20.942,90.0,,,,16002669-2056316,,J160026.69-205631.8,6246670567831565824,,,STAR,tmgaia2,tmgaia2,-10.546,0.481,-17.226,0.323,gaia2,6.1617,0.2008,gaia2,20.555,0.163,,,,,,,,,,,,,13.463,0.029,12.898,0.023,12.507,0.023,AAA-222-111-000-0-0,12.25,0.023,11.756,0.022,9.997,0.073,8.728,0.457,17.1638,0.001055,15.616,0.008,cdwrf,cdwrf,2951.0,157.0,4.8466,0.0068,,,0.378,0.015,0.367,0.023,6.7688,0.3729,DWARF,0.00979,0.00288,161.858,5.311,0.1737,0.0118,288,0.1497,,,0.0,0.0099,0.0136,panstarrs,,,,,,,,,,,5.14,5.482,bj2018,,,cdwrf,19.2893,0.035859,15.7518,0.003018,1,,bpbj,cooldwarfs_v8,7.58835332988,5.00225129018,240.11121287384,-20.94219138582,0.1443822106,0.10184053744,1,0,1022722145,0.252253
130,205001070,16 00 29.13,-19 52 53.7,,8.68,,3.07,1.11,8.54,1.96,3.9311,,,,"USco,bronze",no,Simbad,1,0.999911,11.61,11.392895,4980.6,0.8604,12731159,240.12138681104,-19.88161359386,240.121,-19.882,90.0,,,351-077811,16002913-1952538,,J160029.12-195253.9,6247159506908752000,8819694,,STAR,tmgaia2,tmgaia2,-10.065,0.089,-21.313,0.055,gaia2,6.4084,0.064,gaia2,12.906,0.026,11.853,0.046,,,,,,,,,,,9.502,0.03,8.901,0.051,8.683,0.019,AAA-212-111-000-0-0,8.577,0.023,8.583,0.019,8.521,0.025,8.773,,11.3685,0.002381,10.616,0.007,rered,gaia2,4662.0,123.0,3.9648,,,,1.485,,0.742,,0.2264,,DWARF,0.93903,,155.372,1.5575,0.1678,0.08,,,,,,0.1486,0.0113,panstarrs,,,,,,,,,,,1.542,1.573,bj2018,,,dered,12.0807,0.006732,10.5859,0.005433,1,ucac4,apassdr9,,1.40566317662,0.84577308788,240.12134072993,-19.8817053586,0.05599501202,0.02575528379,1,0,1022721381,0.116044
131,204894208,16 00 29.45,-20 22 53.9,,11.29,,6.29,0.69,11.2,5.61,1.6968,,,,"USco,bronze",yes,Simbad,1,0.999998,17.49,15.89384,,,12731653,240.12275929404,-20.38158925291,240.123,-20.382,90.0,,,,16002945-2022536,,J160029.45-202253.9,6247126208021276032,,,STAR,tmgaia2,tmgaia2,-11.775,0.226,-22.194,0.135,gaia2,6.8968,0.1141,gaia2,19.07,0.162,,,,,,,,,,,,,12.292,0.026,11.633,0.024,11.289,0.021,AAA-222-111-000-0-0,10.972,0.022,10.516,0.02,9.117,0.038,7.774,0.239,15.9216,0.00116,14.413,0.008,cdwrf,cdwrf,2973.0,157.0,4.7153,0.0101,,,0.525,0.017,0.523,0.021,3.6041,0.1991,DWARF,0.01942,0.00538,144.463,2.401,0.1767,0.0228,302,0.1248,,,0.0,0.0309,0.0148,panstarrs,,,,,,,,,,,2.362,2.44,bj2018,,,cdwrf,18.0247,0.011481,14.5455,0.003255,1,,bpbj,cooldwarfs_v8,3.56495016226,2.08797531095,240.12270521106,-20.38168481257,0.1045275544,0.05861178108,1,0,1022721739,0.248001
132,204121833,16 00 30.22,-23 34 46.0,,11.84,,6.89,0.3,11.8,6.59,0.4478,,,,"USco,gold",no,Simbad,1,0.999999,18.69,16.516935,,,12777482,240.12597657477,-23.57933820411,240.126,-23.579,90.0,,,,16003023-2334457,,J160030.22-233445.8,6237098906793775744,,,STAR,tmgaia2,tmgaia2,-13.133,0.319,-24.417,0.179,gaia2,6.539,0.232,gaia2,20.131,0.162,,,,,,,,,,,,,12.784,0.026,12.203,0.026,11.841,0.026,AAA-222-111-000-0-0,11.657,0.024,11.385,0.022,11.326,0.207,8.809,,16.5405,0.001882,14.961,0.009,cdwrf,cdwrf,2872.0,157.0,4.7762,0.0116,,,0.456,0.018,0.453,0.024,4.7772,0.3188,DWARF,0.01274,0.00383,152.619,5.457,0.1005,0.0328,356,0.1937,,,0.0,0.0561,0.0095,panstarrs,,,,,,,,,,,5.265,5.649,bj2018,,,cdwrf,18.9279,0.043873,15.1186,0.004194,1,,bpbj,cooldwarfs_v8,5.06036026433,2.7804585219,240.12591487919,-23.57944333287,0.21273970275,0.07508570734,1,0,1022724259,0.430523
133,204878974,16 00 31.35,-20 27 05.0,,8.83,,4.79,0.57,8.75,4.22,3.0938,0.8548,,,"USco,gold",no,Simbad,1,0.992964,13.54,12.745495,,,12731737,240.13060467379,-20.45140868496,240.131,-20.452,90.0,,,348-079672,16003134-2027050,,J160031.34-202705.2,6246703484460520448,11459868,,STAR,tmgaia2,tmgaia2,-11.019,2.143,-21.902,2.143,hsoy,,,,15.223,0.077,13.725,0.069,,,,,,,,,,,9.786,0.024,9.054,0.027,8.827,0.027,AAA-222-111-000-0-0,8.721,0.023,8.63,0.019,8.5,0.024,8.73,0.484,12.6273,0.001862,11.593,0.006,gbprp,,,,,,,,,,,,,,GIANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.8711,0.007565,11.5159,0.004848,0,ucac4,apassdr9,,33.77096779208,33.2262906744,240.1305540384,-20.45150298567,1.14470863506,0.86208573749,1,0,1022721806,0.098892
134,203766590,16 00 32.42,-25 00 24.5,,10.79,,5.22,0.7,10.7,4.52,0.9418,,,,"USco,bronze",no,Simbad,2,1.0E-6,15.92,14.702658,3473.0,0.6909,66861813,240.13509891412,-25.00682663382,240.135,-25.007,90.0,,,325-081711,16003242-2500244,,J160032.40-250024.7,6235901779153736064,13653814,,STAR,tmgaia2,tmgaia2,-20.52,0.164,-27.309,0.093,gaia2,8.3439,0.0941,gaia2,17.403,-0.123,16.393,0.126,,,,,,,,,,,11.686,0.024,11.06,0.024,10.787,0.023,AAA-222-111-000-0-0,10.674,0.023,10.494,0.021,10.34,0.09,8.548,,14.7339,0.002489,13.417,0.01,cdwrf,cdwrf,3266.0,157.0,4.7022,0.01,,,0.54,0.017,0.537,0.021,3.3993,0.1832,DWARF,0.02994,0.00765,119.462,1.353,0.02,0.0147,426,0.0169,,,0.0,0.0063,0.0231,panstarrs,,,,,,,,,,,1.338,1.368,bj2018,,,cdwrf,16.327,0.012237,13.4996,0.00736,1,ucac4,apassdr9,cooldwarfs_v8,2.60359309044,1.44729989048,240.13500142764,-25.0069442147,0.09086176378,0.03347985875,1,0,1022741012,0.091335
135,205153472,16 00 34.53,-19 08 16.1,,11.46,,6.65,0.42,11.4,6.22,0.761,,,,"USco,bronze",no,Simbad,1,0.999999,18.05,16.201866,,,12730483,240.14391273473,-19.13783146299,240.144,-19.138,90.0,,,,16003454-1908158,,J160034.55-190815.9,6247501420663989632,,,STAR,tmgaia2,tmgaia2,,,,,,,,,19.363,0.162,,,,,,,,,,,,,12.411,0.026,11.784,0.023,11.458,0.021,AAA-222-111-000-0-0,11.221,0.022,10.967,0.019,10.973,0.144,8.398,,16.2109,0.001058,14.631,0.008,cdwrf,cdwrf,2891.0,157.0,4.7269,0.0116,,,0.512,0.018,0.51,0.022,3.7975,0.2353,DWARF,0.0165,0.00478,,,,,234,0.2123,,,0.0,,,,,,,,,,,,,,,,,,,cdwrf,18.5138,0.017858,14.7827,0.003354,0,,bpbj,cooldwarfs_v8,0.17013498638,0.07854816732,240.14391273473,-19.13783146299,0.17013498638,0.07854816732,1,0,1022720856,0.158648
136,205225428,16 00 35.45,-18 45 58.1,,10.87,,6.15,0.66,10.78,5.48,1.423,,,,"USco,bronze",no,Simbad,1,0.999935,16.93,15.258415,,,12730168,240.14779424025,-18.7660708732,240.148,-18.766,90.0,,,357-075230,16003546-1845578,1237674653691806107,J160035.45-184558.1,6247575465899922432,,,STAR,tmgaia2,tmgaia2,-12.609,0.201,-24.018,0.107,gaia2,7.417,0.1011,gaia2,18.372,0.162,17.024,1.133,21.024,0.134,17.882,0.006,16.186,0.004,14.53,0.003,13.571,0.004,11.888,0.024,11.182,0.026,10.867,0.021,AAA-222-111-000-0-0,10.732,0.023,10.566,0.021,10.426,0.084,8.658,,15.2841,8.8E-4,13.866,0.008,cdwrf,cdwrf,3115.0,157.0,4.6761,0.0109,,,0.571,0.018,0.564,0.021,3.0304,0.1706,DWARF,0.02764,0.00733,134.348,1.838,0.0627,0.1426,211,0.0252,,,0.0,0.0514,0.2338,panstarrs,,,,,,,,,,,1.813,1.863,bj2018,,,cdwrf,17.1184,0.009129,13.9726,0.003776,1,ucac4,bpbj,cooldwarfs_v8,3.16102030463,1.66475200759,240.14773690529,-18.76617428318,0.09567500901,0.04331146785,1,0,1022720631,0.381708
137,204933893,16 00 35.99,-20 11 55.0,,10.66,,5.63,0.38,10.61,5.25,1.5296,0.9446,,,"USco,bronze",no,Simbad,1,0.987533,16.24,15.104971,,,12731471,240.15002382786,-20.19857754315,240.15,-20.199,90.0,,,350-078291,16003599-2011549,,J160035.98-201155.2,6247133217406119040,11460040,,STAR,tmgaia2,tmgaia2,-17.162,1.988,-32.745,1.988,hsoy,,,,17.582,0.0,16.803,0.092,,,,,,,,,,,11.617,0.026,10.975,0.027,10.664,0.027,AAA-222-111-000-0-0,10.484,0.023,10.28,0.021,10.094,0.071,8.717,,15.0394,0.003999,13.798,0.007,gbprp,,,,,,,,,,,,,,DWARF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.7995,0.008018,13.6567,0.004065,0,ucac4,apassdr9,,31.30993135118,30.80991171506,240.14994509528,-20.19871852859,0.92950275188,0.46483423497,-1,-1,1022721616,0.252128
138,204519031,16 00 40.55,-22 00 32.2,10.87,8.44,2.43,2.43,0.33,8.4,2.1,2.7236,,,,"USco,gold",yes,Simbad,1,0.999911,10.83,10.809984,5025.1,0.5566,12775783,240.16901887925,-22.00895315988,240.169,-22.009,90.0,,6212-01183-1,340-077745,16004056-2200322,,J160040.55-220032.4,6243446387421336064,11460248,,STAR,tmgaia2,tmgaia2,-10.68,0.092,-21.244,0.046,gaia2,6.5331,0.0486,gaia2,11.963,0.19,10.87,0.018,,,,,,,,,,,9.085,0.027,8.543,0.038,8.443,0.021,AAA-112-111-000-0-0,8.344,0.022,8.336,0.02,8.303,0.026,8.23,0.284,10.8049,0.001205,10.13,0.006,rered,gaia2,4922.0,122.0,,,,,1.573,,,,,,GIANT,,,152.407,1.138,0.1377,0.0305,,,,,,0.0505,0.0105,panstarrs,,,,,,,,,,,1.13,1.146,bj2018,,,dered,11.4088,0.002445,10.0855,0.002833,1,tycho2v3,tycho2b3,,1.44634622788,0.70826745149,240.16896928335,-22.0090446284,0.04458898869,0.01941681844,0,0,1022722964,0.204502
139,204350593,16 00 41.34,-22 40 41.8,,9.64,,5.5,0.37,9.59,5.13,3.1612,0.9757,,,"USco,bronze",no,Simbad,1,0.996487,15.09,13.744533,,,12776490,240.17224991165,-22.67822742468,240.172,-22.678,90.0,,,337-077416,16004135-2240416,,J160041.33-224041.9,6243199856300993408,11460278,,STAR,tmgaia2,tmgaia2,-8.37,2.24,-27.985,2.24,hsoy,,,,15.216,0.162,15.549,0.057,,,,,,,,,,,10.613,0.027,9.917,0.024,9.636,0.021,AAA-222-111-000-0-0,9.498,0.022,9.351,0.02,9.089,0.035,6.581,0.514,13.722,7.77E-4,12.552,0.006,gbprp,,,,,,,,,,,,,,GIANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.322,0.006577,12.4769,0.002719,0,ucac4,bpbj,,35.41862557785,34.72350369881,240.17221085662,-22.67834791737,0.50951135829,0.22262914651,1,0,1022723520,0.181271
140,203363279,16 00 42.65,-26 23 29.6,9.32,7.72,1.6,1.6,0.65,7.63,0.95,1.1283,1.1842,0.9371,,"USco,bronze",no,Simbad,1,0.999807,9.2300005,9.152274,6503.4,0.3905,66863805,240.17775173114,-26.39158525931,240.178,-26.392,90.0,,6787-00297-1,319-082468,16004265-2623294,,J160042.64-262329.8,6043228000066913408,12740055,,STAR,tmgaia2,tmgaia2,-15.783,0.115,-16.602,0.087,gaia2,6.3937,0.0627,gaia2,9.892,0.042,9.322,0.003,,,,,,,,,,,8.098,0.027,7.842,0.049,7.716,0.023,AAA-111-111-000-0-0,7.677,0.029,7.683,0.02,7.689,0.02,7.674,0.169,9.14465,2.45E-4,8.724,0.006,rered,gaia2,5954.0,155.7,3.9054,0.0831,,,1.928,0.098,1.09,0.142,0.1522,0.0349,DWARF,4.20728,0.2544,155.726,1.533,0.0268,0.0196,490,0.0166,,,0.0,0.0122,0.0271,panstarrs,0.119,0.166,0.088,0.108,0.0244,0.0454,0.0949,0.0713,0.17208,0.33672,1.518,1.548,bj2018,170.7,140.7,dered,9.47711,0.00119,8.67633,9.69E-4,1,tycho2v3,tycho2b3,,1.82738070651,1.34192721834,240.17767586961,-26.39165674189,0.05529383973,0.03000839833,1,0,1022742501,0.176126
141,203895244,16 00 43.08,-24 30 50.5,,10.77,,5.84,0.2,10.75,5.65,0.5312,0.541,,,"USco,gold",no,Simbad,1,0.999948,16.59,15.017652,,,66861139,240.17957428865,-24.51401150493,240.18,-24.514,90.0,,,328-081549,16004309-2430503,,J160043.08-243050.6,6236142159880520320,11460361,,STAR,tmgaia2,tmgaia2,-13.439,0.254,-25.51,0.145,gaia2,7.2742,0.1327,gaia2,18.372,0.162,17.056,0.48,,,,,,,,,,,11.702,0.022,11.056,0.024,10.773,0.021,AAA-222-111-000-0-0,10.636,0.023,10.412,0.021,10.16,0.08,8.355,,15.0472,0.001093,13.619,0.008,cdwrf,cdwrf,3082.0,157.0,4.6553,0.0121,,,0.595,0.019,0.584,0.021,2.7702,0.166,DWARF,0.0288,0.00776,137.013,2.512,0.0655,0.0222,441,0.0288,,,0.0,0.0194,0.025,panstarrs,,,,,,,,,,,2.467,2.557,bj2018,,,cdwrf,16.9498,0.00872,13.7316,0.003183,1,ucac4,bpbj,cooldwarfs_v8,4.03847940799,2.25484514839,240.17951069431,-24.51412134182,0.12847289034,0.05600602515,1,0,1022740508,0.250285
142,203811459,16 00 44.61,-24 50 34.1,,11.74,,6.8,0.53,11.68,6.27,1.4821,0.9133,,,"USco,bronze",no,Simbad,1,0.999998,18.48,16.494522,,,66861569,240.18591767671,-24.84284705079,240.186,-24.843,90.0,,,,16004461-2450341,,J160044.61-245034.4,6236115771601805568,,,STAR,tmgaia2,tmgaia2,-10.573,2.515,-21.047,2.514,hsoy,,,,19.568,0.162,,,,,,,,,,,,,12.722,0.023,12.111,0.024,11.744,0.024,AAA-222-111-000-0-0,11.605,0.023,11.352,0.022,11.238,0.18,8.155,,16.3855,0.003418,14.756,0.008,cdwrf,cdwrf,2949.0,157.0,4.5792,0.0449,,,0.688,0.059,0.655,0.044,2.0117,0.3858,DWARF,0.03224,0.01254,,,,,441,0.1118,,,0.0,,,,,,,,,,,,,,,,,,,cdwrf,18.4366,0.018028,14.8938,0.002448,0,,bpbj,cooldwarfs_v8,39.91649744898,38.96981118894,240.18586751011,-24.84293766982,0.383788668,0.16066309969,1,0,1022740832,0.204335
143,204105333,16 00 49.72,-23 38 43.5,,9.74,,4.77,0.55,9.67,4.22,10.0434,,,,"USco,gold",no,Simbad,1,0.997667,14.440001,13.457878,3677.4,0.7699,12777551,240.20717690216,-23.64531873665,240.207,-23.645,90.0,,,332-078425,16004973-2338432,,J160049.71-233843.3,6236346909562823680,11460613,,STAR,tmgaia2,tmgaia2,-12.36,0.15,-25.495,0.124,gaia2,7.0344,0.1057,gaia2,16.198,0.181,14.715,0.092,,,,,,,,,,,10.706,0.024,9.951,0.026,9.737,0.023,AAA-222-111-000-0-0,9.622,0.024,9.529,0.021,9.447,0.048,8.364,,13.474,7.54E-4,12.396,0.006,rered,gaia2,3660.0,124.8,4.1584,0.1598,,,1.007,0.131,0.533,0.09,0.5213,0.2413,DWARF,0.16408,0.0274,141.636,2.1385,0.0973,0.0284,397,0.0755,,,0.0,0.0243,0.0325,panstarrs,0.087,0.092,0.147,0.115,0.1982,0.2844,0.1827,0.1369,0.02432,0.03047,2.107,2.17,bj2018,147.9,101.6,dered,14.7668,0.003337,12.3521,0.002651,1,ucac4,apassdr9,,2.38129393998,1.92154379878,240.20711880968,-23.64542850766,0.11575098043,0.05433276383,1,0,1023349470,0.35416
144,205087347,16 00 49.88,-19 28 00.6,,9.69,,5.07,0.43,9.63,4.64,9.7615,,,,"USco,gold",no,Simbad,1,0.996487,14.700001,13.688175,3675.5,0.8237,12730769,240.20788987384,-19.46677564045,240.208,-19.467,90.0,,,353-077670,16004989-1928003,1237674653155131410,J160049.88-192800.5,6247387140174479872,8820213,,STAR,tmgaia2,tmgaia2,-10.274,0.302,-22.152,0.16,gaia2,7.4061,0.1289,gaia2,16.487,0.167,14.929,0.126,18.474,0.02,15.626,0.004,13.993,0.003,13.378,0.002,12.232,0.003,10.673,0.024,9.951,0.022,9.69,0.021,AAA-222-111-000-0-0,9.56,0.023,9.428,0.021,9.36,0.04,8.189,,13.6953,0.001316,12.606,0.006,rered,gaia2,3537.0,146.3,4.2219,0.1722,,,0.888,0.128,0.479,0.099,0.6848,0.3148,DWARF,0.1111,0.0308,134.575,2.3535,0.0279,0.0746,276,0.1047,,,0.0,0.019,0.1301,panstarrs,0.091,0.106,0.115,0.14,0.2099,0.4197,0.2182,0.1261,0.02437,0.03723,2.313,2.394,bj2018,175.3,117.4,dered,15.0387,0.005686,12.5251,0.003199,1,ucac4,apassdr9,,4.75443925621,2.47686382633,240.20784295653,-19.46687101497,0.11568474518,0.05655820603,1,0,1023348741,0.282783
145,203655505,16 00 52.70,-25 23 42.9,,10.35,,5.13,0.38,10.3,4.75,7.0792,,,,"USco,gold",no,Simbad,1,0.992964,15.43,14.259337,3594.8,0.6621,66862355,240.21967417832,-25.39520393267,240.22,-25.395,90.0,,,324-080755,16005271-2523426,,J160052.71-252342.8,6235871095906436608,13654220,,STAR,tmgaia2,tmgaia2,-15.774,0.157,-21.53,0.089,gaia2,6.6501,0.0971,gaia2,17.074,0.233,15.758,0.069,,,,,,,,,,,11.332,0.023,10.622,0.023,10.352,0.019,AAA-222-111-000-0-0,10.272,0.022,10.102,0.02,9.773,0.059,8.237,,14.2815,0.001111,13.162,0.006,rered,gaia2,3481.0,122.0,4.2758,,,,0.808,,0.449,,0.8522,,DWARF,0.0863,,149.782,2.196,0.0394,0.0193,,,,,,0.0112,0.0274,panstarrs,,,,,,,,,,,2.165,2.227,bj2018,,,dered,15.6808,0.005882,13.069,0.002555,1,ucac4,apassdr9,,2.49757612587,1.3872930224,240.21959899932,-25.39529663087,0.08870734521,0.03499186905,1,0,1023369474,0.338805
