recno,EPIC,RAJ2000,DEJ2000,Vmago,Ksmag,(V-Ks)o,VmKsu,E(V-Ks),Ksmag0,(V-Ks)0,Per1,Per2,Per3,Per4,Memb,Disk,Simbad,single,PSS,Vmag,Gmag,Teff,AG,TIC,RAJ2000_x,DEJ2000_x,errHalfMaj,errHalfMin,errPosAng,HIP,TYC,UCAC4,2MASS,objID,WISEA,GAIA,APASS,KIC,S/G,Ref,r_Pos,pmRA,e_pmRA,pmDE,e_pmDE,r_pm,Plx,e_Plx,r_Plx,Bmag,e_Bmag,Vmag_x,e_Vmag,umag,e_umag,gmag_x,e_gmag_x,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,q_2MASS,W1mag,e_W1mag,W2mag,e_W2mag,W3mag,e_W3mag,W4mag,e_W4mag,Gmag_xa,e_Gmag_xa,Tmag,e_Tmag,f_Tmag,Flag,Teff_x,s_Teff,logg,s_logg,[M/H],e_[M/H],Rad,s_Rad,Mass,s_Mass,rho,s_rho,LClass,Lum,s_Lum,Dist,s_Dist,E(B-V),s_E(B-V),Ncont,Rcont,Disp,m_TIC,Prior,e_E(B-V)_x,E_E(B-V)_xa,f_E(B-V),e_Mass_x,E_Mass_xa,e_Rad_x,E_Rad_xa,e_rho_x,E_rho_xa,e_logg_x,E_logg_xa,e_Lum_x,E_Lum_xa,e_Dist_x,E_Dist_xa,r_Dist,e_Teff_x,E_Teff_xa,r_Teff,BPmag,e_BPmag,RPmag,e_RPmag,q_Gaia,r_Vmag,r_Bmag,Clist,e_RAJ2000,e_DEJ2000,RAOdeg,DEOdeg,e_RAOdeg,e_DEOdeg,RadFl,WDFl,ID,angDist
628,204245509,16 14 11.07,-23 05 36.2,10.7,7.46,3.24,3.24,1.96,7.21,1.28,2.7994,,,,"USco,gold",yes,Simbad,1,0.999915,10.45,10.486308,,,49438213,243.54612396144,-23.0933531887,243.546,-23.093,90.0,,6793-00819-1,335-083054,16141107-2305362,,J161411.07-230536.4,6050407944128823680,11486599,,STAR,tmgaia2,tmgaia2,-5.702,1.518,-32.625,1.035,gaia2,-4.3681,0.7255,gaia2,11.895,0.136,10.699,0.015,,,,,,,,,,,8.28,0.032,7.708,0.049,7.458,0.027,AAA-111-111-000-0-0,7.313,0.033,7.076,0.02,5.019,0.017,3.545,0.022,10.1789,0.001154,9.439,0.008,rered,gaia2,4785.0,122.0,,,,,95.443,,,,,,GIANT,,,6011.34,2904.96,0.192,0.0079,,,,,,0.0063,0.0095,panstarrs,,,,,,,,,,,2321.02,3488.9,bj2018,,,dered,10.8533,0.003624,9.39266,0.002726,1,tycho2v3,tycho2b3,,24.0169051667,16.03726613715,243.54609727086,-23.09349365788,0.56919128739,0.28407321471,0,0,1046757895,0.128567
629,205049683,16 14 12.17,-19 38 55.4,,9.03,,3.65,0.0,9.03,3.65,4.2337,,,,"USco,bronze",no,Simbad,1,0.999928,12.68,12.202642,4829.0,1.2186,49433421,243.55074806503,-19.64871553817,243.551,-19.649,90.0,,,352-077889,16141218-1938554,,J161412.17-193855.5,6245582734212097024,8840127,,STAR,tmgaia2,tmgaia2,-8.465,0.107,-20.906,0.072,gaia2,6.1534,0.0669,gaia2,14.021,0.121,12.947,0.046,,,,,,,,,,,9.95,0.029,9.256,0.023,9.033,0.021,AAA-222-111-000-0-0,8.875,0.024,8.841,0.02,8.824,0.033,8.106,0.231,12.2115,0.004042,11.376,0.01,rered,gaia2,4040.0,134.3,3.972,0.1169,,,1.36,0.137,0.632,0.08,0.2515,0.0908,DWARF,0.44363,0.04695,161.785,1.765,0.0277,0.0274,308,3.0236,,,0.0,0.0201,0.0348,panstarrs,0.078,0.083,0.122,0.152,0.0946,0.087,0.1262,0.1076,0.03498,0.05893,1.746,1.784,bj2018,85.4,183.2,dered,13.0521,0.0142,11.3065,0.011264,1,ucac4,apassdr9,,1.68509941561,1.12298731491,243.55070936663,-19.64880555055,0.05860506033,0.0285358091,1,0,1046755564,0.136838
630,204442118,16 14 12.35,-22 19 13.3,,10.63,,5.45,0.48,10.57,4.97,1.1418,,,,"USco,gold",no,Simbad,1,0.997667,16.02,14.657416,3536.1,0.8559,49437033,243.55147985063,-22.32033575081,243.551,-22.32,90.0,,,339-077251,16141235-2219132,,J161412.34-221913.4,6242670269649588992,,,STAR,tmgaia2,tmgaia2,-8.518,0.183,-23.599,0.119,gaia2,6.5497,0.0705,gaia2,17.765,0.162,16.296,0.16,,,,,,,,,,,11.577,0.024,10.853,0.024,10.629,0.023,AAA-222-111-000-0-0,10.476,0.023,10.326,0.022,10.271,0.083,8.665,,14.6841,0.001029,13.357,0.008,cdwrf,cdwrf,3249.0,157.0,4.5978,0.0125,,,0.664,0.02,0.638,0.021,2.1741,0.1288,DWARF,0.04433,0.01133,152.038,1.6415,0.0261,0.0614,488,0.0153,,,0.0,0.0195,0.1032,panstarrs,,,,,,,,,,,1.624,1.659,bj2018,,,cdwrf,16.3039,0.006939,13.4421,0.002634,1,ucac4,bpbj,cooldwarfs_v8,2.88848462508,1.83944367259,243.55144020503,-22.32043735762,0.07139072886,0.03358749537,1,0,1046757337,0.116061
631,203793637,16 14 12.58,-24 54 28.8,,9.89,,4.16,0.2,9.87,3.96,7.9875,,,,"USco,gold",no,Simbad,1,0.998613,14.03,13.34856,5520.2,2.2407,68507378,243.55245152457,-24.90801114335,243.552,-24.908,90.0,,,326-081345,16141259-2454287,,J161412.58-245428.9,6049578607425858048,11486646,,STAR,tmgaia2,tmgaia2,-11.586,0.065,-20.31,0.043,gaia2,6.0107,0.0314,gaia2,15.58,0.085,14.185,0.103,,,,,,,,,,,10.836,0.026,10.089,0.025,9.892,0.023,AAA-222-111-000-0-0,9.724,0.023,9.697,0.021,9.724,0.047,8.866,,13.3643,0.003763,12.401,0.009,rered,gaia2,3911.0,131.8,4.2259,0.1299,,,0.995,0.108,0.607,0.079,0.6169,0.2439,DWARF,0.20854,0.02508,165.579,0.866,0.0971,0.0321,496,0.101,,,0.0,0.0397,0.0245,panstarrs,0.062,0.096,0.106,0.11,0.1595,0.3284,0.1577,0.1021,0.01965,0.03051,0.862,0.87,bj2018,153.6,110.0,dered,14.4054,0.01337,12.3406,0.009711,1,ucac4,apassdr9,,1.0380918736,0.66736885552,243.55239652316,-24.9080985879,0.02825574759,0.01463581262,1,0,1046767465,0.120679
632,204332672,16 14 13.51,-22 44 58.0,,11.42,,5.96,0.33,11.38,5.63,2.6312,,,,"USco,gold",no,Simbad,1,0.99996,17.34,15.720312,,,49437698,243.55632613886,-22.74940828808,243.556,-22.75,90.0,,,337-079338,16141352-2244578,,J161413.51-224458.0,6242595262340274688,,,STAR,tmgaia2,tmgaia2,-8.032,0.189,-23.378,0.161,gaia2,6.1564,0.1282,gaia2,19.072,0.162,17.175,1.133,,,,,,,,,,,12.371,0.026,11.721,0.026,11.421,0.024,AAA-222-111-000-0-0,11.288,0.024,11.072,0.021,11.036,0.156,8.797,,15.7498,7.51E-4,14.312,0.007,cdwrf,cdwrf,3082.0,157.0,4.6985,0.0115,,,0.545,0.018,0.54,0.022,3.3445,0.1993,DWARF,0.02412,0.00655,161.804,3.384,0.1635,0.0192,467,0.0127,,,0.0,0.0271,0.0113,panstarrs,,,,,,,,,,,3.315,3.453,bj2018,,,cdwrf,17.6415,0.008654,14.4242,0.001513,1,ucac4,bpbj,cooldwarfs_v8,2.98914819912,2.49024469004,243.55628864123,-22.74950894121,0.12232310312,0.04965927434,1,0,1046757641,0.173321
633,205047378,16 14 13.81,-19 39 36.2,9.61,7.25,2.36,2.36,0.49,7.19,1.87,1.7999,1.8897,,,"USco,bronze",no,Simbad,1,0.999959,9.55,9.321472,6122.5,0.8611,49433429,243.55757639774,-19.66007039868,243.558,-19.66,90.0,,6209-00769-1,352-077893,16141382-1939362,,J161413.81-193936.4,6245582532351163904,8840188,,STAR,tmgaia2,tmgaia2,-8.686,0.112,-20.09,0.076,gaia2,6.2795,0.066,gaia2,10.331,0.075,9.611,0.005,,,,,,,,,,,7.828,0.023,7.406,0.044,7.252,0.026,AAA-111-111-000-0-0,7.146,0.032,7.151,0.02,7.158,0.018,7.102,0.109,9.31161,0.001437,8.733,0.007,rered,gaia2,5032.0,161.5,,,,,2.675,0.165,,,,,GIANT,,,158.549,1.6715,0.0262,0.0273,299,0.0386,,,0.0,0.0192,0.0354,panstarrs,,,0.194,0.136,,,,,,,1.654,1.689,bj2018,133.0,190.0,dered,9.80927,0.005258,8.68116,0.004356,1,tycho2v3,tycho2b3,,1.76770122056,1.17425349685,243.55753668429,-19.66015689729,0.0572137631,0.02816179639,0,0,1046755569,0.129301
634,203904156,16 14 19.73,-24 28 40.6,,12.76,,7.6,0.93,12.64,6.67,0.3461,0.294,0.2448,,"USco,gold",no,Simbad,1,0.999999,20.24,17.7677,,,68506741,243.58225516585,-24.47791502781,243.582,-24.478,90.0,,,,16141974-2428404,,J161419.73-242840.6,6049702710501929600,,,STAR,tmgaia2,tmgaia2,-9.25,0.411,-20.03,0.281,gaia2,6.3289,0.2072,gaia2,,,,,,,,,,,,,,,13.817,0.021,13.157,0.03,12.762,0.033,AAA-222-111-000-0-0,12.514,0.024,12.273,0.023,11.658,,8.574,,17.7952,0.001384,16.125,0.013,cdwrf,cdwrf,2844.0,157.0,4.8859,0.0044,,,0.338,0.014,0.32,0.023,8.2985,0.4236,DWARF,0.00673,0.00205,157.606,5.196,0.0171,0.0227,,,,,,0.0084,0.0371,panstarrs,,,,,,,,,,,5.028,5.364,bj2018,,,cdwrf,20.2664,0.13764,16.2948,0.006154,1,,,cooldwarfs_v8,6.52373534835,4.35866471985,243.58221140461,-24.47800126723,0.18870723384,0.09091229687,1,0,1046767196,0.18644
635,205158239,16 14 20.28,-19 06 48.3,14.01,7.81,6.2,6.2,2.75,7.46,3.44,4.7843,,,,"USco,silver",yes,Simbad,1,0.999697,13.66,13.888108,,,49432787,243.58453400339,-19.11335064966,243.585,-19.113,90.0,,,355-077809,16142029-1906481,,J161420.29-190648.3,6245801816200921088,8840379,,STAR,tmgaia2,tmgaia2,-7.164,0.223,-26.403,0.158,gaia2,6.9947,0.1233,gaia2,16.679,0.216,15.768,1.133,,,,,,,,,,,10.261,0.024,8.891,0.053,7.811,0.027,AAA-211-111-000-0-0,6.823,0.059,6.058,0.028,4.08,0.015,2.08,0.018,14.143,0.033792,13.071,0.06,rered,gaia2,3559.0,157.5,4.392,,,,0.738,,0.49,,1.2184,,DWARF,0.07876,,142.46,2.523,0.0163,0.06,,,,,,5.0E-4,0.1196,panstarrs,,,,,,,,,,,2.479,2.567,bj2018,,,dered,15.368,0.109403,12.9027,0.125608,1,ucac4,apassdr9,,3.50333617774,2.4546575994,243.58450135983,-19.11346433011,0.10898930338,0.05653342584,1,0,1046755234,0.264312
636,204488355,16 14 20.50,-22 08 09.7,7.72,6.88,0.84,0.84,0.65,6.8,0.19,0.0628,0.0539,0.1349,0.0781,"USco,bronze",no,Simbad,1,0.998635,7.6400003,7.675435,10210.1,0.8168,49436744,243.58543606447,-22.13603154058,243.585,-22.136,90.0,,6213-00201-1,340-079607,16142050-2208098,,J161420.50-220809.9,6242770836302870784,,,STAR,tmgaia2,tmgaia2,-8.987,0.13,-24.901,0.097,gaia2,7.2509,0.0584,gaia2,7.988,0.027,7.718,0.002,,,,,,,,,,,7.052,0.029,6.953,0.033,6.882,0.02,AAA-111-111-000-0-0,6.86,0.066,6.828,0.02,6.875,0.016,6.689,0.082,7.66069,4.03E-4,7.459,0.006,rered,gaia2,7836.0,324.5,4.0363,0.0823,,,2.168,0.067,1.864,0.315,0.1829,0.038,DWARF,15.96832,2.24188,137.382,1.112,0.1015,0.0456,453,0.0073,,,0.0,0.051,0.0401,panstarrs,0.259,0.37,0.076,0.058,0.0288,0.0473,0.0712,0.0933,2.58157,1.9022,1.103,1.121,bj2018,379.9,269.2,dered,7.82403,0.001063,7.41783,0.001476,1,tycho2v3,tycho2b3,,2.05142103766,1.50739060612,243.58539429082,-22.13613875322,0.05860369871,0.02916693441,1,0,1046757188,0.066088
637,202955563,16 14 20.61,-27 45 49.7,,13.43,,8.45,1.59,13.23,6.86,0.0984,0.0656,,,"USco,silver",no,Simbad,1,0.999999,21.68,18.946348,2873.1,1.6276,68558330,243.58587031475,-27.76383366519,243.586,-27.764,90.0,,,,16142061-2745497,,J161420.60-274549.9,6042208851564593024,,,STAR,tmgaia2,tmgaia2,-8.891,0.808,-21.652,0.621,gaia2,6.6932,0.3185,gaia2,,,,,,,,,,,,,,,14.636,0.023,13.901,0.025,13.432,0.039,AAA-222-111-000-0-0,13.169,0.025,12.891,0.028,12.538,,8.533,,18.985,0.003311,17.285,0.025,cdwrf,cdwrf,2971.0,182.0,4.9856,0.0012,,,0.251,0.013,0.221,0.023,14.0805,0.7455,DWARF,0.00441,0.00156,149.407,7.3115,0.0249,0.1119,,,,,,0.0131,0.2108,panstarrs,,,,,,,,,,,6.961,7.662,bj2018,,,cdwrf,20.9007,0.274514,17.4162,0.014801,1,,,cooldwarfs_v8,12.90846711892,9.63264596393,243.5858270546,-27.7639268878,0.30391249378,0.15840028864,1,0,1046769496,0.102289
638,204440603,16 14 23.11,-22 19 34.0,,10.8,,6.67,0.74,10.7,5.93,,,,,"USco,gold",yes,Simbad,1,0.999996,17.369999,15.475312,,,49437041,243.59633898057,-22.32606248227,243.596,-22.326,90.0,,,,16142312-2219338,,J161423.11-221934.0,6242669582454819072,,,STAR,tmgaia2,tmgaia2,-8.683,2.085,-24.947,2.068,hsoy,,,,18.951,0.162,,,,,,,,,,,,,11.805,0.023,11.159,0.024,10.8,0.021,AAA-222-111-000-0-0,10.393,0.023,9.82,0.02,8.131,0.022,6.386,0.068,15.4853,0.001641,13.964,0.008,cdwrf,cdwrf,3014.0,157.0,4.6538,0.0153,,,0.597,0.022,0.586,0.023,2.7525,0.2005,DWARF,0.0265,0.00756,,,,,481,0.0265,,,0.0,,,,,,,,,,,,,,,,,,,cdwrf,17.4653,0.023899,14.0889,0.003238,0,,bpbj,cooldwarfs_v8,32.94187548044,32.05547201045,243.59629856406,-22.32616989081,0.24766086778,0.12196046439,1,0,1046757342,0.235527
639,205188906,16 14 28.92,-18 57 22.5,,9.47,,5.23,0.4,9.42,4.83,16.5182,0.9908,,,"USco,gold",yes,Simbad,1,0.997667,14.65,13.464488,,,49432648,243.62053882254,-18.95625729196,243.62,-18.956,90.0,,,356-078075,16142893-1857224,,J161428.92-185722.7,6245831090698131712,8840591,,STAR,tmgaia2,tmgaia2,-8.996,0.162,-23.765,0.124,gaia2,7.0781,0.0915,gaia2,16.269,0.131,15.207,0.126,,,,,,,,,,,10.452,0.024,9.748,0.023,9.467,0.024,AAA-222-111-000-0-0,9.288,0.022,9.142,0.019,8.896,0.037,8.224,0.349,13.4766,0.004431,12.338,0.01,rered,gaia2,3397.0,123.0,3.9064,,,,1.164,,0.398,,0.2527,,DWARF,0.16242,,140.748,1.827,0.018,0.0781,,,,,,0.0116,0.1446,panstarrs,,,,,,,,,,,1.803,1.851,bj2018,,,dered,14.9678,0.019606,12.2656,0.012111,1,ucac4,apassdr9,,2.55229623007,1.91915067663,243.62049786994,-18.95635961522,0.08605135023,0.03548990162,1,0,1047493650,0.134763
640,203532363,16 14 29.66,-25 49 18.7,,11.09,,6.26,0.98,10.96,5.28,1.4984,,,,"USco,bronze",no,Simbad,1,0.999951,17.220001,15.522553,,,68508808,243.62366390107,-25.82181702403,243.624,-25.822,90.0,,,,16142967-2549185,,J161429.66-254918.7,6048714494364240000,,,STAR,tmgaia2,tmgaia2,-11.155,0.171,-24.258,0.111,gaia2,6.3805,0.075,gaia2,18.97,0.162,,,,,,,,,,,,,12.175,0.023,11.422,0.021,11.09,0.021,AAA-222-111-000-0-0,10.945,0.025,10.731,0.021,11.177,0.217,8.941,,15.5538,6.06E-4,14.128,0.007,cdwrf,cdwrf,3097.0,157.0,4.6605,0.0111,,,0.589,0.018,0.579,0.021,2.8334,0.1597,DWARF,0.02876,0.00764,156.059,1.84,0.0172,0.0257,431,0.0346,,,0.0,0.0077,0.0437,panstarrs,,,,,,,,,,,1.819,1.861,bj2018,,,cdwrf,17.4233,0.005787,14.2376,0.001938,1,,bpbj,cooldwarfs_v8,2.72674236518,1.72568774097,243.62361054517,-25.82192146864,0.06990562553,0.03707182904,1,0,1047505831,0.30554
641,202853972,16 14 31.99,-28 07 23.1,,10.46,,5.4,0.7,10.37,4.7,8.6456,,,,"USco,bronze",maybe,Simbad,1,0.992964,15.77,14.462405,3418.7,0.6583,68559047,243.6333455971,-28.12304867211,243.633,-28.123,90.0,,,310-088184,16143200-2807228,,J161431.99-280723.2,6042179203410212864,14540333,,STAR,tmgaia2,tmgaia2,-11.705,0.154,-23.198,0.099,gaia2,7.0328,0.0715,gaia2,17.669,0.162,16.026,0.137,,,,,,,,,,,11.355,0.022,10.694,0.025,10.459,0.023,AAA-222-111-000-0-0,10.351,0.022,10.193,0.021,9.841,0.061,8.405,0.356,14.4839,0.00245,13.156,0.01,cdwrf,cdwrf,3254.0,157.0,4.5953,0.0125,,,0.668,0.02,0.64,0.021,2.1515,0.1272,DWARF,0.04502,0.01149,141.635,1.4455,0.0185,0.0361,691,0.0876,,,4.15E-4,0.0084,0.0638,panstarrs,,,,,,,,,,,1.431,1.46,bj2018,,,cdwrf,16.0912,0.011754,13.2402,0.006754,1,ucac4,bpbj,cooldwarfs_v8,2.46030172512,1.53890695101,243.63328845168,-28.12314855197,0.06384357278,0.03255585376,1,0,1047508037,0.21187
642,204344180,16 14 32.87,-22 42 13.3,,13.24,,7.89,0.51,13.17,7.38,1.8232,,,,"USco,gold",yes,Simbad,1,0.999998,21.06,18.39569,,,49437632,243.63694851091,-22.70372968715,243.637,-22.704,90.0,,,,16143287-2242133,,J161432.86-224213.6,6242595876516326400,,,STAR,tmgaia2,tmgaia2,-8.959,0.512,-23.123,0.389,gaia2,6.1675,0.2706,gaia2,21.8,0.163,,,,,,,,,,,,,14.232,0.03,13.664,0.033,13.24,0.032,AAA-222-111-000-0-0,12.903,0.025,12.324,0.025,11.383,0.268,8.496,,18.4246,0.001963,16.711,0.016,cdwrf,cdwrf,2869.0,159.0,4.9383,0.003,,,0.289,0.014,0.264,0.024,10.9551,0.6043,DWARF,0.00509,0.00164,161.972,7.177,0.0235,0.0308,,,,,,0.0145,0.0471,panstarrs,,,,,,,,,,,6.865,7.489,bj2018,,,cdwrf,20.6924,0.133822,16.8688,0.010652,1,,bpbj,cooldwarfs_v8,8.10077094212,6.0322407181,243.63690669641,-22.7038292428,0.24577894382,0.12293016304,1,0,1047496184,0.131
643,204960156,16 14 33.63,-20 04 30.1,,10.05,,5.65,0.88,9.93,4.76,2.1008,,,,"USco,gold",no,Simbad,1,0.99885,15.58,14.324602,3490.1,1.0618,49433966,243.64014147278,-20.07497328583,243.64,-20.075,90.0,,,350-080068,16143363-2004299,,J161433.63-200430.1,6245428463284702592,11487270,,STAR,tmgaia2,tmgaia2,-7.589,0.139,-24.471,0.106,gaia2,6.9597,0.0876,gaia2,17.422,0.234,16.019,0.092,,,,,,,,,,,11.109,0.023,10.321,0.022,10.045,0.023,AAA-222-111-000-0-0,9.932,0.023,9.779,0.019,9.71,0.052,8.916,,14.345,0.001549,13.079,0.007,rered,gaia2,3484.0,122.0,4.101,,,,0.989,,0.45,,0.4654,,DWARF,0.1298,,143.131,1.8085,0.263,0.0597,,,,,,0.0815,0.0379,panstarrs,,,,,,,,,,,1.786,1.831,bj2018,,,dered,15.9938,0.008435,13.0933,0.004945,1,ucac4,apassdr9,,2.19322129026,1.64962041657,243.64010668423,-20.0750786458,0.07808865171,0.04356726668,1,0,1047494291,0.203925
644,205179845,16 14 33.67,-19 00 13.7,,8.26,,7.22,5.04,7.61,2.18,2.5995,,,,"USco,silver",yes,Simbad,1,0.999992,14.83,13.607752,,,49432685,243.64029859183,-19.00374517611,243.64,-19.004,90.0,,,355-077824,16143367-1900133,,J161433.67-190013.7,6245826349054119552,8840743,,STAR,tmgaia2,tmgaia2,-6.947,0.195,-25.402,0.147,gaia2,7.043,0.111,gaia2,17.614,0.16,16.061,0.069,,,,,,,,,,,10.089,0.024,8.922,0.029,8.255,0.021,AAA-211-111-000-0-0,7.704,0.029,7.153,0.02,5.026,0.015,2.985,0.021,13.6501,0.003475,12.37,0.008,rered,,3079.0,122.0,,,,,,,,,,,GIANT,,,141.469,2.239,0.018,0.0807,,,,,,0.0115,0.1499,panstarrs,,,,,,,,,,,2.204,2.274,bj2018,,,dered,15.5995,0.014582,12.3148,0.008046,1,ucac4,apassdr9,,3.0686662765,2.27263932679,243.64026695708,-19.0038545467,0.10167491806,0.04957737377,0,0,1047493665,0.21864
645,204828211,16 14 36.38,-20 40 49.3,,11.5,,5.62,0.0,11.5,5.62,0.7257,,,,"USco,bronze",no,Simbad,1,0.99964,17.119999,15.617566,3383.5,0.9145,49434726,243.65162710717,-20.68030863,243.652,-20.68,90.0,,,,16143639-2040491,,J161436.37-204049.4,6244619566324867072,,,STAR,tmgaia2,tmgaia2,-15.882,0.251,-26.495,0.21,gaia2,7.9325,0.1232,gaia2,18.668,0.162,,,,,,,,,,,,,12.392,0.022,11.796,0.026,11.501,0.023,AAA-222-111-000-0-0,11.329,0.024,11.13,0.02,10.932,0.15,8.904,,15.6501,0.001383,14.249,0.008,cdwrf,cdwrf,3127.0,157.0,4.7873,0.007,,,0.444,0.014,0.44,0.021,5.0379,0.2432,DWARF,0.01695,0.00452,125.663,1.961,0.1686,0.0202,349,0.096,,,0.0,0.0193,0.0212,panstarrs,,,,,,,,,,,1.931,1.991,bj2018,,,cdwrf,17.4729,0.013587,14.3538,0.003322,1,,bpbj,cooldwarfs_v8,3.96254277503,3.25767336005,243.65155401863,-20.68042270744,0.11284862294,0.06471508999,1,0,1047494670,0.239649
646,204177311,16 14 38.45,-23 21 37.5,,10.59,,5.11,0.7,10.5,4.41,5.7441,,,,"USco,gold",no,Simbad,2,1.0E-6,15.610001,14.43392,3628.9,0.7972,49438632,243.66028118905,-23.36035913587,243.66,-23.36,90.0,,,334-080845,16143846-2321372,,J161438.46-232137.4,6050383415578946816,,,STAR,tmgaia2,tmgaia2,-10.955,0.116,-24.687,0.082,gaia2,6.7672,0.063,gaia2,16.232,0.162,15.995,0.355,,,,,,,,,,,11.51,0.023,10.852,0.024,10.588,0.023,AAA-222-111-000-0-0,10.423,0.023,10.293,0.021,10.226,0.097,8.586,,14.4554,4.98E-4,13.201,0.007,cdwrf,cdwrf,3355.0,157.0,4.6025,0.0123,,,0.659,0.02,0.634,0.02,2.2166,0.1298,DWARF,0.04953,0.01234,147.165,1.374,0.1213,0.0474,515,0.1087,,,0.0,0.0585,0.0363,panstarrs,,,,,,,,,,,1.362,1.386,bj2018,,,cdwrf,15.9159,0.003084,13.2694,0.001461,1,ucac4,bpbj,cooldwarfs_v8,1.8324611763,1.27081572546,243.66022980917,-23.36046542799,0.05709818986,0.02722117431,1,0,1047496693,0.317601
647,203726701,16 14 39.18,-25 08 56.5,,11.99,,6.24,0.49,11.93,5.76,1.6873,,,,"USco,bronze",no,Simbad,1,0.999995,18.17,16.408451,3324.0,1.1204,68507762,243.66327691704,-25.14898977264,243.663,-25.149,90.0,,,,16143918-2508562,,J161439.18-250856.5,6049523666204035584,,,STAR,tmgaia2,tmgaia2,-11.696,0.22,-22.817,0.156,gaia2,6.4015,0.1205,gaia2,19.672,0.162,,,,,,,,,,,,,12.987,0.024,12.291,0.032,11.995,0.023,AAA-222-111-000-0-0,11.807,0.024,11.586,0.024,11.582,,8.39,,16.4387,0.001101,14.957,0.008,cdwrf,cdwrf,3010.0,157.0,4.7913,0.0073,,,0.439,0.015,0.435,0.021,5.136,0.2563,DWARF,0.01426,0.00394,155.613,2.942,0.1785,0.1028,547,0.0675,,,0.0,0.1654,0.0403,panstarrs,,,,,,,,,,,2.887,2.997,bj2018,,,cdwrf,18.4682,0.018626,15.0818,0.003054,1,,bpbj,cooldwarfs_v8,3.48973203821,2.41660635029,243.66322128764,-25.14908801381,0.10129698186,0.05270714619,1,0,1047505234,0.162522
648,204926239,16 14 40.15,-20 14 03.0,9.19,7.07,2.12,2.12,1.42,6.89,0.7,,,,,"USco,bronze",no,Simbad,1,0.99994,9.01,8.908967,6328.3,0.7831,49510655,243.66733472382,-20.23416863705,243.667,-20.234,90.0,79606,6209-00506-1,349-078713,16144016-2014030,,J161440.15-201403.3,6245405785857340288,11487449,,STAR,tmgaia2,tmgaia2,-17.637,0.129,-27.669,0.083,gaia2,6.6472,0.0556,gaia2,9.923,0.052,9.14,0.03,,,,,,,,,,,7.526,0.029,7.235,0.051,7.072,0.023,AAA-111-111-000-0-0,6.996,0.049,6.995,0.02,7.043,0.018,7.088,0.134,8.89941,2.09E-4,8.363,0.006,rered,gaia2,5231.0,141.4,,,,,2.754,0.162,,,,,GIANT,,,149.805,1.258,0.0196,0.0145,308,0.0019,,,0.0,0.0107,0.0183,panstarrs,,,0.124,0.2,,,,,,,1.247,1.269,bj2018,170.2,112.7,dered,9.35032,0.00111,8.31317,0.001977,1,hipvmag,tycho2b3,,2.02636623138,1.28473799858,243.6672537922,-20.23428776835,0.06561439261,0.03503334504,0,0,1047498639,0.145613
649,204408619,16 14 41.19,-22 27 05.6,,10.87,,5.61,0.0,10.87,5.61,2.6303,,,,"USco,gold",no,Simbad,1,0.999389,16.48,14.984113,,,49507122,243.67164720552,-22.45147957045,243.672,-22.452,90.0,,,338-081452,16144120-2227052,,J161441.19-222705.5,6242620825986034432,,,STAR,tmgaia2,tmgaia2,-8.397,0.191,-24.35,0.124,gaia2,6.5961,0.0704,gaia2,17.964,0.163,16.992,0.435,,,,,,,,,,,11.807,0.03,11.113,0.026,10.874,0.023,AAA-222-111-s00-0-0,10.688,0.022,10.499,0.02,10.363,0.092,8.274,,15.0126,4.61E-4,13.64,0.007,cdwrf,cdwrf,3179.0,157.0,4.6384,0.0116,,,0.615,0.019,0.6,0.021,2.5775,0.148,DWARF,0.03483,0.00906,150.974,1.618,0.136,0.019,473,0.0228,,,0.0,0.0252,0.0129,panstarrs,,,,,,,,,,,1.601,1.635,bj2018,,,cdwrf,16.7438,0.004502,13.736,0.001522,1,ucac4,bpbj,cooldwarfs_v8,3.01911092022,1.91567042004,243.67160808748,-22.45158441245,0.071586348,0.03500886115,1,0,1047497794,0.283348
650,203499175,16 14 41.24,-25 56 05.4,,10.06,,5.35,0.64,9.98,4.72,3.1705,,,,"USco,gold",no,Simbad,1,0.998258,15.33,14.025937,3720.8,0.9168,68508975,243.67191092283,-25.93480408396,243.672,-25.935,90.0,,,321-084670,16144125-2556052,,J161441.24-255605.5,6048700853548038016,13667994,,STAR,tmgaia2,tmgaia2,-14.618,0.097,-21.653,0.065,gaia2,6.5464,0.0418,gaia2,17.265,0.161,15.3,0.103,,,,,,,,,,,11.082,0.021,10.324,0.021,10.062,0.023,AAA-222-111-000-0-0,9.902,0.023,9.797,0.022,9.768,0.069,8.805,,14.0389,0.001898,12.865,0.007,rered,gaia2,3912.0,131.4,4.2215,0.1277,,,1.0,0.114,0.607,0.081,0.6075,0.24,DWARF,0.21089,0.03018,152.093,0.9745,0.4175,0.0505,483,0.0958,,,0.0,0.0673,0.0336,panstarrs,0.081,0.081,0.077,0.15,0.2247,0.2552,0.1301,0.1252,0.02898,0.03137,0.968,0.981,bj2018,99.8,163.1,dered,15.3699,0.009189,12.8875,0.004619,1,ucac4,bpbj,,1.53967389657,1.00171066606,243.67184093792,-25.93489731432,0.04077998307,0.0206207008,1,0,1047505929,0.27237
