col1,recno,ID,m_ID,Parenago,Mem,Rproj,Imag,l_V-I,VmI,V,Vmag,logT,SpT_1,AV,log(L),R,M,log(age),Simbad_1,RAJ2000,DEJ2000,single,Name,SpT_2,e_SpT,ref1,Teff,logL,M*,e_M*_2,E_M*_2a,Age,e_Age_2,E_Age_2a,R*,e_R*,Per,n_Per,ref2,Cl,Acc,Notes,Simbad_2,_RA,_DE,Separation,Mass_calc,Mass_e
116,1332,925,,,93.0,13.88,13.92,,2.45,16.37,,,,,,,,,Simbad,05 35 37.05,-05 10 29.32,1,V1569 Ori,M3,1.0,Sta,3360.0,-0.612,0.28,0.06,0.1,2.1,0.4,1.2,1.46,0.24,4.71,opt,S99,,,g,Simbad,83.90484,-5.17487,1.6806019649683523,0.0,0.0
117,1334,930,,,99.0,6.55,14.08,,2.56,16.64,5.684997794395505,3.623,K5-K7(H),2.87,0.04,2.0,0.57,5.82,Simbad,05 35 37.47,-05 27 16.12,1,V1350 Ori,M3.5,1.0,H13,3260.0,-0.656,0.24,0.08,0.12,2.2,1.4,1.2,1.47,0.28,2.88,opt,H00,3.0,N,,Simbad,83.90658,-5.45458,1.6715935800375006,0.6757978081638902,0.05236065508113028
118,1335,929,,,99.0,6.41,15.86,,3.82,19.68,10.974998294395503,3.483,M5.5(H),0.62,-0.88,1.32,0.11,5.25,Simbad,05 35 37.49,-05 19 44.02,1,2MASS J05353761-0519441,M5.5,1.0,H,2840.0,-1.107,,,,,,,1.16,0.2,0.81,opt,H02,3.0,,b,Simbad,83.90672,-5.32894,1.8413566393842,0.11927940581045728,0.05236065508113028
119,1336,933,,,98.0,7.33,13.65,,2.48,16.13,8.044998294395503,3.509,M4(H),0.0,-0.31,2.25,0.17,4.73,Simbad,05 35 37.93,-05 28 21.12,1,V1571 Ori,M4,1.0,H,3160.0,-0.464,0.23,0.09,0.11,1.3,1.2,0.6,1.95,0.41,5.98,opt,H00,2.0,,,Simbad,83.90847,-5.47265,1.591394793459375,0.3249206670045905,0.05236065508113028
120,1338,934,,,99.0,7.48,15.76,,2.81,18.57,9.814998294395503,3.526,M3e(H),0.67,-1.06,0.88,0.21,6.44,Simbad,05 35 38.02,-05 28 33.22,1,2MASS J05353812-0528336,M3e,1.0,H,3360.0,-1.142,0.25,0.08,0.1,7.6,3.2,6.9,0.79,0.13,2.51,opt,R09,2.0,A,,Simbad,83.90885,-5.476,1.5986989932975002,0.16530588173128866,0.05236065508113028
121,1340,936,,,99.0,7.54,14.81,,2.98,17.79,9.014998294395506,3.518,M3.5(H),0.69,-0.64,1.47,0.2,6.02,Simbad,05 35 38.24,-05 28 34.32,1,2MASS J05353834-0528346,M3.5,1.0,H,3260.0,-0.73,0.24,0.09,0.11,2.5,1.1,1.6,1.35,0.25,9.98,opt,R09,2.0,,,Simbad,83.90979,-5.47629,1.6682616463638804,0.2285047424579021,0.05236065508113028
122,1344,938,,2144.0,99.0,12.05,12.59,,2.7,15.29,2.844998294395504,3.695,K2(H),4.36,0.99,4.23,1.55,5.5,Simbad,05 35 38.74,-05 12 41.72,1,V426 Ori,K2,1.0,H,4760.0,0.935,2.26,0.57,0.34,0.9,0.4,0.7,4.31,0.62,5.15,opt,H02,2.0,N,a,Simbad,83.9119,-5.21166,1.7516151076664257,0.0,0.0
123,1346,941,,,99.0,6.09,15.53,,3.42,18.95,6.904999294395504,3.571,K8-M0.5(H),3.96,-0.24,1.83,0.35,5.8,Simbad,05 35 38.89,-05 21 01.62,1,2MASS J05353901-0521017,K9,2.0,H,3880.0,-0.32,0.59,0.15,0.31,2.8,1.3,4.9,1.53,0.26,1.69,opt,R09,3.0,N,,Simbad,83.91255,-5.35048,1.8252246302269888,0.4502981632660292,0.05236065508113028
124,1348,942,,,99.0,6.36,16.36,,3.42,19.78,9.454998294395503,3.526,M3(H),2.24,-0.92,1.03,0.22,6.28,Simbad,05 35 38.96,-05 20 25.62,1,2MASS J05353907-0520257,M3,1.0,H,3360.0,-1.001,0.26,0.08,0.1,5.3,1.9,4.5,0.93,0.16,4.51,MIR,M11,3.0,,,Simbad,83.91282,-5.34049,1.7503284443886629,0.18845194657974051,0.05236065508113028
125,1350,3012,,,,9.55,15.96,,3.86,19.82,,,,,,,,,Simbad,05 35 39.75,-05 15 49.02,1,2MASS J05353984-0515493,M5.5,1.0,H13,2840.0,-1.122,,,,,,,1.14,0.2,0.76,opt,R09,,,b,Simbad,83.916,-5.26369,1.3699845943781177,0.0,0.0
126,1358,952,,,99.0,10.58,13.86,,2.66,16.52,,,,,,,,,Simbad,05 35 40.74,-05 32 01.62,1,2MASS J05354082-0532018,M3.6,1.0,D10,3240.0,-0.564,0.27,0.1,0.09,1.9,1.4,0.6,1.65,0.32,2.57,opt,H02,3.0,,,Simbad,83.92012,-5.53386,1.3542159386151755,0.0,0.0
127,1360,955,,,98.0,16.35,14.9,,,,,,,,,,,,Simbad,05 35 41.18,-05 38 30.32,1,2MASS J05354123-0538294,M5,1.0,H13,2880.0,,,,,,,,,,2.58,opt,R09,2.0,,c,Simbad,83.9218,-5.64152,1.149619226316468,0.0,0.0
128,1363,956,,,98.0,16.41,14.8,,,,,,,,,,,,Simbad,05 35 41.26,-05 38 33.72,1,2MASS J05354130-0538329,M4.5,1.0,H13,3020.0,,,,,,,,,,0.73,opt,R09,2.0,,c,Simbad,83.92209,-5.64249,0.9783392872549198,0.0,0.0
129,1366,957,,,99.0,14.65,14.38,,3.7,18.08,4.894998294395505,3.591,K6-K8(H),5.1,0.48,3.82,0.18,3.85,Simbad,05 35 41.89,-05 10 11.22,1,V2573 Ori,K7,2.0,H,3970.0,0.449,0.63,0.13,0.26,0.5,0.3,0.2,3.54,0.51,8.21,MIR,M11,2.0,N,,Simbad,83.92506,-5.16986,1.8787922746196672,0.9104674242759904,0.05236065508113028
130,1367,3001,,,,12.19,15.74,,3.87,19.61,,,,,,,,,Simbad,05 35 41.95,-05 12 59.64,1,2MASS J05354205-0512595,M5.5,1.0,H13,2840.0,-1.028,,,,,,,1.27,0.22,3.24,opt,R09,,,b,Simbad,83.92525,-5.21653,1.648459430958544,0.0,0.0
131,1370,962,,2175.0,99.0,7.71,13.26,,1.97,15.2300005,5.794998294395505,3.623,K6(H),1.35,0.0,1.9,0.58,5.89,Simbad,05 35 42.37,-05 27 32.72,1,OQ Ori,K6,1.0,H,4020.0,-0.114,0.71,0.1,0.14,2.1,0.7,1.5,1.81,0.23,9.56,opt,H02,,N,g,Simbad,83.92698,-5.45918,1.604721380572986,0.6469131884816507,0.05236065508113028
132,1371,966,,,99.0,12.31,16.12,,3.71,19.830002,9.695001294395505,3.509,M4(H),2.05,-0.79,1.29,0.17,6.06,Simbad,05 35 42.50,-05 33 48.82,1,2MASS J05354257-0533489,M5.5,1.0,H13,2840.0,-1.28,,,,,,,0.95,0.16,1.63,opt,R09,3.0,,b,Simbad,83.92742,-5.56358,1.20820566221049,0.17048235691748292,0.05236065508113028
133,1372,964,,,99.0,7.08,14.65,,3.59,18.24,10.124998294395505,3.483,M5.5(H),0.03,-0.54,1.95,0.13,4.62,Simbad,05 35 42.51,-05 26 08.02,1,2MASS J05354261-0526083,M5.5,1.0,H,2840.0,-0.692,0.13,0.07,0.04,0.3,0.23,1.2,1.86,0.32,0.7,opt,R09,3.0,,e,Simbad,83.92758,-5.43566,1.66904297964453,0.15225747195885675,0.05236065508113028
134,1374,965,,,99.0,6.95,15.44,,3.32,18.76,9.114998294395503,3.518,M3.5(H),1.56,-0.68,1.4,0.2,6.05,Simbad,05 35 42.56,-05 25 44.82,1,2MASS J05354267-0525450,M3.5,1.0,H13,3260.0,-0.769,0.24,0.09,0.11,2.7,0.9,1.9,1.29,0.24,2.12,opt,H02,,,g,Simbad,83.9278,-5.42919,1.6931715662131472,0.21873810441653704,0.05236065508113028
135,1381,972,,2184.0,99.0,11.52,13.31,,2.02,15.33,7.134998294395505,3.562,M1(H),0.11,-0.28,1.83,0.33,5.8,Simbad,05 35 43.32,-05 32 43.92,1,V570 Ori,M1,1.0,H,3630.0,-0.4,0.43,0.08,0.09,2.0,0.6,1.2,1.59,0.22,8.07,opt,H02,2.0,N,,Simbad,83.93082,-5.54558,1.158850514889298,0.4179634134048073,0.05236065508113028
136,1382,973,,,99.0,11.12,15.98,,3.35,19.33,11.064998294395503,3.494,M5(H),0.18,-1.11,0.96,0.12,6.19,Simbad,05 35 43.51,-05 32 11.62,1,2MASS J05354359-0532118,M5,1.0,H,2880.0,-1.271,,,,,,,0.93,0.21,1.86,opt,R09,,,b,Simbad,83.93167,-5.53661,1.367023061094871,0.1156576416844446,0.05236065508113028
137,1394,982,,2200.0,99.0,8.67,13.51,,2.12,15.63,7.174998294395504,3.562,M1e(H),0.37,-0.29,1.79,0.33,5.82,Simbad,05 35 45.28,-05 28 10.52,1,AP Ori,M1.75,1.0,H13,3525.0,-0.466,0.36,0.05,0.09,1.9,0.4,1.1,1.57,0.22,6.94,NIR,C01,2.0,A,,Simbad,83.93908,-5.46966,1.5031843988366411,0.41156904214852047,0.05236065508113028
138,1403,989,,,99.0,9.09,13.68,,2.47,16.15,7.4449982943955035,3.544,M2(H),0.62,-0.28,1.97,0.25,5.59,Simbad,05 35 46.11,-05 18 08.32,1,V2590 Ori,M1.5,1.0,H13,3560.0,-0.372,0.38,0.07,0.09,1.6,0.3,0.8,1.72,0.24,9.71,MIR,M11,2.0,,,Simbad,83.94265,-5.30237,1.8938159445998923,0.38201533059888443,0.05236065508113028
139,1408,5175,,,,14.38,17.5,,,,,,,,,,,,Simbad,05 35 46.48,-05 35 38.13,1,2MASS J05354658-0535386,M5,1.0,H13,2880.0,,,,,,,,,,1.15,opt,R09,,,c,Simbad,83.94412,-5.59406,1.6953795932982434,0.0,0.0
140,1409,990,,,99.0,7.58,14.05,,2.88,16.93,8.844998294395504,3.5,M4.5(H),0.0,-0.42,2.07,0.16,4.83,Simbad,05 35 46.50,-05 22 24.12,1,2MASS J05354661-0522243,M4.5,1.0,H,3020.0,-0.576,0.17,0.07,0.08,0.4,0.32,1.8,1.88,0.37,2.16,opt,H02,3.0,,,Simbad,83.94422,-5.37342,1.6954709993232049,0.24618247082481823,0.05236065508113028
141,1412,993,,,99.0,9.53,14.96,,3.22,18.18,10.094998294395504,3.494,M5(H),0.0,-0.74,1.46,0.14,5.35,Simbad,05 35 47.12,-05 17 43.32,1,2MASS J05354723-0517434,M5,1.0,H,2880.0,-0.888,0.1,0.04,0.1,0.3,0.2,2.9,1.45,0.33,2.7,opt,R09,,,g,Simbad,83.94679,-5.29539,1.6391374142955952,0.15343569266011503,0.05236065508113028
142,1413,995,,2207.0,98.0,12.69,12.99,,2.11,15.099999,6.904998294395504,3.555,M1.5(H),0.11,-0.14,2.19,0.26,5.3,Simbad,05 35 47.27,-05 13 18.32,1,V1124 Ori,M1.5,1.0,H,3560.0,-0.264,0.39,0.09,0.08,1.3,0.2,0.5,1.94,0.27,8.18,opt,S99,3.0,,,Simbad,83.94746,-5.22183,1.8183629027976005,0.4502981632660292,0.05236065508113028
143,1415,998,,2209.0,99.0,7.76,13.25,,2.32,15.57,7.4849982943955045,3.535,M2.5(H),0.0,-0.24,2.15,0.23,5.17,Simbad,05 35 47.36,-05 22 49.32,1,V427 Ori,M2,1.0,H13,3490.0,-0.331,0.35,0.06,0.08,1.4,0.2,0.5,1.87,0.26,4.91,opt,H02,3.0,,,Simbad,83.94782,-5.38042,1.754816170594237,0.3781090570607462,0.05236065508113028
144,1420,1002,,,99.0,16.27,14.57,,3.08,17.65,9.564998294395503,3.471,M6e(H),0.0,-0.41,2.37,0.14,4.38,Simbad,05 35 47.61,-05 37 39.52,1,V2598 Ori,M6e,1.0,H,2800.0,-0.588,0.1,0.01,0.07,0.08,0.02,0.42,2.16,0.34,3.94,opt,H02,2.0,A,,Simbad,83.94854,-5.62745,0.9162112838478096,0.17993428651124,0.05236065508113028
145,1423,1004,,,99.0,11.65,13.75,,2.1,15.85,7.454998294395503,3.562,M1(H),0.31,-0.4,1.58,0.36,5.95,Simbad,05 35 48.08,-05 31 55.62,1,V1583 Ori,M1,1.0,H,3630.0,-0.576,0.42,0.07,0.1,3.2,1.1,2.3,1.3,0.18,6.53,opt,S99,3.0,N,,Simbad,83.95067,-5.53214,1.2092758400575356,0.3810349950303625,0.05236065508113028
146,1431,1012,,,99.0,12.33,16.25,,3.68,19.93,8.514998294395506,3.535,M2.5(H),3.33,-0.63,1.38,0.27,6.07,Simbad,05 35 49.68,-05 32 29.02,1,2MASS J05354975-0532291,M5,1.0,H13,2880.0,-1.173,,,,,,,1.04,0.23,2.21,opt,R09,3.0,,b,Simbad,83.95733,-5.54142,1.1860217009614555,0.27921425809630035,0.05236065508113028
147,1437,1013,,2234.0,99.0,8.67,14.56,,2.3,16.86,8.774998294395504,3.526,M3e(H),0.0,-0.74,1.26,0.23,6.13,Simbad,05 35 50.07,-05 21 16.72,1,V364 Ori,M3e,1.0,H,3360.0,-0.868,0.27,0.07,0.1,3.8,1.1,2.9,1.09,0.18,2.0,opt,R09,2.0,A,,Simbad,83.95911,-5.35472,1.7595315119584116,0.2532400162737963,0.05236065508113028
148,1442,1018,,,99.0,13.07,15.34,,3.03,18.37,10.284998294395505,3.483,M5.5(H),0.0,-0.82,1.41,0.11,5.15,Simbad,05 35 50.86,-05 33 12.75,1,2MASS J05355096-0533133,M5.5,1.0,H,2840.0,-0.968,,,,,,,1.36,0.23,2.5,opt,R09,,,b,Simbad,83.96233,-5.55369,1.5743451724682804,0.14612474581095003,0.05236065508113028
149,1444,1019,,,1.0,10.51,14.92,,2.87,17.79,,,,,,,,,Simbad,05 35 51.66,-05 17 39.32,1,2MASS J05355176-0517394,M4.5,1.0,H13,3020.0,-0.924,0.14,0.06,0.1,2.4,2.2,1.5,1.26,0.25,1.25,opt,R09,,,g,Simbad,83.96571,-5.29431,1.660543226427261,0.0,0.0
150,1447,1020,,2253.0,99.0,10.4,12.65,,1.4,14.049999,5.964997294395504,3.623,K6(H)K0(Par)K0:(J)K0:(GS),0.0,-0.08,1.72,0.62,6.04,Simbad,05 35 51.94,-05 28 47.02,1,AQ Ori,K6,1.0,H,4020.0,-0.12,0.72,0.14,0.15,2.2,0.8,1.6,1.8,0.23,4.91,opt,H02,,N,g,Simbad,83.96675,-5.47978,1.2092197843514565,0.6035537499999128,0.05236065508113028
151,1456,1025,,,99.0,11.27,15.93,,4.01,19.94,10.744998294395502,3.483,M5.5 (H),1.11,-0.78,1.46,0.11,5.08,Simbad,05 35 54.04,-05 17 10.22,1,V2619 Ori,M5.5,1.0,H,2840.0,-1.017,,,,,,,1.28,0.22,4.52,opt,H02,2.0,,b,Simbad,83.97564,-5.28622,1.7054483049106748,0.12817739687723836,0.05236065508113028
152,1459,1026,b,,,10.08,,,,,,,,,,,,,Simbad,05 35 54.39,-05 26 45.24,1,OW Ori,M0.5e,1.0,H,3700.0,,,,,,,,,,4.21,opt,H02,2.0,,c,Simbad,83.97639,-5.44569,1.1317268707731294,0.0,0.0
153,1461,1030,,2270.0,99.0,10.24,13.67,,2.18,15.85,7.764998294395504,3.544,M2(H),0.0,-0.43,1.66,0.29,5.88,Simbad,05 35 54.54,-05 27 07.42,1,OX Ori,M2,1.0,H,3490.0,-0.524,0.35,0.05,0.08,2.1,0.5,1.1,1.5,0.21,8.45,MIR,M11,2.0,N,,Simbad,83.97762,-5.4521,1.333344356295435,0.3518609735923497,0.05236065508113028
154,1464,1032,,,99.0,9.65,16.17,,3.9,20.07,11.154998294395503,3.483,M5.5(H),0.83,-0.95,1.21,0.11,5.39,Simbad,05 35 54.87,-05 22 35.42,1,2MASS J05355498-0522355,M5.5,1.0,H,2840.0,-1.181,,,,,,,1.06,0.18,0.46,opt,R09,3.0,,b,Simbad,83.97912,-5.37653,1.7763411033788326,0.11214584771879076,0.05236065508113028
155,1468,1035,,,98.0,12.1,14.09,,2.35,16.44,8.354998294395505,3.526,M3(H),0.0,-0.55,1.57,0.23,5.94,Simbad,05 35 56.30,-05 16 31.62,1,2MASS J05355641-0516318,M3,1.0,H,3360.0,-0.68,0.29,0.09,0.09,2.5,0.5,1.5,1.35,0.22,0.7,opt,H02,,N,g,Simbad,83.98504,-5.27553,1.6621767568413413,0.2954527284244781,0.05236065508113028
156,1473,1039,,,99.0,11.71,15.4,,2.92,18.32,10.234998294395504,3.494,M5(H),0.0,-0.92,1.19,0.13,5.95,Simbad,05 35 57.56,-05 17 46.42,1,2MASS J05355768-0517465,M5,1.0,H,2880.0,-1.064,,,,,,,1.18,0.27,1.32,opt,H02,3.0,,b,Simbad,83.99033,-5.29628,1.7902650836697374,0.14801420881226798,0.05236065508113028
157,1478,1042,,,99.0,14.25,15.98,,2.7,18.68,10.594998294395504,3.483,M5.5(H),0.0,-1.08,1.05,0.1,5.71,Simbad,05 35 58.84,-05 32 53.40,1,V2630 Ori,M5.5,1.0,H,2840.0,-1.224,,,,,,,1.01,0.17,8.31,MIR,M11,2.0,,b,Simbad,83.9956,-5.5483,1.625192714029594,0.13390050691206104,0.05236065508113028
158,1483,5141,,,,12.74,16.34,,3.97,20.31,8.144998294395505,3.535,M2-M3(H),4.08,-0.49,1.63,0.26,5.9,Simbad,05 35 59.84,-05 30 02.89,1,2MASS J05355995-0530033,M3.5,1.0,H13,3260.0,-0.724,0.25,0.1,0.1,2.5,0.7,1.5,1.36,0.25,5.43,opt,R09,,,g,Simbad,83.99979,-5.50094,1.709367052388585,0.3158654536601959,0.05236065508113028
159,1484,1047,,2296.0,99.0,15.52,14.15,,2.84,16.99,8.904998294395503,3.509,M4(H),0.0,-0.51,1.79,0.18,5.29,Simbad,05 36 00.20,-05 34 23.01,1,[H97b] 1047,M4.5,1.0,H13,3020.0,-0.616,0.17,0.07,0.09,0.8,0.72,1.5,1.8,0.36,1.43,opt,R09,3.0,,,Simbad,84.00121,-5.57322,1.4697339270662266,0.23993734422306234,0.05236065508113028
160,1487,1048,,,99.0,11.98,14.96,,3.18,18.14,10.054998294395505,3.483,M5.5(H),0.0,-0.67,1.68,0.12,4.86,Simbad,05 36 01.28,-05 19 10.52,1,V1596 Ori,M5.5,1.0,H,2840.0,-0.816,0.11,0.04,0.04,0.3,0.15,1.8,1.62,0.28,1.18,opt,H02,,,g,Simbad,84.0058,-5.31963,1.679298767114314,0.1550208485162146,0.05236065508113028
161,1490,5028,,,,14.02,15.16,,4.07,19.23,10.794998294395503,3.471,M6(H),0.35,-0.57,1.99,0.12,4.54,Simbad,05 36 02.67,-05 15 26.81,1,2MASS J05360276-0515269,M6,1.0,H,2800.0,-0.824,,,,,,,1.65,0.26,4.88,opt,H02,3.0,,b,Simbad,84.0115,-5.25749,1.353112601006592,0.12621642652430543,0.05236065508113028
162,1491,1051,,,99.0,14.99,15.85,,3.91,19.76,8.184998294395504,3.526,M3(H),3.49,-0.41,1.86,0.22,5.52,Simbad,05 36 02.72,-05 32 53.84,1,2MASS J05360282-0532543,M3,1.0,H,3360.0,-0.492,0.3,0.06,0.1,1.7,0.4,0.7,1.68,0.28,2.25,opt,H02,2.0,,,Simbad,84.01179,-5.54844,1.7243567948529697,0.3118332996333996,0.05236065508113028
163,1492,5110,,,,11.75,15.38,,3.1,18.48,10.394998294395505,3.5,M4.5(H),0.0,-0.95,1.12,0.14,6.11,Simbad,05 36 03.25,-05 24 22.85,1,2MASS J05360335-0524232,M4.5,1.0,H,3020.0,-1.077,0.13,0.06,0.09,3.4,2.4,1.8,1.06,0.21,1.22,opt,R09,,,g,Simbad,84.014,-5.40644,1.6762719229414038,0.14168785782760615,0.05236065508113028
164,1493,1052,,,98.0,11.81,16.5,,3.94,20.44,12.334998294395506,3.471,M6(H),0.02,-1.18,0.98,0.07,5.3,Simbad,05 36 03.39,-05 24 35.92,1,2MASS J05360348-0524359,M6,1.0,H,2800.0,-1.36,,,,,,,0.89,0.14,3.56,opt,H02,3.0,,b,Simbad,84.0145,-5.41,1.346365353671092,0.0,0.0
165,1494,1053,,,99.0,13.71,15.07,,2.69,17.76,9.674998294395506,3.494,M5(H),0.0,-0.79,1.39,0.13,5.44,Simbad,05 36 03.75,-05 30 18.31,1,V2636 Ori,M5,1.0,H,2880.0,-0.932,,,,,,,1.38,0.31,1.05,opt,H02,2.0,,b,Simbad,84.01609,-5.50522,1.7345918934137907,0.1718016080487099,0.05236065508113028
166,1497,5068,,,,13.09,15.96,,3.26,19.22,10.784997294395504,3.5,M4.5(H),0.35,-1.1,0.95,0.13,6.24,Simbad,05 36 05.66,-05 18 55.58,1,V1767 Ori,M4.5,1.0,H,3020.0,-1.209,0.12,0.06,0.09,4.2,2.7,2.8,0.91,0.18,20.78,opt,Re01,3.0,,d,Simbad,84.024,-5.3155,1.5096656448247423,0.1265411590393429,0.05236065508113028
167,1506,5087,,,,13.25,13.84,,2.74,16.58,8.494998294395502,3.509,M4(H),0.0,-0.38,2.06,0.18,4.98,Simbad,05 36 08.58,-05 21 01.90,1,V1129 Ori,M4,1.0,H,3160.0,-0.54,0.22,0.07,0.13,1.6,1.4,0.6,1.79,0.37,0.81,opt,H02,,,g,Simbad,84.0362,-5.3506,1.6337624416797658,0.2813749140873865,0.05236065508113028
168,1512,5123,,,,14.01,15.58,,3.99,19.57,7.784998294395503,3.526,M3(H),3.7,-0.25,2.23,0.21,5.01,Simbad,05 36 09.94,-05 27 31.28,1,V1600 Ori,M6.5,1.0,H13,2725.0,-0.936,,,,,,,1.53,0.22,2.11,opt,R09,3.0,,b,Simbad,84.04192,-5.45881,1.855728223226354,0.35005738508895384,0.05236065508113028
169,1519,5162,,,,17.2,16.02,,4.57,20.59,7.7349982943955045,3.518,M3.5(H),4.77,-0.13,2.64,0.16,4.33,Simbad,05 36 12.05,-05 33 29.24,1,V1602 Ori,M3,1.0,H13,3360.0,-0.148,0.29,0.06,0.13,0.8,0.7,0.4,2.49,0.41,7.29,opt,H02,3.0,,,Simbad,84.05063,-5.55825,1.5793374206461634,0.354583794861597,0.05236065508113028
170,1530,5099,,,,15.01,16.49,,3.4,19.89,11.104997294395504,3.5,M4.5(H),0.7,-1.22,0.82,0.13,6.34,Simbad,05 36 16.38,-05 22 40.93,1,2MASS J05361649-0522413,M4.5,1.0,H13,3020.0,-1.334,0.1,0.04,0.1,4.5,2.0,5.3,0.79,0.16,1.65,opt,R09,,,g,Simbad,84.06875,-5.37814,1.8306865004598507,0.11418122373419488,0.05236065508113028
171,1531,5011,,,,17.89,16.53,,4.12,20.650002,10.405000294395505,3.494,M5-5.5(H),2.16,-0.85,1.3,0.13,5.61,Simbad,05 36 16.85,-05 13 47.83,1,2MASS J05361693-0513483,M5.25,1.0,H13,2860.0,-1.099,,,,,,,1.15,0.23,0.56,opt,R09,,,b,Simbad,84.07054,-5.23011,1.3168698385944415,0.14132425554379643,0.05236065508113028
172,1534,5148,,,,17.5,16.14,,3.32,19.46,8.164998294395504,3.555,M1.5(H),3.21,-0.65,1.23,0.37,6.27,Simbad,05 36 19.14,-05 31 07.94,1,2MASS J05361925-0531083,M5,2.0,H13,2880.0,-1.354,,,,,,,0.85,0.3,1.64,opt,R09,,,b,Simbad,84.08012,-5.51892,1.3369358304402374,0.31343994750929544,0.05236065508113028
173,1538,5124,,,,16.65,16.12,,3.98,20.1,6.204999294395504,3.591,K8(H),5.81,-0.04,2.1,0.38,5.67,Simbad,05 36 20.89,-05 27 33.79,1,2MASS J05362100-0527340,K8,1.0,H,3940.0,-0.142,0.64,0.06,0.08,1.9,0.6,0.9,1.83,0.22,6.58,opt,R09,,,g,Simbad,84.08752,-5.45947,1.7405880856106408,0.5602141116756053,0.05236065508113028
174,1553,5070,,,,17.66,15.26,,3.92,19.18,7.574998294395504,3.526,M3(H),3.52,-0.16,2.46,0.2,4.76,Simbad,05 36 25.07,-05 19 13.04,1,2MASS J05362516-0519133,M5.5,1.0,H13,2840.0,-0.805,0.11,0.04,0.04,0.3,0.15,1.6,1.64,0.28,1.22,opt,R09,,,g,Simbad,84.10485,-5.32037,1.4339703193456232,0.3704159316033153,0.05236065508113028
175,1554,5049,,,,18.36,16.27,,3.94,20.210001,7.324999294395504,3.555,M1.5(H),4.8,-0.31,1.81,0.31,5.8,Simbad,05 36 25.31,-05 17 01.83,1,V1770 Ori,M5.5,2.0,H13,2840.0,-1.196,,,,,,,1.04,0.33,43.34,opt,Re01,,,"b,d",Simbad,84.10549,-5.28389,0.2077541481657874,0.3939779592656938,0.05236065508113028
176,1563,5146,,,,19.29,13.21,,2.3,15.51,7.424998294395504,3.535,M2.5(H),0.0,-0.23,2.19,0.23,5.12,Simbad,05 36 27.42,-05 30 55.28,1,V951 Ori,M2.5,1.0,H13,3425.0,-0.336,0.34,0.09,0.07,1.4,0.3,0.3,1.93,0.29,5.88,opt,S99,2.0,,,Simbad,84.11473,-5.51543,1.7407539325423729,0.3839835749146387,0.05236065508113028
177,1571,5079,,2395.0,,18.6,13.72,,2.24,15.96,7.204998294395503,3.562,M1(H),0.67,-0.3,1.77,0.33,5.83,Simbad,05 36 29.64,-05 20 06.46,1,V1612 Ori,M0.5,1.0,H13,3700.0,-0.441,0.47,0.09,0.09,2.6,0.9,1.7,1.47,0.2,5.06,opt,S99,3.0,N,,Simbad,84.12393,-5.33523,1.5846168050359568,0.4073605690070335,0.05236065508113028
178,3,3126,,1382.0,,16.8,13.17,,1.68,14.85,6.524999294395505,3.602,K7(H),0.24,-0.21,1.63,0.51,6.02,Simbad,05 34 12.81,-05 28 47.81,1,Parenago 1382,K7,1.0,H,3970.0,-0.328,0.69,0.06,0.07,3.9,1.3,2.2,1.45,0.17,8.46,opt,H02,,N,g,Simbad,83.55371,-5.48006,1.2672835665955398,0.5041978643251775,0.05236065508113028
179,4,3153,,,,18.98,16.49,,2.74,19.23,10.654998294395503,3.526,M3(H),0.49,-1.39,0.6,0.19,6.83,Simbad,05 34 12.97,-05 33 48.05,1,V1934 Ori,M3,1.0,H,3360.0,-1.478,0.22,0.08,0.11,17.0,8.9,23.0,0.54,0.09,7.87,opt,R09,,,g,Simbad,83.55441,-5.56346,1.38079194166554,0.13185197939711457,0.05236065508113028
180,8,3007,,,,17.88,14.81,,2.61,17.42,8.744998294395502,3.535,M2.5(H),0.59,-0.72,1.24,0.26,6.16,Simbad,05 34 14.80,-05 14 17.70,1,2MASS J05341487-0514183,M3.5,1.0,H13,3260.0,-0.948,0.23,0.08,0.1,3.9,1.5,3.4,1.05,0.2,1.69,opt,H02,2.0,,,Simbad,83.562,-5.23844,1.376899726072958,0.25585625821747743,0.05236065508113028
181,14,3127,,,,15.87,14.54,,4.21,18.75,7.884998294395505,3.5,M4.5(H),2.78,0.07,3.6,0.14,3.45,Simbad,05 34 17.15,-05 29 03.98,1,2MASS J05341723-0529043,M5,1.0,H13,2880.0,-0.158,0.16,0.04,0.08,0.05,0.04,0.15,3.35,0.76,3.11,opt,R09,,,g,Simbad,83.5718,-5.48453,1.2675424830520152,0.3403016366043042,0.05236065508113028
182,15,3074,,,,14.83,16.47,,2.53,19.0,,,early-M::(H),,,,,,Simbad,05 34 17.19,-05 22 36.22,1,2MASS J05341726-0522368,M0.5,1.0,H13,3700.0,-1.36,0.41,0.08,0.08,44.0,19.5,15.0,0.51,0.07,11.9,opt,R09,,,a,Simbad,83.57196,-5.37689,1.3351857724613814,0.0,0.0
183,16,3076,,,,14.81,16.09,,3.65,19.74,8.394998294395505,3.535,M2.5(H),3.26,-0.58,1.45,0.27,6.02,Simbad,05 34 17.23,-05 22 47.60,1,2MASS J05341730-0522480,M7.5,1.0,H13,2610.0,-0.98,,,,,,,1.58,0.23,2.03,opt,R09,3.0,,b,Simbad,83.57211,-5.38002,1.234728602241299,0.29168115133416955,0.05236065508113028
