col1,recno,ID,m_ID,Parenago,Mem,Rproj,Imag,l_V-I,VmI,V,Vmag,logT,SpT_1,AV,log(L),R,M,log(age),Simbad_1,RAJ2000,DEJ2000,single,Name,SpT_2,e_SpT,ref1,Teff,logL,M*,e_M*_2,E_M*_2a,Age,e_Age_2,E_Age_2a,R*,e_R*,Per,n_Per,ref2,Cl,Acc,Notes,Simbad_2,_RA,_DE,Separation,Mass_calc,Mass_e
283,230,157,,1659.0,99.0,5.13,10.15,,1.56,11.709999,2.414997294395505,3.679,K2(WSH)K2-K4(P)K0(vA)K0(vA)K1(CK)K4III(Ham),1.21,1.19,5.76,1.34,5.15,Simbad,05 34 55.89,-05 23 12.62,1,KM Ori,K3,1.0,StE,4550.0,1.143,2.08,0.85,0.57,0.4,0.2,0.2,6.0,0.9,17.4,opt,H00,3.0,,d,Simbad,83.73322,-5.38695,1.299603213020736,0.0,0.0
284,231,158,,,99.0,7.94,13.26,,2.15,15.41,7.1149982943955035,3.555,M1.5(H),0.21,-0.23,1.99,0.28,5.69,Simbad,05 34 55.89,-05 29 25.92,1,V478 Ori,M1.5,1.0,H,3560.0,-0.372,0.38,0.07,0.09,1.6,0.3,0.8,1.72,0.24,1.92,opt,S99,3.0,N,,Simbad,83.73323,-5.49067,1.3639629990887727,0.42011687177868345,0.05236065508113028
285,232,162,,,99.0,11.46,15.32,,2.88,18.2,10.114998294395503,3.471,M5-M6(H),0.0,-0.71,1.68,0.11,4.71,Simbad,05 34 56.27,-05 33 40.12,1,2MASS J05345636-0533404,M5.5,2.0,H13,2840.0,-0.96,,,,,,,1.37,0.43,0.74,opt,R09,3.0,N,b,Simbad,83.73485,-5.56124,1.4449100770410843,0.15264920347244804,0.05236065508113028
286,233,166,,,99.0,15.55,14.25,,2.81,17.06,8.974998294395503,3.494,M5(H),0.0,-0.46,2.02,0.14,4.76,Simbad,05 34 56.30,-05 38 05.72,1,2MASS J05345640-0538052,M5,1.0,H,2880.0,-0.604,0.13,0.07,0.1,0.2,0.16,1.9,2.01,0.45,0.67,opt,H02,3.0,,e,Simbad,83.735,-5.63478,1.578116568564736,0.23265195862029767,0.05236065508113028
287,235,164,,,99.0,6.7,14.01,,2.38,16.39,7.914997294395505,3.544,M2e(H),0.39,-0.47,1.58,0.3,5.93,Simbad,05 34 56.43,-05 27 50.52,1,V2080 Ori,M2e,1.0,H,3490.0,-0.598,0.36,0.07,0.06,2.7,0.9,1.1,1.37,0.19,6.52,opt,H02,2.0,,,Simbad,83.73547,-5.46419,1.358923524651591,0.33768848691293857,0.05236065508113028
288,237,168,,,99.0,5.9,15.0,,3.16,18.16,10.074998294395504,3.483,M5.5(H),0.0,-0.68,1.64,0.12,4.89,Simbad,05 34 56.67,-05 26 36.82,1,2MASS J05345675-0526372,M5,1.0,H13,2880.0,-0.904,0.11,0.05,0.09,0.5,0.4,2.5,1.42,0.32,0.92,opt,H02,3.0,,,Simbad,83.7365,-5.44368,1.4104191668889434,0.1542262340486992,0.05236065508113028
289,240,167,,,99.0,5.22,14.91,,3.08,17.99,6.074998294395504,3.602,K7(H),3.83,-0.03,2.01,0.44,5.73,Simbad,05 34 56.76,-05 21 36.22,1,V1315 Ori,K7,1.0,H,3970.0,-0.15,0.67,0.06,0.06,2.1,0.6,1.1,1.78,0.21,3.4,opt,R09,,N,g,Simbad,83.73682,-5.36011,1.1603875530434116,0.5837258017184691,0.05236065508113028
290,241,169,,,99.0,5.05,15.95,,,,,,,,,,,,Simbad,05 34 56.85,-05 22 06.02,1,V1469 Ori,M3,1.0,H13,3360.0,,,,,,,,,,3.85,opt,H00,2.0,,c,Simbad,83.73722,-5.36841,1.2627737561451822,0.0,0.0
291,242,171,,,99.0,4.89,14.94,,2.96,17.9,9.684998294395504,3.509,M4(H),0.13,-0.79,1.29,0.17,6.06,Simbad,05 34 56.93,-05 22 59.82,1,V1470 Ori,M4,1.0,H,3160.0,-0.868,0.2,0.09,0.11,2.9,2.5,1.8,1.23,0.26,1.18,opt,R09,3.0,,,Simbad,83.73755,-5.38334,1.241450617411778,0.17092097783280943,0.05236065508113028
292,243,173,,,99.0,11.21,15.08,,3.65,18.73,8.744998294395502,3.509,M4(H),1.9,-0.41,1.99,0.18,5.07,Simbad,05 34 57.06,-05 33 29.12,1,2MASS J05345714-0533294,M4.5,1.0,H13,3020.0,-0.614,0.17,0.07,0.09,0.8,0.71,1.5,1.8,0.36,0.83,opt,R09,2.0,,e,Simbad,83.7381,-5.55819,1.3058340877920571,0.25585625821747743,0.05236065508113028
293,245,172,,,99.0,10.03,16.16,,3.45,19.61,10.694998294395505,3.5,M4.5(H),0.83,-1.06,0.99,0.14,6.2,Simbad,05 34 57.29,-05 14 33.42,1,2MASS J05345737-0514334,M4.5,1.0,H,3020.0,-1.17,0.11,0.05,0.09,3.8,1.8,2.8,0.95,0.19,0.59,opt,R09,,,g,Simbad,83.73906,-5.24264,1.2634992695188736,0.13016883398343768,0.05236065508113028
294,248,175,,,99.0,4.71,14.07,,2.41,16.48,8.394998294395505,3.526,M3(H),0.0,-0.55,1.58,0.23,5.93,Simbad,05 34 57.69,-05 22 50.92,1,V402 Ori,M3.5,1.0,H13,3260.0,-0.652,0.24,0.08,0.12,2.2,0.8,1.0,1.48,0.28,9.19,opt,H00,2.0,,,Simbad,83.74077,-5.38087,1.43151882525909,0.29168115133416955,0.05236065508113028
295,250,181,,,99.0,7.89,15.16,,3.28,18.44,8.474999294395504,3.526,M3(H),1.88,-0.52,1.62,0.23,5.9,Simbad,05 34 57.83,-05 29 45.42,1,V1473 Ori,M3,1.0,H,3360.0,-0.609,0.28,0.06,0.11,2.1,0.4,1.3,1.47,0.24,1.36,opt,H02,3.0,,,Simbad,83.74135,-5.49612,1.5311455659491373,0.283552289977892,0.05236065508113028
296,251,177,,,99.0,7.37,14.53,,2.9,17.43,6.504998294395504,3.58,M0(H),2.84,-0.12,2.02,0.35,5.71,Simbad,05 34 57.95,-05 17 37.62,1,V2089 Ori,M1.5,1.0,H13,3560.0,-0.443,0.38,0.06,0.09,1.9,0.4,1.1,1.58,0.22,8.85,opt,R09,,,g,Simbad,83.74179,-5.2938,1.1904202657851626,0.5080995208654797,0.05236065508113028
297,254,180,,,99.0,12.36,14.45,,2.94,17.39,9.304998294395505,3.494,M5(H),0.0,-0.54,1.84,0.14,4.96,Simbad,05 34 58.11,-05 11 53.72,1,2MASS J05345819-0511536,M5,1.0,H13,2880.0,-0.684,0.13,0.07,0.1,0.3,0.24,2.1,1.83,0.41,0.73,opt,R09,,,"e,g",Simbad,83.74247,-5.19824,1.2381589097149188,0.19992493743064932,0.05236065508113028
298,255,183,,,99.0,5.05,14.49,,3.45,17.94,9.414998294395504,3.494,M5(H),0.44,-0.45,2.05,0.15,4.73,Simbad,05 34 58.18,-05 25 32.92,1,2MASS J05345827-0525332,M6,1.0,H13,2800.0,-0.556,0.11,0.02,0.07,0.1,0.06,0.4,2.24,0.35,1.51,opt,H02,3.0,,,Simbad,83.74282,-5.42591,1.4886871190471789,0.19137984344999617,0.05236065508113028
299,256,184,,,99.0,4.99,15.73,,,,,3.555,M1.5(H),0.0,-1.27,0.6,0.35,7.18,Simbad,05 34 58.29,-05 21 16.52,1,2MASS J05345837-0521166,M3,1.0,H13,3360.0,,,,,,,,,,1.5,opt,R09,3.0,N,c,Simbad,83.74324,-5.35462,1.313051365769912,0.0,0.0
300,257,186,,,99.0,10.46,16.13,,4.29,20.419998,7.4349972943955045,3.535,M2.5(H),4.9,-0.2,2.26,0.23,5.04,Simbad,05 34 58.44,-05 32 49.52,1,V1474 Ori,M2.5,1.0,H,3425.0,-0.312,0.32,0.07,0.09,1.3,0.3,0.4,1.98,0.3,5.85,opt,P09,2.0,,,Simbad,83.74387,-5.54718,1.3657340797846145,0.3829981883972262,0.05236065508113028
301,258,185,,,99.0,11.81,16.05,,3.33,19.38,11.294998294395503,3.483,M5.5(H),0.0,-1.1,1.01,0.1,5.89,Simbad,05 34 58.61,-05 12 26.12,1,2MASS J05345869-0512261,M5.5,1.0,H,2840.0,-1.252,,,,,,,0.98,0.17,1.8,opt,H02,3.0,,b,Simbad,83.74455,-5.20727,1.2260269150206864,0.10625483785389762,0.05236065508113028
302,259,187,,,99.0,4.89,14.27,,2.85,17.12,5.084999294395503,3.643,K5(H),3.95,0.22,2.23,0.68,5.77,Simbad,05 34 58.71,-05 21 17.52,1,V2094 Ori,K6,1.0,H13,4020.0,0.031,0.68,0.08,0.15,1.3,0.4,0.8,2.14,0.28,14.41,opt,H02,,N,g,Simbad,83.74497,-5.3549,1.2423884825923324,0.8472633711030118,0.05236065508113028
303,260,188,,,99.0,6.42,14.32,,2.38,16.7,8.614998294395503,3.526,M3(H),0.0,-0.65,1.41,0.23,6.04,Simbad,05 34 58.81,-05 28 02.92,1,V1475 Ori,M3,1.0,H,3360.0,-0.772,0.28,0.08,0.09,3.0,0.7,2.1,1.22,0.2,6.58,opt,R09,3.0,,,Simbad,83.74543,-5.46759,1.4490951456899397,0.26934852500568957,0.05236065508113028
304,262,189,,,99.0,4.34,15.24,,3.43,18.67,10.194998294395505,3.494,M4.5IV-M5V(H),0.39,-0.76,1.43,0.14,5.39,Simbad,05 34 59.10,-05 23 07.52,1,2MASS J05345918-0523078,M4.75,1.0,H,2950.0,-0.867,0.13,0.06,0.09,1.8,1.65,1.5,1.41,0.3,2.89,opt,R09,,,g,Simbad,83.74662,-5.38551,1.3632501706291065,0.14954335490479054,0.05236065508113028
305,264,191,,,99.0,4.28,14.18,,2.78,16.960001,7.844999294395505,3.535,M4(Eetal)M2.5(H),1.03,-0.37,1.87,0.24,5.67,Simbad,05 34 59.47,-05 23 59.92,1,V1318 Ori,M2.5,1.0,H,3425.0,-0.474,0.34,0.08,0.06,1.8,0.4,0.6,1.64,0.25,8.63,opt,H02,,,g,Simbad,83.74816,-5.40006,1.3528931740050474,0.34470189987308447,0.05236065508113028
306,265,192,,1686.0,99.0,4.8,13.73,,2.3,16.029999,7.7649962943955035,3.544,M2(H),0.18,-0.41,1.7,0.29,5.86,Simbad,05 34 59.54,-05 25 39.52,1,V1477 Ori,M1,1.0,H13,3630.0,-0.449,0.43,0.07,0.1,2.3,0.7,1.3,1.51,0.21,8.93,opt,P09,2.0,,,Simbad,83.74844,-5.42777,1.355805706691356,0.3518609735923497,0.05236065508113028
307,269,5106,,,,4.14,17.32,,1.9,19.22,,,>M2(H),,,,,,Simbad,05 35 00.13,-05 24 08.89,1,V2099 Ori,M5.5,2.0,H13,2840.0,-1.76,,,,,,,0.55,0.17,7.29,MIR,M11,2.0,,b,Simbad,83.75091,-5.40253,1.3379886664992846,0.0,0.0
308,270,5038,,,,8.45,17.07,,,,,3.633,K5-K6:(H),0.0,-1.86,0.21,,,Simbad,05 35 00.14,-05 15 58.38,1,2MASS J05350023-0515590,K5.5,1.0,H,4080.0,,,,,,,,,,1.25,opt,R09,2.0,,c,Simbad,83.751,-5.26639,1.6187714228156704,0.0,0.0
309,273,198,,,99.0,4.42,13.8,,1.63,15.43,6.8649992943955045,3.623,K6e(H),0.48,-0.43,1.16,0.82,6.77,Simbad,05 35 00.37,-05 25 13.92,1,V2102 Ori,K6e,1.0,H,4020.0,-0.543,0.79,0.15,0.07,11.0,5.0,8.0,1.1,0.14,,,,2.0,,"a,f",Simbad,83.75195,-5.42064,1.5129681090064566,0.4561207343461758,0.05236065508113028
310,274,203,,1695.0,98.0,15.28,13.85,,2.48,16.33,6.4849982943955045,3.58,MO(H),1.76,-0.11,2.04,0.35,5.7,Simbad,05 35 00.72,-05 38 08.32,1,KW Ori,M0,1.0,H,3770.0,-0.301,0.51,0.09,0.11,2.0,0.6,1.4,1.66,0.23,7.29,opt,S99,2.0,,,Simbad,83.75343,-5.63555,1.5775916133474464,0.5120313697664315,0.05236065508113028
311,275,200,,,99.0,8.65,15.85,,3.81,19.66,7.904998294395504,3.535,M2.5(H),3.67,-0.39,1.82,0.25,5.74,Simbad,05 35 00.75,-05 31 05.32,1,V2106 Ori,M5,1.0,H13,2880.0,-0.932,,,,,,,1.38,0.31,3.11,opt,H02,2.0,,b,Simbad,83.75355,-5.5183,1.6226069296625454,0.3385572995918755,0.05236065508113028
312,277,201,,,99.0,3.95,13.41,,2.97,16.38,6.784997294395504,3.535,M2.5(H),1.51,0.06,3.05,0.19,4.27,Simbad,05 35 00.93,-05 24 10.02,1,2MASS J05350101-0524103,M2.5,1.0,H,3425.0,-0.048,0.32,0.07,0.1,0.7,0.6,0.3,2.68,0.4,1.92,opt,H02,3.0,N,,Simbad,83.75423,-5.40289,1.3290070988787726,0.4667917434327709,0.05236065508113028
313,279,202,,,,3.87,15.88,,2.9,18.78,10.694998294395505,3.5,M4.5(H),0.0,-1.15,0.89,0.13,6.29,Simbad,05 35 01.00,-05 23 03.52,1,V2107 Ori,M4.5,1.0,H,3020.0,-1.308,0.11,0.05,0.09,4.6,1.8,4.5,0.81,0.16,3.98,MIR,M11,,A,g,Simbad,83.75448,-5.38448,1.2770450781307154,0.13016883398343768,0.05236065508113028
314,282,205,,,99.0,4.16,16.6,,,,,3.471,M6(H),0.0,-1.23,0.93,0.07,5.38,Simbad,05 35 01.14,-05 21 44.12,1,2MASS J05350121-0521444,M6,1.0,H,2800.0,,,,,,,,,,8.2,opt,R09,3.0,,c,Simbad,83.75508,-5.36233,1.2127827723672897,0.0,0.0
315,284,207,,,99.0,6.3,15.7,,,,,,,,,,,,Simbad,05 35 01.23,-05 18 21.22,1,2MASS J05350132-0518212,M4.5,1.0,H13,3020.0,,,,,,,,,,2.74,opt,R09,3.0,,c,Simbad,83.7555,-5.30591,1.345381463620451,0.0,0.0
316,286,204,,1693.0,98.0,14.34,13.74,,2.16,15.9,7.574998294395504,3.555,M1.5(H),0.24,-0.41,1.61,0.33,5.92,Simbad,05 35 01.35,-05 09 32.52,1,KV Ori,M1.5,1.0,H,3560.0,-0.564,0.38,0.06,0.08,2.6,0.7,1.5,1.38,0.19,2.83,opt,Re01,3.0,N,,Simbad,83.75594,-5.15906,1.133478759170955,0.3704159316033153,0.05236065508113028
317,287,211,,,99.0,6.22,14.04,,2.61,16.65,7.974998294395503,3.535,M2.5(H),0.59,-0.42,1.76,0.25,5.79,Simbad,05 35 01.39,-05 28 20.32,1,V1479 Ori,M2.5,1.0,H,3425.0,-0.524,0.32,0.06,0.09,1.9,0.4,1.1,1.55,0.23,5.46,opt,H02,3.0,N,,Simbad,83.75619,-5.47244,1.5009830718544297,0.3316689065961191,0.05236065508113028
318,288,213,,,99.0,4.32,15.59,,2.89,18.48,10.394998294395505,3.494,M5(H),0.0,-1.0,1.09,0.13,6.07,Simbad,05 35 01.49,-05 25 33.62,1,2MASS J05350158-0525339,M5,1.0,H13,2880.0,-1.14,,,,,,,1.08,0.24,2.71,opt,R09,3.0,,b,Simbad,83.75659,-5.42611,1.4185806268111232,0.14168785782760615,0.05236065508113028
319,289,212,,,99.0,3.81,15.11,,3.62,18.73,9.764998294395506,3.494,M5(H),0.88,-0.59,1.74,0.14,5.06,Simbad,05 35 01.51,-05 24 09.82,1,2MASS J05350160-0524101,M5,1.0,H13,2880.0,-0.755,0.12,0.05,0.1,0.3,0.15,2.3,1.69,0.38,0.81,opt,R09,3.0,,e,Simbad,83.7567,-5.40282,1.5006554073986234,0.16744336601362644,0.05236065508113028
320,290,216,,,99.0,10.91,16.01,,3.99,20.0,8.214998294395505,3.526,M3(H),3.7,-0.42,1.83,0.22,5.61,Simbad,05 35 01.52,-05 33 37.72,1,2MASS J05350161-0533380,M3,1.0,H,3360.0,-0.506,0.29,0.06,0.1,1.7,0.4,0.8,1.65,0.27,6.69,opt,P09,,N,g,Simbad,83.75673,-5.56057,1.4595416997157775,0.30943875607837673,0.05236065508113028
321,292,215,,,99.0,5.29,16.15,,,,,,,,,,,,Simbad,05 35 01.62,-05 27 09.52,1,2MASS J05350171-0527099,M4.9,1.0,D10,2908.0,,,,,,,,,,3.37,opt,R09,,,c,Simbad,83.75715,-5.45276,1.4926259732288647,0.0,0.0
322,293,218,,,99.0,7.85,14.98,,2.99,17.97,9.884998294395503,3.5,M4.5(H),0.0,-0.79,1.35,0.15,5.88,Simbad,05 35 01.73,-05 30 18.82,1,2MASS J05350182-0530193,M4.5,1.0,H,3020.0,-0.948,0.15,0.07,0.08,2.7,2.5,1.4,1.23,0.24,3.78,opt,R09,3.0,,,Simbad,83.75762,-5.50537,1.561490600362297,0.16235916583635,0.05236065508113028
323,295,219,,,99.0,6.16,15.52,,4.3,19.82,9.114998294395503,3.494,M5(H),2.62,-0.33,2.35,0.15,4.43,Simbad,05 35 01.99,-05 18 22.52,1,V2120 Ori,M5,1.0,H13,2880.0,-0.494,0.12,0.03,0.12,0.1,0.08,1.6,2.28,0.51,1.69,opt,R09,2.0,,,Simbad,83.75863,-5.30629,1.2191030293085117,0.21873810441653704,0.05236065508113028
324,298,222,,,98.0,6.8,14.14,,2.85,16.99,7.3149982943955045,3.544,M2(H),1.59,-0.23,2.09,0.25,5.33,Simbad,05 35 02.09,-05 29 09.22,1,JW 222,M2,1.0,H,3490.0,-0.356,0.36,0.07,0.07,1.5,0.3,0.5,1.81,0.25,5.17,opt,H00,2.0,N,,Simbad,83.7591,-5.48607,1.5392703448984246,0.3949915947892526,0.05236065508113028
325,300,221,,1703.0,98.0,8.36,11.33,,2.66,13.99,1.874997294395504,3.679,K3(H),4.03,1.41,7.39,1.52,4.98,Simbad,05 35 02.30,-05 15 47.82,1,V403 Ori,K3,1.0,H,4550.0,1.357,2.51,1.02,0.49,0.3,0.1,0.1,7.68,1.15,6.09,MIR,M11,3.0,N,a,Simbad,83.75992,-5.26333,1.2185265487079089,0.0,0.0
326,304,227,,,99.0,9.67,16.27,,4.25,20.52,,,,,,,,,Simbad,05 35 02.60,-05 32 24.52,1,2MASS J05350270-0532249,M6,1.0,H13,2800.0,-1.174,,,,,,,1.1,0.17,2.73,opt,R09,3.0,,b,Simbad,83.76125,-5.54026,1.5498658834386796,0.0,0.0
327,306,228,,,99.0,9.32,16.66,,3.68,20.34,11.224998294395503,3.494,M5e(H),1.03,-1.17,0.89,0.12,6.26,Simbad,05 35 02.67,-05 32 02.32,1,V2124 Ori,M5.5,1.0,H13,2840.0,-1.496,,,,,,,0.74,0.13,3.22,opt,H02,2.0,,b,Simbad,83.76152,-5.53412,1.505131995348693,0.10930094566496638,0.05236065508113028
328,310,229,,,99.0,5.91,14.17,,2.41,16.58,7.6149982943955035,3.555,M1.5(H),0.88,-0.43,1.58,0.33,5.94,Simbad,05 35 03.07,-05 18 29.82,1,V2128 Ori,M1.5,1.0,H,3560.0,-0.605,0.37,0.06,0.09,2.8,0.8,1.9,1.31,0.18,7.75,opt,H02,,N,g,Simbad,83.76315,-5.30831,1.2880500752351092,0.3666282669840486,0.05236065508113028
329,311,231,,,99.0,6.42,15.57,,,,,3.471,M6(H),0.0,-0.81,1.49,0.1,4.82,Simbad,05 35 03.13,-05 17 53.22,1,V2129 Ori,M6,1.0,H,2800.0,,,,,,,,,,5.53,NIR,C01,,,c,Simbad,83.76343,-5.29814,1.3945594756789517,0.0,0.0
330,313,234,,,99.0,4.29,15.95,,2.88,18.83,10.744998294395502,3.5,M4.5(H),0.0,-1.18,0.86,0.13,6.31,Simbad,05 35 03.34,-05 26 09.72,1,2MASS J05350343-0526100,M4.5,1.0,H,3020.0,-1.336,0.11,0.05,0.09,4.8,1.8,4.6,0.78,0.16,3.96,MIR,M11,3.0,,,Simbad,83.7643,-5.43613,1.4171846933052403,0.12817739687723836,0.05236065508113028
331,316,5100,,,,3.26,16.53,,,,,3.483,M5.5e(H),0.0,-1.3,0.81,0.09,6.28,Simbad,05 35 03.61,-05 22 45.29,1,2MASS J05350370-0522457,M5.5,1.0,H,2840.0,,,,,,,,,,5.11,MIR,M11,2.0,A,c,Simbad,83.76542,-5.37936,1.4154774311311822,0.0,0.0
332,319,237,,,99.0,5.39,15.32,,3.22,18.539999,9.654998294395503,3.509,M4(H),0.8,-0.78,1.31,0.17,6.05,Simbad,05 35 03.87,-05 18 59.62,1,V2136 Ori,M4,1.0,H13,3160.0,-0.857,0.21,0.09,0.11,2.9,2.3,1.9,1.24,0.26,5.22,opt,H02,2.0,,,Simbad,83.76651,-5.31661,1.3912149323043843,0.17357650357897603,0.05236065508113028
333,320,243,,,99.0,4.49,13.58,,2.36,15.94,7.514997294395505,3.544,M2(H),0.34,-0.31,1.9,0.26,5.71,Simbad,05 35 03.97,-05 26 36.72,1,V1482 Ori,M1.5,1.0,H13,3560.0,-0.4,0.38,0.06,0.1,1.7,0.3,0.9,1.66,0.23,10.15,opt,H00,2.0,N,,Simbad,83.76694,-5.44366,1.498594600753398,0.3761709246745875,0.05236065508113028
334,321,241,,,99.0,4.39,16.54,,,,,,,,,,,,Simbad,05 35 04.07,-05 20 15.52,1,2MASS J05350416-0520156,M4,1.0,H13,3160.0,,,,,,,,,,1.24,opt,R09,3.0,,c,Simbad,83.76734,-5.33768,1.3740170851084803,0.0,0.0
335,322,244,,,99.0,3.24,15.47,,2.91,18.380001,10.294999294395504,3.494,M5(H),0.0,-0.95,1.15,0.13,6.01,Simbad,05 35 04.07,-05 22 24.02,1,2MASS J05350416-0522243,M4,1.0,H13,3160.0,-1.111,0.17,0.08,0.12,4.3,2.3,4.8,0.93,0.19,2.48,opt,R09,3.0,A,,Simbad,83.76737,-5.37343,1.5115049596967765,0.14574975749428976,0.05236065508113028
336,323,245,,,99.0,4.36,13.95,,2.7,16.65,7.354998294395504,3.544,M2e(H),1.21,-0.25,2.05,0.25,5.42,Simbad,05 35 04.10,-05 26 27.42,1,V1322 Ori,M2e,1.0,H,3490.0,-0.374,0.35,0.06,0.08,1.5,0.2,0.6,1.78,0.25,8.73,opt,H00,2.0,A,,Simbad,83.76748,-5.44107,1.485756945474759,0.3909526332845051,0.05236065508113028
337,324,240,,,99.0,8.59,15.69,,3.19,18.88,7.684997794395505,3.562,M1(H),3.11,-0.5,1.42,0.38,6.1,Simbad,05 35 04.11,-05 15 21.32,1,V2138 Ori,M1,1.0,H,3630.0,-0.678,0.41,0.06,0.11,4.2,1.5,3.5,1.16,0.16,13.33,opt,R09,3.0,,,Simbad,83.7675,-5.25594,1.3458464379772548,0.3591687332821208,0.05236065508113028
338,328,249,,1737.0,99.0,3.05,13.64,,2.35,15.99,4.434997794395505,3.695,"K2(H)M0,M4(Sam)",3.47,0.35,2.03,1.38,6.3,Simbad,05 35 04.41,-05 23 56.22,1,V2140 Ori,K2,1.0,H,4760.0,0.296,1.58,0.12,0.12,4.3,1.9,3.2,2.06,0.3,3.82,opt,H02,,N,a,Simbad,83.76875,-5.39904,1.382512656999821,1.0926857779218853,0.05236065508113028
339,329,250,,,99.0,4.03,14.02,,3.0,17.02,7.774999294395505,3.526,M3(H),1.16,-0.24,2.24,0.21,5.0,Simbad,05 35 04.41,-05 26 04.02,1,V1483 Ori,M3,1.0,H,3360.0,-0.328,0.3,0.07,0.09,1.3,0.8,0.4,2.03,0.34,2.71,opt,H02,,,g,Simbad,83.76876,-5.43456,1.4354725629324576,0.3509580207526128,0.05236065508113028
340,330,252,,1726.0,99.0,6.93,12.62,,1.71,14.33,5.224997294395504,3.643,K4-K5(H),1.02,0.17,2.1,0.69,5.85,Simbad,05 35 04.43,-05 29 37.82,1,Parenago 1726,K4.5,1.0,H,4235.0,0.106,0.95,0.25,0.33,1.9,0.9,2.3,2.1,0.32,9.23,opt,P09,2.0,N,,Simbad,83.7689,-5.49395,1.6324604794722457,0.8006966624955979,0.05236065508113028
341,332,254,,,99.0,4.22,14.35,,3.21,17.560001,7.775000294395504,3.526,M3(H),1.7,-0.24,2.24,0.21,5.0,Simbad,05 35 04.51,-05 26 22.52,1,V1323 Ori,M3,1.0,H,3360.0,-0.328,0.3,0.07,0.09,1.3,0.8,0.4,2.03,0.34,0.96,opt,R09,2.0,N,,Simbad,83.7692,-5.43974,1.561222896343018,0.3509580207526128,0.05236065508113028
342,333,251,,,99.0,3.25,14.68,,2.12,16.8,8.714998294395505,3.544,M2(H),0.0,-0.83,1.04,0.3,6.38,Simbad,05 35 04.52,-05 24 42.02,1,2MASS J05350461-0524424,M2,1.0,H,3490.0,-0.928,0.33,0.06,0.07,6.3,2.3,3.7,0.94,0.13,0.84,opt,R09,3.0,N,,Simbad,83.76922,-5.4118,1.4601468660236625,0.2591646022688198,0.05236065508113028
343,338,258,,,99.0,4.38,13.69,,2.38,16.07,6.6949982943955035,3.571,M0.5(H),1.29,-0.15,2.02,0.33,5.71,Simbad,05 35 04.66,-05 26 37.52,1,V2143 Ori,M0.5,1.0,H,3700.0,-0.342,0.46,0.08,0.1,1.9,0.5,1.2,1.64,0.22,10.98,opt,H02,2.0,N,,Simbad,83.76981,-5.44389,1.490391209859281,0.4801737032995592,0.05236065508113028
344,340,257,,,99.0,3.01,14.51,,2.64,17.15,9.064998294395503,3.5,M4.5(H),0.0,-0.6,1.67,0.15,5.26,Simbad,05 35 04.72,-05 22 38.52,1,V2145 Ori,M4.5,1.0,H,3020.0,-0.76,0.15,0.06,0.1,1.7,1.51,1.2,1.52,0.3,5.22,opt,H02,2.0,,,Simbad,83.77008,-5.37742,1.4938413809168305,0.22385551330425044,0.05236065508113028
345,342,263,,,99.0,13.66,14.9,,3.14,18.039999,9.914996294395506,3.5,M4.5(H),0.04,-0.75,1.41,0.15,5.65,Simbad,05 35 04.98,-05 36 43.82,1,V2148 Ori,M5,1.0,H13,2880.0,-0.864,0.11,0.04,0.09,0.4,0.3,2.6,1.49,0.33,7.75,opt,H02,2.0,,,Simbad,83.7711,-5.61217,1.2539858958440429,0.1611124224814569,0.05236065508113028
346,347,271,,1748.0,99.0,11.44,12.74,,1.88,14.62,6.3149982943955045,3.58,M0(H),0.22,-0.04,2.21,0.33,5.57,Simbad,05 35 05.24,-05 34 28.12,1,V387 Ori,M0,1.0,H,3770.0,-0.188,0.49,0.07,0.14,1.4,0.3,0.9,1.89,0.26,8.25,NIR,C01,2.0,,,Simbad,83.7722,-5.57459,1.374472341117059,0.5418099572273222,0.05236065508113028
347,348,265,,,99.0,2.89,14.3,,2.69,16.99,6.604998294395504,3.58,M0(H),2.3,-0.16,1.93,0.37,5.75,Simbad,05 35 05.28,-05 24 10.22,1,V2150 Ori,M0,1.0,H,3770.0,-0.35,0.52,0.1,0.11,2.4,0.9,1.7,1.57,0.21,6.54,opt,P09,2.0,,,Simbad,83.77239,-5.40293,1.4357310237095484,0.4926717393082925,0.05236065508113028
348,349,268,,1747.0,99.0,4.79,12.88,,1.61,14.49,5.974997294395504,3.623,K5-K6(H),0.43,-0.07,1.75,0.62,6.01,Simbad,05 35 05.31,-05 27 16.62,1,V2151 Ori,K5,1.0,StE,4140.0,-0.106,0.86,0.2,0.25,3.0,1.4,3.1,1.72,0.25,9.8,opt,H02,,N,g,Simbad,83.77252,-5.45475,1.4947281468532383,0.6020048980004077,0.05236065508113028
349,352,5096,,,,2.9,17.49,,,,,3.46,M6.5(H),0.0,-1.48,0.73,0.05,5.2,Simbad,05 35 05.36,-05 22 30.10,1,V2154 Ori,M6,1.0,H13,2800.0,,,,,,,,,,3.56,MIR,M11,,,c,Simbad,83.77271,-5.37514,1.409190177083267,0.0,0.0
350,354,272,,,99.0,5.26,14.07,,2.3,16.369999,7.6849972943955045,3.555,M1.5e(H),0.6,-0.46,1.53,0.34,5.98,Simbad,05 35 05.40,-05 27 51.72,1,V2155 Ori,M1.5e,1.0,H,3560.0,-0.634,0.38,0.06,0.08,3.2,1.0,1.9,1.27,0.18,2.98,opt,P09,,A,g,Simbad,83.7729,-5.46451,1.5234998701301108,0.3591687332821208,0.05236065508113028
