,recno,ID,m_ID,Parenago,Mem,Rproj,Imag,l_V-I,VmI,V,Vmag,logT,SpT_1,AV,log(L),R,M,log(age),Simbad_1,RAJ2000,DEJ2000,single,recno_2,Name,SpT_2,e_SpT,ref1,Teff,logL,M*,e_M*_2,E_M*_2a,Age,e_Age_2,E_Age_2a,R*,e_R*,Per,n_Per,ref2,Cl,Acc,Notes,Simbad_2,_RA,_DE,Separation,Mass_calc,Mass_e
149,1444,1019,,,1,10.51,14.92,,2.87,17.79,,,,,,,,,Simbad,05 35 51.66,-05 17 39.32,1,359,2MASS J05355176-0517394,M4.5,1,H13,3020,-0.924,0.14,0.06,0.1,2.4,2.2,1.5,1.26,0.25,1.25,opt,R09,,,g,Simbad,83.96571,-5.29431,1.66054322642726,,0
150,1447,1020,,2253,99,10.4,12.65,,1.4,14.049999,5.9649972943955,3.623,K6(H)K0(Par)K0:(J)K0:(GS),0,-0.08,1.72,0.62,6.04,Simbad,05 35 51.94,-05 28 47.02,1,51,AQ Ori,K6,1,H,4020,-0.12,0.72,0.14,0.15,2.2,0.8,1.6,1.8,0.23,4.91,opt,H02,,N,g,Simbad,83.96675,-5.47978,1.20921978435146,0.603635034981379,0.0791312828659902
151,1456,1025,,,99,11.27,15.93,,4.01,19.94,10.7449982943955,3.483,M5.5 (H),1.11,-0.78,1.46,0.11,5.08,Simbad,05 35 54.04,-05 17 10.22,1,577,V2619 Ori,M5.5,1,H,2840,-1.017,,,,,,,1.28,0.22,4.52,opt,H02,2,,b,Simbad,83.97564,-5.28622,1.70544830491067,0.128192575959035,0.0791312828659902
152,1459,1026,b,,,10.08,,,,,,,,,,,,,Simbad,05 35 54.39,-05 26 45.24,1,599,OW Ori,M0.5e,1,H,3700,,,,,,,,,,4.21,opt,H02,2,,c,Simbad,83.97639,-5.44569,1.13172687077313,,0
153,1461,1030,,2270,99,10.24,13.67,,2.18,15.85,7.7649982943955,3.544,M2(H),0,-0.43,1.66,0.29,5.88,Simbad,05 35 54.54,-05 27 07.42,1,176,OX Ori,M2,1,H,3490,-0.524,0.35,0.05,0.08,2.1,0.5,1.1,1.5,0.21,8.45,MIR,M11,2,N,,Simbad,83.97762,-5.4521,1.33334435629544,0.35186412955499,0.0791312828659902
154,1464,1032,,,99,9.65,16.17,,3.9,20.07,11.1549982943955,3.483,M5.5(H),0.83,-0.95,1.21,0.11,5.39,Simbad,05 35 54.87,-05 22 35.42,1,560,2MASS J05355498-0522355,M5.5,1,H,2840,-1.181,,,,,,,1.06,0.18,0.46,opt,R09,3,,b,Simbad,83.97912,-5.37653,1.77634110337883,0.112146400815487,0.0791312828659902
155,1468,1035,,,98,12.1,14.09,,2.35,16.44,8.35499829439551,3.526,M3(H),0,-0.55,1.57,0.23,5.94,Simbad,05 35 56.30,-05 16 31.62,1,222,2MASS J05355641-0516318,M3,1,H,3360,-0.68,0.29,0.09,0.09,2.5,0.5,1.5,1.35,0.22,0.7,opt,H02,,N,g,Simbad,83.98504,-5.27553,1.66217675684134,0.295452089683061,0.0791312828659902
156,1473,1039,,,99,11.71,15.4,,2.92,18.32,10.2349982943955,3.494,M5(H),0,-0.92,1.19,0.13,5.95,Simbad,05 35 57.56,-05 17 46.42,1,563,2MASS J05355768-0517465,M5,1,H,2880,-1.064,,,,,,,1.18,0.27,1.32,opt,H02,3,,b,Simbad,83.99033,-5.29628,1.79026508366974,0.147957523191441,0.0791312828659902
157,1478,1042,,,99,14.25,15.98,,2.7,18.68,10.5949982943955,3.483,M5.5(H),0,-1.08,1.05,0.1,5.71,Simbad,05 35 58.84,-05 32 53.40,1,580,V2630 Ori,M5.5,1,H,2840,-1.224,,,,,,,1.01,0.17,8.31,MIR,M11,2,,b,Simbad,83.9956,-5.5483,1.62519271402959,0.13396768055446,0.0791312828659902
158,1483,5141,,,,12.74,16.34,,3.97,20.31,8.14499829439551,3.535,M2-M3(H),4.08,-0.49,1.63,0.26,5.9,Simbad,05 35 59.84,-05 30 02.89,1,271,2MASS J05355995-0530033,M3.5,1,H13,3260,-0.724,0.25,0.1,0.1,2.5,0.7,1.5,1.36,0.25,5.43,opt,R09,,,g,Simbad,83.99979,-5.50094,1.70936705238859,0.315822787958754,0.0791312828659902
159,1484,1047,,2296,99,15.52,14.15,,2.84,16.99,8.9049982943955,3.509,M4(H),0,-0.51,1.79,0.18,5.29,Simbad,05 36 00.20,-05 34 23.01,1,336,[H97b] 1047,M4.5,1,H13,3020,-0.616,0.17,0.07,0.09,0.8,0.72,1.5,1.8,0.36,1.43,opt,R09,3,,,Simbad,84.00121,-5.57322,1.46973392706623,0.239932616679935,0.0791312828659902
160,1487,1048,,,99,11.98,14.96,,3.18,18.14,10.0549982943955,3.483,M5.5(H),0,-0.67,1.68,0.12,4.86,Simbad,05 36 01.28,-05 19 10.52,1,406,V1596 Ori,M5.5,1,H,2840,-0.816,0.11,0.04,0.04,0.3,0.15,1.8,1.62,0.28,1.18,opt,H02,,,g,Simbad,84.0058,-5.31963,1.67929876711431,0.155123196110523,0.0791312828659902
161,1490,5028,,,,14.02,15.16,,4.07,19.23,10.7949982943955,3.471,M6(H),0.35,-0.57,1.99,0.12,4.54,Simbad,05 36 02.67,-05 15 26.81,1,571,2MASS J05360276-0515269,M6,1,H,2800,-0.824,,,,,,,1.65,0.26,4.88,opt,H02,3,,b,Simbad,84.0115,-5.25749,1.35311260100659,0.126231885661977,0.0791312828659902
162,1491,1051,,,99,14.99,15.85,,3.91,19.76,8.1849982943955,3.526,M3(H),3.49,-0.41,1.86,0.22,5.52,Simbad,05 36 02.72,-05 32 53.84,1,214,2MASS J05360282-0532543,M3,1,H,3360,-0.492,0.3,0.06,0.1,1.7,0.4,0.7,1.68,0.28,2.25,opt,H02,2,,,Simbad,84.01179,-5.54844,1.72435679485297,0.31184358577972,0.0791312828659902
163,1492,5110,,,,11.75,15.38,,3.1,18.48,10.3949982943955,3.5,M4.5(H),0,-0.95,1.12,0.14,6.11,Simbad,05 36 03.25,-05 24 22.85,1,374,2MASS J05360335-0524232,M4.5,1,H,3020,-1.077,0.13,0.06,0.09,3.4,2.4,1.8,1.06,0.21,1.22,opt,R09,,,g,Simbad,84.014,-5.40644,1.6762719229414,0.141695865947258,0.0791312828659902
164,1493,1052,,,98,11.81,16.5,,3.94,20.44,12.3349982943955,3.471,M6(H),0.02,-1.18,0.98,0.07,5.3,Simbad,05 36 03.39,-05 24 35.92,1,569,2MASS J05360348-0524359,M6,1,H,2800,-1.36,,,,,,,0.89,0.14,3.56,opt,H02,3,,b,Simbad,84.0145,-5.41,1.34636535367109,,0
165,1494,1053,,,99,13.71,15.07,,2.69,17.76,9.67499829439551,3.494,M5(H),0,-0.79,1.39,0.13,5.44,Simbad,05 36 03.75,-05 30 18.31,1,573,V2636 Ori,M5,1,H,2880,-0.932,,,,,,,1.38,0.31,1.05,opt,H02,2,,b,Simbad,84.01609,-5.50522,1.73459189341379,0.171820012306217,0.0791312828659902
166,1497,5068,,,,13.09,15.96,,3.26,19.22,10.7849972943955,3.5,M4.5(H),0.35,-1.1,0.95,0.13,6.24,Simbad,05 36 05.66,-05 18 55.58,1,391,V1767 Ori,M4.5,1,H,3020,-1.209,0.12,0.06,0.09,4.2,2.7,2.8,0.91,0.18,20.78,opt,Re01,3,,d,Simbad,84.024,-5.3155,1.50966564482474,0.126600670773211,0.0791312828659902
167,1506,5087,,,,13.25,13.84,,2.74,16.58,8.4949982943955,3.509,M4(H),0,-0.38,2.06,0.18,4.98,Simbad,05 36 08.58,-05 21 01.90,1,308,V1129 Ori,M4,1,H,3160,-0.54,0.22,0.07,0.13,1.6,1.4,0.6,1.79,0.37,0.81,opt,H02,,,g,Simbad,84.0362,-5.3506,1.63376244167977,0.281365299660019,0.0791312828659902
168,1512,5123,,,,14.01,15.58,,3.99,19.57,7.7849982943955,3.526,M3(H),3.7,-0.25,2.23,0.21,5.01,Simbad,05 36 09.94,-05 27 31.28,1,473,V1600 Ori,M6.5,1,H13,2725,-0.936,,,,,,,1.53,0.22,2.11,opt,R09,3,,b,Simbad,84.04192,-5.45881,1.85572822322635,0.35005016661578,0.0791312828659902
169,1519,5162,,,,17.2,16.02,,4.57,20.59,7.7349982943955,3.518,M3.5(H),4.77,-0.13,2.64,0.16,4.33,Simbad,05 36 12.05,-05 33 29.24,1,220,V1602 Ori,M3,1,H13,3360,-0.148,0.29,0.06,0.13,0.8,0.7,0.4,2.49,0.41,7.29,opt,H02,3,,,Simbad,84.05063,-5.55825,1.57933742064616,0.354634619111169,0.0791312828659902
170,1530,5099,,,,15.01,16.49,,3.4,19.89,11.1049972943955,3.5,M4.5(H),0.7,-1.22,0.82,0.13,6.34,Simbad,05 36 16.38,-05 22 40.93,1,410,2MASS J05361649-0522413,M4.5,1,H13,3020,-1.334,0.1,0.04,0.1,4.5,2,5.3,0.79,0.16,1.65,opt,R09,,,g,Simbad,84.06875,-5.37814,1.83068650045985,0.114161170861368,0.0791312828659902
171,1531,5011,,,,17.89,16.53,,4.12,20.650002,10.4050002943955,3.494,M5-5.5(H),2.16,-0.85,1.3,0.13,5.61,Simbad,05 36 16.85,-05 13 47.83,1,491,2MASS J05361693-0513483,M5.25,1,H13,2860,-1.099,,,,,,,1.15,0.23,0.56,opt,R09,,,b,Simbad,84.07054,-5.23011,1.31686983859444,0.141326319516989,0.0791312828659902
172,1534,5148,,,,17.5,16.14,,3.32,19.46,8.1649982943955,3.555,M1.5(H),3.21,-0.65,1.23,0.37,6.27,Simbad,05 36 19.14,-05 31 07.94,1,494,2MASS J05361925-0531083,M5,2,H13,2880,-1.354,,,,,,,0.85,0.3,1.64,opt,R09,,,b,Simbad,84.08012,-5.51892,1.33693583044024,0.313638088340343,0.0791312828659902
173,1538,5124,,,,16.65,16.12,,3.98,20.1,6.2049992943955,3.591,K8(H),5.81,-0.04,2.1,0.38,5.67,Simbad,05 36 20.89,-05 27 33.79,1,73,2MASS J05362100-0527340,K8,1,H,3940,-0.142,0.64,0.06,0.08,1.9,0.6,0.9,1.83,0.22,6.58,opt,R09,,,g,Simbad,84.08752,-5.45947,1.74058808561064,0.560310671613819,0.0791312828659902
174,1553,5070,,,,17.66,15.26,,3.92,19.18,7.5749982943955,3.526,M3(H),3.52,-0.16,2.46,0.2,4.76,Simbad,05 36 25.07,-05 19 13.04,1,396,2MASS J05362516-0519133,M5.5,1,H13,2840,-0.805,0.11,0.04,0.04,0.3,0.15,1.6,1.64,0.28,1.22,opt,R09,,,g,Simbad,84.10485,-5.32037,1.43397031934562,0.370199274191442,0.0791312828659902
175,1554,5049,,,,18.36,16.27,,3.94,20.210001,7.3249992943955,3.555,M1.5(H),4.8,-0.31,1.81,0.31,5.8,Simbad,05 36 25.31,-05 17 01.83,1,490,V1770 Ori,M5.5,2,H13,2840,-1.196,,,,,,,1.04,0.33,43.34,opt,Re01,,,"b,d",Simbad,84.10549,-5.28389,0.207754148165787,0.393934228059489,0.0791312828659902
176,1563,5146,,,,19.29,13.21,,2.3,15.51,7.4249982943955,3.535,M2.5(H),0,-0.23,2.19,0.23,5.12,Simbad,05 36 27.42,-05 30 55.28,1,180,V951 Ori,M2.5,1,H13,3425,-0.336,0.34,0.09,0.07,1.4,0.3,0.3,1.93,0.29,5.88,opt,S99,2,,,Simbad,84.11473,-5.51543,1.74075393254237,0.384104720124145,0.0791312828659902
177,1571,5079,,2395,,18.6,13.72,,2.24,15.96,7.2049982943955,3.562,M1(H),0.67,-0.3,1.77,0.33,5.83,Simbad,05 36 29.64,-05 20 06.46,1,101,V1612 Ori,M0.5,1,H13,3700,-0.441,0.47,0.09,0.09,2.6,0.9,1.7,1.47,0.2,5.06,opt,S99,3,N,,Simbad,84.12393,-5.33523,1.58461680503596,0.407537569886713,0.0791312828659902
178,3,3126,,1382,,16.8,13.17,,1.68,14.85,6.52499929439551,3.602,K7(H),0.24,-0.21,1.63,0.51,6.02,Simbad,05 34 12.81,-05 28 47.81,1,58,Parenago 1382,K7,1,H,3970,-0.328,0.69,0.06,0.07,3.9,1.3,2.2,1.45,0.17,8.46,opt,H02,,N,g,Simbad,83.55371,-5.48006,1.26728356659554,0.504239903592731,0.0791312828659902
179,4,3153,,,,18.98,16.49,,2.74,19.23,10.6549982943955,3.526,M3(H),0.49,-1.39,0.6,0.19,6.83,Simbad,05 34 12.97,-05 33 48.05,1,310,V1934 Ori,M3,1,H,3360,-1.478,0.22,0.08,0.11,17,8.9,23,0.54,0.09,7.87,opt,R09,,,g,Simbad,83.55441,-5.56346,1.38079194166554,0.131797115347882,0.0791312828659902
180,8,3007,,,,17.88,14.81,,2.61,17.42,8.7449982943955,3.535,M2.5(H),0.59,-0.72,1.24,0.26,6.16,Simbad,05 34 14.80,-05 14 17.70,1,296,2MASS J05341487-0514183,M3.5,1,H13,3260,-0.948,0.23,0.08,0.1,3.9,1.5,3.4,1.05,0.2,1.69,opt,H02,2,,,Simbad,83.562,-5.23844,1.37689972607296,0.255939134756399,0.0791312828659902
181,14,3127,,,,15.87,14.54,,4.21,18.75,7.88499829439551,3.5,M4.5(H),2.78,0.07,3.6,0.14,3.45,Simbad,05 34 17.15,-05 29 03.98,1,345,2MASS J05341723-0529043,M5,1,H13,2880,-0.158,0.16,0.04,0.08,0.05,0.04,0.15,3.35,0.76,3.11,opt,R09,,,g,Simbad,83.5718,-5.48453,1.26754248305202,0.340352279763466,0.0791312828659902
182,15,3074,,,,14.83,16.47,,2.53,19,,,early-M::(H),,,,,,Simbad,05 34 17.19,-05 22 36.22,1,122,2MASS J05341726-0522368,M0.5,1,H13,3700,-1.36,0.41,0.08,0.08,44,19.5,15,0.51,0.07,11.9,opt,R09,,,a,Simbad,83.57196,-5.37689,1.33518577246138,,0
183,16,3076,,,,14.81,16.09,,3.65,19.74,8.39499829439551,3.535,M2.5(H),3.26,-0.58,1.45,0.27,6.02,Simbad,05 34 17.23,-05 22 47.60,1,472,2MASS J05341730-0522480,M7.5,1,H13,2610,-0.98,,,,,,,1.58,0.23,2.03,opt,R09,3,,b,Simbad,83.57211,-5.38002,1.2347286022413,0.291560672214511,0.0791312828659902
184,17,3135,,,,16.43,14.22,,2.48,16.7,,,,,,,,,Simbad,05 34 17.35,-05 30 34.80,1,219,2MASS J05341743-0530352,M3,1,H13,3360,-0.732,0.29,0.08,0.09,2.8,0.6,1.9,1.27,0.21,0.42,opt,R09,3,,,Simbad,83.57262,-5.50981,1.28471790621492,,0
185,19,3151,,1417,,17.81,12.87,,1.94,14.809999,6.7249972943955,3.562,M1(H),0,-0.13,2.17,0.28,5.49,Simbad,05 34 17.92,-05 33 32.98,1,114,V1427 Ori,M1,1,H,3630,-0.224,0.43,0.08,0.09,1.3,0.3,0.6,1.95,0.27,3.24,opt,Re01,3,N,,Simbad,83.57503,-5.55925,1.34059993372868,0.475274041084136,0.0791312828659902
186,23,3158,,1418,,17.97,13.03,,1.88,14.91,6.6049982943955,3.58,M0(H),0.22,-0.15,1.94,0.36,5.75,Simbad,05 34 18.44,-05 33 59.93,2,75,V1671 Ori,K8,1,H13,3940,-0.217,0.63,0.04,0.08,2.3,0.7,1.4,1.68,0.2,6.29,opt,Re01,3,N,,Simbad,83.57721,-5.56672,1.37480101919746,0.492492770832779,0.0791312828659902
187,24,3149,,,,17.38,16.21,,4.51,20.72,8.0249972943955,3.518,M3.5(H),4.61,-0.25,2.32,0.19,4.79,Simbad,05 34 19.00,-05 33 11.11,1,274,2MASS J05341908-0533113,M3.5,1,H,3260,-0.335,0.25,0.04,0.12,1.1,0.9,0.4,2.13,0.4,0.76,opt,R09,,,"e,g",Simbad,83.57954,-5.55317,1.37135886678642,0.327305593140024,0.0791312828659902
188,27,3148,,,,16.71,14.96,,2.94,17.9,9.8149982943955,3.494,M5(H),0,-0.74,1.46,0.14,5.35,Simbad,05 34 20.64,-05 32 34.77,1,415,2MASS J05342073-0532351,M5,1,H,2880,-0.888,0.1,0.03,0.1,0.3,0.15,2.9,1.45,0.33,1.16,opt,H02,2,N,,Simbad,83.58637,-5.54309,1.3722193556915,0.165273723656101,0.0791312828659902
189,30,3081,,,,13.92,14.75,,2.52,17.27,9.1849982943955,3.526,M3(H),0,-0.82,1.16,0.22,6.19,Simbad,05 34 20.72,-05 23 28.71,1,327,V1674 Ori,M4,1,H13,3160,-0.904,0.19,0.09,0.13,3,2.6,2.5,1.18,0.25,2.54,opt,R09,,,g,Simbad,83.58667,-5.39144,1.29639958655172,0.211564092939379,0.0791312828659902
190,31,3088,,,,13.95,14.86,,2.7,17.56,9.4749982943955,3.518,M3.5(H),0,-0.83,1.18,0.19,6.16,Simbad,05 34 20.92,-05 24 48.06,1,311,2MASS J05342099-0524485,M3.5,1,H,3260,-0.924,0.22,0.08,0.11,3.5,1.2,3.2,1.08,0.2,2.53,opt,H02,3,,,Simbad,83.58746,-5.41348,1.15075408045965,0.186956710375184,0.0791312828659902
191,34,3068,,,,13.56,15.49,,2.71,18.2,10.1149982943955,3.448,M7(H),0,-0.56,2.23,0.07,3.28,Simbad,05 34 22.32,-05 22 26.54,1,478,2MASS J05342239-0522269,M5.5,1,H13,2840,-1.028,,,,,,,1.27,0.22,4.46,opt,R09,3,,b,Simbad,83.59331,-5.37416,1.19357740525472,0.152662858881225,0.0791312828659902
192,36,3020,,,,15.25,13.48,,3.08,16.56,5.3849972943955,3.571,M0.5(H),3.09,0.37,3.69,0.23,4.07,Simbad,05 34 23.80,-05 15 39.78,1,123,V1676 Ori,M0.5,1,H,3700,0.179,0.41,0.04,0.18,0.6,0.4,0.2,2.99,0.41,21.45,opt,Re01,,,"d,g",Simbad,83.59937,-5.26111,0.760246595566486,0.756741808669455,0.0791312828659902
193,37,3123,,,,14.12,16.09,,3.33,19.42,8.89499829439551,3.535,M2.5(H),2.44,-0.79,1.15,0.26,6.23,Simbad,05 34 23.89,-05 28 34.37,1,482,2MASS J05342396-0528347,M6,1,H13,2800,-1.196,,,,,,,1.07,0.17,2.3,opt,R09,2,A,b,Simbad,83.59987,-5.47633,1.24864871533591,0.241038129025332,0.0791312828659902
194,45,3051,,,,12.96,16.74,,3.39,20.13,10.8149982943955,3.509,M4(H),1.23,-1.24,0.77,0.15,6.44,Simbad,05 34 26.71,-05 19 40.99,1,348,2MASS J05342678-0519414,M4,1,H,3160,-1.319,0.16,0.08,0.11,6.5,2.5,9.5,0.73,0.15,0.73,opt,R09,2,,,Simbad,83.61158,-5.32819,1.14550834334894,0.125542022071141,0.0791312828659902
195,48,3145,,1471,,15.35,13.15,,2.75,15.9,7.2949972943955,3.526,M3(H),0.52,-0.05,2.8,0.18,4.43,Simbad,05 34 26.98,-05 32 28.75,1,229,V1116 Ori,M3,1,H,3360,-0.136,0.29,0.07,0.12,0.7,0.6,0.5,2.53,0.42,1.66,opt,H02,3,,,Simbad,83.61275,-5.54142,1.24804504907028,0.396865338468905,0.0791312828659902
196,49,3029,,,,13.98,15.44,,3.11,18.55,10.4649982943955,3.494,M5(H),0,-0.94,1.17,0.13,6,Simbad,05 34 27.05,-05 16 48.26,1,328,2MASS J05342712-0516487,M4,1,H13,3160,-0.974,0.19,0.08,0.11,3.5,2.4,3.1,1.09,0.23,0.56,opt,R09,2,N,,Simbad,83.613,-5.28022,1.17311007864512,0.139107474976043,0.0791312828659902
197,51,3120,,,,13.26,13.94,,3.06,17,,,,,,,,,Simbad,05 34 27.46,-05 28 28.15,1,329,2MASS J05342753-0528284,M4.5,1,H13,3020,-0.526,0.19,0.09,0.07,0.5,0.42,1.5,1.99,0.39,1.57,opt,H02,3,,,Simbad,83.61473,-5.47457,1.16275837892283,,0
198,52,3142,,1470,,14.89,10.78,,1.55,12.33,2.2749982943955,3.736,G8(H)K2(S),1.97,1.14,4.2,2.92,6.03,Simbad,05 34 27.61,-05 31 55.00,1,3,V1963 Ori,G8,1,H,5210,1.004,2.53,0.28,0.22,2.2,0.6,0.9,3.9,0.47,3.37,MIR,M11,3,N,a,Simbad,83.61542,-5.53203,1.39020452872611,,0
199,53,3110,,,,12.55,14.18,,2.27,16.45,6.2449992943955,3.623,K6e(H),2.12,-0.18,1.55,0.67,6.23,Simbad,05 34 27.85,-05 26 34.21,1,45,2MASS J05342792-0526346,K6e,1,H13,4020,-0.295,0.76,0.15,0.13,4.3,1.9,3,1.47,0.19,0.84,opt,H02,2,A,,Simbad,83.61637,-5.44296,1.25835995174486,0.553244744775592,0.0791312828659902
200,54,1,,,,12.51,15.6,,3.62,19.220001,11.0249982943955,3.483,M5.5(H),0.11,-0.9,1.29,0.11,5.29,Simbad,05 34 28.13,-05 26 39.22,1,584,2MASS J05342821-0526397,M5.5,1,H,2840,-1.072,,,,,,,1.2,0.21,0.71,opt,R09,,N,b,Simbad,83.61754,-5.44436,1.28038223959293,0.117196993753349,0.0791312828659902
201,57,3082,,,,11.89,15.96,,,,,,,,,,,,Simbad,05 34 28.89,-05 23 47.71,1,506,2MASS J05342896-0523481,M5,1,H13,2880,,,,,,,,,,2.99,opt,R09,3,,c,Simbad,83.6207,-5.39671,1.24728004489981,,0
202,63,8,,,99,11.76,15.73,,,,,3.483,M5.5(H),0,-0.98,1.18,0.1,5.43,Simbad,05 34 29.38,-05 23 37.22,1,595,2MASS J05342945-0523374,M5.5,1,H,2840,,,,,,,,,,1.79,opt,R09,3,,c,Simbad,83.62272,-5.39374,1.1142098650076,,0
203,66,11,,,99,11.78,15.22,,3.58,18.8,10.7149982943955,3.465,M6-M6.5(H),0,-0.62,1.92,0.11,4.49,Simbad,05 34 29.92,-05 25 17.12,1,574,2MASS J05342999-0525173,M6.25,1,H,2762.5,-0.82,,,,,,,1.7,0.26,1.74,opt,R09,2,,b,Simbad,83.62497,-5.42149,1.11416123252804,0.129468309796722,0.0791312828659902
204,67,10,,1481,,16.36,13.69,,2.55,16.24,5.14499829439551,3.633,K5-K6e(H),3.01,0.23,2.36,0.59,5.66,Simbad,05 34 30.17,-05 11 48.01,1,44,IS Ori,K5.5,1,H,4080,0.113,0.78,0.17,0.18,1.3,0.5,0.8,2.28,0.31,8.66,opt,H02,2,,,Simbad,83.62603,-5.19672,1.16751313781743,0.827741200741799,0.0791312828659902
205,70,3063,,,,11.59,16.25,,3.24,19.49,11.1149972943955,3.5,M4.5(H),0.29,-1.23,0.81,0.13,6.35,Simbad,05 34 30.41,-05 21 55.50,1,480,2MASS J05343048-0521560,M5.5,2,H13,2840,-1.332,,,,,,,0.89,0.28,0.72,opt,R09,2,,b,Simbad,83.627,-5.36557,1.18218605673624,0.113663806435098,0.0791312828659902
206,72,15,,,99,11.43,14.07,,2.66,16.73,6.89499829439551,3.562,M1(H),1.75,-0.18,2.04,0.3,5.7,Simbad,05 34 31.08,-05 21 55.72,1,126,V1435 Ori,M1,1,H,3630,-0.361,0.41,0.06,0.1,1.7,0.4,1.3,1.67,0.23,0.9,opt,R09,2,N,,Simbad,83.62975,-5.36553,0.915566179854469,0.451452064115539,0.0791312828659902
207,73,17,,,99,12.58,13.54,,3,16.54,8.2249992943955,3.509,M4(H),0.23,-0.2,2.53,0.16,4.39,Simbad,05 34 31.20,-05 28 54.52,1,286,2MASS J05343128-0528548,M4,1,H,3160,-0.283,0.24,0.09,0.12,0.5,0.43,0.9,2.41,0.5,3.14,opt,H02,,,g,Simbad,83.63037,-5.48189,1.35598241766666,0.307949967427102,0.0791312828659902
208,76,18,,,99,12.3,14.42,,2.66,17.08,7.89499829439551,3.544,M2(H),1.1,-0.46,1.6,0.29,5.91,Simbad,05 34 31.60,-05 28 26.52,1,174,V1975 Ori,M2,1,H,3490,-0.587,0.35,0.07,0.07,2.5,0.7,1.2,1.39,0.19,5.29,opt,R09,2,,,Simbad,83.632,-5.47414,1.2547316652098,0.339445010943929,0.0791312828659902
209,78,20,,,99,11.6,13.79,,2.67,16.46,8.37499829439551,3.518,M3.5(H),0,-0.4,1.93,0.2,5.28,Simbad,05 34 31.83,-05 26 36.52,1,79,2MASS J05343190-0526368,K8,1,H13,3940,-0.028,0.62,0.05,0.08,1.3,0.3,0.7,2.08,0.25,0.67,opt,H02,3,,,Simbad,83.63292,-5.44356,1.09786621739852,0.293290547369889,0.0791312828659902
210,79,3115,,,,11.93,15.74,,3.68,19.42,8.4349982943955,3.526,M3(H),2.9,-0.5,1.66,0.23,5.87,Simbad,05 34 31.94,-05 27 42.25,1,262,V1978 Ori,M3.5,1,H13,3260,-0.665,0.26,0.1,0.09,2.3,1.4,1.2,1.46,0.27,0.85,opt,H02,2,,,Simbad,83.63342,-5.46184,1.26313576862328,0.287265560148638,0.0791312828659902
211,83,25,,,99,10.8,15.22,,2.54,17.76,9.67499829439551,3.5,M4.5(H),0,-0.88,1.21,0.14,6.05,Simbad,05 34 33.51,-05 22 08.62,1,368,2MASS J05343357-0522087,M4.5,1,H13,3020,-1.044,0.13,0.06,0.09,3.1,2.8,1.9,1.1,0.22,2.28,opt,H02,2,,,Simbad,83.63987,-5.36911,0.895594127869757,0.171820012306217,0.0791312828659902
212,91,32,,,99,12.09,14.66,,2.83,17.49,9.4049982943955,3.509,M4(H),0,-0.71,1.41,0.17,5.99,Simbad,05 34 35.61,-05 29 51.72,1,316,2MASS J05343569-0529520,M4,1,H13,3160,-0.837,0.21,0.09,0.11,2.8,2.3,1.7,1.27,0.27,4.78,opt,R09,3,N,,Simbad,83.64871,-5.49778,1.2345160596734,0.192230432207356,0.0791312828659902
213,94,35,,1524,33,16.33,12.9,,2.44,15.34,,,,,,,,,Simbad,05 34 36.42,-05 36 17.42,1,206,V759 Ori,M3,1,H13,3360,-0.204,0.3,0.06,0.11,1.1,0.9,0.2,2.34,0.39,5.99,opt,H02,,,g,Simbad,83.65225,-5.60478,1.80389536939027,,0
214,95,36,,,99,12.54,14.29,,3.08,17.369999,7.9249962943955,3.526,M3e(H),1.36,-0.3,2.1,0.21,5.15,Simbad,05 34 37.01,-05 31 08.52,1,250,V1992 Ori,M3.5e,1,H13,3260,-0.459,0.27,0.1,0.08,1.5,1.3,0.5,1.85,0.35,2.72,opt,H02,2,A,,Simbad,83.65458,-5.51917,1.41977040712637,0.33677939650142,0.0791312828659902
215,97,38,,,99,10.15,15.63,,3.73,19.36,10.1149982943955,3.494,M5(H),1.16,-0.73,1.48,0.14,5.32,Simbad,05 34 37.58,-05 26 21.22,1,392,2MASS J05343766-0526215,M5,1,H,2880,-0.894,0.12,0.06,0.09,1.1,0.9,2.1,1.44,0.32,0.85,opt,R09,,,g,Simbad,83.65696,-5.43933,1.39915632254739,0.152662858881225,0.0791312828659902
216,98,39,,,99,10.51,14.29,,2.4,16.69,8.60499829439551,3.526,M3(H),0,-0.63,1.43,0.23,6.03,Simbad,05 34 38.02,-05 27 40.12,1,226,V1438 Ori,M3,1,H,3360,-0.76,0.29,0.09,0.08,3.1,0.8,2.1,1.23,0.2,5.52,opt,R09,,,g,Simbad,83.65876,-5.46126,1.29881278897391,0.270093744523328,0.0791312828659902
217,99,41,,,96,15.72,15.42,,3.02,18.44,,,,,,,,,Simbad,05 34 38.07,-05 35 49.82,1,493,2MASS J05343819-0535495,M5,1,H13,2880,-1.072,,,,,,,1.17,0.26,1.46,opt,R09,,,b,Simbad,83.65912,-5.59711,1.78759393819302,,0
218,100,40,,,99,9.62,14.48,,2.89,17.369999,8.8249982943955,3.518,M3.5(H),0.46,-0.57,1.6,0.21,5.91,Simbad,05 34 38.15,-05 24 23.42,1,290,V1997 Ori,M3.5,1,H,3260,-0.654,0.24,0.07,0.11,2.2,0.8,1.2,1.48,0.28,9.81,opt,H02,3,,,Simbad,83.65926,-5.40658,1.11388939119994,0.248059280026711,0.0791312828659902
