recno_1,ID,m_ID,Parenago,Mem,Rproj,Imag,l_V-I,VmI,V,Vmag,logT,SpT_1,AV,log(L),R,M,log(age),Simbad_1,RAJ2000,DEJ2000,single,recno_2,Name,SpT_2,e_SpT,ref1,Teff,logL*,M*,e_M*_2,E_M*_2a,Age,e_Age_2,E_Age_2a,R*,e_R*,Per,n_Per,ref2,Cl,Acc,Notes,Simbad_2,_RA,_DE,Separation
642,9092,,,,2.91,16.0,,3.85,19.85,17.44,3.509,M4(H),2.41,-0.66,1.5,0.18,5.88,Simbad,05 35 15.19,-05 20 29.12,1,320,2MASS J05351527-0520290,M4,1.0,H,3160.0,-0.736,0.21,0.08,0.12,2.4,2.1,1.1,1.43,0.3,2.59,opt,R09,,A,g,Simbad,83.81354,-5.34142,0.8901538976561268
644,462,,,99,9.75,15.4,,3.54,18.939999,16.809998,3.518,M3.5(H),2.13,-0.53,1.67,0.21,5.85,Simbad,05 35 15.23,-05 13 37.82,1,265,2MASS J05351532-0513379,M3.5,1.0,H,3260.0,-0.616,0.26,0.09,0.1,2.1,1.4,0.9,1.54,0.29,0.75,opt,R09,3,,,Simbad,83.81386,-5.22721,1.4463945075559534
646,470,,,99,1.16,12.54,,2.63,15.17,,,late-K:(H)<=K5(P),,,,,,Simbad,05 35 15.24,-05 22 15.22,1,13,V1331 Ori,K3e,1.0,Sta,4550.0,0.854,1.65,0.49,0.58,0.6,0.2,0.5,4.3,0.65,10.7,opt,H00,,N,g,Simbad,83.81393,-5.37098,1.5716782721192026
655,477,,,99,4.0,14.25,,3.27,17.52,15.240001,3.535,M2.5(H),2.28,-0.09,2.57,0.21,4.71,Simbad,05 35 15.37,-05 27 22.32,1,192,2MASS J05351547-0527227,M2.5,1.0,H,3425.0,-0.197,0.32,0.06,0.1,1.1,0.7,0.2,2.26,0.34,6.54,MIR,M11,3,N,,Simbad,83.81447,-5.45631,1.5852703002510595
658,483,,,99,11.82,14.79,,3.14,17.93,,,,,,,,,Simbad,05 35 15.40,-05 35 11.62,1,273,2MASS J05351548-0535118,M3.5,1.0,H13,3260.0,-0.622,0.25,0.08,0.1,2.1,1.3,1.0,1.53,0.29,5.76,MIR,M11,3,,,Simbad,83.81454,-5.58664,1.3674330918449107
661,491,,,99,11.4,14.9,,3.75,18.65,17.439999,3.494,M5(H),1.21,-0.43,2.11,0.15,4.67,Simbad,05 35 15.50,-05 34 46.32,1,341,2MASS J05351559-0534466,M5,1.0,H,2880.0,-0.589,0.17,0.09,0.06,0.5,0.44,1.6,2.04,0.46,2.57,opt,R09,3,N,,Simbad,83.81496,-5.57964,1.4031428274005489
662,480,,1871,99,0.7,12.44,,2.07,14.509999,,,<M0(Sam),,,,,,Simbad,05 35 15.52,-05 24 02.62,1,43,2MASS J05351561-0524030,K5,1.0,StE,4140.0,0.357,0.79,0.19,0.28,0.7,0.1,0.5,2.93,0.43,,,,,,f,Simbad,83.81507,-5.40085,1.5110349533371183
663,479,,1862,99,0.49,10.97,,1.8,12.77,10.38,3.719,G8-K1(H),2.39,1.16,4.63,2.62,5.75,Simbad,05 35 15.53,-05 22 56.12,1,12,V348 Ori,K3,1.0,StE,4550.0,0.964,1.76,0.59,0.63,0.5,0.2,0.4,4.88,0.73,8.71,opt,H00,2,N,,Simbad,83.81513,-5.38233,1.5348854258742373
665,482,,,99,2.18,13.26,,2.38,15.64,13.93,3.591,K8e(H)<M0(Sam),1.71,0.1,2.47,0.35,5.48,Simbad,05 35 15.58,-05 25 32.72,1,81,V2274 Ori,K8e,1.0,H,3940.0,0.003,0.62,0.07,0.07,1.2,0.3,0.5,2.16,0.26,,,,,A,f,Simbad,83.81532,-5.42589,1.524371870682031
666,486,,,99,4.88,15.43,,3.82,19.25,17.47,3.5,M4.5(H),1.78,-0.53,1.81,0.16,5.12,Simbad,05 35 15.59,-05 28 15.02,1,340,2MASS J05351569-0528155,M4.5,1.0,H,3020.0,-0.648,0.17,0.07,0.09,1.4,1.32,1.0,1.73,0.34,4.38,opt,P09,3,,,Simbad,83.81539,-5.47098,1.6281980648103644
669,485,,,99,3.1,14.26,,2.49,16.75,15.67,3.555,M1.5(H),1.08,-0.42,1.61,0.33,5.92,Simbad,05 35 15.62,-05 26 27.92,1,218,V1502 Ori,M3,1.0,H13,3360.0,-0.742,0.29,0.09,0.09,2.9,0.7,2.0,1.26,0.21,9.67,opt,H00,,,g,Simbad,83.81547,-5.44122,1.4639076286247026
672,498,,1873,99,9.61,13.81,,2.08,15.89,,,,,,,,,Simbad,05 35 15.67,-05 32 58.82,1,151,V1504 Ori,M1.5,1.0,H13,3560.0,-0.592,0.37,0.05,0.1,2.7,0.7,1.8,1.33,0.19,7.42,opt,H00,2,,,Simbad,83.81572,-5.54979,1.5922629597968438
677,501,,1874,99,9.82,13.25,,1.82,15.07,15.0,3.58,M0(H),0.07,-0.28,1.67,0.41,5.91,Simbad,05 35 15.70,-05 33 11.92,1,111,MN Ori,M1,1.0,H13,3630.0,-0.376,0.43,0.09,0.09,1.9,0.5,1.1,1.64,0.23,9.69,opt,P09,2,N,,Simbad,83.81582,-5.55343,1.5072304864549564
681,490,,,99,2.71,15.03,,4.1,19.13,17.019999,3.494,M5(H),2.11,-0.26,2.55,0.15,4.26,Simbad,05 35 15.77,-05 20 40.22,1,372,2MASS J05351587-0520404,M5,1.0,H,2880.0,-0.423,0.13,0.04,0.1,0.09,0.07,1.21,2.47,0.56,1.18,opt,R09,3,A,e,Simbad,83.81614,-5.34457,1.564540956756866
683,502,,,99,5.5,13.48,,2.57,16.05,15.559999,3.535,M2.5(H),0.49,-0.22,2.21,0.23,5.09,Simbad,05 35 15.79,-05 28 52.42,1,165,V2277 Ori,M2.5,1.0,H,3425.0,-0.325,0.36,0.1,0.05,1.4,0.5,0.3,1.95,0.29,4.25,opt,P09,2,,,Simbad,83.81622,-5.48129,1.5512076075196184
691,493,,,99,6.42,14.86,,3.74,18.6,,,,,,,,,Simbad,05 35 15.86,-05 16 57.42,1,263,2MASS J05351596-0516575,M3.5,1.0,H13,3260.0,-0.275,0.26,0.07,0.12,1.0,0.9,0.4,2.29,0.43,4.37,opt,R09,2,,,Simbad,83.8165,-5.28265,1.4984416962716856
692,503,,1870,99,0.52,12.33,,2.16,14.49,10.16,3.806,F2-F7e(H),4.33,1.18,3.17,1.98,6.71,Simbad,05 35 15.89,-05 23 52.52,1,22,AC Ori,K3.5,3.0,LR,4450.5,0.605,1.3,0.69,0.76,0.8,0.4,2.6,3.38,0.88,,,,,A,f,Simbad,83.81662,-5.39803,1.5255920380265258
712,517,,,99,7.63,15.04,,3.22,18.26,18.02,3.5,M4.5(H),0.24,-0.75,1.4,0.15,5.67,Simbad,05 35 16.17,-05 31 00.32,1,355,V1505 Ori,M4.5,1.0,H,3020.0,-0.866,0.15,0.06,0.09,2.3,2.12,1.2,1.35,0.27,5.95,opt,P09,3,,,Simbad,83.81775,-5.51686,1.3953607434144868
719,9135,,,,2.23,15.02,,4.63,19.650002,15.790002,3.5,M4.5(H),3.86,0.14,3.91,0.14,3.25,Simbad,05 35 16.22,-05 21 09.02,1,324,MAX 103,M4.5,1.0,H,3020.0,0.022,0.2,0.05,0.08,0.04,0.03,0.06,3.75,0.74,7.87,opt,R09,,,g,Simbad,83.8178,-5.35254,0.7864361625597096
721,513,,,99,0.57,14.15,,2.94,17.09,14.85,3.555,M1.5e(H),2.24,-0.09,2.34,0.26,5.1,Simbad,05 35 16.24,-05 22 48.52,1,205,[H97b] 20028,M3e,1.0,H13,3360.0,-0.417,0.3,0.08,0.08,1.5,0.7,0.5,1.83,0.3,,,,2,A,f,Simbad,83.81783,-5.38042,1.1518542515336478
738,3052,,,,3.05,16.3,,,,,,,,,,,,Simbad,05 35 16.63,-05 20 19.59,2,522,V2292 Ori,M0.5,1.0,H13,3700.0,,,,,,,,,,7.46,opt,R09,2,,c,Simbad,83.8197,-5.33886,1.4952686110937297
740,9151,,,,0.86,15.03,,3.07,18.1,17.69,3.509,M4(H),0.41,-0.76,1.34,0.17,6.03,Simbad,05 35 16.65,-05 22 31.09,1,319,2MASS J05351671-0522309,M4,1.0,H,3160.0,-0.835,0.21,0.09,0.11,2.8,2.3,1.7,1.27,0.27,0.86,opt,R09,,A,g,Simbad,83.8195,-5.37547,0.7504177823515387
741,523,,,99,6.49,15.82,,3.75,19.57,17.97,3.5,M4.5(H),1.6,-0.73,1.43,0.15,5.6,Simbad,05 35 16.68,-05 16 53.22,1,381,2MASS J05351678-0516533,M4.5,1.0,H,3020.0,-0.847,0.13,0.04,0.12,1.5,1.32,1.9,1.38,0.27,3.47,opt,R09,3,N,,Simbad,83.81995,-5.28148,1.6167336414012974
742,3031,,,,6.1,16.39,,,,,,,,,,,,Simbad,05 35 16.68,-05 17 16.37,1,531,2MASS J05351676-0517167,M6.5,2.0,H13,2725.0,,,,,,,,,,0.49,opt,R09,,,c,Simbad,83.81983,-5.288,1.2586725297748096
749,535,,,99,2.4,14.47,,3.05,17.52,15.8,3.535,M2.5(H),1.72,-0.31,1.98,0.23,5.4,Simbad,05 35 16.84,-05 25 46.62,1,351,V2297 Ori,M4.5e,1.0,H13,3020.0,-0.744,0.15,0.06,0.1,1.6,1.41,1.2,1.55,0.31,18.17,opt,P09,,,"d,g",Simbad,83.82062,-5.42971,1.6590577551988093
752,532,,,99,0.58,15.53,,3.62,19.15,,,,,,,,,Simbad,05 35 16.87,-05 22 48.22,2,92,[H97b] 20033,M0:,1.0,H13,3770.0,-0.262,0.51,0.09,0.12,1.8,0.5,1.2,1.74,0.24,1.26,opt,R09,2,,,Simbad,83.82046,-5.38028,0.9924471736843378
755,534,,1894,99,0.26,12.66,,1.43,14.09,14.09,3.544,M2e(H),0.0,-0.03,2.64,0.22,4.7,Simbad,05 35 16.88,-05 23 36.62,1,143,[H97b] 534,M2e,1.0,H,3490.0,-0.12,0.38,0.1,0.07,1.0,0.6,0.2,2.38,0.33,,,,2,A,f,Simbad,83.82071,-5.39361,1.401380099153309
757,536,,1887,99,0.84,12.44,,2.16,14.599999,11.44,3.708,K0-K2(H)<M0(Sam),3.16,0.76,3.06,1.79,5.96,Simbad,05 35 16.90,-05 22 32.72,1,17,V1333 Ori,K3,1.0,StE,4550.0,0.601,1.54,0.45,0.4,1.1,0.5,1.1,3.21,0.48,9.23,opt,H00,,N,a,Simbad,83.82083,-5.37581,1.4943646422387253
761,538,,1893,99,0.23,11.5,,1.89,13.39,10.92,3.708,K0-K2(H),2.47,0.96,3.88,1.93,5.73,Simbad,05 35 16.96,-05 23 33.72,1,15,V2299 Ori,K3,1.0,StE,4550.0,0.808,1.66,0.51,0.48,0.7,0.3,0.6,4.08,0.61,,,,2,N,f,Simbad,83.82108,-5.39283,1.5535800805312836
762,543,,,99,5.59,17.05,,,,,,,,,,,,Simbad,05 35 16.96,-05 28 57.82,1,524,V2298 Ori,M0,1.0,H13,3770.0,,,,,,,,,,9.86,opt,P09,2,,c,Simbad,83.8211,-5.48281,1.5808223778047334
768,544,,1884,99,1.86,10.82,,2.22,13.04,10.28,3.67,K4-K7(H)K5:III(HT)K7(Eetal)K4III(Ham)K3(Sam),2.76,1.3,6.84,1.19,4.8,Simbad,05 35 17.11,-05 21 31.42,1,24,AE Ori,K4,1.0,StE,4330.0,1.201,1.26,0.2,0.91,0.2,0.17,0.1,7.1,1.09,3.42,opt,H00,3,N,,Simbad,83.82171,-5.35883,1.543916456600654
769,542,,,99,2.92,13.34,,2.2,15.54,15.54,3.526,M3(H),0.0,-0.25,2.21,0.21,5.03,Simbad,05 35 17.12,-05 20 27.52,1,211,V2302 Ori,M3,1.0,H,3360.0,-0.38,0.3,0.07,0.08,1.4,0.8,0.5,1.91,0.32,5.73,NIR,C01,,,g,Simbad,83.82177,-5.34104,1.5811225285504953
774,549,,,99,0.66,15.22,,3.57,18.79,12.710001,3.661,K2-K7(H)-PCygni-Paschen-lines,6.08,0.35,2.39,0.84,5.79,Simbad,05 35 17.26,-05 23 59.82,1,36,2MASS J05351738-0524001,K5,3.0,H,4140.0,0.181,0.83,0.45,0.68,1.2,1.0,5.7,2.39,0.77,,,,,,f,Simbad,83.82242,-5.40006,1.8469113193612152
780,9176,,,99,0.88,15.68,,4.21,19.89,17.5,3.494,M5(H),2.39,-0.45,2.05,0.15,4.73,Simbad,05 35 17.32,-05 24 13.72,2,373,[PMD2009] 13,M5,1.0,H,2880.0,-0.614,0.13,0.07,0.1,0.2,0.16,2.0,1.98,0.45,,,,2,,f,Simbad,83.82232,-5.40381,0.5495613055797318
782,556,,,99,7.04,14.31,,2.49,16.800001,,,,,,,,,Simbad,05 35 17.34,-05 30 24.92,1,283,2MASS J05351743-0530253,M3.5,1.0,H13,3260.0,-0.748,0.24,0.09,0.11,2.6,1.0,1.7,1.33,0.25,1.52,opt,R09,3,,,Simbad,83.82266,-5.50705,1.5395168053046642
786,550,,,99,5.72,14.67,,4.21,18.880001,10.880001,3.679,K2-K3(H),8.0,1.04,4.85,1.22,5.26,Simbad,05 35 17.41,-05 17 39.82,1,8,V1509 Ori,K2.5,1.0,H,4655.0,1.011,2.11,0.59,0.52,0.6,0.2,0.4,4.92,0.71,6.99,opt,R09,3,N,a,Simbad,83.823,-5.29448,1.671581090336278
795,558,,,98,0.42,15.73,,2.56,18.289999,,,<K6(H),,,,,,Simbad,05 35 17.58,-05 23 40.72,1,419,[H97b] 20012,M5.9,1.0,D10,2808.0,-1.068,,,,,,,1.24,0.19,,,,,A,"b,f",Simbad,83.82354,-5.39458,1.064953667492293
796,565,,,99,8.66,14.5,,2.95,17.45,17.35,3.509,M4(H),0.1,-0.62,1.57,0.18,5.73,Simbad,05 35 17.58,-05 32 02.02,1,313,V2311 Ori,M4,1.0,H,3160.0,-0.698,0.22,0.09,0.11,2.3,2.0,1.0,1.49,0.31,9.89,opt,P09,3,,,Simbad,83.82367,-5.53401,1.561390171422788
797,559,,,99,1.55,14.69,,4.17,18.86,17.34,3.483,M5.5e(H),1.52,-0.19,2.91,0.16,3.97,Simbad,05 35 17.59,-05 24 53.82,1,376,2MASS J05351768-0524539,M5.5e,1.0,H,2840.0,-0.421,0.13,0.03,0.07,0.09,0.06,0.21,2.55,0.44,2.27,opt,H00,,A,g,Simbad,83.8237,-5.41499,1.4705075047100504
802,9192,,,99,1.37,15.62,,4.05,19.67,19.67,3.46,M6.5e(H),0.0,-0.73,1.72,0.1,4.52,Simbad,05 35 17.64,-05 24 42.72,2,583,[PMD2009] 50,M6.5e,1.0,H,2725.0,-0.952,,,,,,,1.5,0.21,,,,2,A,"b,f",Simbad,83.82387,-5.41226,1.9399733846906486
811,571,,,99,7.31,16.22,,3.54,19.759998,17.21,3.526,M0-M3e(H),2.55,-0.78,1.2,0.22,6.17,Simbad,05 35 17.76,-05 30 40.42,1,155,V2316 Ori,M1.5,2.0,H,3560.0,-0.72,0.37,0.12,0.24,4.0,1.7,7.0,1.15,0.24,4.14,opt,P09,2,A,,Simbad,83.82442,-5.51134,1.558291549019243
813,9201,,,,0.48,14.41,,2.43,16.84,15.0,3.591,K8(H),1.84,-0.33,1.51,0.49,6.12,Simbad,05 35 17.81,-05 23 02.52,1,66,[H97b] 20017,K8,1.0,H,3940.0,-0.425,0.67,0.08,0.08,5.1,1.9,3.0,1.32,0.16,4.38,opt,R09,,A,g,Simbad,83.82417,-5.38436,1.1839984468131597
815,567,,1910,99,0.72,9.66,,1.73,11.389999,10.03,3.661,late-G(H)K3-4(HT)K4III(Ham)K2-K3(Sam),1.36,1.43,8.23,1.04,3.77,Simbad,05 35 17.84,-05 22 45.12,1,622,MT Ori,K2,1.0,StE,4760.0,1.501,,,,,,,8.26,1.19,8.53,opt,E93,,A,b,Simbad,83.82475,-5.37931,1.5450053456389496
816,3054,,,,2.58,15.92,,,,,3.509,M4(H),0.0,-1.21,0.79,0.15,6.41,Simbad,05 35 17.85,-05 20 49.02,2,536,2MASS J05351793-0520494,M1.5e,1.0,H13,3560.0,,,,,,,,,,0.9,opt,R09,,,c,Simbad,83.82475,-5.34706,1.4012457292608023
817,579,,,99,11.89,15.02,,3.1,18.12,16.7,3.526,M3(H),1.42,-0.58,1.52,0.23,5.98,Simbad,05 35 17.86,-05 35 15.52,1,231,V1511 Ori,M3,1.0,H,3360.0,-0.665,0.29,0.08,0.09,2.4,0.5,1.4,1.37,0.23,2.81,opt,S99,2,A,,Simbad,83.82479,-5.58769,1.347630047098745
818,563,,,99,7.74,14.97,,3.4,18.37,14.040001,3.591,K7-M0(H),4.33,0.06,2.35,0.36,5.54,Simbad,05 35 17.87,-05 15 38.52,1,216,V1335 Ori,M3,1.0,Sta,3360.0,-0.458,0.3,0.08,0.1,1.6,0.4,0.7,1.74,0.29,6.12,opt,S99,,,g,Simbad,83.82492,-5.26075,1.6647590406787538
823,577,,,99,7.15,15.3,,3.58,18.880001,18.880001,3.483,M5.5(H),0.0,-0.8,1.43,0.11,5.11,Simbad,05 35 17.88,-05 30 31.12,1,570,2MASS J05351797-0530315,M5.5,1.0,H,2840.0,-0.952,,,,,,,1.38,0.24,4.36,opt,R09,3,,b,Simbad,83.82492,-5.50877,1.5714261689125113
828,576,,,99,6.21,13.07,,2.28,15.349999,14.799999,3.555,M1.5(H),0.55,-0.07,2.39,0.26,5.03,Simbad,05 35 17.90,-05 29 34.22,1,157,V1512 Ori,M2,1.0,H13,3490.0,-0.284,0.36,0.07,0.07,1.3,0.2,0.4,1.97,0.27,2.01,opt,H00,,,g,Simbad,83.82499,-5.49294,1.5020497756441702
834,580,,,99,5.05,15.56,,2.11,17.67,,,M1::e(H),,,,,,Simbad,05 35 18.00,-05 28 24.52,1,142,V2323 Ori,M1e,1.0,H,3630.0,-1.3,0.38,0.09,0.09,29.5,14.0,29.5,0.57,0.08,,,,2,A,"a,f",Simbad,83.82542,-5.4736,1.5681018872460355
839,582,,,99,0.44,14.96,,3.69,18.65,14.9,3.544,M2(H),3.75,-0.03,2.62,0.22,4.71,Simbad,05 35 18.12,-05 23 15.22,1,188,MAX 150,M2,1.0,H,3490.0,-0.16,0.32,0.03,0.11,1.0,0.5,0.3,2.27,0.32,,,,,A,f,Simbad,83.82597,-5.38767,1.729534395454476
845,591,,,99,5.41,13.99,,2.8,16.789999,,,,,,,,,Simbad,05 35 18.19,-05 28 45.82,1,187,2MASS J05351829-0528461,M2.5,1.0,Sta,3425.0,-0.386,0.33,0.07,0.08,1.5,0.3,0.5,1.82,0.27,5.09,opt,P09,,,g,Simbad,83.82621,-5.47949,1.538080584370538
848,588,,,99,0.83,15.92,,3.54,19.46,16.91,3.526,M3(H),2.55,-0.66,1.38,0.23,6.06,Simbad,05 35 18.23,-05 24 04.42,1,238,V1336 Ori,M3,1.0,H,3360.0,-0.751,0.28,0.07,0.1,2.9,0.6,1.9,1.24,0.21,,,,,,f,Simbad,83.82633,-5.40133,1.3819571048935286
849,3140,,,,8.33,15.78,,2.3,18.08,,,,,,,,,Simbad,05 35 18.23,-05 31 41.65,1,489,V1513 Ori,K1,1.0,H13,4920.0,-0.572,,,,,,,0.71,0.09,11.05,opt,S99,2,,b,Simbad,83.82628,-5.52836,1.2358942771827097
852,589,,1925,99,0.89,11.3,,2.12,13.42,10.21,3.719,K0(H)G8-K0:(HT)K1IV(Ham)M0(Eetal),3.21,1.23,5.01,2.73,5.69,Simbad,05 35 18.26,-05 22 37.02,1,2,V1229 Ori,K0,1.0,H,5030.0,1.119,2.86,0.18,0.13,1.2,0.3,0.5,4.77,0.58,14.3,opt,H00,3,,a,Simbad,83.82657,-5.37705,1.781052981759466
855,9224,,,99,1.16,15.16,,3.95,19.11,15.08,3.535,M2.5(H),4.03,-0.03,2.76,0.2,4.53,Simbad,05 35 18.28,-05 24 26.32,2,195,2MASS J05351836-0524267,M2.5,1.0,H,3425.0,-0.136,0.31,0.04,0.12,0.9,0.7,0.3,2.42,0.36,,,,,,f,Simbad,83.82652,-5.40743,1.3367121979113086
864,592,,,99,5.06,14.37,,2.58,16.95,16.44,3.535,M2.5(H)M4(Eetal),0.51,-0.57,1.48,0.27,6.0,Simbad,05 35 18.43,-05 18 20.42,1,186,2MASS J05351853-0518205,M2.5,1.0,H,3425.0,-0.675,0.33,0.08,0.06,2.9,0.9,1.5,1.3,0.2,7.92,opt,H02,3,,,Simbad,83.82725,-5.30572,1.6519094797591547
868,596,,1927,99,0.56,13.06,,2.52,15.58,11.91,3.679,K2-K5e(H),3.67,0.63,3.01,1.07,5.66,Simbad,05 35 18.55,-05 23 13.52,1,10,AF Ori,G8,3.0,H13,5210.0,0.698,2.0,0.3,0.23,4.2,2.0,3.4,2.74,0.44,,,,2,A,"a,f",Simbad,83.82776,-5.3872,1.725555063096327
882,601,,1921,98,7.17,12.52,,1.25,13.77,13.360001,3.679,K3-K4(H)K2.5-K5(P)K5(Eetal)K2V(Ham),0.41,0.05,1.55,1.17,6.55,Simbad,05 35 18.79,-05 16 13.72,1,23,MU Ori,K3,1.0,StE,4550.0,0.001,1.28,0.17,0.09,6.9,3.6,5.1,1.61,0.24,2.22,opt,H02,3,N,a,Simbad,83.82873,-5.27056,1.5989649255408491
886,606,,,99,2.33,13.68,,3.33,17.01,15.21,3.522,M3.3(P),1.8,0.06,3.25,0.14,3.87,Simbad,05 35 18.85,-05 21 07.62,1,203,V2343 Ori,M3.3,1.0,P,3300.0,-0.03,0.31,0.1,0.06,0.3,0.25,0.6,2.95,0.52,5.62,opt,H02,,,g,Simbad,83.829,-5.35217,1.653988136704423
889,9243,,,,1.24,14.99,,3.63,18.619999,13.379999,3.602,K7(H),5.24,0.28,2.88,0.37,5.06,Simbad,05 35 18.90,-05 22 18.47,2,64,2MASS J05351894-0522187,K7,1.0,H,3970.0,0.161,0.67,0.08,0.05,0.9,0.2,0.3,2.54,0.3,,,,3,A,f,Simbad,83.82896,-5.37186,0.78587707953735
890,607,,,99,0.77,13.64,,1.86,15.5,13.04,3.713,G8-K2(H)<=K5(P),2.46,0.11,1.42,1.31,6.86,Simbad,05 35 18.95,-05 23 49.22,1,26,V1337 Ori,K0,2.0,H,5030.0,0.02,1.14,0.11,0.19,17.5,8.0,9.5,1.34,0.21,,,,2,N,"a,f",Simbad,83.82946,-5.39711,1.8368878860072175
898,5147,,,,7.7,17.19,,,,,,,,,,,,Simbad,05 35 19.11,-05 31 02.66,1,525,V2346 Ori,M6,1.0,H13,2800.0,,,,,,,,,,11.88,opt,P09,2,,c,Simbad,83.83004,-5.51751,1.5338766687645
900,9250,,,,0.87,14.23,,2.8,17.029999,13.209999,3.643,K5(H),3.82,0.2,2.19,0.68,5.79,Simbad,05 35 19.15,-05 22 50.62,1,37,2MASS J05351921-0522506,K5,1.0,H,4140.0,0.097,0.83,0.19,0.28,1.5,0.6,1.4,2.17,0.32,2.27,opt,H02,3,,,Simbad,83.83005,-5.38074,0.9269468815787232
907,618,,,2,13.5,13.91,,2.74,16.65,,,,,,,,,Simbad,05 35 19.41,-05 36 51.14,1,235,V1731 Ori,M3.4,1.0,D10,3280.0,-0.505,0.28,0.08,0.1,1.7,1.2,0.6,1.73,0.32,5.82,opt,Re01,3,,,Simbad,83.83121,-5.61439,1.3716456032386963
909,620,,,99,0.96,14.41,,2.59,17.0,14.75,3.591,K8(H),2.25,-0.23,1.69,0.45,5.93,Simbad,05 35 19.50,-05 23 56.92,1,91,V2354 Ori,M0,1.0,H13,3770.0,-0.457,0.51,0.1,0.14,3.2,1.2,2.7,1.39,0.19,8.09,opt,H02,3,A,,Simbad,83.83165,-5.39919,1.442961215239632
910,622,,1940,99,1.32,12.89,,2.46,15.35,15.150001,3.535,M0-M2.5e(H)M0.5(P)<M0(Sam),0.2,-0.05,2.68,0.2,4.6,Simbad,05 35 19.56,-05 24 26.12,1,95,V2356 Ori,M0.5,1.0,P,3700.0,0.028,0.51,0.15,0.05,0.9,0.2,0.2,2.52,0.34,3.77,opt,P09,2,A,,Simbad,83.83191,-5.40739,1.547089365907647
911,626,,,99,12.24,15.4,,3.01,18.41,18.41,3.494,M5(H),0.0,-0.92,1.19,0.13,5.95,Simbad,05 35 19.58,-05 35 35.52,1,585,2MASS J05351966-0535356,M5,1.0,H,2880.0,-1.064,,,,,,,1.18,0.27,1.63,opt,H02,,N,b,Simbad,83.83196,-5.59325,1.3614951285103714
913,628,,,99,7.29,14.39,,3.5,17.89,,,,,,,,,Simbad,05 35 19.69,-05 30 37.02,1,411,V1514 Ori,M5.5,1.0,H13,2840.0,-0.588,0.1,0.01,0.08,0.08,0.03,0.92,2.1,0.36,2.26,opt,S99,3,,,Simbad,83.83248,-5.51045,1.6814050747567015
915,624,,,98,1.31,15.44,,2.88,18.32,,,late-M(H),,,,,,Simbad,05 35 19.72,-05 22 21.33,1,184,2MASS J05351981-0522216,M2.1,1.0,D10,3477.0,-0.87,0.33,0.06,0.07,5.2,1.9,3.0,1.01,0.14,10.0,opt,R09,,,g,Simbad,83.83258,-5.37267,1.508063791768938
916,625,,,99,1.64,14.39,,1.07,15.46,15.46,3.562,M1(H)M6-M6.5(H),0.0,-0.73,1.08,0.42,6.52,Simbad,05 35 19.74,-05 24 47.52,1,57,MLLA 151,K7,1.0,H13,3970.0,-0.828,0.69,0.05,0.03,26.5,10.5,12.5,0.81,0.1,,,,3,N,"a,f",Simbad,83.83266,-5.41333,1.5421449636314026
917,633,,,98,7.73,16.19,,,,,,,,,,,,Simbad,05 35 19.76,-05 31 03.42,1,518,V2360 Ori,M3e,1.0,H13,3360.0,,,,,,,,,,4.23,MIR,M11,2,,c,Simbad,83.83275,-5.51772,1.5386948955671667
918,632,,,99,7.2,15.32,,4.01,19.33,18.22,3.483,M5.5(H),1.11,-0.54,1.94,0.13,4.63,Simbad,05 35 19.77,-05 30 31.82,1,413,2MASS J05351986-0530321,M5.5,1.0,H,2840.0,-0.773,0.1,0.03,0.06,0.2,0.1,1.9,1.7,0.29,3.78,opt,H02,,,g,Simbad,83.83278,-5.50894,1.4962181935034664
920,639,,1941,99,10.55,13.62,,2.53,16.15,,,,,,,,,Simbad,05 35 19.85,-05 33 53.22,1,261,V1515 Ori,M3.5,1.0,H13,3260.0,-0.472,0.26,0.07,0.1,1.5,1.2,0.6,1.82,0.34,5.24,opt,H00,3,,,Simbad,83.8331,-5.56486,1.4302380322808668
923,638,,,99,5.88,17.03,,,,,,,,,,,,Simbad,05 35 19.92,-05 29 11.52,1,544,V2362 Ori,M5e,1.0,H13,2880.0,,,,,,,,,,2.79,MIR,M11,,,c,Simbad,83.83342,-5.48664,1.5532870134834018
926,636,,,99,2.41,13.4,,2.46,15.86,14.259999,3.575,M0.3(P),1.6,0.04,2.47,0.29,5.11,Simbad,05 35 19.94,-05 25 37.22,1,99,V1516 Ori,M0.3,1.0,P,3728.0,-0.161,0.49,0.09,0.09,1.3,0.3,0.7,2.0,0.27,11.68,opt,H02,2,,,Simbad,83.83351,-5.4271,1.5664584060482083
927,634,,,99,2.79,16.28,,,,,,,,,,,,Simbad,05 35 19.98,-05 20 43.82,1,554,V2363 Ori,M2,2.0,H13,3490.0,,,,,,,,,,5.38,opt,H02,,,c,Simbad,83.83368,-5.34554,1.5462477937052792
932,642,,,99,5.39,15.96,,2.85,18.81,18.81,3.494,M5(H),0.0,-1.14,0.92,0.12,6.23,Simbad,05 35 20.07,-05 28 41.22,1,587,2MASS J05352016-0528416,M5,1.0,H,2880.0,-1.288,,,,,,,0.91,0.21,1.99,opt,R09,,,b,Simbad,83.83403,-5.47824,1.5177371457545732
