recno_1,ID,m_ID,Parenago,Mem,Rproj,Imag,l_V-I,VmI,V,Vmag,logT,SpT_1,AV,log(L),R,M,log(age),Simbad_1,RAJ2000,DEJ2000,single,recno_2,Name,SpT_2,e_SpT,ref1,Teff,logL*,M*,e_M*_2,E_M*_2a,Age,e_Age_2,E_Age_2a,R*,e_R*,Per,n_Per,ref2,Cl,Acc,Notes,Simbad_2,_RA,_DE,Separation
1478,1042,,,99,14.25,15.98,,2.7,18.68,18.68,3.483,M5.5(H),0.0,-1.08,1.05,0.1,5.71,Simbad,05 35 58.84,-05 32 53.40,1,580,V2630 Ori,M5.5,1.0,H,2840.0,-1.224,,,,,,,1.01,0.17,8.31,MIR,M11,2,,b,Simbad,83.9956,-5.5483,1.625192714029594
1483,5141,,,,12.74,16.34,,3.97,20.31,16.23,3.535,M2-M3(H),4.08,-0.49,1.63,0.26,5.9,Simbad,05 35 59.84,-05 30 02.89,1,271,2MASS J05355995-0530033,M3.5,1.0,H13,3260.0,-0.724,0.25,0.1,0.1,2.5,0.7,1.5,1.36,0.25,5.43,opt,R09,,,g,Simbad,83.99979,-5.50094,1.709367052388585
1484,1047,,2296,99,15.52,14.15,,2.84,16.99,16.99,3.509,M4(H),0.0,-0.51,1.79,0.18,5.29,Simbad,05 36 00.20,-05 34 23.01,1,336,[H97b] 1047,M4.5,1.0,H13,3020.0,-0.616,0.17,0.07,0.09,0.8,0.72,1.5,1.8,0.36,1.43,opt,R09,3,,,Simbad,84.00121,-5.57322,1.4697339270662266
1487,1048,,,99,11.98,14.96,,3.18,18.14,18.14,3.483,M5.5(H),0.0,-0.67,1.68,0.12,4.86,Simbad,05 36 01.28,-05 19 10.52,1,406,V1596 Ori,M5.5,1.0,H,2840.0,-0.816,0.11,0.04,0.04,0.3,0.15,1.8,1.62,0.28,1.18,opt,H02,,,g,Simbad,84.0058,-5.31963,1.679298767114314
1490,5028,,,,14.02,15.16,,4.07,19.23,18.88,3.471,M6(H),0.35,-0.57,1.99,0.12,4.54,Simbad,05 36 02.67,-05 15 26.81,1,571,2MASS J05360276-0515269,M6,1.0,H,2800.0,-0.824,,,,,,,1.65,0.26,4.88,opt,H02,3,,b,Simbad,84.0115,-5.25749,1.3531126010065921
1491,1051,,,99,14.99,15.85,,3.91,19.76,16.27,3.526,M3(H),3.49,-0.41,1.86,0.22,5.52,Simbad,05 36 02.72,-05 32 53.84,1,214,2MASS J05360282-0532543,M3,1.0,H,3360.0,-0.492,0.3,0.06,0.1,1.7,0.4,0.7,1.68,0.28,2.25,opt,H02,2,,,Simbad,84.01179,-5.54844,1.7243567948529697
1492,5110,,,,11.75,15.38,,3.1,18.48,18.48,3.5,M4.5(H),0.0,-0.95,1.12,0.14,6.11,Simbad,05 36 03.25,-05 24 22.85,1,374,2MASS J05360335-0524232,M4.5,1.0,H,3020.0,-1.077,0.13,0.06,0.09,3.4,2.4,1.8,1.06,0.21,1.22,opt,R09,,,g,Simbad,84.014,-5.40644,1.6762719229414038
1493,1052,,,98,11.81,16.5,,3.94,20.44,20.42,3.471,M6(H),0.02,-1.18,0.98,0.07,5.3,Simbad,05 36 03.39,-05 24 35.92,1,569,2MASS J05360348-0524359,M6,1.0,H,2800.0,-1.36,,,,,,,0.89,0.14,3.56,opt,H02,3,,b,Simbad,84.0145,-5.41,1.346365353671092
1494,1053,,,99,13.71,15.07,,2.69,17.76,17.76,3.494,M5(H),0.0,-0.79,1.39,0.13,5.44,Simbad,05 36 03.75,-05 30 18.31,1,573,V2636 Ori,M5,1.0,H,2880.0,-0.932,,,,,,,1.38,0.31,1.05,opt,H02,2,,b,Simbad,84.01609,-5.50522,1.7345918934137907
1497,5068,,,,13.09,15.96,,3.26,19.22,18.869999,3.5,M4.5(H),0.35,-1.1,0.95,0.13,6.24,Simbad,05 36 05.66,-05 18 55.58,1,391,V1767 Ori,M4.5,1.0,H,3020.0,-1.209,0.12,0.06,0.09,4.2,2.7,2.8,0.91,0.18,20.78,opt,Re01,3,,d,Simbad,84.024,-5.3155,1.5096656448247423
1506,5087,,,,13.25,13.84,,2.74,16.58,16.58,3.509,M4(H),0.0,-0.38,2.06,0.18,4.98,Simbad,05 36 08.58,-05 21 01.90,1,308,V1129 Ori,M4,1.0,H,3160.0,-0.54,0.22,0.07,0.13,1.6,1.4,0.6,1.79,0.37,0.81,opt,H02,,,g,Simbad,84.0362,-5.3506,1.6337624416797658
1512,5123,,,,14.01,15.58,,3.99,19.57,15.87,3.526,M3(H),3.7,-0.25,2.23,0.21,5.01,Simbad,05 36 09.94,-05 27 31.28,1,473,V1600 Ori,M6.5,1.0,H13,2725.0,-0.936,,,,,,,1.53,0.22,2.11,opt,R09,3,,b,Simbad,84.04192,-5.45881,1.855728223226354
1519,5162,,,,17.2,16.02,,4.57,20.59,15.82,3.518,M3.5(H),4.77,-0.13,2.64,0.16,4.33,Simbad,05 36 12.05,-05 33 29.24,1,220,V1602 Ori,M3,1.0,H13,3360.0,-0.148,0.29,0.06,0.13,0.8,0.7,0.4,2.49,0.41,7.29,opt,H02,3,,,Simbad,84.05063,-5.55825,1.5793374206461634
1530,5099,,,,15.01,16.49,,3.4,19.89,19.189999,3.5,M4.5(H),0.7,-1.22,0.82,0.13,6.34,Simbad,05 36 16.38,-05 22 40.93,1,410,2MASS J05361649-0522413,M4.5,1.0,H13,3020.0,-1.334,0.1,0.04,0.1,4.5,2.0,5.3,0.79,0.16,1.65,opt,R09,,,g,Simbad,84.06875,-5.37814,1.8306865004598507
1531,5011,,,,17.89,16.53,,4.12,20.650002,18.490002,3.494,M5-5.5(H),2.16,-0.85,1.3,0.13,5.61,Simbad,05 36 16.85,-05 13 47.83,1,491,2MASS J05361693-0513483,M5.25,1.0,H13,2860.0,-1.099,,,,,,,1.15,0.23,0.56,opt,R09,,,b,Simbad,84.07054,-5.23011,1.3168698385944415
1534,5148,,,,17.5,16.14,,3.32,19.46,16.25,3.555,M1.5(H),3.21,-0.65,1.23,0.37,6.27,Simbad,05 36 19.14,-05 31 07.94,1,494,2MASS J05361925-0531083,M5,2.0,H13,2880.0,-1.354,,,,,,,0.85,0.3,1.64,opt,R09,,,b,Simbad,84.08012,-5.51892,1.3369358304402374
1538,5124,,,,16.65,16.12,,3.98,20.1,14.290001,3.591,K8(H),5.81,-0.04,2.1,0.38,5.67,Simbad,05 36 20.89,-05 27 33.79,1,73,2MASS J05362100-0527340,K8,1.0,H,3940.0,-0.142,0.64,0.06,0.08,1.9,0.6,0.9,1.83,0.22,6.58,opt,R09,,,g,Simbad,84.08752,-5.45947,1.7405880856106408
1553,5070,,,,17.66,15.26,,3.92,19.18,15.66,3.526,M3(H),3.52,-0.16,2.46,0.2,4.76,Simbad,05 36 25.07,-05 19 13.04,1,396,2MASS J05362516-0519133,M5.5,1.0,H13,2840.0,-0.805,0.11,0.04,0.04,0.3,0.15,1.6,1.64,0.28,1.22,opt,R09,,,g,Simbad,84.10485,-5.32037,1.4339703193456232
1554,5049,,,,18.36,16.27,,3.94,20.210001,15.410001,3.555,M1.5(H),4.8,-0.31,1.81,0.31,5.8,Simbad,05 36 25.31,-05 17 01.83,1,490,V1770 Ori,M5.5,2.0,H13,2840.0,-1.196,,,,,,,1.04,0.33,43.34,opt,Re01,,,"b,d",Simbad,84.10549,-5.28389,0.2077541481657874
1563,5146,,,,19.29,13.21,,2.3,15.51,15.51,3.535,M2.5(H),0.0,-0.23,2.19,0.23,5.12,Simbad,05 36 27.42,-05 30 55.28,1,180,V951 Ori,M2.5,1.0,H13,3425.0,-0.336,0.34,0.09,0.07,1.4,0.3,0.3,1.93,0.29,5.88,opt,S99,2,,,Simbad,84.11473,-5.51543,1.7407539325423729
1571,5079,,2395,,18.6,13.72,,2.24,15.96,15.29,3.562,M1(H),0.67,-0.3,1.77,0.33,5.83,Simbad,05 36 29.64,-05 20 06.46,1,101,V1612 Ori,M0.5,1.0,H13,3700.0,-0.441,0.47,0.09,0.09,2.6,0.9,1.7,1.47,0.2,5.06,opt,S99,3,N,,Simbad,84.12393,-5.33523,1.5846168050359568
3,3126,,1382,,16.8,13.17,,1.68,14.85,14.610001,3.602,K7(H),0.24,-0.21,1.63,0.51,6.02,Simbad,05 34 12.81,-05 28 47.81,1,58,Parenago 1382,K7,1.0,H,3970.0,-0.328,0.69,0.06,0.07,3.9,1.3,2.2,1.45,0.17,8.46,opt,H02,,N,g,Simbad,83.55371,-5.48006,1.2672835665955398
4,3153,,,,18.98,16.49,,2.74,19.23,18.74,3.526,M3(H),0.49,-1.39,0.6,0.19,6.83,Simbad,05 34 12.97,-05 33 48.05,1,310,V1934 Ori,M3,1.0,H,3360.0,-1.478,0.22,0.08,0.11,17.0,8.9,23.0,0.54,0.09,7.87,opt,R09,,,g,Simbad,83.55441,-5.56346,1.38079194166554
8,3007,,,,17.88,14.81,,2.61,17.42,16.83,3.535,M2.5(H),0.59,-0.72,1.24,0.26,6.16,Simbad,05 34 14.80,-05 14 17.70,1,296,2MASS J05341487-0514183,M3.5,1.0,H13,3260.0,-0.948,0.23,0.08,0.1,3.9,1.5,3.4,1.05,0.2,1.69,opt,H02,2,,,Simbad,83.562,-5.23844,1.376899726072958
14,3127,,,,15.87,14.54,,4.21,18.75,15.97,3.5,M4.5(H),2.78,0.07,3.6,0.14,3.45,Simbad,05 34 17.15,-05 29 03.98,1,345,2MASS J05341723-0529043,M5,1.0,H13,2880.0,-0.158,0.16,0.04,0.08,0.05,0.04,0.15,3.35,0.76,3.11,opt,R09,,,g,Simbad,83.5718,-5.48453,1.2675424830520152
15,3074,,,,14.83,16.47,,2.53,19.0,,,early-M::(H),,,,,,Simbad,05 34 17.19,-05 22 36.22,1,122,2MASS J05341726-0522368,M0.5,1.0,H13,3700.0,-1.36,0.41,0.08,0.08,44.0,19.5,15.0,0.51,0.07,11.9,opt,R09,,,a,Simbad,83.57196,-5.37689,1.3351857724613814
16,3076,,,,14.81,16.09,,3.65,19.74,16.48,3.535,M2.5(H),3.26,-0.58,1.45,0.27,6.02,Simbad,05 34 17.23,-05 22 47.60,1,472,2MASS J05341730-0522480,M7.5,1.0,H13,2610.0,-0.98,,,,,,,1.58,0.23,2.03,opt,R09,3,,b,Simbad,83.57211,-5.38002,1.2347286022412993
17,3135,,,,16.43,14.22,,2.48,16.7,,,,,,,,,Simbad,05 34 17.35,-05 30 34.80,1,219,2MASS J05341743-0530352,M3,1.0,H13,3360.0,-0.732,0.29,0.08,0.09,2.8,0.6,1.9,1.27,0.21,0.42,opt,R09,3,,,Simbad,83.57262,-5.50981,1.28471790621492
19,3151,,1417,,17.81,12.87,,1.94,14.809999,14.809999,3.562,M1(H),0.0,-0.13,2.17,0.28,5.49,Simbad,05 34 17.92,-05 33 32.98,1,114,V1427 Ori,M1,1.0,H,3630.0,-0.224,0.43,0.08,0.09,1.3,0.3,0.6,1.95,0.27,3.24,opt,Re01,3,N,,Simbad,83.57503,-5.55925,1.340599933728681
23,3158,,1418,,17.97,13.03,,1.88,14.91,14.69,3.58,M0(H),0.22,-0.15,1.94,0.36,5.75,Simbad,05 34 18.44,-05 33 59.93,2,75,V1671 Ori,K8,1.0,H13,3940.0,-0.217,0.63,0.04,0.08,2.3,0.7,1.4,1.68,0.2,6.29,opt,Re01,3,N,,Simbad,83.57721,-5.56672,1.3748010191974585
24,3149,,,,17.38,16.21,,4.51,20.72,16.109999,3.518,M3.5(H),4.61,-0.25,2.32,0.19,4.79,Simbad,05 34 19.00,-05 33 11.11,1,274,2MASS J05341908-0533113,M3.5,1.0,H,3260.0,-0.335,0.25,0.04,0.12,1.1,0.9,0.4,2.13,0.4,0.76,opt,R09,,,"e,g",Simbad,83.57954,-5.55317,1.3713588667864214
27,3148,,,,16.71,14.96,,2.94,17.9,17.9,3.494,M5(H),0.0,-0.74,1.46,0.14,5.35,Simbad,05 34 20.64,-05 32 34.77,1,415,2MASS J05342073-0532351,M5,1.0,H,2880.0,-0.888,0.1,0.03,0.1,0.3,0.15,2.9,1.45,0.33,1.16,opt,H02,2,N,,Simbad,83.58637,-5.54309,1.3722193556915043
30,3081,,,,13.92,14.75,,2.52,17.27,17.27,3.526,M3(H),0.0,-0.82,1.16,0.22,6.19,Simbad,05 34 20.72,-05 23 28.71,1,327,V1674 Ori,M4,1.0,H13,3160.0,-0.904,0.19,0.09,0.13,3.0,2.6,2.5,1.18,0.25,2.54,opt,R09,,,g,Simbad,83.58667,-5.39144,1.296399586551718
31,3088,,,,13.95,14.86,,2.7,17.56,17.56,3.518,M3.5(H),0.0,-0.83,1.18,0.19,6.16,Simbad,05 34 20.92,-05 24 48.06,1,311,2MASS J05342099-0524485,M3.5,1.0,H,3260.0,-0.924,0.22,0.08,0.11,3.5,1.2,3.2,1.08,0.2,2.53,opt,H02,3,,,Simbad,83.58746,-5.41348,1.1507540804596537
34,3068,,,,13.56,15.49,,2.71,18.2,18.2,3.448,M7(H),0.0,-0.56,2.23,0.07,3.28,Simbad,05 34 22.32,-05 22 26.54,1,478,2MASS J05342239-0522269,M5.5,1.0,H13,2840.0,-1.028,,,,,,,1.27,0.22,4.46,opt,R09,3,,b,Simbad,83.59331,-5.37416,1.193577405254721
36,3020,,,,15.25,13.48,,3.08,16.56,13.469999,3.571,M0.5(H),3.09,0.37,3.69,0.23,4.07,Simbad,05 34 23.80,-05 15 39.78,1,123,V1676 Ori,M0.5,1.0,H,3700.0,0.179,0.41,0.04,0.18,0.6,0.4,0.2,2.99,0.41,21.45,opt,Re01,,,"d,g",Simbad,83.59937,-5.26111,0.7602465955664863
37,3123,,,,14.12,16.09,,3.33,19.42,16.98,3.535,M2.5(H),2.44,-0.79,1.15,0.26,6.23,Simbad,05 34 23.89,-05 28 34.37,1,482,2MASS J05342396-0528347,M6,1.0,H13,2800.0,-1.196,,,,,,,1.07,0.17,2.3,opt,R09,2,A,b,Simbad,83.59987,-5.47633,1.2486487153359103
45,3051,,,,12.96,16.74,,3.39,20.13,18.9,3.509,M4(H),1.23,-1.24,0.77,0.15,6.44,Simbad,05 34 26.71,-05 19 40.99,1,348,2MASS J05342678-0519414,M4,1.0,H,3160.0,-1.319,0.16,0.08,0.11,6.5,2.5,9.5,0.73,0.15,0.73,opt,R09,2,,,Simbad,83.61158,-5.32819,1.1455083433489395
48,3145,,1471,,15.35,13.15,,2.75,15.9,15.379999,3.526,M3(H),0.52,-0.05,2.8,0.18,4.43,Simbad,05 34 26.98,-05 32 28.75,1,229,V1116 Ori,M3,1.0,H,3360.0,-0.136,0.29,0.07,0.12,0.7,0.6,0.5,2.53,0.42,1.66,opt,H02,3,,,Simbad,83.61275,-5.54142,1.2480450490702752
49,3029,,,,13.98,15.44,,3.11,18.55,18.55,3.494,M5(H),0.0,-0.94,1.17,0.13,6.0,Simbad,05 34 27.05,-05 16 48.26,1,328,2MASS J05342712-0516487,M4,1.0,H13,3160.0,-0.974,0.19,0.08,0.11,3.5,2.4,3.1,1.09,0.23,0.56,opt,R09,2,N,,Simbad,83.613,-5.28022,1.1731100786451196
51,3120,,,,13.26,13.94,,3.06,17.0,,,,,,,,,Simbad,05 34 27.46,-05 28 28.15,1,329,2MASS J05342753-0528284,M4.5,1.0,H13,3020.0,-0.526,0.19,0.09,0.07,0.5,0.42,1.5,1.99,0.39,1.57,opt,H02,3,,,Simbad,83.61473,-5.47457,1.162758378922825
52,3142,,1470,,14.89,10.78,,1.55,12.33,10.36,3.736,G8(H)K2(S),1.97,1.14,4.2,2.92,6.03,Simbad,05 34 27.61,-05 31 55.00,1,3,V1963 Ori,G8,1.0,H,5210.0,1.004,2.53,0.28,0.22,2.2,0.6,0.9,3.9,0.47,3.37,MIR,M11,3,N,a,Simbad,83.61542,-5.53203,1.3902045287261147
53,3110,,,,12.55,14.18,,2.27,16.45,14.330001,3.623,K6e(H),2.12,-0.18,1.55,0.67,6.23,Simbad,05 34 27.85,-05 26 34.21,1,45,2MASS J05342792-0526346,K6e,1.0,H13,4020.0,-0.295,0.76,0.15,0.13,4.3,1.9,3.0,1.47,0.19,0.84,opt,H02,2,A,,Simbad,83.61637,-5.44296,1.258359951744864
54,1,,,,12.51,15.6,,3.62,19.220001,19.11,3.483,M5.5(H),0.11,-0.9,1.29,0.11,5.29,Simbad,05 34 28.13,-05 26 39.22,1,584,2MASS J05342821-0526397,M5.5,1.0,H,2840.0,-1.072,,,,,,,1.2,0.21,0.71,opt,R09,,N,b,Simbad,83.61754,-5.44436,1.2803822395929338
57,3082,,,,11.89,15.96,,,,,,,,,,,,Simbad,05 34 28.89,-05 23 47.71,1,506,2MASS J05342896-0523481,M5,1.0,H13,2880.0,,,,,,,,,,2.99,opt,R09,3,,c,Simbad,83.6207,-5.39671,1.2472800448998131
63,8,,,99,11.76,15.73,,,,,3.483,M5.5(H),0.0,-0.98,1.18,0.1,5.43,Simbad,05 34 29.38,-05 23 37.22,1,595,2MASS J05342945-0523374,M5.5,1.0,H,2840.0,,,,,,,,,,1.79,opt,R09,3,,c,Simbad,83.62272,-5.39374,1.114209865007602
66,11,,,99,11.78,15.22,,3.58,18.8,18.8,3.465,M6-M6.5(H),0.0,-0.62,1.92,0.11,4.49,Simbad,05 34 29.92,-05 25 17.12,1,574,2MASS J05342999-0525173,M6.25,1.0,H,2762.5,-0.82,,,,,,,1.7,0.26,1.74,opt,R09,2,,b,Simbad,83.62497,-5.42149,1.1141612325280448
67,10,,1481,,16.36,13.69,,2.55,16.24,13.23,3.633,K5-K6e(H),3.01,0.23,2.36,0.59,5.66,Simbad,05 34 30.17,-05 11 48.01,1,44,IS Ori,K5.5,1.0,H,4080.0,0.113,0.78,0.17,0.18,1.3,0.5,0.8,2.28,0.31,8.66,opt,H02,2,,,Simbad,83.62603,-5.19672,1.1675131378174348
70,3063,,,,11.59,16.25,,3.24,19.49,19.199999,3.5,M4.5(H),0.29,-1.23,0.81,0.13,6.35,Simbad,05 34 30.41,-05 21 55.50,1,480,2MASS J05343048-0521560,M5.5,2.0,H13,2840.0,-1.332,,,,,,,0.89,0.28,0.72,opt,R09,2,,b,Simbad,83.627,-5.36557,1.1821860567362388
72,15,,,99,11.43,14.07,,2.66,16.73,14.98,3.562,M1(H),1.75,-0.18,2.04,0.3,5.7,Simbad,05 34 31.08,-05 21 55.72,1,126,V1435 Ori,M1,1.0,H,3630.0,-0.361,0.41,0.06,0.1,1.7,0.4,1.3,1.67,0.23,0.9,opt,R09,2,N,,Simbad,83.62975,-5.36553,0.9155661798544692
73,17,,,99,12.58,13.54,,3.0,16.54,16.310001,3.509,M4(H),0.23,-0.2,2.53,0.16,4.39,Simbad,05 34 31.20,-05 28 54.52,1,286,2MASS J05343128-0528548,M4,1.0,H,3160.0,-0.283,0.24,0.09,0.12,0.5,0.43,0.9,2.41,0.5,3.14,opt,H02,,,g,Simbad,83.63037,-5.48189,1.3559824176666597
76,18,,,99,12.3,14.42,,2.66,17.08,15.98,3.544,M2(H),1.1,-0.46,1.6,0.29,5.91,Simbad,05 34 31.60,-05 28 26.52,1,174,V1975 Ori,M2,1.0,H,3490.0,-0.587,0.35,0.07,0.07,2.5,0.7,1.2,1.39,0.19,5.29,opt,R09,2,,,Simbad,83.632,-5.47414,1.2547316652098008
78,20,,,99,11.6,13.79,,2.67,16.46,16.46,3.518,M3.5(H),0.0,-0.4,1.93,0.2,5.28,Simbad,05 34 31.83,-05 26 36.52,1,79,2MASS J05343190-0526368,K8,1.0,H13,3940.0,-0.028,0.62,0.05,0.08,1.3,0.3,0.7,2.08,0.25,0.67,opt,H02,3,,,Simbad,83.63292,-5.44356,1.0978662173985156
79,3115,,,,11.93,15.74,,3.68,19.42,16.52,3.526,M3(H),2.9,-0.5,1.66,0.23,5.87,Simbad,05 34 31.94,-05 27 42.25,1,262,V1978 Ori,M3.5,1.0,H13,3260.0,-0.665,0.26,0.1,0.09,2.3,1.4,1.2,1.46,0.27,0.85,opt,H02,2,,,Simbad,83.63342,-5.46184,1.2631357686232805
83,25,,,99,10.8,15.22,,2.54,17.76,17.76,3.5,M4.5(H),0.0,-0.88,1.21,0.14,6.05,Simbad,05 34 33.51,-05 22 08.62,1,368,2MASS J05343357-0522087,M4.5,1.0,H13,3020.0,-1.044,0.13,0.06,0.09,3.1,2.8,1.9,1.1,0.22,2.28,opt,H02,2,,,Simbad,83.63987,-5.36911,0.8955941278697566
91,32,,,99,12.09,14.66,,2.83,17.49,17.49,3.509,M4(H),0.0,-0.71,1.41,0.17,5.99,Simbad,05 34 35.61,-05 29 51.72,1,316,2MASS J05343569-0529520,M4,1.0,H13,3160.0,-0.837,0.21,0.09,0.11,2.8,2.3,1.7,1.27,0.27,4.78,opt,R09,3,N,,Simbad,83.64871,-5.49778,1.2345160596733984
94,35,,1524,33,16.33,12.9,,2.44,15.34,,,,,,,,,Simbad,05 34 36.42,-05 36 17.42,1,206,V759 Ori,M3,1.0,H13,3360.0,-0.204,0.3,0.06,0.11,1.1,0.9,0.2,2.34,0.39,5.99,opt,H02,,,g,Simbad,83.65225,-5.60478,1.8038953693902744
95,36,,,99,12.54,14.29,,3.08,17.369999,16.009998,3.526,M3e(H),1.36,-0.3,2.1,0.21,5.15,Simbad,05 34 37.01,-05 31 08.52,1,250,V1992 Ori,M3.5e,1.0,H13,3260.0,-0.459,0.27,0.1,0.08,1.5,1.3,0.5,1.85,0.35,2.72,opt,H02,2,A,,Simbad,83.65458,-5.51917,1.4197704071263662
97,38,,,99,10.15,15.63,,3.73,19.36,18.2,3.494,M5(H),1.16,-0.73,1.48,0.14,5.32,Simbad,05 34 37.58,-05 26 21.22,1,392,2MASS J05343766-0526215,M5,1.0,H,2880.0,-0.894,0.12,0.06,0.09,1.1,0.9,2.1,1.44,0.32,0.85,opt,R09,,,g,Simbad,83.65696,-5.43933,1.3991563225473884
98,39,,,99,10.51,14.29,,2.4,16.69,16.69,3.526,M3(H),0.0,-0.63,1.43,0.23,6.03,Simbad,05 34 38.02,-05 27 40.12,1,226,V1438 Ori,M3,1.0,H,3360.0,-0.76,0.29,0.09,0.08,3.1,0.8,2.1,1.23,0.2,5.52,opt,R09,,,g,Simbad,83.65876,-5.46126,1.298812788973908
99,41,,,96,15.72,15.42,,3.02,18.44,,,,,,,,,Simbad,05 34 38.07,-05 35 49.82,1,493,2MASS J05343819-0535495,M5,1.0,H13,2880.0,-1.072,,,,,,,1.17,0.26,1.46,opt,R09,,,b,Simbad,83.65912,-5.59711,1.7875939381930208
100,40,,,99,9.62,14.48,,2.89,17.369999,16.91,3.518,M3.5(H),0.46,-0.57,1.6,0.21,5.91,Simbad,05 34 38.15,-05 24 23.42,1,290,V1997 Ori,M3.5,1.0,H,3260.0,-0.654,0.24,0.07,0.11,2.2,0.8,1.2,1.48,0.28,9.81,opt,H02,3,,,Simbad,83.65926,-5.40658,1.1138893911999412
104,43,,,99,10.95,15.8,,3.73,19.53,19.140001,3.483,M5.5(H),0.39,-0.91,1.27,0.11,5.31,Simbad,05 34 39.70,-05 17 24.22,1,588,2MASS J05343976-0517243,M5.5,1.0,H,2840.0,-1.14,,,,,,,1.11,0.19,1.99,opt,R09,,N,b,Simbad,83.66571,-5.29008,1.0536986348860098
106,47,,1542,98,11.36,13.8,,,,,,,,,,,,Simbad,05 34 39.78,-05 30 06.22,1,523,IW Ori,M1.5,1.0,H13,3560.0,,,,,,,,,,8.26,opt,R09,2,,c,Simbad,83.6661,-5.50186,1.341485062235889
112,52,,,99,10.11,14.58,,3.64,18.22,17.289999,3.494,M5(H),0.93,-0.37,2.25,0.15,4.53,Simbad,05 34 40.75,-05 28 09.12,1,352,2MASS J05344083-0528095,M5,1.0,H,2880.0,-0.53,0.15,0.07,0.08,0.2,0.18,1.7,2.19,0.49,0.64,opt,R09,2,,e,Simbad,83.67014,-5.46931,1.309597949351761
121,3060,,,,8.83,16.27,,2.33,18.6,,,,,,,,,Simbad,05 34 41.87,-05 21 31.71,1,420,2MASS J05344196-0521321,M4.7,1.0,D10,2964.0,-1.444,,,,,,,0.72,0.15,1.17,opt,R09,,,b,Simbad,83.67484,-5.35892,1.4258377487311618
124,3073,,,,8.52,16.6,,,,,,,,,,,,Simbad,05 34 42.40,-05 22 45.83,1,543,2MASS J05344248-0522462,M5,1.0,H13,2880.0,,,,,,,,,,2.68,opt,R09,,,c,Simbad,83.67702,-5.37953,1.3536051829958418
125,61,,,46,9.94,13.52,,2.86,16.380001,,,,,,,,,Simbad,05 34 42.65,-05 28 37.12,1,298,V2012 Ori,M4,1.0,H13,3160.0,-0.362,0.23,0.09,0.13,0.9,0.81,0.6,2.2,0.46,6.15,MIR,M11,2,,,Simbad,83.67807,-5.4771,1.368707610260341
128,65,,,99,10.67,13.82,,2.25,16.07,14.9,3.58,M0(H),1.17,-0.24,1.75,0.39,5.85,Simbad,05 34 43.32,-05 30 06.52,1,88,V1313 Ori,M0,1.0,H,3770.0,-0.433,0.52,0.1,0.13,3.1,1.2,2.3,1.43,0.19,7.4,opt,P09,3,,,Simbad,83.68086,-5.50195,1.3835374374463925
129,3008,,,,11.98,16.56,,,,,,,,,,,,Simbad,05 34 43.38,-05 14 42.12,1,540,2MASS J05344346-0514426,M5.5,1.0,H13,2840.0,,,,,,,,,,2.01,opt,R09,,,c,Simbad,83.68109,-5.24518,1.3283221592307826
132,68,,,84,14.71,16.83,,,,,,,,,,,,Simbad,05 34 43.74,-05 35 36.72,1,498,2MASS J05344384-0535366,M4.5,1.0,H13,3020.0,,,,,,,,,,0.71,opt,R09,3,,c,Simbad,83.68271,-5.59353,1.6481584928811097
136,70,,,99,8.47,15.27,,3.89,19.16,17.59,3.494,M5(H),1.57,-0.49,1.96,0.14,4.82,Simbad,05 34 44.33,-05 26 05.72,1,364,2MASS J05344441-0526061,M5,1.0,H,2880.0,-0.65,0.14,0.06,0.1,0.3,0.23,2.0,1.9,0.43,1.5,opt,H02,3,,,Simbad,83.68505,-5.43504,1.2958022830111549
137,71,,,99,8.1,15.61,,2.99,18.6,18.390001,3.509,M4(H),0.21,-1.04,0.97,0.16,6.26,Simbad,05 34 44.41,-05 24 38.12,1,333,2MASS J05344449-0524384,M4,1.0,H,3160.0,-1.117,0.18,0.09,0.11,4.5,2.2,4.7,0.92,0.19,14.4,opt,P09,2,,,Simbad,83.68538,-5.41068,1.2561519452936458
138,73,,,99,13.02,14.04,,1.85,15.89,15.89,3.562,M1e(H),0.0,-0.59,1.27,0.41,6.28,Simbad,05 34 44.65,-05 33 41.92,1,130,V1118 Ori,M1e,1.0,H,3630.0,-0.692,0.41,0.07,0.11,4.4,1.6,3.4,1.14,0.16,2.23,opt,P09,2,A,,Simbad,83.68644,-5.56172,1.45293658662716
139,75,,1587,99,8.01,11.11,,1.61,12.719999,11.15,3.695,K2(WSH)K2(Sam),1.57,0.89,3.82,1.5,5.59,Simbad,05 34 45.10,-05 25 03.62,1,14,V1444 Ori,K3,1.0,StE,4550.0,0.79,1.63,0.51,0.49,0.7,0.3,0.6,4.0,0.6,3.45,opt,H00,3,,,Simbad,83.68828,-5.4178,1.381018663367815
142,76,,,99,9.77,13.56,,2.97,16.53,16.37,3.509,M4(H),0.16,-0.23,2.45,0.16,4.48,Simbad,05 34 45.48,-05 29 20.52,1,282,V1445 Ori,M4,1.0,H13,3160.0,-0.309,0.24,0.09,0.09,0.8,0.72,0.6,2.33,0.49,6.33,opt,H02,,N,g,Simbad,83.68985,-5.48915,1.3226765573038006
143,77,,1595,99,7.8,13.61,,2.16,15.7699995,14.83,3.58,M0(H),0.94,-0.21,1.81,0.38,5.81,Simbad,05 34 45.83,-05 24 55.42,1,96,V1446 Ori,M0,1.0,H13,3770.0,-0.405,0.5,0.09,0.14,2.6,0.9,2.0,1.47,0.2,1.5,opt,H02,3,N,,Simbad,83.69129,-5.41551,1.2593624921793398
