recno,[IHA2007],RAJ2000,DEJ2000,Per,Vmag,Icmag,Kmag,SNR,RV,l_vsini,vsini,Mm,logL,amp,tc,logR,W(Ca)1,W(Ca)2,logR'1,I07,single,Mass,s_Mass,Lum,s_Lum,Gmag,Teff,Mass_calc,Mass_e
375,3-1-1370,07 51 49.31,-61 13 36.76,,16.63,14.65,12.62,43,6.92,<,8.0,*,-0.92,,36,,0.15,0.2,-4.96,0,1,0.623,0.021,0.07231,0.01685,15.871508,4103.7,0.7,0.009349559060936414
376,3-1-1526,07 51 54.82,-61 11 54.31,,16.06,14.66,13.0,42,43.76,<,8.0,*,-0.95,,38,,-0.03,-0.01,,0,1,0.71,,0.24935,,15.617413,4599.0,1.1,0.009349559060936414
377,3-1-1583,07 51 56.64,-61 09 34.10,0.518,18.95,16.17,13.89,20,1.28,,41.0,,-1.46,0.014,68,-2.12,0.38,0.46,-4.58,1,1,0.486,0.028,0.02584,0.00756,17.708954,3474.4,0.352566371681416,0.009349559060936414
378,3-1-2130,07 52 15.81,-61 09 14.31,,20.51,17.71,14.98,7,1.46,,11.9,,-2.08,,138,,-0.13,0.0,,0,1,,,,,19.277735,,,0.009349559060936414
379,3-1-2177,07 52 17.37,-61 05 48.91,,20.79,17.81,15.05,6,26.76,<,8.0,*,-2.09,,140,,-0.04,-0.11,,0,1,0.55,,0.11984,,19.304846,,,0.009349559060936414
380,3-1-2182,07 52 17.97,-61 10 51.80,0.737,20.74,17.78,15.03,6,0.05,,28.8,,-2.08,0.014,139,-2.27,0.05,0.34,-5.51,1,1,,,,,19.371792,,,0.009349559060936414
381,3-1-2230,07 52 20.76,-61 14 36.40,0.975,20.05,17.25,14.99,10,0.54,,15.8,,-1.89,0.03,111,-2.06,0.25,0.29,-4.76,1,1,0.284,0.039,0.00934,0.00375,18.767105,3320.7,0.23876623376623365,0.009349559060936414
382,3-1-2445,07 52 28.65,-61 06 03.50,2.904,19.23,16.51,14.31,18,0.87,,9.9,,-1.61,0.013,81,-1.44,0.39,0.36,-4.56,1,1,0.4,0.03,0.01824,0.00556,18.055582,3466.5,0.3455752212389381,0.009349559060936414
383,3-1-2585,07 52 32.38,-61 12 56.70,,17.04,15.08,13.05,36,3.06,,63.4,,-1.09,,44,,0.58,0.75,-4.36,0,1,0.592,0.022,0.06559,0.01549,16.350367,3640.5,0.46987577639751554,0.009349559060936414
384,3-1-2640,07 52 35.71,-61 08 42.32,,20.45,17.47,15.06,10,3.38,,50.9,,-1.95,,119,,0.46,0.48,-4.52,0,1,0.309,0.046,0.0111,0.00477,19.063372,,,0.009349559060936414
385,3-1-2700,07 52 37.25,-61 06 48.11,,16.3,14.76,13.0,45,82.56,<,8.0,*,-1.0,,40,,-0.13,-0.15,,0,1,,,,,15.769167,5134.0,0.8806201550387597,0.009349559060936414
386,3-1-2703,07 52 37.65,-61 08 34.23,,19.55,16.59,14.06,16,0.31,,28.1,,-1.61,,80,,0.17,0.26,-4.96,0,1,0.364,0.029,0.01375,0.00426,18.17521,3331.9,0.2460389610389611,0.009349559060936414
387,3-1-2708,07 52 37.75,-61 05 53.02,,21.44,18.28,,5,1.04,,15.2,,-2.26,,169,,0.23,0.29,-4.84,0,1,,,,,19.942026,,,0.009349559060936414
388,3-1-2816,07 52 42.12,-61 11 30.28,,18.62,16.19,13.94,19,22.86,<,8.0,*,-1.51,,71,,0.03,-0.05,-5.63,0,1,0.514,0.03,0.03515,0.01023,17.564972,3662.8,0.4837267080745343,0.009349559060936414
389,3-1-288,07 51 10.75,-61 08 35.10,1.03,18.43,15.84,13.64,19,9.84,,48.1,*,-1.36,0.015,60,-1.77,0.55,0.6,-4.4,1,1,0.518,0.026,0.03148,0.00867,17.320858,3490.6,0.3669026548672566,0.009349559060936414
390,3-1-3066,07 52 50.01,-61 11 27.67,,19.34,16.57,14.3,16,17.3,,8.2,*,-1.63,,82,,0.06,0.05,-5.36,0,1,0.261,0.024,0.00861,0.00257,18.09135,3430.6,0.3138053097345132,0.009349559060936414
391,3-1-3103,07 52 51.98,-61 12 56.01,,19.05,16.57,14.28,16,3.08,<,8.0,*,-1.66,,85,,-0.04,-0.03,,0,1,0.501,0.036,0.03257,0.01041,17.99496,3647.1,0.47397515527950307,0.009349559060936414
392,3-1-3373,07 53 00.35,-61 06 55.39,,20.39,17.36,15.15,10,15.94,,14.5,*,-1.9,,113,,0.17,0.25,-4.96,0,1,0.147,0.023,0.00284,0.00105,18.979797,3153.7,0.1567931034482758,0.009349559060936414
393,3-1-3604,07 53 07.23,-61 06 46.10,11.35,18.39,15.69,13.45,29,15.36,<,8.0,*,-1.29,0.006,55,-0.69,0.15,0.13,-4.96,1,1,0.36,0.022,0.01516,0.00398,17.191168,3397.6,0.2887012987012986,0.009349559060936414
394,3-1-3674,07 53 10.29,-61 13 07.22,,21.0,17.76,15.12,8,2.39,,35.9,,-2.04,,132,,0.33,0.25,-4.69,0,1,,,,,19.442219,,,0.009349559060936414
395,3-1-3691,07 53 10.79,-61 10 49.16,,19.92,17.14,14.72,10,12.92,,16.2,*,-1.85,,106,,-0.03,-0.08,,0,1,,,,,18.875229,,,0.009349559060936414
396,3-1-3911,07 53 17.55,-61 08 18.99,,20.33,17.37,15.02,10,18.35,,13.1,*,-1.92,,115,,0.1,0.15,-5.18,0,1,0.194,0.026,0.00519,0.00182,18.975983,3213.4,0.179304347826087,0.009349559060936414
397,3-1-3934,07 53 18.45,-61 10 59.93,,16.94,15.14,13.36,29,29.37,<,8.0,*,-1.16,,48,,-0.02,-0.01,,0,1,0.67,,0.16562,,16.247158,4390.2,0.7005069124423963,0.009349559060936414
398,3-1-3941,07 53 18.85,-61 07 42.70,0.667,19.35,16.63,14.37,17,0.71,,27.1,,-1.66,0.029,85,-2.11,0.27,0.36,-4.73,1,1,0.395,0.032,0.01775,0.00568,18.123169,3467.5,0.34646017699115045,0.009349559060936414
399,3-1-3950,07 53 19.44,-61 12 39.23,,20.11,17.06,14.49,13,0.2,,27.0,,-1.78,,98,,0.24,0.23,-4.81,0,1,0.417,0.043,0.01598,0.00614,18.672949,3242.2,0.19182608695652167,0.009349559060936414
400,3-1-4095,07 53 24.37,-61 10 14.70,,18.65,16.13,13.78,22,0.03,,22.7,,-1.48,,69,,0.65,0.57,-4.32,0,1,0.504,0.025,0.03342,0.00896,17.513334,3606.0,0.44844720496894414,0.009349559060936414
401,3-1-4112,07 53 24.90,-61 08 19.07,,20.27,17.22,14.73,11,23.48,<,8.0,*,-1.85,,105,,0.17,0.21,-4.95,0,1,0.208,0.027,0.00555,0.00195,18.850222,,,0.009349559060936414
402,3-1-4161,07 53 26.90,-61 09 27.90,0.689,20.98,17.94,15.57,5,22.59,,23.3,*,-2.14,0.02,147,-2.33,0.07,0.18,-5.37,1,1,,,,,19.529263,,,0.009349559060936414
403,3-1-4200,07 53 28.35,-61 10 13.70,,19.9,17.24,15.16,7,40.4,<,8.0,*,-1.91,,113,,0.03,-0.02,-5.7,0,1,0.375,0.049,0.01783,0.00722,18.712591,3434.2,0.3169911504424777,0.009349559060936414
404,3-1-4252,07 53 30.83,-61 10 52.21,,20.99,17.56,15.42,6,31.12,,15.8,*,-1.93,,116,,-0.22,-0.24,,0,1,0.61,,0.03716,,19.116571,,,0.009349559060936414
405,3-1-719,07 51 25.82,-61 08 26.79,,19.99,17.14,14.71,9,13.26,,19.1,*,-1.84,,105,,0.08,-0.05,-5.29,0,1,0.295,0.033,0.0108,0.00383,18.719147,3350.2,0.2579220779220778,0.009349559060936414
406,3-1-872,07 51 30.80,-61 10 16.94,,21.17,18.0,15.44,7,1.57,<,8.0,,-2.14,,148,,0.05,-0.08,-5.51,0,1,,,,,19.67661,,,0.009349559060936414
407,3-1-892,07 51 30.99,-61 07 22.06,,20.19,17.44,14.91,8,40.36,<,8.0,*,-1.98,,122,,0.02,-0.02,-5.88,0,1,0.281,0.041,0.01021,0.00422,19.02191,,,0.009349559060936414
408,3-2-1169,07 51 41.23,-61 04 53.16,,18.07,15.76,13.63,26,11.79,,9.1,*,-1.35,,59,,0.07,0.05,-5.31,0,1,0.508,0.024,0.03748,0.00967,17.10782,3606.9,0.4490062111801243,0.009349559060936414
409,3-2-1409,07 51 48.44,-60 58 53.69,,19.39,16.83,14.46,12,35.39,<,8.0,*,-1.76,,95,,-0.05,-0.07,,0,1,0.454,0.039,0.02329,0.00797,18.291136,3514.1,0.3876991150442477,0.009349559060936414
410,3-2-1428,07 51 49.37,-61 05 21.39,,20.22,17.22,14.54,11,2.77,,29.4,,-1.85,,106,,0.26,0.22,-4.76,0,1,0.384,0.044,0.01331,0.00525,18.795046,3279.0,0.2116883116883117,0.009349559060936414
411,3-2-1709,07 51 58.89,-60 59 18.55,,20.45,17.58,15.26,8,11.37,<,8.0,*,-2.01,,128,,0.03,0.06,-5.66,0,1,,,,,19.12667,,,0.009349559060936414
412,3-2-1754,07 52 00.72,-61 02 25.60,1.054,19.46,16.83,14.57,14,0.73,,27.5,,-1.75,0.024,95,-1.95,0.34,0.39,-4.61,1,1,0.363,0.034,0.01547,0.00512,18.32842,3418.1,0.3027433628318583,0.009349559060936414
413,3-2-1798,07 52 02.01,-61 05 08.92,,17.89,15.39,13.22,32,19.62,<,8.0,*,-1.19,,49,,0.06,0.02,-5.33,0,2,0.393,0.021,0.01998,0.00504,16.804918,3520.7,0.39353982300884943,0.009349559060936414
414,3-2-1830,07 52 03.54,-61 02 04.31,,20.61,17.66,15.44,8,2.65,,33.8,,-2.03,,131,,0.21,0.53,-4.85,0,1,,,,,19.226862,,,0.009349559060936414
415,3-2-1895,07 52 05.22,-60 59 27.54,,21.0,17.87,15.06,5,0.49,<,8.0,,-2.1,,141,,0.14,0.09,-5.04,0,1,,,,,19.498573,,,0.009349559060936414
416,3-2-2145,07 52 13.76,-61 01 27.25,,20.45,17.55,14.58,8,0.75,,37.8,,-2.0,,126,,0.48,0.36,-4.49,0,1,,,,,19.130262,,,0.009349559060936414
417,3-2-2387,07 52 22.35,-60 58 44.62,,19.47,16.76,14.57,14,5.4,<,8.0,*,-1.71,,90,,-0.12,-0.05,,0,1,0.279,0.03,0.0098,0.00326,18.24855,3379.5,0.27694805194805194,0.009349559060936414
418,3-2-2514,07 52 28.06,-61 04 14.31,,21.13,18.04,15.63,6,1.69,,29.1,,-2.17,,153,,0.2,0.36,-4.89,0,1,,,,,19.664656,,,0.009349559060936414
419,3-2-2625,07 52 30.16,-60 56 26.03,,16.13,14.21,13.2,59,29.65,<,8.0,*,-0.76,,30,,-0.01,-0.02,,0,1,1.22,,2.94843,,14.703985,,,0.009349559060936414
420,3-2-2921,07 52 41.65,-61 05 16.20,,19.58,16.76,14.55,14,12.72,<,8.0,*,-1.7,,89,,0.14,0.01,-5.01,0,1,0.197,0.023,0.00544,0.00169,18.281506,,,0.009349559060936414
421,3-2-3091,07 52 48.14,-61 02 25.56,,19.32,16.71,14.49,16,26.36,<,8.0,*,-1.7,,90,,0.02,-0.05,-5.78,0,1,0.525,0.043,0.03193,0.01138,18.173527,3579.4,0.4319254658385094,0.009349559060936414
422,3-2-3142,07 52 50.19,-61 00 03.00,13.612,17.3,15.26,13.32,31,0.81,<,8.0,,-1.16,0.01,48,-0.55,0.13,0.18,-5.0,1,1,0.572,0.022,0.06022,0.0143,16.485699,,,0.009349559060936414
423,3-2-3348,07 52 58.44,-61 03 56.97,,18.84,16.21,13.9,20,21.25,<,8.0,*,-1.5,,71,,-0.02,-0.01,,0,1,0.558,0.028,0.03661,0.01056,17.668514,3601.5,0.4456521739130435,0.009349559060936414
424,3-2-3359,07 52 58.88,-61 03 42.60,,16.3,14.58,12.77,50,25.6,<,8.0,*,-0.94,,37,,0.0,0.05,-6.6,0,1,0.66,,0.15094,,15.656444,,,0.009349559060936414
425,3-2-3733,07 53 12.88,-61 04 02.40,1.452,19.83,17.07,14.55,12,0.28,,25.2,,-1.83,0.013,103,-1.85,0.28,0.29,-4.7,1,1,0.364,0.036,0.01541,0.0053,18.592836,3363.7,0.2666883116883116,0.009349559060936414
426,3-2-3869,07 53 18.51,-61 04 05.44,,19.99,17.31,15.28,11,24.43,,21.5,*,-1.93,,117,,0.05,-0.04,-5.44,0,1,0.33,0.05,0.0149,0.00643,18.792171,3428.5,0.31194690265486724,0.009349559060936414
427,3-2-3925,07 53 21.07,-60 58 13.00,2.515,17.68,15.56,13.35,30,0.18,<,8.0,,-1.28,0.005,55,-1.34,0.76,0.79,-4.24,1,1,0.57,0.023,0.05102,0.01273,16.85777,3758.9,0.5247872340425532,0.009349559060936414
428,3-2-3930,07 53 21.64,-61 02 13.00,2.342,18.15,15.82,13.68,26,0.21,<,8.0,,-1.37,0.008,61,-1.41,0.53,0.68,-4.41,1,1,0.51,0.023,0.03736,0.00947,17.174576,3696.9,0.5028014184397164,0.009349559060936414
429,3-2-3954,07 53 23.14,-61 02 42.92,,16.4,14.37,12.34,55,0.37,<,8.0,,-0.81,,32,,0.47,0.58,-4.45,0,1,0.62,,0.20202,,15.652866,3916.2,0.6,0.009349559060936414
430,3-2-4043,07 53 27.74,-61 00 58.91,,19.48,16.78,14.49,15,0.57,,21.0,,-1.72,,91,,0.45,0.43,-4.49,0,1,0.352,0.032,0.01368,0.00449,18.283152,3355.6,0.26142857142857134,0.009349559060936414
431,3-2-588,07 51 20.90,-61 05 08.30,0.807,20.39,17.47,14.9,8,1.31,,25.5,,-1.96,0.032,121,-2.17,0.4,0.58,-4.57,1,1,0.298,0.043,0.01032,0.00435,19.032955,,,0.009349559060936414
432,3-2-795,07 51 27.14,-61 04 49.57,,15.93,14.43,13.48,43,20.2,<,8.0,*,-0.87,,34,,0.0,0.01,-6.5,0,1,1.07,,1.09611,,15.165446,5200.5,1.0,0.009349559060936414
433,3-3-1908,07 52 03.92,-60 55 36.70,0.707,20.69,17.71,15.82,7,0.33,,28.9,,-2.05,0.02,134,-2.28,0.25,0.31,-4.78,1,1,,,,,19.300682,,,0.009349559060936414
434,3-3-2514,07 52 25.85,-60 55 24.41,,17.82,15.72,13.69,26,18.25,<,8.0,*,-1.34,,59,,0.11,0.05,-5.08,0,1,0.552,0.024,0.0525,0.013,16.97784,,,0.009349559060936414
435,3-3-2975,07 52 39.38,-60 55 40.60,,17.12,15.19,13.28,34,23.05,<,8.0,*,-1.15,,47,,0.04,0.03,-5.57,0,1,0.613,0.022,0.08081,0.01866,16.348866,4334.0,0.9,0.009349559060936414
436,3-3-3266,07 52 49.28,-60 55 06.64,,21.04,18.03,15.33,6,0.9,<,8.0,,-2.18,,154,,0.25,0.18,-4.79,0,1,,,,,19.662498,,,0.009349559060936414
437,3-3-3323,07 52 50.72,-60 54 17.60,0.29,17.92,15.65,13.54,24,3.09,,79.5,,-1.3,0.014,57,-2.29,0.52,0.59,-4.41,1,1,0.534,0.023,0.0439,0.01099,16.958935,3676.1,0.49198757763975154,0.009349559060936414
438,3-3-3637,07 53 00.56,-60 48 09.40,11.614,17.67,15.49,13.32,32,0.01,<,8.0,,-1.25,0.006,53,-0.66,0.2,0.21,-4.83,1,1,0.555,0.022,0.04924,0.01204,16.778938,3607.0,0.44906832298136645,0.009349559060936414
439,3-3-3724,07 53 02.58,-60 50 25.90,0.328,16.47,14.79,12.81,40,0.68,,95.9,,-1.02,0.045,41,-2.1,0.53,0.74,-4.35,1,1,0.634,0.021,0.09973,0.02203,15.85202,4011.2,0.6096402877697841,0.009349559060936414
440,3-3-3858,07 53 05.00,-60 51 57.54,,21.02,17.79,15.01,7,2.42,,11.2,,-2.05,,134,,0.32,0.28,-4.7,0,1,,,,,19.450161,,,0.009349559060936414
442,3-4-3738,07 53 10.31,-60 46 39.90,2.205,18.49,16.03,13.74,23,0.72,,9.4,,-1.44,0.017,66,-1.48,0.4,0.51,-4.53,1,1,0.478,0.024,0.03047,0.00793,17.419704,3595.4,0.4418633540372672,0.009349559060936414
443,3-4-3791,07 53 11.78,-60 41 38.90,4.578,17.97,15.74,13.79,23,1.1,<,8.0,,-1.34,0.013,59,-1.11,0.35,0.5,-4.58,1,1,0.507,0.023,0.0404,0.01012,17.005983,3734.1,0.5159929078014184,0.009349559060936414
444,3-4-4335,07 53 29.35,-60 42 59.07,,19.69,16.92,14.64,14,5.99,<,8.0,*,-1.77,,96,,0.08,0.0,-5.26,0,1,0.303,0.029,0.01012,0.00329,18.40654,3387.9,0.28240259740259743,0.009349559060936414
445,3-5-1009,07 54 10.61,-61 07 35.00,0.78,20.6,17.61,15.18,8,0.69,,10.7,,-2.01,0.026,127,-2.21,0.3,0.23,-4.71,1,1,0.284,0.045,0.01138,0.00497,19.221039,,,0.009349559060936414
446,3-5-1035,07 54 11.48,-61 07 44.45,,19.42,16.67,14.11,16,1.03,,61.6,,-1.67,,86,,0.39,0.51,-4.56,0,1,,,,,18.21997,3479.6,0.35716814159292026,0.009349559060936414
447,3-5-1300,07 54 20.18,-61 06 26.50,2.977,19.19,16.51,14.27,17,1.42,<,8.0,,-1.62,0.009,81,-1.44,0.34,0.37,-4.62,1,1,0.423,0.029,0.02128,0.00631,18.04025,3508.6,0.38283185840707956,0.009349559060936414
448,3-5-1317,07 54 20.89,-61 06 12.23,,16.5,14.94,13.08,41,56.02,<,8.0,*,-1.08,,43,,-0.19,-0.18,,0,1,,,,,15.959311,4877.9,0.8144444444444444,0.009349559060936414
449,3-5-1999,07 54 44.79,-61 07 55.22,,18.77,16.37,14.16,17,15.31,,8.8,*,-1.58,,78,,0.01,0.0,-6.0,0,1,0.476,0.03,0.03076,0.00888,17.762232,3744.8,0.5197872340425532,0.009349559060936414
450,3-5-2009,07 54 45.90,-61 09 55.10,,20.85,17.96,15.08,7,30.32,<,8.0,*,-2.17,,153,,0.01,-0.03,-6.39,0,1,,,,,19.539335,,,0.009349559060936414
451,3-5-2482,07 55 02.38,-61 10 37.60,2.911,18.19,15.75,13.5,29,1.02,,8.9,,-1.33,0.011,58,-1.3,0.5,0.53,-4.43,1,1,0.534,0.026,0.03667,0.00999,17.213226,3647.9,0.47447204968944107,0.009349559060936414
452,3-5-2531,07 55 03.96,-61 05 52.93,,16.42,14.29,12.42,64,59.58,<,8.0,*,-0.77,,31,,-0.02,-0.02,,0,1,,,,,15.43107,4523.5,1.1,0.009349559060936414
453,3-5-2593,07 55 06.68,-61 07 13.30,6.372,18.22,15.91,13.74,26,0.87,<,8.0,,-1.41,0.005,64,-1.0,0.18,0.2,-4.88,1,1,0.494,0.024,0.03564,0.00913,17.255568,3890.9,0.6,0.009349559060936414
454,3-5-2773,07 55 12.88,-61 09 39.97,,19.61,16.9,14.82,15,16.82,<,8.0,*,-1.77,,96,,0.03,-0.01,-5.69,0,1,0.304,0.034,0.01228,0.00429,18.413208,3462.1,0.3416814159292035,0.009349559060936414
455,3-5-2861,07 55 16.41,-61 13 37.10,8.634,17.46,15.38,13.43,37,0.49,<,8.0,,-1.21,0.012,51,-0.77,0.34,0.42,-4.59,1,1,0.553,0.023,0.05431,0.01309,16.6184,4189.4,0.8,0.009349559060936414
456,3-5-2879,07 55 17.64,-61 14 18.52,,20.7,17.65,15.2,10,0.51,,19.0,,-2.02,,128,,0.2,0.21,-4.88,0,1,0.242,0.039,0.00831,0.00363,19.246634,,,0.009349559060936414
457,3-5-3013,07 55 22.13,-61 09 23.15,,15.77,14.48,12.78,61,1.24,<,8.0,,-0.87,,34,,0.18,0.25,-4.86,0,1,0.69,,0.15234,,15.482584,4433.9,0.7105760368663593,0.009349559060936414
458,3-5-3184,07 55 28.15,-61 10 29.50,3.537,18.7,16.18,13.95,25,0.16,<,8.0,,-1.5,0.007,71,-1.3,0.47,0.5,-4.46,1,1,0.463,0.026,0.02687,0.00737,17.57698,3575.8,0.429689440993789,0.009349559060936414
459,3-5-3200,07 55 28.89,-61 13 34.90,4.968,18.78,16.26,14.07,24,1.39,<,8.0,,-1.53,0.006,73,-1.17,0.5,0.52,-4.44,1,1,0.442,0.026,0.02498,0.00681,17.688322,3531.4,0.4021118012422361,0.009349559060936414
460,3-5-3259,07 55 31.05,-61 10 42.70,,18.63,16.13,13.81,24,0.12,,11.2,,-1.48,,69,,0.48,0.5,-4.45,0,1,0.496,0.026,0.0313,0.0085,17.557566,3650.1,0.47583850931677013,0.009349559060936414
461,3-5-3333,07 55 34.53,-61 10 01.51,,19.6,16.69,14.26,19,22.12,<,8.0,*,-1.66,,85,,0.06,-0.05,-5.42,0,1,0.33,0.029,0.01284,0.00403,18.245947,3400.9,0.2908441558441559,0.009349559060936414
462,3-5-3341,07 55 34.48,-61 11 52.87,,16.66,14.93,12.96,49,1.27,<,8.0,,-1.08,,44,,0.29,0.35,-4.61,0,1,0.609,0.021,0.08398,0.01893,15.994294,,,0.009349559060936414
463,3-5-3354,07 55 35.48,-61 06 49.04,,21.85,18.38,15.33,5,0.62,,52.2,,-2.25,,168,,0.11,0.13,-5.18,0,1,,,,,20.08796,,,0.009349559060936414
464,3-5-3418,07 55 38.45,-61 13 47.51,,21.08,18.05,15.44,6,30.38,,23.1,*,-2.18,,155,,-0.14,-0.01,,0,1,,,,,19.701082,,,0.009349559060936414
465,3-5-366,07 53 46.86,-61 13 50.02,,20.82,17.61,14.85,7,2.01,,36.8,,-1.98,,123,,0.17,0.31,-4.97,0,1,0.415,0.068,0.01662,0.00832,19.256458,,,0.009349559060936414
466,3-5-3702,07 55 47.46,-61 07 25.88,,20.19,17.03,14.43,15,18.38,,10.9,*,-1.75,,95,,1.24,1.47,-4.11,0,1,0.352,0.041,0.01553,0.00585,18.747997,3240.8,0.19121739130434792,0.009349559060936414
467,3-5-3764,07 55 51.98,-61 13 21.10,1.216,16.83,15.07,13.04,39,0.39,,24.0,,-1.14,0.049,47,-1.58,0.53,0.64,-4.35,1,1,0.596,0.021,0.07887,0.01787,16.052801,,,0.009349559060936414
468,3-5-399,07 53 47.82,-61 11 59.85,,20.01,17.08,14.53,11,50.54,<,8.0,*,-1.81,,101,,-0.01,-0.06,,0,2,,,,,19.549871,,,0.009349559060936414
469,3-5-3994,07 56 01.95,-61 09 02.24,,18.29,15.73,13.51,33,0.15,,27.7,,-1.32,,57,,0.46,0.53,-4.48,0,1,0.52,0.023,0.03564,0.0092,17.16117,3561.0,0.4204968944099379,0.009349559060936414
470,3-5-453,07 53 49.50,-61 11 39.42,,16.19,14.64,12.59,43,1.65,,49.4,,-0.96,,38,,0.54,0.67,-4.36,0,1,0.652,0.021,0.10231,0.02265,15.769645,4645.2,1.2,0.009349559060936414
471,3-5-454,07 53 49.61,-61 10 45.42,,20.63,17.62,15.07,7,0.23,,24.7,,-2.01,,127,,0.21,0.21,-4.85,0,1,0.312,0.049,0.01146,0.00507,19.229313,,,0.009349559060936414
472,3-5-517,07 53 52.06,-61 11 47.20,,18.21,15.57,13.19,29,2.12,,19.3,*,-1.25,,53,,0.41,0.42,-4.53,0,2,0.577,0.026,0.0389,0.01078,17.111412,3520.2,0.3930973451327432,0.009349559060936414
473,3-5-679,07 53 57.06,-61 06 13.50,1.747,19.03,16.37,14.02,18,1.18,,13.0,,-1.56,0.023,76,-1.64,0.56,0.5,-4.4,1,1,0.428,0.026,0.02204,0.00619,17.843979,3469.6,0.3483185840707964,0.009349559060936414
474,3-5-767,07 54 00.76,-61 06 26.40,1.685,19.07,16.46,14.08,17,1.9,,17.3,,-1.61,0.016,80,-1.68,0.34,0.39,-4.61,1,1,0.423,0.027,0.02151,0.00608,17.947208,3441.2,0.3231858407079644,0.009349559060936414
475,3-5-778,07 54 01.53,-61 08 36.04,,20.35,17.41,15.01,7,3.82,,41.8,,-1.94,,117,,0.41,0.32,-4.57,0,1,0.288,0.04,0.01049,0.00423,19.016106,,,0.009349559060936414
476,3-5-854,07 54 04.22,-61 10 10.84,,18.72,16.26,14.04,21,0.8,<,8.0,,-1.53,,74,,0.22,0.21,-4.8,0,1,0.453,0.026,0.02771,0.00748,17.673004,3620.1,0.45720496894409934,0.009349559060936414
477,3-5-998,07 54 09.43,-61 07 55.50,,16.06,14.63,12.84,49,0.64,<,8.0,,-0.94,,37,,0.15,0.22,-4.93,0,1,0.7,,0.13342,,15.573442,,,0.009349559060936414
478,3-6-1162,07 54 12.66,-61 01 53.10,0.282,20.52,17.56,15.14,8,0.09,,52.3,,-1.99,0.021,125,-2.65,0.14,0.26,-5.04,1,1,0.289,0.041,0.00901,0.00375,19.122152,,,0.009349559060936414
479,3-6-1200,07 54 13.25,-60 57 12.10,5.808,18.24,15.89,13.6,26,0.78,<,8.0,,-1.39,0.009,63,-1.03,0.44,0.49,-4.49,1,1,0.513,0.023,0.03395,0.00882,17.356613,,,0.009349559060936414
480,3-6-1277,07 54 16.55,-60 59 51.74,,19.01,16.44,14.12,16,0.84,,28.4,,-1.6,,80,,0.48,0.5,-4.46,0,1,0.445,0.028,0.02278,0.00657,17.8828,3481.8,0.3591150442477878,0.009349559060936414
481,3-6-1367,07 54 19.25,-60 57 13.38,,18.54,16.22,13.82,21,14.46,<,8.0,*,-1.53,,73,,0.04,0.01,-5.55,0,1,,,,,17.95165,,,0.009349559060936414
482,3-6-1424,07 54 21.18,-60 58 13.10,0.418,18.18,15.86,13.6,26,0.52,,34.4,,-1.39,0.016,62,-2.17,0.64,0.69,-4.32,1,1,0.522,0.024,0.03678,0.00949,17.273737,3741.6,0.5186524822695036,0.009349559060936414
483,3-6-2189,07 54 47.52,-60 57 59.00,1.915,16.94,14.97,12.9,41,1.05,,16.5,,-1.05,0.028,42,-1.34,0.47,0.56,-4.44,1,1,0.621,0.021,0.07942,0.01814,16.139017,3764.6,0.5268085106382978,0.009349559060936414
484,3-6-2424,07 54 56.36,-61 05 11.70,0.491,18.54,16.07,13.7,26,0.74,,31.4,,-1.46,0.016,67,-2.14,0.44,0.55,-4.49,1,1,0.492,0.024,0.03048,0.00805,17.428122,3587.5,0.43695652173913047,0.009349559060936414
485,3-6-2510,07 54 59.53,-61 04 22.70,3.066,18.11,15.7,13.35,33,0.83,<,8.0,,-1.31,0.009,57,-1.27,0.51,0.56,-4.43,1,1,0.557,0.022,0.04204,0.01063,17.064728,,,0.009349559060936414
486,3-6-2534,07 55 00.67,-60 59 52.70,0.893,20.37,17.43,14.94,7,3.21,<,8.0,*,-1.94,0.017,118,-2.12,0.37,0.17,-4.61,1,1,0.34,0.042,0.01493,0.00572,18.969189,3372.9,0.2726623376623377,0.009349559060936414
487,3-6-257,07 53 39.51,-60 57 04.40,1.638,19.98,17.18,14.62,9,1.36,,9.1,,-1.87,0.015,108,-1.82,0.2,0.43,-4.85,1,1,0.361,0.036,0.01255,0.0045,18.741543,3339.2,0.25077922077922066,0.009349559060936414
488,3-6-2616,07 55 03.41,-60 59 30.98,,20.34,17.3,14.85,9,3.71,,42.7,,-1.88,,109,,0.14,0.38,-5.05,0,1,0.316,0.037,0.01019,0.00387,18.906723,3208.0,0.17695652173913046,0.009349559060936414
489,3-6-2656,07 55 05.03,-60 59 30.70,0.777,15.9,14.52,12.55,53,58.71,,39.8,*,-0.9,0.015,35,-1.66,0.49,0.67,-4.42,1,1,0.66,,0.14578,,15.603665,4717.8,1.3,0.009349559060936414
490,3-6-2779,07 55 09.57,-60 57 02.30,11.522,16.35,14.8,13.04,42,29.5,<,8.0,*,-1.02,0.012,41,-0.55,0.07,0.12,-5.28,1,1,0.69,,0.17995,,15.811712,4571.7,0.7423271889400921,0.009349559060936414
491,3-6-3057,07 55 18.64,-60 56 50.20,2.155,19.54,16.83,14.55,11,1.11,,14.6,,-1.74,0.01,93,-1.64,0.41,0.39,-4.53,1,1,0.365,0.034,0.01499,0.00501,18.3222,3475.5,0.35353982300884956,0.009349559060936414
