recno,RAJ2000,DEJ2000,i'mag,Per,Power,l_FAP,FAP,Amp,Mass,bin,Vmag,Icmag,Jmag,Hmag,Kmag,Mmb,XH,PSS,single,Mass_calc,Mass_e
308,02 19 38.26,+57 08 28.7,18.8,2.25,195.8,<,0.001,0.031,0.85,1,20.4,18.3,16.81,15.95,3.9113608199120353,1.0,,0.999994,1,0.756236686877803,0.012947409840164022
309,02 18 01.15,+57 06 00.0,20.02,4.02,195.5,<,0.001,0.079,0.48,1,22.34,19.35,17.52,16.81,4.711360819912034,1.0,,0.99949,1,0.45280238909326853,0.012947409840164022
310,02 18 09.29,+57 07 02.3,19.71,0.769,195.3,<,0.001,0.045,0.55,1,21.98,19.15,17.28,16.45,4.4013608199120355,1.0,X,0.999997,1,0.5602481543243778,0.012947409840164022
311,02 18 12.92,+57 10 54.7,17.51,0.496,195.0,<,0.001,0.015,1.18,1,18.71,17.08,15.87,15.22,3.1913608199120347,3.0,,0.999994,1,1.0725165240129424,0.012947409840164022
312,02 19 23.54,+57 04 26.3,16.01,1.7,194.8,<,0.001,0.006,1.4,2,16.87,15.56,14.66,14.13,2.171360819912035,3.0,X,0.999999,1,,0.0
313,02 18 33.66,+57 00 21.9,17.7,4.72,194.6,<,0.001,0.02,1.15,2,19.13,17.22,15.8,15.05,3.0313608199120345,3.0,,0.999992,1,1.132109263674608,0.012947409840164022
314,02 18 08.07,+56 59 36.7,19.2,1.25,194.6,<,0.001,0.067,0.72,1,,,17.12,16.28,4.231360819912034,,,0.999995,1,0.6256145250902214,0.012947409840164022
315,02 19 25.34,+57 07 11.1,18.66,1.16,193.2,<,0.001,0.028,0.9,1,20.17,18.02,16.61,15.82,3.7913608199120343,1.0,,0.999991,1,0.8070428889019815,0.012947409840164022
316,02 19 26.20,+57 05 11.3,17.9,3.92,192.9,<,0.001,0.025,1.1,1,,,16.11,15.44,3.421360819912035,,X,0.999998,1,0.9734339947390878,0.012947409840164022
317,02 18 58.15,+57 09 41.1,18.19,6.14,192.8,<,0.001,0.036,1.03,2,,,16.15,15.37,3.2913608199120343,,X,0.999996,1,1.0300295376543926,0.012947409840164022
318,02 18 07.51,+57 01 08.9,18.99,0.872,192.7,<,0.001,0.033,0.79,1,20.74,18.47,16.91,16.09,4.041360819912034,1.0,,0.999995,1,0.7004986432134263,0.012947409840164022
319,02 18 09.34,+57 11 54.5,15.99,11.9,191.9,<,0.001,0.005,1.39,2,17.09,15.61,14.56,13.94,1.9613608199120343,1.0,,0.999985,1,,0.0
320,02 20 00.82,+56 59 31.8,18.38,8.06,190.9,<,0.001,0.034,0.98,1,19.72,17.85,16.73,15.91,3.8213608199120355,1.0,,0.999992,1,0.7944938339420535,0.012947409840164022
321,02 19 32.82,+57 13 22.8,19.38,8.2,190.5,<,0.001,0.057,0.67,1,,,17.18,16.33,4.231360819912034,,,0.999992,1,0.6256145250902214,0.012947409840164022
322,02 18 36.93,+57 14 17.1,18.5,0.543,189.9,<,0.001,0.023,0.91,2,20.64,18.03,16.38,15.58,3.481360819912034,1.0,,0.999917,1,0.9462374885032852,0.012947409840164022
323,02 18 24.39,+57 04 50.9,16.77,6.67,189.4,<,0.001,0.006,1.3,1,17.77,16.41,15.4,14.9,2.931360819912035,0.0,,0.999992,1,1.1652432126822805,0.012947409840164022
324,02 18 18.16,+57 06 07.0,19.65,7.25,189.3,<,0.001,0.028,0.57,1,21.7,19.08,17.32,16.5,4.421360819912035,1.0,,0.999999,1,0.5530206017718451,0.012947409840164022
325,02 19 42.26,+57 01 34.1,18.73,8.62,188.9,<,0.001,0.025,0.87,1,20.29,18.18,16.75,15.99,3.9613608199120343,1.0,,0.999985,1,0.7340744230431856,0.012947409840164022
326,02 19 26.47,+57 06 22.2,18.55,0.528,188.1,<,0.001,0.054,1.0,1,20.13,18.04,16.47,15.73,3.7013608199120345,1.0,X,0.999989,1,0.8472563539958842,0.012947409840164022
327,02 18 04.66,+57 09 18.8,17.88,4.57,187.0,<,0.001,0.011,1.11,1,19.28,17.38,16.06,15.37,3.311360819912034,1.0,,0.999999,1,1.0220558732510514,0.012947409840164022
328,02 18 16.87,+57 13 11.3,20.01,1.15,186.6,<,0.001,0.058,0.47,1,22.46,19.39,17.57,16.78,4.681360819912033,1.0,,0.999986,1,0.46222615549624235,0.012947409840164022
329,02 18 06.64,+57 09 58.4,17.72,0.747,186.3,<,0.001,0.011,1.14,1,19.06,17.32,15.94,15.26,3.221360819912034,3.0,,0.999997,1,1.0595016197457086,0.012947409840164022
330,02 19 08.05,+57 12 14.3,19.68,2.64,185.6,<,0.001,0.035,0.57,2,22.17,19.02,17.17,16.32,4.191360819912035,1.0,,0.999993,1,0.6415444682105944,0.012947409840164022
331,02 18 16.22,+57 14 18.5,20.17,0.677,185.4,<,0.001,0.054,0.43,1,,,17.63,16.87,4.771360819912033,,,0.999577,1,0.4343203568507768,0.012947409840164022
332,02 19 33.97,+57 06 21.4,18.45,0.323,185.1,<,0.001,0.018,0.96,1,20.04,18.0,16.43,15.63,3.601360819912035,1.0,X,0.999989,1,0.8917785454467105,0.012947409840164022
333,02 19 43.10,+57 13 17.5,15.71,0.623,184.7,<,0.001,0.005,1.54,1,16.33,15.31,14.6,14.28,2.351360819912035,3.0,,0.999996,1,,0.0
334,02 18 53.71,+57 04 45.9,19.62,0.655,184.6,<,0.001,0.094,0.58,1,,,17.2,16.46,4.361360819912036,,,0.999973,1,0.5751182613003476,0.012947409840164022
335,02 19 43.53,+57 02 14.1,18.25,7.41,184.2,<,0.001,0.015,1.02,1,19.5,17.64,16.33,15.6,3.5813608199120353,1.0,X,0.999996,1,0.9007716084818509,0.012947409840164022
336,02 18 50.88,+57 15 18.5,20.33,5.65,183.8,<,0.001,0.056,0.4,1,23.01,19.71,17.64,16.84,4.731360819912034,1.0,,0.999608,1,0.44682491604877717,0.012947409840164022
337,02 18 32.14,+57 16 00.8,18.35,0.389,183.8,<,0.001,0.03,0.99,1,,,16.43,15.62,3.5713608199120355,,,0.999991,1,0.9053533960216762,0.012947409840164022
338,02 18 53.49,+56 59 43.1,16.43,5.88,183.7,<,0.001,0.005,1.34,1,,,15.05,14.53,2.591360819912035,,,0.999997,1,1.260950527061191,0.012947409840164022
339,02 18 49.25,+57 10 56.8,19.61,6.41,183.3,<,0.001,0.071,0.58,1,,,17.21,16.42,4.291360819912036,,,0.999976,1,0.6019698307273765,0.012947409840164022
340,02 19 49.48,+57 12 17.0,15.65,0.279,182.7,<,0.001,0.003,1.6,1,16.33,15.29,14.52,14.23,2.2713608199120348,3.0,,0.999998,1,,0.0
341,02 19 37.84,+57 13 28.0,16.01,0.902,182.6,<,0.001,0.004,1.39,1,16.86,15.62,14.77,14.34,2.391360819912034,1.0,X,0.999994,1,,0.0
342,02 18 47.44,+57 15 36.1,19.23,3.62,182.3,<,0.001,0.028,0.7,1,21.05,18.67,17.03,16.19,4.111360819912035,1.0,,0.999997,1,0.672440990746852,0.012947409840164022
343,02 19 40.20,+57 02 36.0,18.4,6.85,182.2,<,0.001,0.02,0.97,1,20.0,17.95,16.5,15.72,3.681360819912035,1.0,,0.999997,1,0.856014950015867,0.012947409840164022
344,02 18 16.73,+57 09 51.8,19.87,0.323,181.2,<,0.001,0.056,0.51,1,,,17.4,16.56,4.461360819912034,,,0.999994,1,0.5376879052330541,0.012947409840164022
345,02 18 15.46,+57 09 23.3,20.34,6.33,181.1,<,0.001,0.084,0.4,1,22.76,19.68,17.85,17.12,4.961360819912034,1.0,,0.999368,1,0.37999858915602414,0.012947409840164022
346,02 19 57.05,+56 59 53.6,19.75,0.44,180.8,<,0.001,0.049,0.54,1,22.17,19.15,17.35,16.49,4.361360819912036,1.0,,0.999983,1,0.5751182613003476,0.012947409840164022
347,02 18 09.53,+57 03 58.1,18.69,5.56,180.6,<,0.001,0.018,0.89,1,,,16.6,15.82,3.7713608199120348,,,0.999942,1,0.815764131148197,0.012947409840164022
348,02 19 41.33,+57 13 32.5,19.51,0.551,180.5,<,0.001,0.035,0.62,1,21.48,18.87,17.21,16.38,4.2813608199120345,1.0,,0.999999,1,0.6054383197857767,0.012947409840164022
349,02 19 42.68,+56 59 57.6,19.12,0.515,179.2,<,0.001,0.033,0.74,2,21.46,18.5,16.72,15.98,3.8613608199120346,1.0,,0.999984,1,0.7767836041120367,0.012947409840164022
