recno,RAJ2000,DEJ2000,i'mag,Per,Power,l_FAP,FAP,Amp,bin,Vmag,Icmag,Jmag,Hmag,Kmag,Mmb,XH,PSS,single,Teff,s_Teff,Mass,s_Mass,s_Lum,logL
325,02 19 42.26,+57 01 34.1,18.73,8.62,188.9,<,0.001,0.025,1,20.29,18.18,16.75,15.99,15.77,1,,0.999985,1,4283.0,170.0,0.67,,,-0.3812513185407144
326,02 19 26.47,+57 06 22.2,18.55,0.528,188.1,<,0.001,0.054,1,20.13,18.04,16.47,15.73,15.51,1,X,0.999989,1,,,,,,
327,02 18 04.66,+57 09 18.8,17.88,4.57,187.0,<,0.001,0.011,1,19.28,17.38,16.06,15.37,15.12,1,,0.999999,1,,,,,,
328,02 18 16.87,+57 13 11.3,20.01,1.15,186.6,<,0.001,0.058,1,22.46,19.39,17.57,16.78,16.49,1,,0.999986,1,,,,,,
329,02 18 06.64,+57 09 58.4,17.72,0.747,186.3,<,0.001,0.011,1,19.06,17.32,15.94,15.26,15.03,3,,0.999997,1,4455.0,130.0,0.7,,,-0.6314342146396679
330,02 19 08.05,+57 12 14.3,19.68,2.64,185.6,<,0.001,0.035,2,22.17,19.02,17.17,16.32,16.0,1,,0.999993,1,,,,,,
331,02 18 16.22,+57 14 18.5,20.17,0.677,185.4,<,0.001,0.054,1,,,17.63,16.87,16.58,,,0.999577,1,,,,,,
332,02 19 33.97,+57 06 21.4,18.45,0.323,185.1,<,0.001,0.018,1,20.04,18.0,16.43,15.63,15.41,1,X,0.999989,1,,,,,,
333,02 19 43.10,+57 13 17.5,15.71,0.623,184.7,<,0.001,0.005,1,16.33,15.31,14.6,14.28,14.16,3,,0.999996,1,6447.0,123.0,1.31,,,0.8477675544050853
334,02 18 53.71,+57 04 45.9,19.62,0.655,184.6,<,0.001,0.094,1,,,17.2,16.46,16.17,,,0.999973,1,,,,,,
335,02 19 43.53,+57 02 14.1,18.25,7.41,184.2,<,0.001,0.015,1,19.5,17.64,16.33,15.6,15.39,1,X,0.999996,1,,,,,,
337,02 18 32.14,+57 16 00.8,18.35,0.389,183.8,<,0.001,0.03,1,,,16.43,15.62,15.38,,,0.999991,1,,,,,,
338,02 18 53.49,+56 59 43.1,16.43,5.88,183.7,<,0.001,0.005,1,,,15.05,14.53,14.4,,,0.999997,1,5175.0,124.0,0.88,,,0.23099017472666034
339,02 18 49.25,+57 10 56.8,19.61,6.41,183.3,<,0.001,0.071,1,,,17.21,16.42,16.1,,,0.999976,1,,,,,,
340,02 19 49.48,+57 12 17.0,15.65,0.279,182.7,<,0.001,0.003,1,16.33,15.29,14.52,14.23,14.08,3,,0.999998,1,6308.0,123.0,1.24,,,0.74013995776378
341,02 19 37.84,+57 13 28.0,16.01,0.902,182.6,<,0.001,0.004,1,16.86,15.62,14.77,14.34,14.2,1,X,0.999994,1,5861.0,125.0,1.06,,,0.7884469658456968
342,02 18 47.44,+57 15 36.1,19.23,3.62,182.3,<,0.001,0.028,1,21.05,18.67,17.03,16.19,15.92,1,,0.999997,1,,,,,,
343,02 19 40.20,+57 02 36.0,18.4,6.85,182.2,<,0.001,0.02,1,20.0,17.95,16.5,15.72,15.49,1,,0.999997,1,,,,,,
344,02 18 16.73,+57 09 51.8,19.87,0.323,181.2,<,0.001,0.056,1,,,17.4,16.56,16.27,,,0.999994,1,,,,,,
346,02 19 57.05,+56 59 53.6,19.75,0.44,180.8,<,0.001,0.049,1,22.17,19.15,17.35,16.49,16.17,1,,0.999983,1,,,,,,
347,02 18 09.53,+57 03 58.1,18.69,5.56,180.6,<,0.001,0.018,1,,,16.6,15.82,15.58,,,0.999942,1,,,,,,
348,02 19 41.33,+57 13 32.5,19.51,0.551,180.5,<,0.001,0.035,1,21.48,18.87,17.21,16.38,16.09,1,,0.999999,1,,,,,,
349,02 19 42.68,+56 59 57.6,19.12,0.515,179.2,<,0.001,0.033,2,21.46,18.5,16.72,15.98,15.67,1,,0.999984,1,,,,,,
350,02 18 51.73,+57 01 30.2,18.89,7.94,178.8,<,0.001,0.039,1,,,16.83,16.01,15.81,,X,0.999996,1,,,,,,
351,02 18 33.69,+56 59 32.0,19.17,4.02,178.8,<,0.001,0.027,1,,,16.88,16.08,15.8,,,0.999996,1,,,,,,
352,02 17 58.35,+57 06 33.0,18.47,9.17,178.5,<,0.001,0.024,1,19.96,17.94,16.52,15.79,15.59,1,,0.999995,1,,,,,,
353,02 19 14.58,+57 06 06.6,17.16,0.504,176.3,<,0.001,0.029,1,18.16,16.7,15.62,15.0,14.81,1,X,0.999984,1,,,,,,
354,02 19 37.14,+57 11 17.2,19.18,1.35,175.2,<,0.001,0.022,1,21.2,18.6,16.88,16.04,15.75,1,,0.999989,1,,,,,,
355,02 19 47.45,+57 03 57.2,17.79,0.912,174.9,<,0.001,0.021,1,18.93,17.23,15.96,15.26,15.05,1,X,0.999961,1,,,,,,
356,02 19 35.44,+57 16 34.0,19.3,0.323,174.5,<,0.001,0.026,1,21.24,18.67,16.94,16.09,15.81,1,,0.999998,1,,,,,,
357,02 18 11.45,+57 12 56.2,18.66,0.483,174.3,<,0.001,0.022,1,20.19,18.17,16.69,15.91,15.65,1,,0.999999,1,4311.0,163.0,0.67,,,-1.1168498003167224
358,02 19 22.63,+57 09 52.6,15.63,0.323,173.9,<,0.001,0.009,1,16.37,15.27,14.44,14.11,13.93,3,X,0.999998,1,6431.0,124.0,1.3,,,1.0288176083267448
359,02 19 25.60,+57 05 47.2,18.2,8.2,173.9,<,0.001,0.026,1,19.62,17.71,16.32,15.61,15.4,1,X,0.999992,1,,,,,,
360,02 19 58.00,+57 06 37.7,18.88,7.87,173.8,<,0.001,0.025,1,20.56,18.3,16.78,15.98,15.77,1,,0.999997,1,4250.0,191.0,0.66,,,-0.8753979721066617
361,02 18 53.78,+57 15 01.4,18.83,3.88,172.2,<,0.001,0.02,1,20.53,18.33,16.75,15.95,15.7,1,,0.999996,1,,,,,,
362,02 18 58.41,+57 06 11.1,16.83,3.73,172.0,<,0.001,0.021,1,,,15.42,14.91,14.76,,X,0.999991,1,,,,,,
363,02 18 30.59,+57 00 48.1,19.32,0.487,171.8,<,0.001,0.039,2,,,16.87,16.05,15.77,,,0.999993,1,,,,,,
364,02 18 12.42,+57 03 56.4,17.45,3.88,171.7,<,0.001,0.011,1,18.72,17.05,15.78,15.14,14.96,3,X,0.999992,1,4712.0,129.0,0.75,,,-0.34517875439573714
365,02 18 19.46,+57 01 23.6,19.5,6.49,171.6,<,0.001,0.06,1,21.62,18.98,17.25,16.47,16.22,1,,0.999998,1,,,,,,
366,02 19 03.27,+57 05 47.8,16.0,7.46,171.1,<,0.001,0.004,1,16.89,15.6,14.71,14.27,14.09,3,,0.999998,1,5656.0,124.0,1.0,,,0.5924543505545049
367,02 18 32.00,+57 02 27.3,15.73,1.86,170.8,<,0.001,0.003,1,16.55,15.4,14.54,14.1,13.96,3,X,0.999994,1,5778.0,124.0,,,,
368,02 18 23.17,+57 05 47.0,19.23,15.4,169.5,<,0.001,0.039,1,21.15,18.66,16.95,16.14,15.85,1,,0.999969,1,,,,,,
369,02 20 00.33,+57 14 35.4,18.16,0.326,169.4,<,0.001,0.021,2,19.81,17.65,16.2,15.36,15.11,1,,0.999976,1,4201.0,151.0,0.66,,,-1.0216825032532488
370,02 18 46.33,+57 02 35.6,16.35,3.8,169.1,<,0.001,0.006,1,,,15.01,14.55,14.41,,,0.999998,1,5173.0,126.0,0.88,,,-0.07786126164328212
371,02 19 46.76,+57 11 33.3,16.61,4.02,168.7,<,0.001,0.007,1,17.74,16.24,15.18,14.64,14.45,3,X,0.999991,1,4972.0,126.0,0.82,,,-0.06555710160350328
372,02 19 51.00,+57 13 17.5,19.44,0.245,168.6,<,0.001,0.051,1,21.0,18.63,17.11,16.28,15.98,1,,0.999995,1,,,,,,
373,02 18 50.34,+57 10 36.2,17.25,0.339,168.2,<,0.001,0.01,1,18.48,16.84,15.62,14.97,14.78,0,,0.999994,1,4884.0,139.0,0.8,,,0.03411887431685958
374,02 18 36.91,+57 06 27.8,19.3,4.65,167.1,<,0.001,0.054,1,,,17.09,16.27,16.06,,X,0.999996,1,,,,,,
375,02 19 22.39,+57 09 08.3,16.77,2.99,166.7,<,0.001,0.006,2,17.91,16.37,15.18,14.57,14.32,3,X,0.999992,1,4910.0,129.0,0.8,,,-0.11627612176308559
376,02 19 16.54,+57 15 32.6,19.22,6.02,166.6,<,0.001,0.037,2,21.41,18.69,16.86,16.01,15.67,1,,0.999999,1,,,,,,
377,02 18 42.97,+57 07 33.6,18.06,12.0,166.4,<,0.001,0.027,2,19.72,17.59,16.16,15.3,15.05,1,X,0.999989,1,,,,,,
378,02 18 24.75,+57 09 42.1,18.87,0.426,166.4,<,0.001,0.027,1,,,16.81,16.0,15.72,,,0.999997,1,,,,,,
379,02 18 26.84,+56 59 20.6,18.62,7.46,165.8,<,0.001,0.023,1,20.16,18.11,16.74,15.97,15.75,1,,0.999992,1,4170.0,156.0,0.65,,,-1.0215455666347715
380,02 18 15.62,+57 05 28.2,18.29,0.349,165.7,<,0.001,0.013,1,19.79,17.82,16.42,15.63,15.4,1,,0.999992,1,4319.0,152.0,0.68,,,-1.0078442889573833
381,02 18 25.30,+57 13 28.8,19.05,3.41,165.2,<,0.001,0.023,1,20.82,18.4,16.86,16.06,15.79,1,,0.999999,1,,,,,,
382,02 20 01.41,+57 12 04.4,19.98,0.254,164.8,<,0.001,0.055,1,22.09,19.33,17.59,16.7,16.41,1,,0.999998,1,,,,,,
383,02 18 47.40,+57 11 40.7,19.92,0.54,164.4,<,0.001,0.041,1,22.03,19.4,17.55,16.73,16.42,0,,0.999994,1,,,,,,
384,02 18 10.66,+57 02 19.3,17.29,0.305,163.7,<,0.001,0.012,2,,,15.59,14.87,14.68,,,0.999979,1,4638.0,132.0,0.74,,,-0.3371194502611447
385,02 18 52.57,+57 04 25.3,15.88,0.435,162.9,<,0.001,0.009,2,,,14.57,13.92,13.74,,X,0.998634,1,,,,,,
386,02 18 46.86,+57 11 36.2,20.01,8.0,162.2,<,0.001,0.04,1,22.69,19.35,17.43,16.7,16.37,1,,0.999997,1,,,,,,
387,02 18 00.23,+56 59 45.6,18.75,4.67,161.4,<,0.001,0.066,1,,,16.77,15.96,15.73,,,0.999983,1,,,,,,
388,02 19 57.51,+57 07 16.1,18.24,1.49,161.4,<,0.001,0.013,1,19.74,17.81,16.36,15.61,15.42,1,,0.999979,1,,,,,,
389,02 18 09.89,+57 04 58.9,19.13,0.545,161.1,<,0.001,0.025,2,,,16.71,15.86,15.6,,,0.999976,1,,,,,,
390,02 19 40.72,+57 04 05.1,20.04,0.657,160.8,<,0.001,0.032,1,22.41,19.4,17.48,16.66,16.37,1,,0.999994,1,,,,,,
391,02 19 32.87,+56 59 48.7,15.89,6.76,160.4,<,0.001,0.004,1,16.78,15.52,14.66,14.16,14.01,3,,0.999993,1,5354.0,123.0,0.93,,,-0.20725121511638128
392,02 18 35.41,+57 15 08.8,18.6,2.69,160.1,<,0.001,0.018,1,20.12,18.1,16.66,15.89,15.65,1,,0.999998,1,,,,,,
393,02 19 16.94,+57 04 31.3,17.41,7.75,158.7,<,0.001,0.013,1,18.53,16.93,15.78,15.18,15.0,1,X,0.999995,1,4506.0,130.0,0.71,,,-0.6441846448842292
394,02 18 47.27,+57 07 16.3,18.51,0.468,158.4,<,0.001,0.042,1,,,16.54,15.74,15.51,,,0.999999,1,,,,,,
395,02 17 56.26,+57 09 03.5,18.38,0.333,157.9,<,0.001,0.021,1,,,16.41,15.69,15.4,,,0.999996,1,,,,,,
396,02 20 00.73,+57 02 19.7,19.4,4.42,156.7,<,0.001,0.038,1,21.23,18.81,17.17,16.34,16.07,1,,0.999986,1,,,,,,
397,02 18 53.42,+57 05 19.5,19.66,4.2,155.5,<,0.001,0.045,1,21.77,19.1,17.35,16.52,16.26,1,,0.999997,1,,,,,,
398,02 19 15.70,+57 06 57.7,18.64,3.21,155.1,<,0.001,0.042,1,,,16.66,15.87,15.63,,,0.999996,1,,,,,,
399,02 19 06.36,+57 02 25.5,19.47,6.85,153.7,<,0.001,0.044,1,21.49,18.92,17.28,16.44,16.18,1,,0.999989,1,,,,,,
400,02 18 23.94,+57 12 50.4,18.7,4.61,153.6,<,0.001,0.02,1,20.23,18.17,16.73,15.95,15.69,1,,0.999994,1,,,,,,
401,02 18 33.32,+57 07 12.4,19.21,0.541,153.2,<,0.001,0.031,2,21.43,18.64,16.81,16.03,15.73,1,X,0.999997,1,,,,,,
402,02 18 01.06,+57 13 54.6,17.51,3.69,152.9,<,0.001,0.009,1,18.73,17.09,15.71,15.03,14.82,1,,0.999992,1,4622.0,132.0,,,,
403,02 18 18.92,+57 04 41.0,18.58,4.61,152.9,<,0.001,0.016,1,20.11,18.11,16.61,15.85,15.61,1,X,0.999993,1,,,,,,
404,02 19 21.62,+57 14 18.3,16.55,6.94,152.9,<,0.001,0.004,1,17.48,16.12,15.15,14.64,14.47,1,,0.999996,1,5637.0,125.0,1.0,,,0.9913169135070242
405,02 18 25.53,+57 10 33.5,18.83,7.25,152.7,<,0.001,0.022,1,,,16.91,16.09,15.86,,,0.999994,1,,,,,,
406,02 18 29.89,+57 05 33.8,18.81,0.755,152.4,<,0.001,0.012,1,20.6,18.29,16.64,15.83,15.56,1,X,0.999997,1,,,,,,
407,02 19 01.42,+57 10 28.3,19.53,0.61,150.7,<,0.001,0.05,2,,,17.04,16.27,15.96,,,0.999999,1,,,,,,
408,02 19 36.76,+57 14 00.1,20.07,1.53,150.5,<,0.001,0.044,2,,,17.35,16.62,16.28,,,0.999781,1,,,,,,
409,02 18 44.69,+57 09 18.4,19.43,10.5,150.3,<,0.001,0.029,2,21.83,18.84,17.02,16.22,15.89,1,X,0.999994,1,,,,,,
410,02 18 24.70,+57 09 08.5,19.81,10.9,150.3,<,0.001,0.053,1,,,17.55,16.77,16.44,,,0.999992,1,,,,,,
411,02 18 53.37,+57 16 19.8,19.7,0.447,150.0,<,0.001,0.045,1,21.88,19.1,17.28,16.44,16.15,1,,0.99999,1,,,,,,
413,02 19 39.61,+56 59 51.2,16.77,8.13,149.4,,0.001,0.008,1,17.77,16.34,15.33,14.79,14.59,3,,0.999992,1,5094.0,125.0,,,,
414,02 18 46.75,+57 02 57.2,16.1,2.27,149.3,,0.001,0.004,1,17.02,15.77,14.83,14.4,14.24,1,,0.999996,1,5446.0,126.0,0.95,,,0.3353776541108294
415,02 17 57.11,+57 10 00.5,20.12,0.665,149.2,,0.001,0.093,1,22.48,19.45,17.5,16.73,16.4,1,,0.999503,1,,,,,,
416,02 19 05.37,+57 09 01.7,16.67,0.374,149.1,,0.001,0.022,2,,,15.09,14.43,14.19,,X,0.999995,1,5361.0,140.0,,,,
417,02 18 38.52,+56 59 39.4,19.11,6.76,148.5,,0.001,0.036,1,,,17.03,16.19,15.97,,,0.999998,1,,,,,,
418,02 18 31.74,+57 03 25.1,20.14,0.64,148.0,,0.001,0.05,1,22.35,19.51,17.63,16.81,16.51,1,X,0.999067,1,,,,,,
419,02 19 09.13,+57 05 57.1,19.98,6.85,147.5,,0.001,0.055,1,22.09,19.21,17.54,16.7,16.42,1,X,0.999996,1,,,,,,
420,02 19 24.66,+57 15 36.1,16.87,2.6,147.3,,0.001,0.005,1,17.9,16.43,15.44,14.88,14.72,3,X,0.999994,1,,,,,,
421,02 18 23.61,+57 12 40.5,18.56,11.2,147.2,,0.001,0.032,1,,,16.68,15.9,15.68,,,0.999988,1,,,,,,
422,02 18 22.94,+57 13 04.9,18.39,0.423,147.2,,0.001,0.016,1,19.96,17.9,16.44,15.68,15.43,1,,0.999999,1,4397.0,154.0,0.69,,,-0.8106219941579699
424,02 18 07.07,+57 06 41.4,18.69,6.52,146.3,,0.001,0.018,1,20.3,18.11,16.55,15.76,15.52,1,X,0.999988,1,,,,,,
425,02 18 06.02,+57 11 16.8,19.85,0.62,145.8,,0.001,0.034,1,22.12,19.25,17.38,16.61,16.31,1,,0.999989,1,,,,,,
427,02 19 00.90,+57 04 49.0,16.77,4.05,144.8,,0.001,0.012,2,18.0,16.37,15.17,14.56,14.36,3,X,0.999993,1,4897.0,129.0,0.8,,,-0.05044411478622707
428,02 18 35.81,+57 03 17.2,17.13,7.81,144.0,,0.001,0.008,1,18.15,16.73,15.7,15.15,15.02,0,,0.999994,1,5199.0,133.0,0.88,,,0.021978583757437095
429,02 19 46.91,+57 02 03.8,19.31,0.455,143.5,,0.001,0.027,2,21.36,18.68,16.78,15.97,15.68,1,,0.999995,1,,,,,,
430,02 19 32.90,+57 05 23.0,18.23,14.5,143.4,,0.001,0.023,2,19.94,17.71,16.17,15.37,15.12,1,,0.999998,1,,,,,,
431,02 20 00.49,+57 03 28.2,19.34,0.447,142.6,,0.001,0.038,1,21.12,18.78,17.04,16.2,15.96,1,,0.999994,1,,,,,,
432,02 19 18.35,+57 05 25.3,19.6,0.436,141.5,,0.001,0.048,2,22.19,18.95,16.98,16.17,15.86,1,,0.999993,1,,,,,,
433,02 19 34.96,+57 06 12.8,16.55,4.39,141.0,,0.001,0.005,1,,,15.11,14.64,14.5,,,0.999996,1,,,,,,
434,02 20 00.47,+57 02 04.8,19.5,5.52,140.9,,0.001,0.033,1,21.55,18.95,17.21,16.37,16.14,1,,0.999973,1,,,,,,
435,02 18 02.23,+57 03 59.7,19.58,4.72,140.6,,0.001,0.056,1,,,17.28,16.42,16.15,,,0.999993,1,,,,,,
436,02 18 32.93,+57 09 36.5,19.45,7.69,140.4,,0.002,0.024,1,,,17.3,16.5,16.2,,,0.999995,1,,,,,,
437,02 19 32.65,+57 11 16.8,19.58,10.2,140.4,,0.002,0.025,1,21.5,19.02,17.39,16.55,16.26,1,,0.999996,1,,,,,,
438,02 19 39.45,+57 09 40.9,19.9,3.26,140.3,,0.002,0.038,1,22.06,19.31,17.5,16.68,16.38,1,,0.999999,1,,,,,,
439,02 18 22.74,+57 01 48.9,18.17,3.39,140.2,,0.002,0.026,1,,,16.28,15.57,15.35,,,0.999997,1,4106.0,152.0,0.64,,,-0.8861234673689474
440,02 18 32.49,+57 13 39.1,18.26,0.343,139.7,,0.002,0.018,1,,,16.48,15.76,15.49,,,0.999994,1,,,,,,
441,02 19 54.04,+57 04 53.1,16.63,0.795,139.6,,0.002,0.006,1,17.5,16.19,15.29,14.86,14.72,0,X,0.999999,1,5713.0,129.0,1.02,,,0.4580437812262619
443,02 19 42.50,+57 02 07.9,19.98,7.52,139.3,,0.002,0.039,1,22.29,19.38,17.48,16.64,16.35,1,,0.999998,1,,,,,,
444,02 17 59.45,+57 07 19.2,20.05,0.518,139.3,,0.002,0.066,1,,,17.61,16.85,16.59,,,0.999353,1,,,,,,
445,02 19 23.08,+57 11 35.1,19.15,8.62,138.0,,0.002,0.028,1,,,16.98,16.17,15.88,,,0.999983,1,,,,,,
446,02 18 30.64,+57 09 33.5,19.24,5.26,137.6,,0.002,0.028,2,,,16.81,16.05,15.73,,X,0.99977,1,,,,,,
448,02 18 33.91,+57 11 50.2,18.71,4.88,136.4,,0.002,0.021,1,20.47,18.27,16.76,15.96,15.72,1,,0.999996,1,,,,,,
449,02 19 06.75,+57 05 54.6,19.4,7.96,136.0,,0.002,0.055,1,21.38,18.85,17.2,16.4,16.14,1,X,0.999999,1,,,,,,
451,02 18 02.24,+57 00 16.5,19.4,7.87,135.8,,0.002,0.028,1,21.36,18.77,17.12,16.38,16.11,1,,0.999989,1,,,,,,
452,02 19 24.24,+57 03 15.8,16.7,5.05,135.6,,0.002,0.005,1,17.67,16.33,15.38,14.94,14.79,0,,0.999997,1,5291.0,129.0,0.91,,,0.20240384756035273
453,02 19 53.35,+57 09 06.2,17.36,8.33,135.1,,0.002,0.007,2,18.71,16.87,15.59,14.92,14.67,3,,0.999991,1,4601.0,133.0,0.73,,,-0.11416967869505334
455,02 19 02.99,+57 13 01.6,18.56,3.95,134.8,,0.003,0.019,2,20.4,18.03,16.35,15.55,15.24,1,X,0.99997,1,,,,,,
456,02 19 01.12,+57 09 58.4,16.26,10.9,134.7,,0.003,0.009,1,17.19,15.86,14.92,14.48,14.28,1,X,0.999996,1,5591.0,125.0,0.99,,,0.1318303072749477
457,02 19 24.33,+57 04 18.9,17.85,6.69,134.2,,0.003,0.016,1,19.29,17.35,15.95,15.21,15.0,3,X,0.999992,1,,,,,,
458,02 18 35.46,+57 15 05.3,20.17,0.827,133.5,,0.003,0.037,1,22.55,19.64,17.59,16.81,16.52,1,,0.999769,1,,,,,,
459,02 18 36.22,+57 16 11.3,19.99,0.341,133.5,,0.003,0.048,1,22.25,19.38,17.53,16.68,16.37,1,,0.999996,1,,,,,,
460,02 19 49.57,+57 10 20.1,19.71,2.63,133.3,,0.003,0.03,1,21.93,19.1,17.42,16.52,16.23,1,X,0.999993,1,,,,,,
461,02 19 08.24,+57 02 34.5,18.83,10.5,133.3,,0.003,0.024,1,20.5,18.31,16.82,16.05,15.8,1,,0.999981,1,,,,,,
462,02 18 44.17,+57 12 47.5,17.59,3.82,133.2,,0.003,0.007,1,18.81,17.17,15.94,15.29,15.06,1,X,0.999997,1,,,,,,
463,02 18 28.13,+57 00 06.6,15.83,10.0,133.1,,0.003,0.002,2,16.74,15.46,14.56,14.0,13.85,3,,0.999982,1,5003.0,123.0,0.83,,,-0.3692569436115388
464,02 18 57.26,+57 11 15.8,17.55,0.479,132.2,,0.004,0.013,2,,,15.66,14.93,14.7,,X,0.999991,1,4459.0,127.0,0.7,,,-0.6732750871978904
465,02 19 22.16,+57 12 52.9,19.23,5.41,131.4,,0.005,0.029,2,21.35,18.69,16.86,16.05,15.72,1,,0.999993,1,,,,,,
466,02 17 56.78,+57 06 31.1,18.94,7.46,131.3,,0.005,0.022,1,,,16.96,16.15,15.94,,,0.999998,1,,,,,,
467,02 18 18.99,+57 10 19.9,16.14,3.57,130.4,,0.005,0.004,1,16.96,15.77,14.86,14.39,14.22,3,,0.999998,1,5876.0,124.0,1.06,,,0.9597152188788632
468,02 19 31.00,+57 14 31.7,17.76,1.5,130.1,,0.005,0.009,2,19.29,17.27,15.84,15.06,14.82,3,X,0.999982,1,4330.0,142.0,0.68,,,-0.3922448275535273
469,02 18 34.50,+57 11 10.8,19.03,6.99,129.9,,0.005,0.02,1,20.87,18.48,17.0,16.23,15.97,1,,0.99999,1,,,,,,
470,02 18 36.22,+57 13 47.4,20.01,0.421,129.9,,0.005,0.038,1,,,17.48,16.67,16.39,,,0.999996,1,,,,,,
471,02 18 14.88,+57 13 22.6,17.3,0.256,129.7,,0.005,0.007,2,18.59,16.79,15.43,14.68,14.44,1,,0.999985,1,4549.0,126.0,,,,
473,02 19 36.74,+56 59 59.2,15.79,0.873,128.9,,0.006,0.003,1,16.41,15.42,14.77,14.41,14.28,3,,0.999998,1,6301.0,123.0,1.24,,,0.5623226096352065
474,02 18 02.78,+57 10 22.7,19.1,6.1,128.8,,0.006,0.022,1,21.06,18.53,16.82,16.01,15.72,1,,0.999993,1,,,,,,
475,02 19 34.14,+57 10 44.4,17.87,6.25,128.6,,0.006,0.017,1,19.15,17.39,16.09,15.4,15.19,1,,0.999995,1,4659.0,154.0,0.74,,,-0.262688062010375
476,02 18 09.14,+57 10 13.3,18.65,5.1,128.1,,0.006,0.016,1,,,16.72,15.93,15.67,,,0.999995,1,,,,,,
477,02 18 02.91,+57 10 37.0,16.03,1.56,128.0,,0.006,0.002,1,16.88,15.68,14.82,14.41,14.27,3,,0.999998,1,5725.0,125.0,1.02,,,0.3351468625691687
478,02 19 36.21,+57 14 55.0,19.6,0.473,127.3,,0.006,0.023,1,21.77,19.0,17.21,16.39,16.09,1,,0.999997,1,,,,,,
479,02 18 51.36,+57 04 13.1,18.91,7.63,127.3,,0.006,0.043,1,,,16.84,16.06,15.84,,X,0.999998,1,,,,,,
480,02 19 12.08,+57 06 01.8,20.28,5.56,127.2,,0.006,0.075,1,,,17.8,17.03,16.76,,,0.999425,1,,,,,,
481,02 18 33.83,+57 15 01.0,16.19,6.52,126.9,,0.006,0.004,2,,,14.77,14.25,14.11,,,0.999992,1,5371.0,128.0,0.93,,,0.4830906765809839
484,02 19 44.07,+57 03 11.9,16.04,0.149,126.8,,0.006,0.003,1,16.85,15.64,14.76,14.35,14.22,3,,0.999998,1,6181.0,127.0,1.18,,,0.9821621933416809
485,02 19 00.50,+57 06 46.6,18.76,2.64,126.0,,0.006,0.059,1,,,16.79,16.06,15.84,,,0.999983,1,,,,,,
486,02 19 55.09,+57 09 33.2,17.65,7.35,125.9,,0.006,0.007,1,18.85,17.18,16.03,15.39,15.15,1,,0.999994,1,5038.0,145.0,,,,
487,02 19 18.34,+57 04 56.4,19.15,4.12,125.8,,0.006,0.035,1,20.99,18.64,17.01,16.21,15.99,1,X,0.999992,1,,,,,,
488,02 19 21.39,+57 13 44.3,19.52,0.537,125.7,,0.006,0.02,2,21.89,18.86,16.9,16.1,15.78,1,,,2,,,,,,
489,02 19 43.54,+57 16 41.9,18.15,4.52,125.6,,0.006,0.017,1,19.73,17.62,16.29,15.47,15.18,1,,0.999986,1,,,,,,
490,02 19 36.10,+57 09 11.6,19.77,0.55,124.3,,0.007,0.038,1,21.98,19.15,17.37,16.59,16.23,1,,0.99999,1,,,,,,
491,02 19 57.75,+57 04 03.0,19.27,1.3,123.9,,0.007,0.023,2,21.54,18.62,16.79,15.96,15.7,1,,0.999997,1,,,,,,
492,02 19 58.20,+57 10 32.2,17.33,6.14,123.5,,0.007,0.006,2,18.72,16.89,15.61,14.88,14.62,3,,0.999992,1,4420.0,129.0,0.69,,,-0.30037904203438615
493,02 19 23.73,+57 03 01.3,19.12,6.03,123.2,,0.007,0.03,1,20.9,18.57,17.06,16.2,15.97,1,X,0.999961,1,,,,,,
494,02 20 03.18,+57 11 45.0,18.5,0.231,123.0,,0.007,0.016,2,20.46,17.93,16.32,15.43,15.12,1,,0.999923,1,,,,,,
495,02 18 02.60,+57 09 46.4,18.24,2.93,122.6,,0.008,0.012,1,,,16.3,15.55,15.3,,,0.999988,1,4556.0,156.0,0.72,,,-0.2609183927738961
496,02 18 45.57,+57 13 02.8,18.86,10.8,121.9,,0.009,0.017,2,20.9,18.3,16.63,15.79,15.49,1,,0.999976,1,,,,,,
497,02 17 56.75,+57 10 54.7,19.98,8.47,121.7,,0.009,0.049,1,22.21,19.38,17.58,16.72,16.42,1,,0.999997,1,,,,,,
499,02 19 17.65,+57 13 16.4,18.71,4.88,120.6,,0.009,0.02,1,20.26,18.18,16.69,15.91,15.65,1,,0.999995,1,,,,,,
500,02 18 01.61,+57 10 55.5,19.54,0.468,120.3,,0.009,0.033,1,21.64,18.98,17.13,16.34,16.07,1,,0.999997,1,,,,,,
503,02 19 21.82,+57 07 07.2,18.64,0.842,118.4,,0.009,0.021,1,20.22,18.15,16.65,15.87,15.67,1,X,0.999996,1,,,,,,
504,02 18 03.08,+57 15 34.0,19.56,0.645,118.2,,0.009,0.037,2,21.86,18.9,16.91,16.11,15.81,1,,0.999995,1,,,,,,
505,02 18 25.64,+57 09 05.4,20.12,3.79,118.0,,0.009,0.045,1,,,17.62,16.9,16.54,,X,0.998148,1,,,,,,
506,02 19 37.14,+57 12 25.1,18.45,3.33,117.4,,0.009,0.009,2,20.36,17.93,16.22,15.4,15.12,1,,0.999973,1,3977.0,131.0,0.62,,,-0.8469477249328913
507,02 18 36.80,+57 14 30.3,19.57,1.17,116.4,,0.01,0.041,1,,,17.34,16.52,16.27,,,0.999988,1,,,,,,
508,02 18 03.27,+57 08 23.3,19.95,10.9,115.2,,0.01,0.034,1,22.29,19.37,17.6,16.81,16.52,1,,0.999995,1,,,,,,
