,recno,Name,SpT,e_SpT,ref1,AV,Imag,VmI,Vmag,l_V-I,Teff,logL*,Mass,e_M*,E_M*,Age,e_Age,E_Age,R*,e_R*,Per,n_Per,ref2,Cl,Acc,Notes,Simbad,_RA,_DE,Separation,Mass_calc,Mass_e
243,527,V2224 Ori,M1.5,2.0,H13,,15.97,,,,3560.0,,,,,,,,,,,,,,,"c,f",Simbad,83.80054,-5.40939,1.2491687094286037,0.0,0.0
244,417,V1276 Ori,M5.4,1.0,P,0.75,15.21,3.87,10.244998294395502,,2848.0,-0.782,0.1,0.03,0.06,0.2,0.1,2.1,1.67,0.3,5.59,opt,P09,2.0,,,Simbad,83.80067,-5.5056,1.5680243482719791,0.14763437171694038,0.05568971782550209
245,107,LW Ori,M0.5,1.0,H,0.6,13.25,2.11,6.674997294395505,,3700.0,-0.334,0.45,0.06,0.13,1.8,0.5,1.4,1.66,0.23,7.75,opt,P09,2.0,,,Simbad,83.80087,-5.50914,1.55252608873145,0.4826476855887318,0.05568971782550209
246,614,V1228 Ori,K1,1.0,H,0.81,12.89,2.11,6.104998294395504,,4920.0,,,,,,,,,,9.03,opt,H00,,,c,Simbad,83.80115,-5.39666,1.6035192856905378,0.5777569505490493,0.05568971782550209
247,613,V2225 Ori,M3,1.0,H,0.0,16.1,,,,3360.0,,,,,,,,,,7.44,opt,H02,,,c,Simbad,83.80287,-5.3265,1.486538631016298,0.0,0.0
248,609,JW 392,M6.25,1.0,H,0.0,15.21,,,,2762.5,,,,,,,,,,3.9,opt,P09,,,c,Simbad,83.80295,-5.45295,1.640335644319777,0.0,0.0
249,202,V1492 Ori,M3,1.0,H,1.31,14.57,3.06,8.234998294395504,,3360.0,-0.51,0.31,0.09,0.09,1.8,0.5,0.7,1.64,0.27,7.11,opt,S99,3.0,,,Simbad,83.80295,-5.27042,1.4763235867431506,0.3070626000363092,0.05568971782550209
250,50,2MASS J05351273-0516527,K8,1.0,H13,4.91,14.05,3.5,4.554997294395504,,3940.0,0.386,0.72,0.19,0.0,0.6,0.2,0.1,3.35,0.4,1.08,opt,R09,3.0,N,,Simbad,83.80308,-5.28133,1.491177003230591,1.043298514022833,0.05568971782550209
251,258,2MASS J05351278-0520390,M3,1.0,H13,0.0,15.05,2.55,9.514998294395506,,3360.0,-1.02,0.26,0.08,0.09,5.6,2.1,4.4,0.91,0.15,2.42,opt,R09,,,g,Simbad,83.80321,-5.34417,1.216011225589199,0.18367132080734228,0.05568971782550209
252,38,V485 Ori,K5,1.0,H,2.65,13.57,2.62,5.454997294395504,,4140.0,0.248,0.83,0.2,0.25,1.0,0.3,0.8,2.59,0.38,9.08,opt,E93,3.0,N,,Simbad,83.80341,-5.25667,1.4822799026788047,0.7374937198886039,0.05568971782550209
253,53,V2230 Ori,K6,1.0,D10,,15.1,3.1,,,4020.0,-0.145,0.71,0.11,0.16,2.3,0.8,1.8,1.75,0.23,4.85,opt,R09,3.0,,,Simbad,83.80421,-5.31782,1.5173591003135205,0.0,0.0
254,63,2MASS J05351304-0520302,K6,1.0,H,6.15,14.98,3.84,4.584998294395504,,4020.0,0.364,0.68,0.12,0.18,0.6,0.1,0.2,3.14,0.41,4.48,opt,R09,3.0,,,Simbad,83.80435,-5.34174,1.5722737060955687,1.0299803741131948,0.05568971782550209
255,579,V2231 Ori,M5.5,1.0,H,0.39,15.27,3.73,10.524998294395504,,2840.0,-0.928,,,,,,,1.42,0.25,6.71,opt,R09,2.0,A,b,Simbad,83.80433,-5.56766,1.3784515044335286,0.13668147098676844,0.05568971782550209
256,323,2MASS J05351304-0522151,M4.5,1.0,H,0.4,14.21,3.28,9.004998294395504,,3020.0,-0.496,0.2,0.09,0.07,0.5,0.42,1.4,2.06,0.41,0.86,opt,R09,,N,"e,g",Simbad,83.80425,-5.37092,1.0420783849344075,0.22968205950368814,0.05568971782550209
257,385,V2232 Ori,M5,1.0,H13,3.69,15.64,3.82,7.684998294395504,,2880.0,-0.842,0.12,0.05,0.08,0.5,0.3,2.4,1.53,0.34,6.58,opt,R09,,A,g,Simbad,83.8045,-5.35372,0.8387652608503712,0.3591687332821208,0.05568971782550209
258,4,V2235 Ori,K1,1.0,H,4.42,12.51,2.59,2.594998294395504,,4920.0,0.917,2.47,0.27,0.2,1.4,0.5,0.8,3.96,0.52,17.91,opt,H02,2.0,A,"a,d",Simbad,83.805,-5.4154,1.4410648043221508,0.0,0.0
259,499,2MASS J05351331-0537158,M5.5,1.0,H13,,15.92,,,,2840.0,,,,,,,,,,0.87,opt,R09,3.0,,c,Simbad,83.8055,-5.62106,1.3589079631978178,0.0,0.0
260,127,V1327 Ori,M1,1.0,H,3.67,13.88,3.41,5.534999294395504,,3630.0,0.183,0.41,0.07,0.14,0.6,0.51,0.2,3.12,0.43,2.26,opt,S99,2.0,N,,Simbad,83.80607,-5.28621,1.4649589440236856,0.7151006816293707,0.05568971782550209
261,289,V1493 Ori,M3.5,1.0,H,0.02,14.09,2.72,8.704997294395506,,3260.0,-0.604,0.24,0.07,0.12,2.0,1.4,0.9,1.57,0.29,2.11,opt,P09,3.0,N,,Simbad,83.80617,-5.51337,1.560379784215733,0.25983138689757995,0.05568971782550209
262,201,2MASS J05351351-0517173,M3,1.0,H,2.37,15.35,3.47,8.364998294395503,,3360.0,-0.566,0.31,0.09,0.08,2.0,0.5,1.0,1.54,0.26,3.03,opt,R09,3.0,N,,Simbad,83.8063,-5.28815,1.5282067156016976,0.2946945315792435,0.05568971782550209
263,150,[FW2011] J053513.515-052219.340,M1.4,1.0,P,1.34,13.54,2.59,6.704997294395504,,3574.0,-0.228,0.38,0.07,0.1,1.2,0.2,0.5,2.01,0.28,,,,,,f,Simbad,83.80629,-5.37211,1.3899205221063853,0.4777124022860872,0.05568971782550209
264,224,2MASS J05351352-0527286,M3,1.0,H,1.26,14.25,3.04,7.944998294395505,,3360.0,-0.395,0.29,0.06,0.09,1.4,0.6,0.5,1.88,0.31,2.05,opt,R09,,N,g,Simbad,83.80637,-5.45796,1.5383596598115017,0.3350954033939768,0.05568971782550209
265,384,2MASS J05351356-0527573,M5,1.0,H13,,14.83,3.19,,,2880.0,-0.836,0.12,0.05,0.09,0.5,0.35,2.4,1.54,0.35,4.9,opt,P09,,,g,Simbad,83.80652,-5.46592,1.4688095413549769,0.0,0.0
266,103,V1494 Ori,M0.5,1.0,H,1.44,13.95,2.44,6.864997294395504,,3700.0,-0.408,0.46,0.07,0.1,2.3,0.7,1.6,1.52,0.21,7.37,opt,P09,,,g,Simbad,83.80672,-5.40717,1.645331115286094,0.4561207343461758,0.05568971782550209
267,42,V488 Ori,K5e,1.0,H,0.38,11.48,1.46,4.474997294395504,,4140.0,0.36,0.79,0.18,0.32,0.7,0.1,0.6,2.94,0.43,8.84,opt,P09,2.0,A,,Simbad,83.80668,-5.516,1.4719871583296504,1.0759689115493494,0.05568971782550209
268,168,2MASS J05351359-0520314,M2:,1.0,H13,5.16,16.42,4.24,7.414998294395504,,3490.0,-0.401,0.35,0.06,0.09,1.6,0.3,0.6,1.72,0.24,0.77,opt,R09,,N,g,Simbad,83.80654,-5.34206,0.9868051795862256,0.38497149665706815,0.05568971782550209
269,208,V1495 Ori,M3,1.0,H13,,14.43,3.27,,,3360.0,-0.323,0.3,0.07,0.1,1.3,0.8,0.3,2.04,0.34,5.94,opt,P09,2.0,,,Simbad,83.8069,-5.47953,1.4850038828919905,0.0,0.0
270,156,2MASS J05351374-0522219,M2e,1.0,H13,,13.6,3.26,,,3490.0,0.116,0.36,0.07,0.09,0.4,0.35,0.4,3.12,0.43,,,,,,f,Simbad,83.80712,-5.37283,1.1740146599886794,0.0,0.0
271,389,V2247 Ori,M5,1.0,H13,,15.69,3.85,,,2880.0,-0.843,0.12,0.05,0.08,0.5,0.3,2.4,1.52,0.34,2.47,opt,R09,2.0,,,Simbad,83.80732,-5.58192,1.4578137893344505,0.0,0.0
272,138,2MASS J05351379-0519254,M1,1.0,H13,,15.19,2.02,,,3630.0,-1.152,0.38,0.07,0.13,17.5,7.5,20.5,0.67,0.09,3.5,opt,R09,3.0,,,Simbad,83.80747,-5.32374,1.542086465175803,0.0,0.0
273,260,2MASS J05351380-0530244,M3.5,1.0,H13,0.54,13.97,2.59,7.934997294395503,,3260.0,-0.612,0.26,0.09,0.1,2.1,1.4,0.9,1.55,0.29,1.41,opt,P09,3.0,N,,Simbad,83.80752,-5.50679,1.509317411772498,0.33595754452820287,0.05568971782550209
274,551,2MASS J05351382-0527368,M3,1.0,H13,,14.77,,,,3360.0,,,,,,,,,,4.41,opt,R09,,,c,Simbad,83.80759,-5.46025,1.4195712554949973,0.0,0.0
275,49,V2252 Ori,K6,1.0,StE,2.69,12.69,1.75,3.664998294395504,,4020.0,-0.024,0.73,0.14,0.12,1.7,0.6,0.9,2.01,0.26,,,,,N,f,Simbad,83.80855,-5.33112,1.5380625273426307,0.0,0.0
276,532,2MASS J05351404-0525499,M6,1.0,H13,0.0,14.94,,,,2800.0,,,,,,,,,,0.73,opt,R09,,,c,Simbad,83.80851,-5.43055,1.421052698675066,0.0,0.0
277,215,Parenago 1822,M3.1,1.0,P,1.83,13.04,3.26,6.384997294395504,,3340.0,0.212,0.3,0.08,0.09,0.05,0.03,0.35,3.81,0.65,,,,,,f,Simbad,83.80862,-5.37683,1.3762518886306163,0.5294240076938913,0.05568971782550209
278,530,2MASS J05351405-0525203,M6,1.0,H13,,15.4,,,,2800.0,,,,,,,,,,,,,,,"c,f",Simbad,83.80857,-5.42231,1.1979022715230452,0.0,0.0
279,109,V1329 Ori,M1,1.0,H,3.47,14.97,3.33,6.744997294395505,,3630.0,-0.303,0.44,0.09,0.08,1.6,0.4,0.7,1.78,0.25,8.26,opt,R09,,,g,Simbad,83.81023,-5.29041,1.591995815326674,0.4728275844098906,0.05568971782550209
280,236,V1498 Ori,M3,1.0,H13,,14.82,3.33,,,3360.0,-0.442,0.28,0.06,0.1,1.5,0.5,0.7,1.78,0.3,2.6,opt,P09,2.0,,,Simbad,83.81019,-5.54625,1.505837936687341,0.0,0.0
281,56,V2260 Ori,K5,1.0,P,2.97,16.03,2.47,7.4449982943955035,,4140.0,-0.829,0.71,0.06,0.05,38.0,16.0,21.0,0.75,0.11,7.56,NIR,C01,2.0,N,a,Simbad,83.81019,-5.5553,1.4995617133538448,0.38201533059888443,0.05568971782550209
282,566,2MASS J05351450-0529032,M4.5,1.0,H,0.0,16.19,2.98,11.084998294395506,,3020.0,-1.432,,,,,,,0.7,0.14,2.86,opt,P09,3.0,,b,Simbad,83.81043,-5.48424,1.6036061408597797,0.11476951568632249,0.05568971782550209
283,228,[H97b] 20123,M3,1.0,H,1.88,15.33,3.28,8.644999294395506,,3360.0,-0.677,0.29,0.09,0.09,2.5,0.5,1.5,1.36,0.23,7.25,opt,R09,,A,g,Simbad,83.81037,-5.36856,1.3191323528748742,0.265910178940527,0.05568971782550209
284,322,2MASS J05351463-0516461,M4,1.0,H13,,15.53,3.45,,,3160.0,-0.798,0.2,0.08,0.12,2.6,2.3,1.4,1.33,0.28,2.99,opt,R09,,,g,Simbad,83.81097,-5.27949,1.5421960213867485,0.0,0.0
285,134,2MASS J05351465-0523018,M1.5,2.0,H,4.11,15.45,3.67,6.924996294395504,,3560.0,-0.331,0.39,0.14,0.19,1.5,0.4,1.6,1.8,0.37,0.9,opt,R09,,,g,Simbad,83.81092,-5.38394,0.4076554942294179,0.44684035883669176,0.05568971782550209
286,605,[BOM2000] d147-323,M3e,1.0,H,0.0,12.2,,,,3360.0,,,,,,,,,,,,,,A,"c,f",Simbad,83.81138,-5.38963,0.8038186042362016,0.0,0.0
287,25,V1330 Ori,K4,1.0,H,2.31,11.86,2.1,3.5649982943955045,,4330.0,0.71,1.15,0.35,0.4,0.5,0.1,0.3,4.03,0.62,8.67,opt,H00,3.0,,,Simbad,83.81208,-5.37756,1.3897252829776514,0.0,0.0
288,279,V1500 Ori,M3.5,1.0,P,0.44,14.45,2.88,8.804998294395505,,3260.0,-0.648,0.25,0.09,0.11,2.2,0.9,1.0,1.49,0.28,6.12,opt,S99,2.0,,,Simbad,83.81215,-5.61088,1.048281954076824,0.25000730202938626,0.05568971782550209
289,582,[H97b] 20076,M6,1.0,H,0.58,15.62,4.16,11.114997294395502,,2800.0,-0.971,,,,,,,1.39,0.22,,,,3.0,,"b,f",Simbad,83.81242,-5.37539,0.1166136194383456,0.11359594728160012,0.05568971782550209
290,320,2MASS J05351527-0520290,M4,1.0,H,2.41,16.0,3.85,9.354998294395505,,3160.0,-0.736,0.21,0.08,0.12,2.4,2.1,1.1,1.43,0.3,2.59,opt,R09,,A,g,Simbad,83.81354,-5.34142,0.8901538976561268,0.1958572019532738,0.05568971782550209
291,265,2MASS J05351532-0513379,M3.5,1.0,H,2.13,15.4,3.54,8.724996294395504,,3260.0,-0.616,0.26,0.09,0.1,2.1,1.4,0.9,1.54,0.29,0.75,opt,R09,3.0,,,Simbad,83.81386,-5.22721,1.4463945075559534,0.25783616196932596,0.05568971782550209
292,13,V1331 Ori,K3e,1.0,Sta,,12.54,2.63,,,4550.0,0.854,1.65,0.49,0.58,0.6,0.2,0.5,4.3,0.65,10.7,opt,H00,,N,g,Simbad,83.81393,-5.37098,1.5716782721192026,0.0,0.0
293,192,2MASS J05351547-0527227,M2.5,1.0,H,2.28,14.25,3.27,7.154999294395504,,3425.0,-0.197,0.32,0.06,0.1,1.1,0.7,0.2,2.26,0.34,6.54,MIR,M11,3.0,N,,Simbad,83.81447,-5.45631,1.5852703002510595,0.4147539049944468,0.05568971782550209
294,273,2MASS J05351548-0535118,M3.5,1.0,H13,,14.79,3.14,,,3260.0,-0.622,0.25,0.08,0.1,2.1,1.3,1.0,1.53,0.29,5.76,MIR,M11,3.0,,,Simbad,83.81454,-5.58664,1.367433091844911,0.0,0.0
295,341,2MASS J05351559-0534466,M5,1.0,H,1.21,14.9,3.75,9.354997294395504,,2880.0,-0.589,0.17,0.09,0.06,0.5,0.44,1.6,2.04,0.46,2.57,opt,R09,3.0,N,,Simbad,83.81496,-5.57964,1.4031428274005489,0.1958572019532738,0.05568971782550209
296,43,2MASS J05351561-0524030,K5,1.0,StE,,12.44,2.07,,,4140.0,0.357,0.79,0.19,0.28,0.7,0.1,0.5,2.93,0.43,,,,,,f,Simbad,83.81507,-5.40085,1.5110349533371183,0.0,0.0
297,12,V348 Ori,K3,1.0,StE,2.39,10.97,1.8,2.294998294395505,,4550.0,0.964,1.76,0.59,0.63,0.5,0.2,0.4,4.88,0.73,8.71,opt,H00,2.0,N,,Simbad,83.81513,-5.38233,1.5348854258742373,0.0,0.0
298,81,V2274 Ori,K8e,1.0,H,1.71,13.26,2.38,5.844998294395504,,3940.0,0.003,0.62,0.07,0.07,1.2,0.3,0.5,2.16,0.26,,,,,A,f,Simbad,83.81532,-5.42589,1.524371870682031,0.6353814186790309,0.05568971782550209
299,340,2MASS J05351569-0528155,M4.5,1.0,H,1.78,15.43,3.82,9.384998294395503,,3020.0,-0.648,0.17,0.07,0.09,1.4,1.32,1.0,1.73,0.34,4.38,opt,P09,3.0,,,Simbad,83.81539,-5.47098,1.6281980648103644,0.19385447655467666,0.05568971782550209
300,218,V1502 Ori,M3,1.0,H13,1.08,14.26,2.49,7.584998294395504,,3360.0,-0.742,0.29,0.09,0.09,2.9,0.7,2.0,1.26,0.21,9.67,opt,H00,,,g,Simbad,83.81547,-5.44122,1.4639076286247026,0.3694653626501568,0.05568971782550209
301,151,V1504 Ori,M1.5,1.0,H13,,13.81,2.08,,,3560.0,-0.592,0.37,0.05,0.1,2.7,0.7,1.8,1.33,0.19,7.42,opt,H00,2.0,,,Simbad,83.81572,-5.54979,1.5922629597968438,0.0,0.0
302,111,MN Ori,M1,1.0,H13,0.07,13.25,1.82,6.914998294395504,,3630.0,-0.376,0.43,0.09,0.09,1.9,0.5,1.1,1.64,0.23,9.69,opt,P09,2.0,N,,Simbad,83.81582,-5.55343,1.5072304864549564,0.4491425988932652,0.05568971782550209
303,372,2MASS J05351587-0520404,M5,1.0,H,2.11,15.03,4.1,8.934997294395503,,2880.0,-0.423,0.13,0.04,0.1,0.09,0.07,1.21,2.47,0.56,1.18,opt,R09,3.0,A,e,Simbad,83.81614,-5.34457,1.564540956756866,0.2368744441259577,0.05568971782550209
304,165,V2277 Ori,M2.5,1.0,H,0.49,13.48,2.57,7.474997294395504,,3425.0,-0.325,0.36,0.1,0.05,1.4,0.5,0.3,1.95,0.29,4.25,opt,P09,2.0,,,Simbad,83.81622,-5.48129,1.5512076075196184,0.37908186470899746,0.05568971782550209
305,263,2MASS J05351596-0516575,M3.5,1.0,H13,,14.86,3.74,,,3260.0,-0.275,0.26,0.07,0.12,1.0,0.9,0.4,2.29,0.43,4.37,opt,R09,2.0,,,Simbad,83.8165,-5.28265,1.4984416962716856,0.0,0.0
306,22,AC Ori,K3.5,3.0,LR,4.33,12.33,2.16,2.0749982943955043,,4450.5,0.605,1.3,0.69,0.76,0.8,0.4,2.6,3.38,0.88,,,,,A,f,Simbad,83.81662,-5.39803,1.5255920380265258,0.0,0.0
307,355,V1505 Ori,M4.5,1.0,H,0.24,15.04,3.22,9.934998294395504,,3020.0,-0.866,0.15,0.06,0.09,2.3,2.12,1.2,1.35,0.27,5.95,opt,P09,3.0,,,Simbad,83.81775,-5.51686,1.3953607434144868,0.1602865834860858,0.05568971782550209
308,324,MAX 103,M4.5,1.0,H,3.86,15.02,4.63,7.705000294395504,,3020.0,0.022,0.2,0.05,0.08,0.04,0.03,0.06,3.75,0.74,7.87,opt,R09,,,g,Simbad,83.8178,-5.35254,0.7864361625597096,0.3573276862585955,0.05568971782550209
309,205,[H97b] 20028,M3e,1.0,H13,2.24,14.15,2.94,6.764998294395504,,3360.0,-0.417,0.3,0.08,0.08,1.5,0.7,0.5,1.83,0.3,,,,2.0,A,f,Simbad,83.81783,-5.38042,1.1518542515336478,0.46919677831504175,0.05568971782550209
310,522,V2292 Ori,M0.5,1.0,H13,,16.3,,,,3700.0,,,,,,,,,,7.46,opt,R09,2.0,,c,Simbad,83.8197,-5.33886,1.4952686110937297,0.0,0.0
311,319,2MASS J05351671-0522309,M4,1.0,H,0.41,15.03,3.07,9.604998294395505,,3160.0,-0.835,0.21,0.09,0.11,2.8,2.3,1.7,1.27,0.27,0.86,opt,R09,,A,g,Simbad,83.8195,-5.37547,0.7504177823515387,0.17718149381985293,0.05568971782550209
312,381,2MASS J05351678-0516533,M4.5,1.0,H,1.6,15.82,3.75,9.884998294395503,,3020.0,-0.847,0.13,0.04,0.12,1.5,1.32,1.9,1.38,0.27,3.47,opt,R09,3.0,N,,Simbad,83.81995,-5.28148,1.6167336414012974,0.16235916583635,0.05568971782550209
313,531,2MASS J05351676-0517167,M6.5,2.0,H13,,16.39,,,,2725.0,,,,,,,,,,0.49,opt,R09,,,c,Simbad,83.81983,-5.288,1.2586725297748096,0.0,0.0
314,351,V2297 Ori,M4.5e,1.0,H13,1.72,14.47,3.05,7.714998294395505,,3020.0,-0.744,0.15,0.06,0.1,1.6,1.41,1.2,1.55,0.31,18.17,opt,P09,,,"d,g",Simbad,83.82062,-5.42971,1.6590577551988093,0.3564107046288066,0.05568971782550209
315,92,[H97b] 20033,M0:,1.0,H13,,15.53,3.62,,,3770.0,-0.262,0.51,0.09,0.12,1.8,0.5,1.2,1.74,0.24,1.26,opt,R09,2.0,,,Simbad,83.82046,-5.38028,0.9924471736843378,0.0,0.0
316,143,[H97b] 534,M2e,1.0,H,0.0,12.66,1.43,6.004998294395504,,3490.0,-0.12,0.38,0.1,0.07,1.0,0.6,0.2,2.38,0.33,,,,2.0,A,f,Simbad,83.82071,-5.39361,1.401380099153309,0.5958491350910973,0.05568971782550209
317,17,V1333 Ori,K3,1.0,StE,3.16,12.44,2.16,3.3549982943955037,,4550.0,0.601,1.54,0.45,0.4,1.1,0.5,1.1,3.21,0.48,9.23,opt,H00,,N,a,Simbad,83.82083,-5.37581,1.4943646422387251,0.0,0.0
318,15,V2299 Ori,K3,1.0,StE,2.47,11.5,1.89,2.834998294395504,,4550.0,0.808,1.66,0.51,0.48,0.7,0.3,0.6,4.08,0.61,,,,2.0,N,f,Simbad,83.82108,-5.39283,1.5535800805312836,0.0,0.0
319,524,V2298 Ori,M0,1.0,H13,,17.05,,,,3770.0,,,,,,,,,,9.86,opt,P09,2.0,,c,Simbad,83.8211,-5.48281,1.5808223778047334,0.0,0.0
320,24,AE Ori,K4,1.0,StE,2.76,10.82,2.22,2.1949982943955035,,4330.0,1.201,1.26,0.2,0.91,0.2,0.17,0.1,7.1,1.09,3.42,opt,H00,3.0,N,,Simbad,83.82171,-5.35883,1.543916456600654,0.0,0.0
321,211,V2302 Ori,M3,1.0,H,0.0,13.34,2.2,7.454998294395503,,3360.0,-0.38,0.3,0.07,0.08,1.4,0.8,0.5,1.91,0.32,5.73,NIR,C01,,,g,Simbad,83.82177,-5.34104,1.5811225285504953,0.3810349950303625,0.05568971782550209
322,36,2MASS J05351738-0524001,K5,3.0,H,6.08,15.22,3.57,4.624999294395504,,4140.0,0.181,0.83,0.45,0.68,1.2,1.0,5.7,2.39,0.77,,,,,,f,Simbad,83.82242,-5.40006,1.8469113193612152,1.0142228300613905,0.05568971782550209
323,373,[PMD2009] 13,M5,1.0,H,2.39,15.68,4.21,9.414998294395504,,2880.0,-0.614,0.13,0.07,0.1,0.2,0.16,2.0,1.98,0.45,,,,2.0,,f,Simbad,83.82232,-5.40381,0.5495613055797318,0.19137984344999617,0.05568971782550209
324,283,2MASS J05351743-0530253,M3.5,1.0,H13,,14.31,2.49,,,3260.0,-0.748,0.24,0.09,0.11,2.6,1.0,1.7,1.33,0.25,1.52,opt,R09,3.0,,,Simbad,83.82266,-5.50705,1.5395168053046642,0.0,0.0
325,8,V1509 Ori,K2.5,1.0,H,8.0,14.67,4.21,2.794999294395504,,4655.0,1.011,2.11,0.59,0.52,0.6,0.2,0.4,4.92,0.71,6.99,opt,R09,3.0,N,a,Simbad,83.823,-5.29448,1.671581090336278,0.0,0.0
326,419,[H97b] 20012,M5.9,1.0,D10,,15.73,2.56,,,2808.0,-1.068,,,,,,,1.24,0.19,,,,,A,"b,f",Simbad,83.82354,-5.39458,1.064953667492293,0.0,0.0
327,313,V2311 Ori,M4,1.0,H,0.1,14.5,2.95,9.264998294395506,,3160.0,-0.698,0.22,0.09,0.11,2.3,2.0,1.0,1.49,0.31,9.89,opt,P09,3.0,,,Simbad,83.82367,-5.53401,1.561390171422788,0.20355344825655072,0.05568971782550209
328,376,2MASS J05351768-0524539,M5.5e,1.0,H,1.52,14.69,4.17,9.254998294395504,,2840.0,-0.421,0.13,0.03,0.07,0.09,0.06,0.21,2.55,0.44,2.27,opt,H00,,A,g,Simbad,83.8237,-5.41499,1.4705075047100504,0.20460220961608844,0.05568971782550209
329,583,[PMD2009] 50,M6.5e,1.0,H,0.0,15.62,4.05,11.584998294395506,,2725.0,-0.952,,,,,,,1.5,0.21,,,,2.0,A,"b,f",Simbad,83.82387,-5.41226,1.9399733846906488,0.0,0.0
330,155,V2316 Ori,M1.5,2.0,H,2.55,16.22,3.54,9.124998294395505,,3560.0,-0.72,0.37,0.12,0.24,4.0,1.7,7.0,1.15,0.24,4.14,opt,P09,2.0,A,,Simbad,83.82442,-5.51134,1.558291549019243,0.21761688450302272,0.05568971782550209
331,66,[H97b] 20017,K8,1.0,H,1.84,14.41,2.43,6.914998294395504,,3940.0,-0.425,0.67,0.08,0.08,5.1,1.9,3.0,1.32,0.16,4.38,opt,R09,,A,g,Simbad,83.82417,-5.38436,1.1839984468131597,0.4491425988932652,0.05568971782550209
332,622,MT Ori,K2,1.0,StE,1.36,9.66,1.73,1.9449982943955035,,4760.0,1.501,,,,,,,8.26,1.19,8.53,opt,E93,,A,b,Simbad,83.82475,-5.37931,1.5450053456389496,0.0,0.0
333,536,2MASS J05351793-0520494,M1.5e,1.0,H13,0.0,15.92,,,,3560.0,,,,,,,,,,0.9,opt,R09,,,c,Simbad,83.82475,-5.34706,1.4012457292608025,0.0,0.0
334,231,V1511 Ori,M3,1.0,H,1.42,15.02,3.1,8.614998294395503,,3360.0,-0.665,0.29,0.08,0.09,2.4,0.5,1.4,1.37,0.23,2.81,opt,S99,2.0,A,,Simbad,83.82479,-5.58769,1.347630047098745,0.26934852500568957,0.05568971782550209
335,216,V1335 Ori,M3,1.0,Sta,4.33,14.97,3.4,5.954999294395504,,3360.0,-0.458,0.3,0.08,0.1,1.6,0.4,0.7,1.74,0.29,6.12,opt,S99,,,g,Simbad,83.82492,-5.26075,1.6647590406787538,0.6066634190171932,0.05568971782550209
336,570,2MASS J05351797-0530315,M5.5,1.0,H,0.0,15.3,3.58,10.794999294395504,,2840.0,-0.952,,,,,,,1.38,0.24,4.36,opt,R09,3.0,,b,Simbad,83.82492,-5.50877,1.5714261689125113,0.12621642652430543,0.05568971782550209
337,157,V1512 Ori,M2,1.0,H13,0.55,13.07,2.28,6.714997294395504,,3490.0,-0.284,0.36,0.07,0.07,1.3,0.2,0.4,1.97,0.27,2.01,opt,H00,,,g,Simbad,83.82499,-5.49294,1.5020497756441702,0.47648648693145756,0.05568971782550209
338,142,V2323 Ori,M1e,1.0,H,,15.56,2.11,,,3630.0,-1.3,0.38,0.09,0.09,29.5,14.0,29.5,0.57,0.08,,,,2.0,A,"a,f",Simbad,83.82542,-5.4736,1.5681018872460355,0.0,0.0
339,188,MAX 150,M2,1.0,H,3.75,14.96,3.69,6.8149982943955045,,3490.0,-0.16,0.32,0.03,0.11,1.0,0.5,0.3,2.27,0.32,,,,,A,f,Simbad,83.82597,-5.38767,1.729534395454476,0.46320728608941186,0.05568971782550209
340,187,2MASS J05351829-0528461,M2.5,1.0,Sta,,13.99,2.8,,,3425.0,-0.386,0.33,0.07,0.08,1.5,0.3,0.5,1.82,0.27,5.09,opt,P09,,,g,Simbad,83.82621,-5.47949,1.538080584370538,0.0,0.0
341,238,V1336 Ori,M3,1.0,H,2.55,15.92,3.54,8.824998294395504,,3360.0,-0.751,0.28,0.07,0.1,2.9,0.6,1.9,1.24,0.21,,,,,,f,Simbad,83.82633,-5.40133,1.3819571048935286,0.24808751548161567,0.05568971782550209
342,489,V1513 Ori,K1,1.0,H13,,15.78,2.3,,,4920.0,-0.572,,,,,,,0.71,0.09,11.05,opt,S99,2.0,,b,Simbad,83.82628,-5.52836,1.2358942771827095,0.0,0.0
343,2,V1229 Ori,K0,1.0,H,3.21,11.3,2.12,2.124998294395505,,5030.0,1.119,2.86,0.18,0.13,1.2,0.3,0.5,4.77,0.58,14.3,opt,H00,3.0,,a,Simbad,83.82657,-5.37705,1.781052981759466,0.0,0.0
344,195,2MASS J05351836-0524267,M2.5,1.0,H,4.03,15.16,3.95,6.994998294395504,,3425.0,-0.136,0.31,0.04,0.12,0.9,0.7,0.3,2.42,0.36,,,,,,f,Simbad,83.82652,-5.40743,1.3367121979113086,0.43774880475783284,0.05568971782550209
345,186,2MASS J05351853-0518205,M2.5,1.0,H,0.51,14.37,2.58,8.354998294395505,,3425.0,-0.675,0.33,0.08,0.06,2.9,0.9,1.5,1.3,0.2,7.92,opt,H02,3.0,,,Simbad,83.82725,-5.30572,1.6519094797591547,0.2954527284244781,0.05568971782550209
346,10,AF Ori,G8,3.0,H13,3.67,13.06,2.52,3.8249982943955043,,5210.0,0.698,2.0,0.3,0.23,4.2,2.0,3.4,2.74,0.44,,,,2.0,A,"a,f",Simbad,83.82776,-5.3872,1.725555063096327,0.0,0.0
