,Name,F3.6,e_F3.6,F4.5,e_F4.5,F5.8,e_F5.8,F8.0,e_F8.0,Per,SpT,r_SpT,Mi,SimbadName,RAJ2000,DEJ2000,recno,main_id,ra,dec,coo_err_maj,coo_err_min,coo_err_angle,nbref,ra_sexa,dec_sexa,coo_qual,coo_bibcode,main_type,other_types,radvel,radvel_err,redshift,redshift_err,sp_type,morph_type,plx,plx_err,pmra,pmdec,pm_err_maj,pm_err_min,pm_err_pa,size_maj,size_min,size_angle,B,V,R_x,Jmag,H,K,u,g,r_xa,i,z,angDist,Mass_calc,Mass_e
355,Par 2117,11.04,0.004,11.11,0.006,10.93,0.02,10.47,0.063,6.94,,,,Parenago 2117,05 35 36.6,-05 04 39.3,358,V* V1748 Ori,83.9024503,-5.0774803,0.115,0.078,90.0,17,05 35 36.58807,-05 04 38.9291,B,2012yCat.1322....0Z,TTau*,*|**|IR|MIR|NIR|Or*|TT*|V*|X|Y*O,,,,,M0.5e,,,,10.2,11.6,5.0,5.4,90.0,,,,17.38,15.73,15.73,4.051998294395505,11.617,11.336,,16.52,15.17,14.08,,0.411513,0.3257566303438293,0.055689584892635896
356,Par 2134,10.34,0.003,10.36,0.004,10.4,0.013,10.11,0.043,5.59,K7,H97,H,Parenago 2134,05 35 36.7,-05 37 41.5,359,V* V1568 Ori,83.9029382076,-5.6282211976,0.0,0.0,90.0,41,05 35 36.70517,-05 37 41.5963,A,2020yCat.1350....0G,Orion_V*,*|Em*|NIR|Or*|Rad|V*|X|Y*O,25.61,0.311,8.54e-05,1e-06,K7,,1.5979,0.7325,1.146,-2.947,0.648,0.552,90.0,,,,16.011,14.932,,3.414998294395504,10.77,10.54,,,,,,0.123416,0.5602141116756053,0.055689584892635896
357,R01- 2168,11.51,0.005,11.53,0.007,11.41,0.015,11.35,0.029,3.47,,,,[R2001]  2168,05 35 36.7,-05 58 56.3,360,V* V1567 Ori,83.9029745578,-5.982321568,0.001,0.001,90.0,21,05 35 36.71389,-05 58 56.3576,C,2020yCat.1350....0G,TTau*,*|Em*|NIR|Opt|Or*|TT*|V*|Y*O,27.508,0.093,9.18e-05,3e-07,K0e,,,,,,,,32767.0,,,,,16.83,,4.572998294395504,12.0,11.756,,,,,,0.21514,0.18086135568430126,0.055689584892635896
358,R01- 2171,10.84,0.003,11.08,0.004,11.14,0.013,10.94,0.027,5.75,,,,[R2001]  2171,05 35 36.8,-06 16 31.0,361,V* V805 Ori,83.9035006459,-6.2752730867,0.0,0.0,90.0,21,05 35 36.84016,-06 16 30.9831,A,2020yCat.1350....0G,TTau*,*|Er*|NIR|Opt|Or*|TT*|V*|X|Y*O,25.477,0.026,8.5e-05,1e-07,K4.2,,2.5559,0.0227,1.632,-1.441,0.02,0.017,90.0,,,,,14.816,,3.781998294395505,11.17,11.02,17.575,15.512,,13.941,13.248,0.598954,0.4179634134048073,0.055689584892635896
359,JW 925,11.23,0.005,11.01,0.005,10.81,0.032,10.43,0.155,4.71,,,,JW 925,05 35 37.2,-05 10 29.5,362,V* V1569 Ori,83.9048321478,-5.1748652644,0.0,0.0,90.0,36,05 35 37.15972,-05 10 29.5150,A,2020yCat.1350....0G,TTau*,*|IR|NIR|Or*|Rad|TT*|V*|X|Y*O,30.653,0.027,0.0001023,1e-07,M3,,1.4814,0.1515,0.452,0.922,0.146,0.123,90.0,,,,17.746,16.565,,4.404998294395504,11.78,11.532,,,,,,0.601991,0.22385551330425044,0.055689584892635896
360,R01- 2176,11.97,0.007,11.97,0.009,11.88,0.022,11.98,0.088,2.76,M3.5,R01,L,[R2001]  2176,05 35 37.3,-06 00 00.2,363,V* V1749 Ori,83.9056052505,-6.0000467641,0.0,0.0,90.0,27,05 35 37.34526,-06 00 00.1684,A,2020yCat.1350....0G,TTau*,*|Em*|G|NIR|Or*|TT*|V*|X|Y*O,29.412,0.082,9.81e-05,3e-07,M3.5,,2.6365,0.0485,1.083,0.976,0.041,0.036,90.0,,,,,17.26,,5.068998294395504,12.45,12.212,,,,,,0.675924,0.1363307161954459,0.055689584892635896
361,R01- 2178,11.55,0.005,11.24,0.005,10.92,0.016,9.93,0.031,9.04,,,,[R2001]  2178,05 35 37.5,-05 51 28.1,364,V* V1570 Ori,83.9061224749,-5.8578113643,0.0,0.0,90.0,14,05 35 37.46939,-05 51 28.1209,A,2020yCat.1350....0G,Orion_V*,*|Em*|G|MIR|NIR|Or*|V*|Y*O,12.4,1.0,4.14e-05,3.3e-06,,,2.6111,0.1222,0.096,0.524,0.107,0.09,90.0,,,,,,,5.334998294395504,12.58,12.343,,,,,,0.457172,0.11836346856845596,0.055689584892635896
362,Par 2121,11.81,0.006,11.75,0.008,11.68,0.018,11.54,0.059,15.45,M2.5,R01,L,Parenago 2121,05 35 38.0,-04 48 33.4,365,V* V1750 Ori,83.9084535913,-4.8092751852,0.0,0.0,90.0,28,05 35 38.02886,-04 48 33.3907,A,2020yCat.1350....0G,TTau*,*|NIR|Or*|TT*|V*|X|Y*O,31.386,0.045,0.0001047,2e-07,M1.7,,2.5739,0.0356,0.767,0.874,0.03,0.024,90.0,,,,16.5,16.25,,4.737998294395505,12.09,11.849,,,,,,0.431505,0.1611124224814569,0.055689584892635896
363,R01- 2188,9.74,0.002,9.46,0.002,9.19,0.009,8.4,0.026,6.09,,,,[R2001]  2188,05 35 38.5,-04 59 41.2,366,V* V1572 Ori,83.9105274533,-4.9947643881,0.0,0.0,90.0,32,05 35 38.52659,-04 59 41.1518,A,2020yCat.1350....0G,TTau*,*|Em*|IR|MIR|NIR|Or*|TT*|TT?|V*|X|Y*O,29.764,0.05,9.93e-05,2e-07,M1.8,,4.7457,0.4021,3.032,-1.537,0.364,0.325,90.0,,,,,17.29,,3.9529982943955044,10.87,10.348,,,,,,0.400231,0.3591687332821209,0.055689584892635896
364,Par 2144,8.0,0.003,7.64,0.002,7.06,0.01,6.29,0.029,5.15,K2,H97,H,Parenago 2144,05 35 38.9,-05 12 42.0,367,V* V426 Ori,83.9119062693,-5.2116591206,0.0,0.0,90.0,46,05 35 38.85750,-05 12 41.9728,A,2020yCat.1350....0G,TTau*,*|Em*|IR|MIR|NIR|Or*|Rad|TT*|TT?|V*|X|Y*O,27.96,0.039,9.33e-05,1e-07,K2,,0.5293,0.2538,-0.602,-0.996,0.226,0.197,90.0,,,,17.555,16.028,,2.6149982943955035,9.51,8.822,,,,,,0.635376,0.9584798101206484,0.055689584892635896
365,Par 2143,9.9,0.002,10.05,0.003,10.09,0.025,10.3,0.166,1.17,M2,H97,H,Parenago 2143,05 35 39.1,-05 08 56.4,368,V* V1576 Ori,83.9128175863,-5.1489943814,0.0,0.0,90.0,45,05 35 39.07622,-05 08 56.3798,A,2020yCat.1350....0G,Orion_V*,*|Em*|IR|NIR|Or*|V*|X|Y*O,33.116,0.078,0.0001105,3e-07,M3?II/III?e,,2.5707,0.0153,2.616,-0.312,0.015,0.013,90.0,,,,14.87,13.5,,2.794998294395505,10.16,9.999,,,,,,0.355825,0.8538197865643244,0.055689584892635896
366,Par 2136,10.4,0.003,10.5,0.004,10.39,0.009,10.44,0.043,1.69,,,,Parenago 2136,05 35 39.8,-04 44 04.9,369,V* V1577 Ori,83.9159530848,-4.7346204727,0.0,0.0,90.0,16,05 35 39.82874,-04 44 04.6337,A,2020yCat.1350....0G,TTau*,*|NIR|Or*|TT*|V*|X|Y*O,31.0,0.6,0.0001034,2e-06,K7e,,2.4962,0.0885,1.443,0.728,0.078,0.062,90.0,,,,16.0,15.22,,3.560998294395505,10.86,10.574,,,,,,0.505471,0.5003261683007455,0.055689584892635896
367,SMMV 3465,10.07,0.002,9.68,0.002,9.3,0.007,8.43,0.027,5.79,,,,SMMV 3465,05 35 40.0,-05 06 36.8,370,V* V1578 Ori,83.9165005095,-5.1102368882,0.001,0.001,90.0,25,05 35 39.96012,-05 06 36.8528,C,2020yCat.1350....0G,Orion_V*,*|Em*|G|IR|MIR|NIR|Or*|TT?|V*|X|Y*O,26.91,0.053,8.98e-05,2e-07,,,,,,,,,32767.0,,,,,,,4.573998294395505,11.41,10.801,,,,,,0.598123,0.18039722556766316,0.055689584892635896
368,Par 2137,10.06,0.002,9.75,0.002,9.48,0.004,8.67,0.003,11.02,K8,R01,H,Parenago 2137,05 35 40.0,-04 45 55.4,371,V* OO Ori,83.916755616,-4.7653902495,0.0,0.0,90.0,37,05 35 40.02135,-04 45 55.4049,A,2020yCat.1350....0G,TTau*,*|Em*|G|MIR|NIR|Or*|TT*|V*|X|Y*O,30.577,0.026,0.000102,1e-07,K8,,2.5532,0.0183,1.413,-0.701,0.016,0.013,90.0,,,,,14.58,,3.3889982943955044,10.77,10.422,,,,,,0.319148,0.5718491334887573,0.055689584892635896
369,CHS 11666,11.05,0.021,10.68,0.009,9.97,0.077,8.85,0.142,12.06,,,,[CHS2001] 11666,05 35 40.8,-05 12 47.9,372,V* V2569 Ori,83.9198346093,-5.2133173772,0.0,0.0,90.0,27,05 35 40.76031,-05 12 47.9426,A,2020yCat.1350....0G,Orion_V*,*|IR|NIR|Or*|V*|Y*O,29.787,0.046,9.94e-05,2e-07,M3.7,,2.217,0.1673,0.549,-1.216,0.144,0.128,90.0,,,,,21.745,,5.3969982943955035,12.268,11.677,,,,,,0.594469,0.11447499180364756,0.055689584892635896
370,Par 2145,10.19,0.002,10.23,0.003,10.21,0.007,9.94,0.027,5.5,,,,Parenago 2145,05 35 40.8,-04 48 30.5,373,V* V1751 Ori,83.9198322464,-4.8084984425,0.0,0.0,90.0,28,05 35 40.75974,-04 48 30.5944,A,2020yCat.1350....0G,TTau*,*|NIR|Or*|TT*|V*|X|Y*O,24.22,0.023,8.08e-05,1e-07,K0,,2.6614,0.014,0.746,0.039,0.013,0.011,90.0,,,,14.0,12.77,,2.8259982943955038,10.43,10.248,,,,,,0.609146,0.8364477014121275,0.055689584892635896
371,HBJM 10743,12.16,0.011,11.83,0.011,11.61,0.067,10.55,0.161,2.57,,,,[H97b] 10743,05 35 40.8,-05 11 11.9,374,2MASS J05354076-0511118,83.9198664578,-5.1866429481,0.0,0.0,90.0,19,05 35 40.76795,-05 11 11.9146,A,2020yCat.1350....0G,TTau*,*|Em*|G|IR|NIR|TT*|TT?|V*|X|Y*O,,,,,M5.2,,2.5757,0.0975,2.702,-0.762,0.088,0.079,90.0,,,,20.949,19.707,,5.687998294395504,13.057,12.735,,,,,,0.479006,0.0,0.0
372,Par 2155,11.53,0.006,11.5,0.008,11.14,0.053,10.03,0.132,5.47,,,,Parenago 2155,05 35 41.0,-05 06 25.3,375,V* V1579 Ori,83.9210230321,-5.1070317286,0.0,0.0,90.0,30,05 35 41.04553,-05 06 25.3142,A,2020yCat.1350....0G,TTau*,*|IR|NIR|Or*|TT*|V*|X|Y*O,27.378,0.038,9.13e-05,1e-07,M2.3,,2.5012,0.0398,0.881,1.129,0.037,0.034,90.0,,,,,16.71,,4.565998294395504,11.93,11.705,,,,,,0.680353,0.18226092307881614,0.055689584892635896
373,JW 956,11.62,0.008,11.34,0.008,11.04,0.04,10.25,0.092,2.82,,,,JW 956,05 35 41.3,-05 38 34.2,376,2MASS J05354130-0538329,83.9220851985,-5.6424940535,0.0,0.0,90.0,34,05 35 41.30045,-05 38 32.9786,A,2020yCat.1350....0G,YSO,*|Em*|MIR|NIR|TT?|V*|Y*O,29.297,0.058,9.77e-05,2e-07,M4.0e,,2.6015,0.084,1.142,-0.025,0.07,0.06,90.0,,,,19.608,18.323,,5.154998294395504,12.473,12.116,,,,,,1.221426,0.12983479205463097,0.055689584892635896
374,R01- 2222,12.42,0.008,12.33,0.01,12.3,0.039,12.02,0.151,3.17,,,,[R2001]  2222,05 35 41.7,-05 49 26.2,377,V* V1752 Ori,83.9237989214,-5.8239668673,0.0,0.0,90.0,10,05 35 41.71174,-05 49 26.2807,A,2020yCat.1350....0G,Orion_V*,*|IR|NIR|Or*|V*|X|Y*O,,,,,,,2.5828,0.0611,1.247,0.714,0.056,0.047,90.0,,,,,,,5.453998294395504,12.789,12.628,,,,,,0.192909,0.11099910746449455,0.055689584892635896
375,CHS 11859,10.14,0.003,10.25,0.004,10.2,0.026,10.33,0.111,3.34,K6-K,H97,H,[CHS2001] 11859,05 35 42.8,-05 11 54.8,378,V* V2579 Ori,83.9282013678,-5.1985462356,0.0,0.0,90.0,47,05 35 42.76833,-05 11 54.7664,A,2020yCat.1350....0G,Orion_V*,*|EB?|Em*|IR|NIR|Opt|Or*|Rad|V*|X|Y*O,26.49,0.044,8.84e-05,1e-07,K6-K7,,2.5247,0.0141,1.26,-0.523,0.012,0.011,90.0,,,,15.338,14.281,,3.1179982943955036,10.47,10.289,,,,,,0.47431,0.6880631098043808,0.055689584892635896
376,Par 2185,9.57,0.002,9.69,0.002,9.56,0.008,9.66,0.043,1.94,K6-K,H97,H,Parenago 2185,05 35 43.2,-05 36 27.4,379,V* OR Ori,83.930084157,-5.6076307901,0.0,0.0,90.0,45,05 35 43.22020,-05 36 27.4708,A,2020yCat.1350....0G,Orion_V*,*|Em*|Er*|NIR|Or*|Rad|V*|X|Y*O,28.491,0.046,9.5e-05,2e-07,K6-K8,,2.4832,0.0287,0.222,-0.72,0.026,0.022,90.0,,,,14.276,13.379,,2.4719982943955046,9.92,9.741,,,,,,0.309726,1.0513719168647366,0.055689584892635896
377,Par 2173,9.71,0.003,9.77,0.003,9.73,0.031,9.54,0.108,1.43,K5V,H97,H,Parenago 2173,05 35 43.2,-05 09 17.1,380,V* V569 Ori,83.9302200441,-5.1547125252,0.001,0.001,90.0,53,05 35 43.25281,-05 09 16.9651,C,2020yCat.1350....0G,Orion_V*,*|Em*|Er*|IR|MIR|NIR|Or*|Rad|TT?|V*|X|Y*O,32.871,0.07,0.0001097,2e-07,K8,,,,0.3,1.9,2.7,2.0,90.0,,,,15.05,13.71,13.53,2.6529982943955037,10.034,9.848,,14.38,13.09,12.52,,0.800406,0.936568654006576,0.055689584892635896
378,Par 2172,9.71,0.003,9.77,0.003,9.73,0.031,9.54,0.108,1.02,K5V,H97,H,Parenago 2172,05 35 43.2,-05 09 17.1,381,V* V569 Ori,83.9302200441,-5.1547125252,0.001,0.001,90.0,53,05 35 43.25281,-05 09 16.9651,C,2020yCat.1350....0G,Orion_V*,*|Em*|Er*|IR|MIR|NIR|Or*|Rad|TT?|V*|X|Y*O,32.871,0.07,0.0001097,2e-07,K8,,,,0.3,1.9,2.7,2.0,90.0,,,,15.05,13.71,13.53,2.6529982943955037,10.034,9.848,,14.38,13.09,12.52,,0.800406,0.936568654006576,0.055689584892635896
379,Par 2184,10.23,0.003,9.88,0.003,9.58,0.011,9.04,0.034,8.07,M1,H97,H,Parenago 2184,05 35 43.4,-05 32 44.1,382,V* V570 Ori,83.930814146,-5.5456020028,0.0,0.0,90.0,49,05 35 43.39540,-05 32 44.1672,A,2020yCat.1350....0G,TTau*,*|Em*|Er*|MIR|NIR|Or*|TT*|TT?|V*|X|Y*O,30.24,0.191,0.0001009,6e-07,M1,,2.7251,0.0683,0.782,-1.274,0.059,0.047,90.0,,,,16.707,15.606,,3.9719982943955046,11.29,11.004,,,,,,0.096145,0.3527662495698484,0.055689584892635896
380,R01- 2252,12.16,0.008,12.1,0.012,12.1,0.024,12.23,0.077,8.38,M3,R01,L,[R2001]  2252,05 35 44.0,-05 56 53.3,383,V* V1754 Ori,83.9333706633,-5.9481419369,0.0,0.0,90.0,12,05 35 44.00896,-05 56 53.3110,A,2020yCat.1350....0G,Orion_V*,*|MIR|NIR|Or*|V*|X|Y*O,26.6,0.4,8.87e-05,1.3e-06,,,2.5914,0.0454,1.173,-0.538,0.037,0.034,90.0,,,,,,,5.253998294395505,12.683,12.42,,,,,,0.134114,0.12364838752627612,0.055689584892635896
381,JW 974,10.97,0.004,10.92,0.005,10.54,0.012,9.92,0.034,4.07,M6,H97,L,JW 974,05 35 44.2,-05 36 39.8,384,2MASS J05354416-0536397,83.9340250418,-5.6110383197,0.0,0.0,90.0,34,05 35 44.16601,-05 36 39.7380,A,2020yCat.1350....0G,TTau*,*|Em*|G|LP?|MIR|NIR|TT*|TT?|V*|Y*O,32.373,0.034,0.000108,1e-07,M6,,,,-0.606,-2.015,0.32,0.269,90.0,,,,19.597,18.328,,4.329998294395503,11.78,11.413,,,,,,0.511186,0.24429205485716432,0.055689584892635896
382,HBJM 10772,11.1,0.004,11.06,0.006,11.1,0.018,10.9,0.058,2.76,,,,[H97b] 10772,05 35 44.5,-05 07 31.7,385,ISOY J053544.50-050731.7,83.9354050913,-5.1254720498,0.0,0.0,90.0,18,05 35 44.49722,-05 07 31.6994,A,2020yCat.1350....0G,Star,*|IR|NIR|X|Y*O,21.1,0.6,7.04e-05,2e-06,,,2.5862,0.0482,0.463,1.076,0.043,0.036,90.0,,,,16.5,16.03,,4.126998294395504,11.475,11.266,,,,,,0.041509,0.3008150080750705,0.055689584892635896
383,Par 2169,11.29,0.005,11.22,0.006,11.4,0.035,10.59,0.075,6.58,M1,R01,H,Parenago 2169,05 35 44.5,-04 44 15.9,386,V* V1756 Ori,83.9354510708,-4.7377648901,0.0,0.0,90.0,29,05 35 44.50826,-04 44 15.9536,A,2020yCat.1350....0G,TTau*,*|MIR|NIR|Opt|Or*|TT*|V*|X|Y*O,28.58,0.038,9.53e-05,1e-07,M0e,,2.5401,0.025,1.028,0.981,0.021,0.018,90.0,,,,16.4,,,4.269998294395505,11.63,11.448,,,,,,0.134569,0.26117010712515293,0.055689584892635896
384,Par 2180,11.15,0.004,11.11,0.006,11.08,0.011,10.95,0.024,7.61,M2.5,R01,L,Parenago 2180,05 35 44.6,-04 50 09.8,387,V* V1580 Ori,83.9359352705,-4.836059731,0.0,0.0,90.0,25,05 35 44.62446,-04 50 09.8150,A,2020yCat.1350....0G,Orion_V*,*|NIR|Opt|Or*|SB*|V*|X|Y*O,28.06,0.134,9.36e-05,4e-07,,,2.5573,0.0274,1.504,-0.999,0.025,0.02,90.0,,,,16.4,,,4.1789982943955035,11.51,11.291,,,,,,0.365976,0.28648169033563375,0.055689584892635896
385,CHS 12130,8.69,0.002,8.25,0.002,7.76,0.002,7.3,0.002,3.25,,,,[CHS2001] 12130,05 35 45.9,-06 25 59.2,388,V* V811 Ori,83.9414009911,-6.4331005623,0.0,0.0,90.0,25,05 35 45.93624,-06 25 59.1620,A,2020yCat.1350....0G,Orion_V*,*|Em*|G|MIR|NIR|Opt|Or*|V*|Y*O,25.983,0.117,8.67e-05,4e-07,M2.1,,2.4872,0.0709,1.736,-0.214,0.07,0.056,90.0,,,,16.6,,,3.9099982943955034,10.51,9.674,25.13,19.449,17.055,15.617,14.492,0.541478,0.37328233752136986,0.055689584892635896
386,Par 2210,10.75,0.004,10.92,0.005,10.83,0.034,10.65,0.168,1.1,,,,Parenago 2210,05 35 46.4,-05 41 00.8,389,V* V378 Ori,83.9434400182,-5.6835451391,0.0,0.0,90.0,30,05 35 46.42560,-05 41 00.7625,A,2020yCat.1350....0G,Orion_V*,*|Em*|Er*|NIR|Or*|TT?|V*|Y*O,26.081,0.866,8.7e-05,2.9e-06,M4.1e,,3.0932,0.1021,2.574,1.268,0.081,0.072,90.0,,,,17.818,16.577,,3.850998294395504,11.208,10.985,,,,,,0.384013,0.39296692495438396,0.055689584892635896
387,R01- 2295,12.46,0.008,12.52,0.013,12.49,0.027,12.22,0.063,4.15,M6,R01,L,[R2001]  2295,05 35 47.1,-06 11 45.3,390,V* V1757 Ori,83.9461421529,-6.1959105328,0.0,0.0,90.0,16,05 35 47.07412,-06 11 45.2779,A,2020yCat.1350....0G,Orion_V*,*|MIR|NIR|Opt|Or*|V*|X|Y*?|Y*O|ev,,,,,M5.0,,2.4908,0.1233,2.21,0.515,0.126,0.104,90.0,,,,,20.154,,5.812998294395504,13.327,13.011,22.68,20.8,19.327,17.121,15.783,0.386613,0.0,0.0
388,R01- 2297,12.24,0.007,12.05,0.01,12.06,0.026,11.96,0.078,4.36,,,,[R2001]  2297,05 35 47.4,-05 55 11.3,391,V* V1758 Ori,83.9473450495,-5.9197902341,0.0,0.0,90.0,8,05 35 47.36281,-05 55 11.2448,A,2020yCat.1350....0G,Orion_V*,*|NIR|Or*|V*,,,,,,,2.6402,0.0478,0.803,0.26,0.04,0.035,90.0,,,,,,,5.185998294395505,12.56,12.385,,,,,,0.557582,0.12784846541513625,0.055689584892635896
389,Par 2207,10.67,0.005,10.65,0.006,10.65,0.048,9.92,0.126,8.18,M1.5,H97,H,Parenago 2207,05 35 47.4,-05 13 18.6,392,V* V1124 Ori,83.9474481035,-5.2218385589,0.0,0.0,90.0,42,05 35 47.38754,-05 13 18.6188,A,2020yCat.1350....0G,Orion_V*,*|Em*|Er*|IR|NIR|Or*|Rad|V*|X|Y*O,27.344,0.028,9.12e-05,1e-07,M1.5,,2.3196,0.1603,0.869,0.212,0.141,0.117,90.0,,,,16.394,15.252,,3.565998294395504,10.94,10.764,,,,,,0.187001,0.4977615686638992,0.055689584892635896
390,JW 1000,10.12,0.005,9.6,0.004,9.27,0.037,8.19,0.065,7.48,M2,H97,H,JW 1000,05 35 47.6,-05 19 14.5,393,V* V1582 Ori,83.9485374314,-5.3206936195,0.0,0.0,90.0,40,05 35 47.64898,-05 19 14.4970,A,2020yCat.1350....0G,TTau*,*|Em*|G|MIR|NIR|Or*|TT*|TT?|V*|X|Y*O,29.817,0.047,9.95e-05,2e-07,M2e,,2.5474,0.0865,0.649,-1.52,0.073,0.065,90.0,,,,19.771,18.41,,4.883998294395504,11.73,11.002,,,,,,0.731593,0.15031384193678674,0.055689584892635896
391,JW 1002,10.29,0.002,10.01,0.003,9.89,0.006,9.26,0.019,3.94,M6,H97,L,JW 1002,05 35 47.6,-05 37 38.8,394,V* V2598 Ori,83.9485322381,-5.6274557045,0.0,0.0,90.0,40,05 35 47.64774,-05 37 38.8405,A,2020yCat.1350....0G,TTau*,*|Em*|G|MIR|NIR|Or*|TT*|TT?|V*|Y*O,27.902,0.061,9.31e-05,2e-07,M3.7e,,2.4836,0.0844,0.788,-0.717,0.073,0.068,90.0,,,,19.463,18.439,,4.878998294395505,11.93,11.301,,,,,,0.713758,0.1507005728345093,0.055689584892635896
392,R01- 2304,9.8,0.002,9.59,0.002,9.13,0.003,8.54,0.004,4.79,,,,[R2001]  2304,05 35 48.1,-05 53 57.4,395,V* V812 Ori,83.9505562794,-5.8992655057,0.0,0.0,90.0,31,05 35 48.13351,-05 53 57.3558,A,2020yCat.1350....0G,Orion_V*,*|Em*|Er*|MIR|NIR|Or*|V*|Y*O,25.139,0.075,8.39e-05,2e-07,M2.1,,2.5094,0.0385,0.36,0.592,0.035,0.03,90.0,,,,16.6,17.0,,4.737998294395505,11.619,11.003,,,,,,0.501892,0.1611124224814569,0.055689584892635896
393,R01- 2308,11.61,0.005,11.71,0.007,11.78,0.02,11.91,0.057,9.29,,,,[R2001]  2308,05 35 48.3,-06 17 59.4,396,V* V948 Ori,83.9511966554,-6.2998331957,0.0,0.0,90.0,27,05 35 48.28720,-06 17 59.3995,A,2020yCat.1350....0G,Orion_V*,*|Em*|G|NIR|Opt|Or*|TT*|V*|X|Y*?|Y*O,26.68,0.037,8.9e-05,1e-07,M2,,2.6266,0.03,1.325,0.563,0.027,0.024,90.0,,,,15.3,16.75,,4.712998294395504,12.1,11.9,19.7,17.466,16.083,15.297,14.236,0.190881,0.16319568332575815,0.055689584892635896
394,R01- 2318,11.09,0.004,11.15,0.005,11.11,0.021,10.92,0.076,0.93,,,,[R2001]  2318,05 35 48.9,-05 00 28.6,397,V* V1584 Ori,83.9535516848,-5.0079452132,0.0,0.0,90.0,19,05 35 48.85240,-05 00 28.6028,A,2020yCat.1350....0G,Orion_V*,*|IR|NIR|Opt|Or*|V*|X|Y*O,25.8,5.7,8.61e-05,1.9e-05,K8,,2.5664,0.0433,-0.177,-1.059,0.039,0.034,90.0,,,,,17.22,,4.536998294395504,11.646,11.284,,,,,,0.711215,0.1889368000672124,0.055689584892635896
395,Par 2215,11.19,0.005,10.75,0.005,10.55,0.014,9.97,0.036,2.66,M1,R01,H,Parenago 2215,05 35 49.0,-05 01 39.4,398,V* V1018 Ori,83.9540804796,-5.0276312802,0.0,0.0,90.0,39,05 35 48.97932,-05 01 39.4726,A,2020yCat.1350....0G,TTau*,*|Em*|IR|MIR|NIR|Or*|TT*|TT?|V*|X|Y*O,28.077,0.062,9.37e-05,2e-07,M2.8,,2.4699,0.0291,0.259,0.719,0.026,0.023,90.0,,,,17.75,16.31,,4.481998294395504,11.83,11.496,,,,,,0.317494,0.20199037722405214,0.055689584892635896
396,Par 2235,10.71,0.007,10.65,0.005,10.35,0.064,9.14,0.115,8.63,M0-M0,H97,H,Parenago 2235,05 35 49.5,-05 35 26.3,399,V* V947 Ori,83.9562327439,-5.5906561265,0.0,0.0,90.0,40,05 35 49.49586,-05 35 26.3621,A,2020yCat.1350....0G,TTau*,*|Em*|NIR|Or*|Rad|TT*|V*|X|Y*O,28.07,0.187,9.36e-05,6e-07,M0-M0.5,,2.5229,0.0427,1.138,-0.419,0.04,0.032,90.0,,,,15.783,14.782,,3.5379982943955035,10.99,10.786,,,,,,0.087598,0.5094067709583844,0.055689584892635896
397,R01- 2337,11.36,0.005,11.59,0.008,11.39,0.033,10.89,0.08,1.55,,,,[R2001]  2337,05 35 50.4,-04 42 08.2,400,V* V1759 Ori,83.9597966504,-4.7022754423,0.0,0.0,90.0,16,05 35 50.35120,-04 42 08.1916,A,2020yCat.1350....0G,Orion_V*,*|NIR|Or*|V*|X|Y*?|Y*O,37.82,6.79,0.0001262,2.26e-05,,,2.537,0.0585,1.213,-0.622,0.049,0.037,90.0,,,,,18.04,,4.799998294395504,12.03,11.661,,,,,,0.729643,0.1566223807384944,0.055689584892635896
398,R01- 2342,11.96,0.007,11.52,0.007,11.32,0.022,10.61,0.054,7.42,,,,[R2001]  2342,05 35 50.9,-04 43 23.1,401,V* V2609 Ori,83.9620177193,-4.7230996635,0.0,0.0,90.0,14,05 35 50.88425,-04 43 23.1588,A,2020yCat.1350....0G,Orion_V*,*|MIR|NIR|Or*|V*|X|Y*O,27.26,1.57,9.09e-05,5.2e-06,,,2.5162,0.124,1.498,-0.446,0.091,0.078,90.0,,,,,19.27,,5.785998294395505,12.962,12.802,,,,,,0.242638,0.0,0.0
399,Par 2243,9.58,0.002,9.25,0.002,8.92,0.004,7.94,0.006,4.98,,,,Parenago 2243,05 35 51.1,-05 07 08.9,402,V* V575 Ori,83.9628988815,-5.1191535672,0.0,0.0,90.0,39,05 35 51.09573,-05 07 08.9528,A,2020yCat.1350....0G,Orion_V*,*|Em*|Er*|IR|MIR|NIR|Or*|TT?|V*|X|Y*O,26.402,0.026,8.81e-05,1e-07,,,3.4133,0.1115,0.356,1.366,0.104,0.091,90.0,,,,16.02,14.49,14.28,2.8939982943955034,10.197,9.87,,15.2,13.87,12.9,,0.082819,0.7986418983147713,0.055689584892635896
400,R01- 2356,11.23,0.005,11.17,0.006,11.16,0.031,10.75,0.081,6.24,M2,R01,H,[R2001]  2356,05 35 52.2,-05 39 24.7,403,V* V1585 Ori,83.9675238548,-5.6568832099,0.0,0.0,90.0,26,05 35 52.20573,-05 39 24.7796,A,2020yCat.1350....0G,Orion_V*,*|Em*|NIR|Or*|V*|Y*O,28.7,0.2,9.57e-05,7e-07,M0.8e,,2.4791,0.0725,0.563,-0.083,0.062,0.051,90.0,,,,19.253,17.919,,4.778998294395505,11.89,11.459,,,,,,0.116758,0.15824045851244392,0.055689584892635896
